Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB,CAB_cbj,CAB_cbij
74,63.5537832815,51.2907030817,36.9679506669,67.2358875237,48.2450148307,48.9117141013
75,63.6057725164,51.3411264313,37.0158887227,67.2610079108,48.2792315649,48.9345317701
76,63.6730413303,51.3694539559,37.0167365517,67.3006895325,48.3042910185,48.9604390526
77,63.6818952755,51.4114779304,37.0689564048,67.3338595617,48.3131449637,48.9692929978
78,63.8072634801,51.4525107676,37.0787876229,67.4502539516,48.356719156,48.9791242159
79,63.8244840567,51.5815925286,37.0960081995,67.4674745282,48.4118100634,49.0342151233
80,63.8911672689,51.6393304502,37.149485082,67.539020997,48.4652869458,49.1076619302
81,63.8992603233,51.727190554,37.1561827534,67.5519743013,48.4971528802,49.1176543836
82,63.9749448763,51.7620512144,37.1850831332,67.6698463359,48.5645895103,49.1377523255
83,64.1125307404,51.8763395762,37.1927565511,68.021446397,48.6250718407,49.1454257434
84,64.1555811253,51.8895379783,37.1927565511,68.1418363099,48.6250718407,49.1454257434
85,64.1612801607,51.9933404876,37.1927565511,68.1475353453,48.6307708761,49.1454257434
86,64.3527574242,51.9933404876,37.2134379686,68.1682167628,48.6361698869,49.1523847002
87,64.4620563723,51.9933404876,37.2324346024,68.2837943025,48.6516234606,49.1888313527
88,64.476709557,52.0552142042,37.247087787,68.3658068826,48.714933406,49.2374283176
89,64.5485664337,52.1138401093,37.2976599992,68.3658068826,48.7350420218,49.2494832404
90,64.5945014841,52.1597751597,37.3089732788,68.4164569432,48.7732184019,49.3091382889
91,64.6422899705,52.189441806,37.3406840746,68.4752566868,48.7732184019,49.3091382889
92,64.7015413708,52.2065132573,37.3482170505,68.5185776764,48.7902898532,49.3102793296
93,64.7239470543,52.2601394766,37.3505882749,68.521999541,48.8439160724,49.3438710897
94,64.7248938004,52.2811996167,37.3531602347,68.5252967666,48.8736415374,49.3761685145
95,64.8089480091,52.3173061619,37.3531602347,68.7538998668,48.9645623052,49.3854018886
96,64.8427173612,52.351075514,37.3576402519,68.7656833271,48.9938516401,49.390034956
97,64.8573841466,52.4583011785,37.4333765762,68.7656833271,49.0226300693,49.3974757181
98,64.9575979248,52.5386474103,37.4561670685,68.8221998177,49.1152805634,49.420038082
99,65.0216415674,52.5516345068,37.4621150022,68.8248087888,49.1212284971,49.4259860157
100,65.0216415674,52.5804688957,37.5121146885,68.8289376583,49.1663637562,49.4759857021
101,65.0272765715,52.5861038998,37.5121146885,68.8345726625,49.1719987604,49.4759857021
102,65.1981990989,52.5989064884,37.5148855418,68.9815198848,49.1848013489,49.4987631048
103,65.2948205476,52.6991122865,37.5360826686,68.9865360467,49.2863917521,49.5792035886
104,65.3562853564,52.7528245284,37.5462086752,69.0598627389,49.2965177586,49.5893295951
105,65.3880148338,52.7937167867,37.5547592401,69.0684133038,49.337410017,49.5893295951
106,65.4021204911,52.8057996917,37.5577966775,69.1298259511,49.3519339326,49.5897478534
107,65.4591229334,52.9059961315,37.5577966775,69.131271712,49.4024601169,49.6343876117
108,65.4816021376,52.9059961315,37.5577966775,69.1374921049,49.4024601169,49.6343876117
109,65.5084734701,52.9421149093,37.6061108626,69.1683326959,49.4385788947,49.6827017968
110,65.545850662,52.9707268063,37.621190119,69.2057098878,49.4898069602,49.7116319268
111,65.5490634365,53.2144160697,37.6361096913,69.222282293,49.6401955988,49.8158507597
112,65.5734350527,53.2436342012,37.6500101191,69.3035706079,49.6489819961,49.8166388936
113,65.667264123,53.2689669874,37.6580722853,69.4005774085,49.6570441623,49.8247010599
114,65.7128827395,53.2935473186,37.6826526165,69.4219565802,49.6816244935,49.84308549
115,65.7893687551,53.3152189555,37.6826526165,69.4772355205,49.7032961304,49.8733252159
116,65.87359305,53.3152189555,37.6826526165,69.5385349109,49.7032961304,49.878570315
117,65.8777265914,53.3193524969,37.6876999757,69.5491617536,49.7235867675,49.878570315
118,65.9089344036,53.3241592976,37.6998827999,69.5762652074,49.7357695917,49.8907531392
119,66.0769558802,53.4492223458,37.7275354037,69.5988415137,49.8069617447,49.918405743
120,66.0769558802,53.4822820152,37.7555810481,69.6289135088,49.8350073891,49.918405743
121,66.2451259883,53.4965632511,37.8406950585,69.7871704317,49.9244894503,49.9936065682
122,66.2820985452,53.515441811,37.8739799168,69.8097366901,49.954437489,50.0436076422
123,66.3023480015,53.5356912674,37.8792792857,69.815036059,49.9746869453,50.0489070112
124,66.3173101022,53.5506533681,37.8887568257,69.8427568657,49.9746869453,50.0889775563
125,66.3737397933,53.6093066274,37.8983683079,69.8975335461,49.9881750064,50.0912011245
126,66.5028922918,53.7330750974,37.8988532904,70.005054788,50.0670470596,50.0916861071
127,66.5028922918,53.9380912077,37.8988532904,70.005054788,50.0670470596,50.0916861071
128,66.6116516176,54.0187461278,37.9178587201,70.005054788,50.1477019797,50.1106915368
129,66.625044148,54.2160690846,38.1047802531,70.0205024498,50.3174499335,50.1275515684
130,66.625044148,54.2330057576,38.1047802531,70.0205024498,50.3437832645,50.1444882414
131,66.9023598633,54.3148730147,38.1667397129,70.1781704862,50.4256505216,50.2064477011
132,66.9762784628,54.3972463124,38.175194411,70.1902103172,50.4995691211,50.2382000763
133,67.0408356748,54.4502036038,38.1825951436,70.2881357142,50.5069698537,50.2456008089
134,67.084894692,54.496889275,38.205277208,70.3108177786,50.550798563,50.2482274628
135,67.1340865207,54.496889275,38.2133101259,70.3108177786,50.558831481,50.2562603808
136,67.240559619,54.5141587474,38.2133101259,70.4186061158,50.5761009533,50.2636951409
137,67.240559619,54.5141587474,38.2133101259,70.4248500768,50.5823263763,50.2636951409
138,67.2762139163,54.5348541503,38.2189041965,70.4796324086,50.6193153421,50.2692892115
139,67.3053885026,54.5969338424,38.2400806667,70.4997067038,50.6894524028,50.3300462359
140,67.3582097237,54.6372522488,38.2508984308,70.5572732149,50.7011174469,50.3315012682
141,67.4182222357,54.7367414784,38.3095622985,70.5766994754,50.7679061248,50.4176839972
142,67.4973615046,54.7800737801,38.4467017862,70.6214029185,50.7679061248,50.4176839972
143,67.5106939306,54.7934062062,38.4799655948,70.6303256589,50.782597069,50.4250657834
144,67.5106939306,54.8341748507,38.4799655948,70.6458398747,50.782597069,50.4250657834
145,67.5366024577,54.8600833778,38.4799655948,70.6540471957,50.782597069,50.426096528
146,67.5472120186,54.8757907935,38.4826585179,70.6944351307,50.7983044847,50.426096528
147,67.5542747204,54.8828534953,38.4826585179,70.7075034239,50.8053671865,50.426096528
148,67.6642144326,54.972326197,38.5811687601,70.7996191137,50.8948398882,50.5135727729
149,67.6867137101,55.0195804611,38.5880214209,70.8152657305,50.9264475354,50.5135727729
150,67.7971235936,55.1013547241,38.5976075121,70.8855728351,50.9686520169,50.5231588641
151,67.831399567,55.1115418886,38.7321171089,70.9112487762,51.1133487783,50.5231588641
152,67.858321491,55.1243887684,38.7449639887,70.9240956561,51.1261956582,50.5231588641
153,67.9164029274,55.1366169867,38.7449639887,70.9383575999,51.1261956582,50.5353870824
154,67.9185122526,55.1852603458,38.7470733139,70.9383575999,51.1283049833,50.5374964076
155,67.930450037,55.1971981302,38.7590110983,70.9383575999,51.1402427678,50.549434192
156,68.010612472,55.1971981302,38.7590110983,71.018520035,51.1898226634,50.549434192
157,68.0383455671,55.2044176699,38.7603480461,71.0399934374,51.1970422031,50.5507711398
158,68.05024192,55.2326900539,38.772244399,71.0518897903,51.208938556,50.5703161716
159,68.0787730624,55.2326900539,38.7785820211,71.070642788,51.208938556,50.5766537936
160,68.1141074816,55.315732767,38.7942404787,71.0825901783,51.2584771575,50.5949747251
161,68.1465683542,55.3448355485,38.8012399329,71.1224593518,51.2654766117,50.6019741793
162,68.1911602545,55.3792018993,38.8247789701,71.1309655794,51.2998429625,50.6026458722
163,68.1911602545,55.3792018993,38.8247789701,71.1309655794,51.3023722269,50.6051751366
164,68.2125919256,55.6343950704,38.8247789701,71.1389299783,51.3023722269,50.6051751366
165,68.2125919256,55.6343950704,38.8247789701,71.1389299783,51.3023722269,50.6051751366
166,68.2278344524,55.6664740783,38.857247263,71.1795168042,51.3348405197,50.6376434295
167,68.2614102561,55.6970038961,38.8595318763,71.219396435,51.3478537441,50.6399280428
168,68.3252597538,55.7694556708,38.9094866191,71.2856330792,51.4064107639,50.6984850626
169,68.4161001311,55.8362333596,38.9602417113,71.3491763779,51.4867130635,50.8264769122
170,68.4574334046,55.875753688,38.9602417113,71.3491763779,51.4867130635,50.8264769122
171,68.4992179962,55.8821688364,38.9637658078,71.3698892162,51.4867130635,50.8264769122
172,68.5303126747,55.9132635148,38.9637658078,71.4517153839,51.5109015362,50.8495489317
173,68.5322346439,55.915185484,38.9757065111,71.4974604123,51.5109015362,50.8495489317
174,68.5563407814,55.9251610221,38.9851732908,71.5245465674,51.5208770742,50.8495489317
175,68.5711653416,55.9251610221,38.9851732908,71.5393711276,51.5208770742,50.8495489317
176,68.5808080166,55.9394343341,38.9871038755,71.5413017123,51.5305197492,50.851287105
177,68.6073788775,55.9694835864,38.9871038755,71.5586683101,51.5447086101,50.8635771875
178,68.6073788775,55.9694835864,38.9871038755,71.5594217061,51.5447086101,50.8643305835
179,68.6764163333,55.9865236337,38.9996813445,71.6099032329,51.5617486573,50.8836015869
180,68.6939802571,56.0268336098,38.9996813445,71.6496282845,51.588812517,50.883614756
181,68.7094646409,56.0423179936,39.010864375,71.6496282845,51.588812517,50.883614756
182,68.7140742665,56.0682030626,39.0154740007,71.6604783488,51.6146975859,50.8882243817
183,68.7241372457,56.0957844029,39.0154740007,71.670541328,51.6422789262,50.9057427428
184,68.7266013941,56.1032512079,39.0229408057,71.6737640728,51.6497457313,50.9132095479
185,68.7692287277,56.1281760289,39.0440456057,71.6796067449,51.6746705523,50.9132095479
186,68.7821168582,56.1339650883,39.0498346651,71.6900360477,51.6804596116,50.9189986072
187,68.8022313585,56.1497353583,39.1444736843,71.8504469128,51.6962298816,50.9370964614
188,68.8176380154,56.1738450856,39.1598803411,71.8525414225,51.720339609,51.0417369128
189,68.8176380154,56.1738450856,39.1670376192,71.8624452197,51.720339609,51.0417369128
190,68.8918478418,56.1762965041,39.1726271119,71.9136225398,51.7243824795,51.0457349534
191,68.9700754898,56.2044406424,39.1771427094,71.9739397112,51.7525266178,51.0502505509
192,69.0020472258,56.2056473519,39.2680717229,71.993001355,51.8825435249,51.0502505509
193,69.0045428637,56.2276978249,39.2705673608,71.9954969929,51.9045939979,51.0527461888
194,69.0185719542,56.2396692603,39.2796918938,72.0059774862,51.9131518178,51.0683708865
195,69.1298725285,56.2513962633,39.2989531577,72.0968838497,51.9248788208,51.0943761951
196,69.192247356,56.2513962633,39.2989531577,72.1191352467,51.9248788208,51.0943761951
197,69.2209518533,56.2859817856,39.327657655,72.3024891603,51.9594643431,51.1230806923
198,69.2652480748,56.2859817856,39.3348457832,72.3080324069,51.9666524713,51.1302688205
199,69.2708842771,56.2957303859,39.3467477222,72.3136686092,51.9722886737,51.1380583615
