Time(Iteration),CAB_original
0,7.47807363196
1,11.9901705892
2,15.4868494702
3,18.7817851776
4,22.2503064069
5,24.806118636
6,26.5309906995
7,28.7353342442
8,30.5595097017
9,32.1749629949
10,34.0853348967
11,35.0947457502
12,36.3102673873
13,37.2593824189
14,37.7135273002
15,38.4578649158
16,39.8387146219
17,40.3663200825
18,41.2941422983
19,41.8809423403
20,42.4895108431
21,43.0966975647
22,43.7142361899
23,44.4846815325
24,44.7916592291
25,45.189634084
26,45.5794220685
27,45.9893246825
28,46.3018988806
29,46.5564834978
30,47.1003333879
31,47.3263118559
32,47.8965004527
33,48.5196465679
34,49.3196238783
35,50.0250486474
36,50.3790079461
37,51.0970888115
38,51.3789353452
39,51.7282541009
40,52.0826379864
41,52.4441609923
42,52.8289869605
43,53.1978115931
44,53.516991197
45,53.6614535092
46,54.1641634212
47,54.4449884487
48,54.6044353126
49,55.2822726895
50,55.5680320053
51,55.8290358312
52,56.0424359672
53,56.4023590248
54,56.4717593528
55,56.9409803794
56,57.0471806616
57,57.3220334588
58,57.5594323225
59,57.7930458667
60,58.1659988458
61,58.3960762878
62,58.8116927242
63,59.1596857005
64,59.656653622
65,59.8572885303
66,60.1580902351
67,60.2011300025
68,60.3246114448
69,60.632549519
70,60.670040389
71,61.0200473888
72,61.0697140906
73,61.3275472964
74,61.8325767383
75,62.0972931731
76,62.4453212947
77,62.5247559855
78,62.7599336292
79,62.9076023429
80,63.0485887366
81,63.1056974057
82,63.1930843009
83,63.2351216066
84,63.3500428424
85,63.5669724096
86,63.6147840309
87,63.7812426553
88,63.8813721542
89,63.9867169891
90,64.1055699452
91,64.1173783159
92,64.3611039853
93,64.535364069
94,64.7491536027
95,64.8939132799
96,64.9294830755
97,64.9510609201
98,65.0383380252
99,65.0735417161
100,65.0783026773
101,65.0805990204
102,65.2021975241
103,65.2597237264
104,65.42240508
105,65.4969196292
106,65.6037568873
107,65.800769183
108,65.8051571679
109,65.8589370717
110,66.0382559164
111,66.134564859
112,66.2736919342
113,66.5773931932
114,66.6448039048
115,66.7490339069
116,66.9019969623
117,66.973238941
118,67.0490468915
119,67.1888585883
120,67.3446135419
121,67.4520819519
122,67.5966077128
123,67.6316687345
124,67.7539254538
125,68.0053358883
126,68.0370077385
127,68.1837533103
128,68.4297109672
129,68.468078467
130,68.6624481907
131,68.6973514505
132,68.6974598017
133,68.7860627991
134,68.7860627991
135,68.9365890776
136,69.0621918562
137,69.1756942241
138,69.2010323442
139,69.3370278894
140,69.5406128924
141,69.8123400916
142,69.9257659593
143,69.9995067649
144,70.0694896693
145,70.2247404983
146,70.3340241449
147,70.5095946249
148,70.6863854838
149,70.7741375097
150,70.7818308887
151,70.9830601436
152,71.0499536856
153,71.0561221276
154,71.0561221276
155,71.1528889529
156,71.1538788186
157,71.1839904983
158,71.2705768667
159,71.2705768667
160,71.2808931941
161,71.3479479207
162,71.3479479207
163,71.3479479207
164,71.4341657358
165,71.4631427718
166,71.4742689603
167,71.4928659859
168,71.4929204054
169,71.5043577191
170,71.5043577191
171,71.5965922529
172,71.6001708834
173,71.602795404
174,71.6123765611
175,71.6197537222
176,71.6800320676
177,71.6918547501
178,71.7089847265
179,71.7099965307
180,71.7629868802
181,71.7713041926
182,71.8062595517
183,71.8597301758
184,71.8646277512
185,71.8690774781
186,71.8996890895
187,71.9094781385
188,71.9094781385
189,71.9133404305
190,71.9297045842
191,71.9397268746
192,71.9496007436
193,71.9496007436
194,72.0743985711
195,72.078282243
196,72.078282243
197,72.078282243
198,72.078282243
199,72.0960587262
200,72.2704439045
201,72.2704439045
202,72.306388397
203,72.306388397
204,72.306388397
205,72.3603912717
206,72.3945058526
207,72.4094865804
208,72.4098374698
209,72.4491050224
210,72.4491050224
211,72.4491050224
212,72.4491050224
213,72.4491050224
214,72.4911802448
215,72.4911802448
216,72.4911802448
217,72.4911802448
218,72.5456128629
219,72.5515200373
220,72.569160308
221,72.5801263681
222,72.5946152003
223,72.5946152003
224,72.5946152003
225,72.6551629001
226,72.6695286615
227,72.673286723
228,72.6733167975
229,72.6759617112
230,72.678866158
231,72.678866158
232,72.6878976963
233,72.7157550653
234,72.7172253699
235,72.7172253699
236,72.7172253699
237,72.718424286
238,72.7255311585
239,72.7299067135
240,72.7299067135
241,72.747440433
242,72.747440433
243,72.7495155155
244,72.7632488899
245,72.7733180739
246,72.8419862346
247,72.8440361718
248,72.8510049498
249,72.8510049498
250,72.8510049498
251,72.8510049498
252,72.8510049498
253,72.8510049498
254,72.8510049498
255,72.8527059016
256,72.8527059016
257,72.8734885612
258,72.8783638141
259,72.8783638141
260,72.8786604565
261,72.8786604565
262,72.8799599383
263,72.8799599383
264,72.8799599383
265,72.8799599383
266,72.881960798
267,72.8824119733
268,72.8824119733
269,72.8824119733
270,72.9288738086
271,72.9288738086
272,72.9377657718
273,72.9502509341
274,72.9502509341
275,72.9570996301
276,72.9570996301
277,72.9632592651
278,72.9632592651
279,72.9632592651
280,72.9632592651
281,72.9632592651
282,72.9657845659
283,72.9661778455
284,72.9756910237
285,72.9756910237
286,72.9913754832
287,72.9913754832
288,72.9982454486
289,72.9982454486
290,72.9982454486
291,72.9982454486
292,73.0077219171
293,73.0077219171
294,73.0077219171
295,73.0090239807
296,73.0261877387
297,73.0262919741
298,73.041104619
299,73.043818949
300,73.046533279
301,73.046533279
302,73.0478937744
303,73.0478937744
304,73.0478937744
305,73.0478937744
306,73.050359739
307,73.0694849104
308,73.070541824
309,73.0754818048
310,73.0754818048
311,73.0834979924
312,73.1160507889
313,73.1160507889
314,73.1160507889
315,73.118283439
316,73.1190899463
317,73.1190899463
318,73.1190899463
319,73.1190899463
320,73.1255883459
321,73.1255883459
322,73.1255883459
323,73.1255883459
324,73.1255883459
325,73.1299252648
326,73.1325123651
327,73.1333282399
328,73.1333282399
329,73.1333282399
330,73.1345745957
331,73.1490463556
332,73.1490463556
333,73.1555308218
334,73.1555308218
335,73.1556684895
336,73.1593497737
337,73.1593497737
338,73.1649862431
339,73.1751409757
340,73.1825852103
341,73.1939220715
342,73.1939220715
343,73.1939220715
344,73.1988582019
345,73.1988582019
346,73.1988582019
347,73.1988582019
348,73.1993093772
349,73.1994117148
350,73.2002477586
351,73.2008525645
352,73.2041094082
353,73.2072744762
354,73.2072744762
355,73.2072744762
356,73.2076353843
357,73.2100315621
358,73.211882659
359,73.211882659
360,73.2166037008
361,73.2166037008
362,73.2166037008
363,73.2166037008
364,73.2166037008
365,73.2166037008
366,73.2231421352
367,73.2273747887
368,73.2288134274
369,73.2288134274
370,73.2288134274
371,73.2302293806
372,73.2302293806
373,73.2302293806
374,73.2302293806
375,73.2302293806
376,73.2302293806
377,73.2302293806
378,73.2546841384
379,73.2560577015
380,73.2560577015
381,73.2560577015
382,73.2587825644
383,73.2596183135
384,73.270759142
385,73.270759142
386,73.270759142
387,73.270759142
388,73.270759142
389,73.270759142
390,73.270759142
391,73.270759142
392,73.270759142
393,73.2727876695
394,73.2728311323
395,73.2728311323
396,73.2728311323
397,73.2735097902
398,73.2735097902
399,73.2735097902
400,73.2751357731
401,73.2751357731
402,73.2776158228
403,73.2776158228
404,73.2778771194
405,73.2778771194
406,73.2810010072
407,73.2811830886
408,73.2811830886
409,73.2813897936
410,73.2818404355
411,73.2818404355
412,73.2819081452
413,73.2831207355
414,73.2831207355
415,73.2831207355
416,73.2836887157
417,73.2877626572
418,73.2881266575
419,73.2925877079
420,73.2925877079
421,73.2925877079
422,73.2953945378
423,73.2953945378
424,73.2984326759
425,73.3258786978
426,73.3258786978
427,73.3428088938
428,73.3439694537
429,73.3439694537
430,73.3459761663
431,73.3459761663
432,73.3545460981
433,73.3545460981
434,73.3586295351
435,73.3586295351
436,73.3586295351
437,73.3586295351
438,73.3615051056
439,73.3651702601
440,73.3711401003
441,73.3711401003
442,73.3711401003
443,73.3711401003
444,73.3744897191
445,73.3761466018
446,73.3819791084
447,73.3819791084
448,73.3819791084
449,73.3821937955
450,73.3821937955
451,73.3821937955
452,73.3821937955
453,73.3821937955
454,73.3821937955
455,73.3833925867
456,73.3833925867
457,73.3955024055
458,73.3955024055
459,73.3955024055
460,73.4004247934
