Time(Iteration),CAB_User
366,76.0418947656
367,76.0678472526
368,76.1179500865
369,76.123021487
370,76.1255048634
371,76.1929917028
372,76.1933237714
373,76.2249769933
374,76.2312907883
375,76.3094442477
376,76.3094442477
377,76.3315954351
378,76.4370939645
379,76.4445923472
380,76.4773886636
381,76.4925993146
382,76.4925993146
383,76.4963312098
384,76.4963312098
385,76.5037249643
386,76.5197157927
387,76.5644867412
388,76.5841835457
389,76.6166179812
390,76.6184368168
391,76.6232681671
392,76.6265878073
393,76.6377133551
394,76.6451885533
395,76.6451885533
396,76.6596931737
397,76.7206701684
398,76.737556894
399,76.737556894
400,76.737556894
401,76.7493765052
402,76.7736147817
403,76.7900869112
404,76.8100993174
405,76.8268429645
406,76.8540675964
407,76.9015265242
408,76.9027330033
409,76.9303675678
410,76.9437573952
411,76.9574173242
412,77.006545233
413,77.006545233
414,77.0333142026
415,77.0333142026
416,77.0355708595
417,77.0355708595
418,77.0715279943
419,77.0715279943
420,77.1178225594
421,77.126760771
422,77.1464217219
423,77.1464217219
424,77.1738144308
425,77.1738144308
426,77.1831509761
427,77.1831509761
428,77.1831509761
429,77.2048577672
430,77.2913147535
431,77.2934241964
432,77.308494748
433,77.308494748
434,77.357596604
435,77.3818651396
436,77.4180786212
437,77.4371340009
438,77.4373572028
439,77.4565054067
440,77.4672716756
441,77.474022617
442,77.4996358538
443,77.4996358538
444,77.4996358538
445,77.4996358538
446,77.5136060993
447,77.5232000506
448,77.5728138094
449,77.5728138094
450,77.5728138094
451,77.5742383194
452,77.6075807968
453,77.6205821746
454,77.6205821746
455,77.6486865625
456,77.6486865625
457,77.6549067952
458,77.6549067952
459,77.663763948
460,77.663763948
461,77.6755057243
462,77.6755389215
463,77.681051516
464,77.6957862352
465,77.7274128303
466,77.7275200881
467,77.7284136458
468,77.794017101
469,77.8079831035
470,77.809987224
471,77.8108614433
472,77.8108614433
473,77.8108614433
474,77.8108614433
475,77.8296257104
476,77.8467587317
477,77.8671369853
478,77.8928768962
479,77.8928768962
480,77.8944126722
481,77.8944126722
482,77.8944126722
483,77.9618395636
484,77.9800592412
485,78.0099738688
486,78.0259699263
487,78.0420414306
488,78.0420414306
489,78.0632973213
490,78.0927728531
491,78.1334541699
492,78.1395757984
493,78.1395757984
494,78.1577130912
495,78.1664813176
496,78.1941194385
497,78.2108287795
498,78.2310172062
499,78.2477257684
