Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,,,,,,
0,0.936936450835,0.936936450835,0.936936450835,0.937982348938,,,,,,
1,0.892775505068,0.899103251785,0.88455378281,0.901803468735,,,,,,
2,0.877330898228,0.873823724456,0.854956529412,0.881626012465,,,,,,
3,0.852959445977,0.848562452848,0.830853263084,0.860230011567,,,,,,
4,0.839896420302,0.829460551929,0.816659733508,0.844005134279,,,,,,
5,0.815418763093,0.805866633386,0.790885304738,0.813580036294,,,,,,
6,0.792193217544,0.785599167267,0.775866037956,0.790705281356,,,,,,
7,0.772214105452,0.767765581022,0.758260267495,0.765096173403,,,,,,
8,0.760316357886,0.757501890696,0.743871704589,0.748731121692,,,,,,
9,0.743831467623,0.743425253125,0.730771193784,0.733328328469,,,,,,
10,0.72861983331,0.729192885859,0.720713600269,0.723255090659,,,,,,
11,0.715303799863,0.712580471262,0.712366864997,0.711683877342,,,,,,
12,0.70743678164,0.704113266413,0.698634865059,0.703816618109,,,,,,
13,0.700247395728,0.694457162231,0.690074833747,0.690739066334,,,,,,
14,0.69058807126,0.681957180036,0.680913006145,0.680064027634,,,,,,
15,0.679260670079,0.665719139109,0.668804755248,0.675036625034,,,,,,
16,0.666360996926,0.648683119157,0.660528478642,0.662793997767,,,,,,
17,0.65909183749,0.634344518605,0.650846926913,0.645296373689,,,,,,
18,0.649711665579,0.624980403285,0.641670556667,0.636358947216,,,,,,
19,0.639964454875,0.611508260638,0.633008545609,0.62237936305,,,,,,
20,0.626614747972,0.601165992639,0.627961942445,0.612296272701,,,,,,
21,0.609924436273,0.590672382969,0.619471165275,0.593128951646,,,,,,
22,0.603719719951,0.586759160418,0.614343157046,0.586906114342,,,,,,
23,0.598472498234,0.576886449337,0.607294719237,0.579483312173,,,,,,
24,0.593531871363,0.571728340671,0.603074685064,0.572597490519,,,,,,
25,0.589065096076,0.566677440571,0.594894164298,0.562658981967,,,,,,
26,0.583980645837,0.564264472468,0.591644206378,0.556620163856,,,,,,
27,0.580431359206,0.562900353228,0.5861304587,0.553252325188,,,,,,
28,0.577353002202,0.555462306353,0.579353927419,0.548324382212,,,,,,
29,0.570209828115,0.545049725659,0.57130780096,0.541632222945,,,,,,
30,0.563185929277,0.538083685264,0.566900427456,0.535172575088,,,,,,
31,0.554912290662,0.532059131907,0.563596746986,0.532544771853,,,,,,
32,0.545905971509,0.520417350751,0.554822320614,0.524430691721,,,,,,
33,0.542203874236,0.516124124786,0.55197328429,0.519703403639,,,,,,
34,0.539800398827,0.50951651997,0.548895614792,0.511393219682,,,,,,
35,0.533036933964,0.503393839393,0.543188436499,0.506741003906,,,,,,
