Time(Iteration),CAB_originalCoTheta,,,,,,
0,0.302625348181,,,,,,
1,0.290035066657,,,,,,
2,0.281358870883,,,,,,
3,0.275295721023,,,,,,
4,0.272016928697,,,,,,
5,0.26809333034,,,,,,
6,0.2640315706,,,,,,
7,0.257382752386,,,,,,
8,0.252721809034,,,,,,
9,0.248330017004,,,,,,
10,0.243994570855,,,,,,
11,0.240241178403,,,,,,
12,0.235443234013,,,,,,
13,0.230362166453,,,,,,
14,0.226929188437,,,,,,
15,0.220209995276,,,,,,
16,0.215685941925,,,,,,
17,0.209576164486,,,,,,
18,0.207082474672,,,,,,
19,0.205903570209,,,,,,
20,0.20231656397,,,,,,
21,0.20016724498,,,,,,
22,0.198304950642,,,,,,
23,0.195872312961,,,,,,
24,0.192514655603,,,,,,
25,0.191372612971,,,,,,
26,0.189623025776,,,,,,
27,0.189172513757,,,,,,
28,0.187366838445,,,,,,
29,0.185639285522,,,,,,
30,0.183819910747,,,,,,
31,0.180102715131,,,,,,
32,0.178826144323,,,,,,
33,0.175592607734,,,,,,
34,0.173489358494,,,,,,
35,0.17258115843,,,,,,
36,0.165670341174,,,,,,
37,0.163913348226,,,,,,
38,0.162943982526,,,,,,
39,0.160765097587,,,,,,
40,0.160321408231,,,,,,
41,0.157693126895,,,,,,
42,0.156332206822,,,,,,
43,0.15507754412,,,,,,
44,0.154048752572,,,,,,
45,0.152506997383,,,,,,
46,0.149908820178,,,,,,
47,0.148895846958,,,,,,
48,0.14701708707,,,,,,
49,0.146345142981,,,,,,
50,0.145271544382,,,,,,
51,0.144293064691,,,,,,
52,0.143189223956,,,,,,
53,0.141450935832,,,,,,
54,0.140774163185,,,,,,
55,0.140324701501,,,,,,
56,0.140066969265,,,,,,
57,0.139538960116,,,,,,
58,0.139102826626,,,,,,
59,0.138610706353,,,,,,
60,0.138076478579,,,,,,
61,0.135272084446,,,,,,
62,0.135174629974,,,,,,
63,0.135076815519,,,,,,
64,0.134897797131,,,,,,
65,0.134587864535,,,,,,
66,0.133621215659,,,,,,
67,0.133184403654,,,,,,
68,0.133149068667,,,,,,
69,0.132958827775,,,,,,
70,0.132606296502,,,,,,
71,0.131816867684,,,,,,
72,0.131402538019,,,,,,
73,0.131401198689,,,,,,
74,0.131185263254,,,,,,
75,0.130773694907,,,,,,
76,0.130710632687,,,,,,
77,0.130247357228,,,,,,
78,0.129882394247,,,,,,
79,0.129792445396,,,,,,
80,0.129527995735,,,,,,
81,0.129428292992,,,,,,
82,0.128842373256,,,,,,
83,0.128762171614,,,,,,
84,0.128761231587,,,,,,
85,0.128180944217,,,,,,
86,0.127947565032,,,,,,
87,0.127441356016,,,,,,
88,0.126746838019,,,,,,
89,0.126622425739,,,,,,
90,0.1265403495,,,,,,
91,0.124628178737,,,,,,
92,0.124431567072,,,,,,
93,0.124408612227,,,,,,
94,0.123074283532,,,,,,
95,0.122743226488,,,,,,
96,0.122247257099,,,,,,
97,0.122155184669,,,,,,
98,0.121727680043,,,,,,
99,0.121452707622,,,,,,
100,0.120945167523,,,,,,
101,0.12109321165,,,,,,
102,0.121023975697,,,,,,
103,0.120843781575,,,,,,
104,0.12074783965,,,,,,
105,0.120393622471,,,,,,
106,0.120149369009,,,,,,
107,0.119742009941,,,,,,
108,0.119772810064,,,,,,
109,0.119338236232,,,,,,
110,0.119204960178,,,,,,
111,0.11905277919,,,,,,
112,0.118698626571,,,,,,
113,0.118634869273,,,,,,
114,0.118454286943,,,,,,
115,0.117376519035,,,,,,
116,0.117037571188,,,,,,
117,0.117021665323,,,,,,
118,0.115416909043,,,,,,
119,0.115792555525,,,,,,
120,0.115506999985,,,,,,
121,0.115394065639,,,,,,
122,0.115255857336,,,,,,
123,0.114878250579,,,,,,
124,0.11491687385,,,,,,
125,0.114864440706,,,,,,
126,0.114809280959,,,,,,
127,0.114674374635,,,,,,
128,0.114729368121,,,,,,
129,0.11472307264,,,,,,
130,0.114540838383,,,,,,
