Time(Iteration),LinUCBCoTheta,,,,,,
0,0.297046660335,,,,,,
1,0.262389953134,,,,,,
2,0.240653516064,,,,,,
3,0.225840891805,,,,,,
4,0.208638594026,,,,,,
5,0.195820613128,,,,,,
6,0.188332579267,,,,,,
7,0.181135452428,,,,,,
8,0.168948886693,,,,,,
9,0.163577344705,,,,,,
10,0.158089198874,,,,,,
11,0.153921331562,,,,,,
12,0.146024275912,,,,,,
13,0.140409000547,,,,,,
14,0.136016944445,,,,,,
15,0.128952370021,,,,,,
16,0.12236604066,,,,,,
17,0.115875597539,,,,,,
18,0.110459896013,,,,,,
19,0.107984628468,,,,,,
20,0.100306914211,,,,,,
21,0.0974814017588,,,,,,
22,0.0934941623319,,,,,,
23,0.0918005563719,,,,,,
24,0.0898356726382,,,,,,
25,0.0869571691609,,,,,,
26,0.0832409430267,,,,,,
27,0.0800499690879,,,,,,
28,0.0783899514205,,,,,,
29,0.0758278609759,,,,,,
30,0.0735184574429,,,,,,
31,0.06982633703,,,,,,
32,0.0686291593504,,,,,,
33,0.0675403132344,,,,,,
34,0.0668628818792,,,,,,
35,0.0659782287955,,,,,,
36,0.0651079045861,,,,,,
37,0.0620222572783,,,,,,
38,0.0614774764538,,,,,,
39,0.059509963946,,,,,,
40,0.058414870797,,,,,,
41,0.0567634492553,,,,,,
42,0.0552124101786,,,,,,
43,0.0544037811737,,,,,,
44,0.0536384083224,,,,,,
45,0.0527619064585,,,,,,
46,0.0521795835674,,,,,,
47,0.0516590771362,,,,,,
48,0.0504957274972,,,,,,
49,0.0496832877001,,,,,,
50,0.0491274689176,,,,,,
51,0.0488048040796,,,,,,
52,0.047460252541,,,,,,
53,0.0472824790524,,,,,,
54,0.0471457275292,,,,,,
55,0.0464275327803,,,,,,
56,0.0463007426058,,,,,,
57,0.0458807826473,,,,,,
58,0.045025554748,,,,,,
59,0.0444558210245,,,,,,
60,0.0437197117025,,,,,,
61,0.0435495591433,,,,,,
62,0.0429516863457,,,,,,
63,0.0424035161987,,,,,,
64,0.041407187489,,,,,,
65,0.0417724167559,,,,,,
66,0.0410228054153,,,,,,
67,0.0408450788507,,,,,,
68,0.0403875978998,,,,,,
69,0.0402197414891,,,,,,
70,0.0400945780706,,,,,,
71,0.0398125866207,,,,,,
72,0.0396831246971,,,,,,
73,0.0392426465743,,,,,,
74,0.0392290405556,,,,,,
75,0.0392595586352,,,,,,
76,0.0394144497718,,,,,,
77,0.0392063753194,,,,,,
78,0.0390877412124,,,,,,
79,0.0389691931261,,,,,,
80,0.0386114438766,,,,,,
81,0.0385137919643,,,,,,
82,0.0379451608773,,,,,,
83,0.0375880976517,,,,,,
84,0.0375640495937,,,,,,
85,0.0374087780948,,,,,,
86,0.0375567857409,,,,,,
87,0.0373882577522,,,,,,
88,0.0373122676534,,,,,,
89,0.0371027944187,,,,,,
90,0.0366787736025,,,,,,
91,0.0366815199577,,,,,,
92,0.0364696464178,,,,,,
93,0.0363903071197,,,,,,
94,0.0360796199799,,,,,,
95,0.0360530566583,,,,,,
96,0.036003374196,,,,,,
97,0.0358321756057,,,,,,
98,0.0357271695184,,,,,,
99,0.0355289064712,,,,,,
100,0.0354193854211,,,,,,
101,0.0353319328595,,,,,,
102,0.0352210956921,,,,,,
103,0.0348187350531,,,,,,
104,0.0349710412982,,,,,,
105,0.0345537522682,,,,,,
106,0.0345828016674,,,,,,
107,0.0340985057681,,,,,,
108,0.0339042973537,,,,,,
109,0.0337275669946,,,,,,
110,0.0337413601591,,,,,,
111,0.0334386886417,,,,,,
112,0.033356109746,,,,,,
113,0.0332251792685,,,,,,
114,0.0329569991594,,,,,,
115,0.0327904038712,,,,,,
116,0.0325886812267,,,,,,
117,0.0323893431765,,,,,,
118,0.0323790855449,,,,,,
119,0.032152242083,,,,,,
120,0.0321711936467,,,,,,
121,0.0321308532119,,,,,,
122,0.0321771555832,,,,,,
123,0.0321430621657,,,,,,
124,0.0319193238323,,,,,,
125,0.0317379049393,,,,,,
126,0.0316767777819,,,,,,
127,0.0315038194247,,,,,,
128,0.0313550663365,,,,,,
129,0.0313598988632,,,,,,
130,0.0311937556795,,,,,,
131,0.0310636429659,,,,,,
132,0.0308104425284,,,,,,
133,0.0307282128117,,,,,,
134,0.0308116982325,,,,,,
135,0.0307780915128,,,,,,
136,0.0305610958412,,,,,,
137,0.0306422601329,,,,,,
138,0.0306266288544,,,,,,
139,0.0303981669897,,,,,,
140,0.0305059081945,,,,,,
141,0.0305997917544,,,,,,
142,0.0305356477314,,,,,,
143,0.030483321316,,,,,,
144,0.0303975063475,,,,,,
145,0.0302261302454,,,,,,
146,0.0302093768897,,,,,,
147,0.0302325552602,,,,,,
148,0.0301719971671,,,,,,
149,0.0300924096554,,,,,,
150,0.0299561353809,,,,,,
151,0.0300775547821,,,,,,
152,0.0301140722942,,,,,,
153,0.030060484606,,,,,,
154,0.0297252367137,,,,,,
155,0.0295078012775,,,,,,
156,0.0295164453827,,,,,,
157,0.0294248638444,,,,,,
158,0.0293419625247,,,,,,
159,0.0294036354888,,,,,,
160,0.0293785893667,,,,,,
161,0.0292724543923,,,,,,
162,0.0293438536946,,,,,,
163,0.0293380452917,,,,,,
164,0.029360272526,,,,,,
165,0.0294663965291,,,,,,
166,0.0293609709924,,,,,,
167,0.0291601955368,,,,,,
168,0.0291073774696,,,,,,
169,0.0291033268679,,,,,,
170,0.0290565766468,,,,,,
171,0.0287257158624,,,,,,
172,0.0287096683265,,,,,,
173,0.0287338797608,,,,,,
174,0.0286734755207,,,,,,
175,0.0284798733339,,,,,,
176,0.0284565438244,,,,,,
177,0.028437794468,,,,,,
178,0.0282482786588,,,,,,
179,0.0281563698304,,,,,,
180,0.0281254732895,,,,,,
181,0.0279692949233,,,,,,
182,0.0280037605238,,,,,,
183,0.0279363068054,,,,,,
184,0.0277654027999,,,,,,
185,0.027586343249,,,,,,
186,0.027635171193,,,,,,
187,0.027780804291,,,,,,
188,0.0277457214319,,,,,,
189,0.0277276199875,,,,,,
190,0.0276647775276,,,,,,
191,0.0275423278639,,,,,,
192,0.0275079381752,,,,,,
193,0.0275371345662,,,,,,
194,0.0275620605636,,,,,,
195,0.0275435732563,,,,,,
196,0.0274662725316,,,,,,
197,0.0274770955999,,,,,,
198,0.0274850546326,,,,,,
199,0.0275337915625,,,,,,
200,0.0274310981043,,,,,,
201,0.0272137797374,,,,,,
202,0.0270772436359,,,,,,
203,0.0269908560385,,,,,,
204,0.0268652821871,,,,,,
205,0.0267482151376,,,,,,
206,0.0266850857519,,,,,,
207,0.026620268193,,,,,,
208,0.0265563790242,,,,,,
209,0.0265292245289,,,,,,
210,0.0265028233528,,,,,,
211,0.0265127336917,,,,,,
212,0.0264453236665,,,,,,
213,0.0264828392154,,,,,,
214,0.0263723983503,,,,,,
215,0.0262896027089,,,,,,
216,0.0263375500366,,,,,,
217,0.0263493423589,,,,,,
218,0.0262213748816,,,,,,
219,0.0262460967591,,,,,,
220,0.0262241866478,,,,,,
221,0.0262557672919,,,,,,
222,0.0263109844409,,,,,,
223,0.0262578764893,,,,,,
224,0.0262594529119,,,,,,
225,0.0262845923048,,,,,,
226,0.0262089956672,,,,,,
227,0.0260955618831,,,,,,
228,0.0259657242265,,,,,,
229,0.0259758481516,,,,,,
230,0.0259730364415,,,,,,
231,0.0259857998636,,,,,,
232,0.0261841936513,,,,,,
233,0.0261662373561,,,,,,
234,0.0261606956246,,,,,,
235,0.0259793743122,,,,,,
236,0.0259092447961,,,,,,
237,0.025956486688,,,,,,
238,0.0258798566383,,,,,,
239,0.0257623422021,,,,,,
240,0.0257255210518,,,,,,
241,0.0256491434301,,,,,,
242,0.0255764274785,,,,,,
243,0.0255396137235,,,,,,
244,0.0255066749231,,,,,,
245,0.0255806796347,,,,,,
246,0.0255987567651,,,,,,
247,0.025549523038,,,,,,
248,0.0255641389461,,,,,,
249,0.0255273823,,,,,,
250,0.0255279398047,,,,,,
251,0.0254540651571,,,,,,
252,0.0253366030311,,,,,,
253,0.0253948868092,,,,,,
254,0.0254287241425,,,,,,
255,0.0254638093783,,,,,,
256,0.0254395511378,,,,,,
257,0.0253496880762,,,,,,
258,0.025391042805,,,,,,
259,0.0253257793284,,,,,,
260,0.0252991115491,,,,,,
261,0.0253098040035,,,,,,
262,0.0252319600371,,,,,,
263,0.025092412829,,,,,,
264,0.0250677997304,,,,,,
265,0.0250774332513,,,,,,
266,0.0251419970716,,,,,,
267,0.0250156618777,,,,,,
268,0.0250254159046,,,,,,
269,0.0251071932789,,,,,,
270,0.0250875751343,,,,,,
271,0.0250214507402,,,,,,
272,0.0249199196715,,,,,,
273,0.0249323662547,,,,,,
274,0.0248312759144,,,,,,
275,0.0247803802112,,,,,,
276,0.0247326843929,,,,,,
277,0.0247440613822,,,,,,
278,0.0247532516593,,,,,,
279,0.0247082640267,,,,,,
280,0.0247161788782,,,,,,
281,0.0246277391006,,,,,,
282,0.0246089649754,,,,,,
283,0.0246240627179,,,,,,
284,0.0246208408618,,,,,,
285,0.0245518755853,,,,,,
286,0.0245133823173,,,,,,
287,0.0246436166309,,,,,,
288,0.0245897502418,,,,,,
289,0.0246341351668,,,,,,
290,0.0245801251552,,,,,,
291,0.0245477952126,,,,,,
292,0.0244407776546,,,,,,
293,0.0243757650346,,,,,,
294,0.0243504151056,,,,,,
295,0.024392278177,,,,,,
296,0.0244108467377,,,,,,
297,0.0243570366953,,,,,,
298,0.0243211187586,,,,,,
299,0.0242061099118,,,,,,
300,0.0242594825639,,,,,,
301,0.0242749455653,,,,,,
302,0.0242515117681,,,,,,
303,0.0241902759457,,,,,,
304,0.0240353251813,,,,,,
305,0.0239909731966,,,,,,
306,0.0240063983691,,,,,,
307,0.0239423890729,,,,,,
308,0.0238660598692,,,,,,
309,0.023796691083,,,,,,
310,0.0238446824295,,,,,,
311,0.0237360664975,,,,,,
312,0.0237436896504,,,,,,
313,0.0237487627024,,,,,,
314,0.0237568449675,,,,,,
315,0.0237279702444,,,,,,
316,0.0237290768576,,,,,,
317,0.023624502632,,,,,,
318,0.0235141325988,,,,,,
319,0.0234919644113,,,,,,
320,0.0233219313959,,,,,,
321,0.0233017614444,,,,,,
322,0.0232863590955,,,,,,
323,0.0232647214684,,,,,,
324,0.0232227617129,,,,,,
325,0.0232119018256,,,,,,
326,0.0232348071886,,,,,,
327,0.0232067539813,,,,,,
328,0.023233145355,,,,,,
329,0.0231231080303,,,,,,
330,0.0230890557621,,,,,,
331,0.0230545471209,,,,,,
332,0.0230156027954,,,,,,
333,0.0230028132061,,,,,,
334,0.0228777049694,,,,,,
335,0.0228612394145,,,,,,
336,0.0228524139017,,,,,,
337,0.0228339883067,,,,,,
338,0.0228613069039,,,,,,
339,0.0228004642236,,,,,,
340,0.0227952472955,,,,,,
341,0.02272116373,,,,,,
342,0.022694053403,,,,,,
343,0.0226106775938,,,,,,
344,0.0225889312794,,,,,,
345,0.022630011295,,,,,,
346,0.0226829814943,,,,,,
347,0.0226777238964,,,,,,
348,0.0226655420649,,,,,,
349,0.0226136950955,,,,,,
350,0.022587487276,,,,,,
351,0.0225882288018,,,,,,
352,0.0225115178222,,,,,,
353,0.0223764009846,,,,,,
354,0.0223153085386,,,,,,
355,0.0222679718878,,,,,,
356,0.022241045436,,,,,,
357,0.0222314151245,,,,,,
358,0.0222128009048,,,,,,
359,0.0220912896089,,,,,,
360,0.0220387292186,,,,,,
361,0.022050386439,,,,,,
362,0.0220150478855,,,,,,
363,0.0219474273105,,,,,,
364,0.0219431080481,,,,,,
365,0.0220469657331,,,,,,
366,0.021975817185,,,,,,
367,0.0220093053525,,,,,,
368,0.0220087078166,,,,,,
369,0.0220164855365,,,,,,
370,0.0219317332211,,,,,,
371,0.0219040651044,,,,,,
372,0.021891648489,,,,,,
373,0.0218480408194,,,,,,
374,0.021838550465,,,,,,
375,0.0218624302785,,,,,,
376,0.0218377255265,,,,,,
377,0.0217457184774,,,,,,
378,0.0216965894144,,,,,,
379,0.0216583697511,,,,,,
380,0.0216507527597,,,,,,
381,0.0216870728699,,,,,,
382,0.0216499654084,,,,,,
383,0.0215668448528,,,,,,
384,0.0215418541517,,,,,,
385,0.0214967400786,,,,,,
386,0.0214607440315,,,,,,
387,0.021485985033,,,,,,
388,0.0214900142027,,,,,,
389,0.021363916222,,,,,,
390,0.0213555921296,,,,,,
391,0.021375190002,,,,,,
392,0.0213335985953,,,,,,
393,0.0213634282709,,,,,,
394,0.0213827534707,,,,,,
