Time(Iteration),CABDiffCoTheta,CABCoTheta,,,,,,
171,0.262845605208,0.262845605208,,,,,,
172,0.260873039399,0.260873039399,,,,,,
173,0.260614646776,0.260614646776,,,,,,
174,0.259982793303,0.259982793303,,,,,,
175,0.258863288039,0.258863288039,,,,,,
176,0.258568977237,0.258568977237,,,,,,
177,0.257112705708,0.257112705708,,,,,,
178,0.25390116225,0.25390116225,,,,,,
179,0.253527187175,0.253527187175,,,,,,
180,0.253119991108,0.253119991108,,,,,,
181,0.252962774624,0.252962774624,,,,,,
182,0.252478952144,0.252478952144,,,,,,
183,0.250150210047,0.250150210047,,,,,,
184,0.249629798514,0.249629798514,,,,,,
185,0.248856640361,0.248856640361,,,,,,
186,0.246588791321,0.246588791321,,,,,,
187,0.246151647947,0.246151647947,,,,,,
188,0.245669927298,0.245669927298,,,,,,
189,0.245618665496,0.245618665496,,,,,,
190,0.244569794734,0.244569794734,,,,,,
191,0.244220137532,0.244220137532,,,,,,
192,0.243648188875,0.243648188875,,,,,,
193,0.243266593254,0.243266593254,,,,,,
194,0.243151703152,0.243151703152,,,,,,
195,0.242937637371,0.242937637371,,,,,,
196,0.242179616737,0.242179616737,,,,,,
197,0.241967744136,0.241967744136,,,,,,
198,0.241551375666,0.241551375666,,,,,,
199,0.241222827564,0.241222827564,,,,,,
