Time(Iteration),CAB_original,LinUCB
0,5.83926422227,7.08448107236
1,9.33974007602,12.1471153437
2,12.5741548723,16.9431457801
3,16.1318449333,20.6801934268
4,17.8164227901,23.2540798359
5,19.1268349089,26.7967594658
6,22.008151044,30.2027932706
7,22.9434119444,32.619502751
8,24.0568210763,33.9649989501
9,25.6549481321,35.4683485624
10,26.8462733894,35.7977290436
11,28.7304727093,37.0736034311
12,29.6426279299,37.7157301883
13,30.6103302275,38.0382311638
14,30.9765727426,38.7063814681
15,31.2763841644,39.5482787581
16,31.9326633628,40.1089919352
17,32.784886764,40.9661349633
18,33.1729502226,41.3751188776
19,33.9221054438,41.8667471297
20,34.285502629,42.452321591
21,34.5572692231,42.8173503037
22,35.029603905,43.5838348745
23,35.1266745862,43.8463494505
24,35.4745696996,44.1713360002
25,35.8458779244,44.6161262708
26,36.1329328227,44.8228480172
27,36.4245308827,45.0838378774
28,37.0231106564,45.4824186051
29,37.6018906367,45.9985300419
30,38.201255758,46.3329916772
31,38.4376556153,46.4030746736
32,38.592391588,46.554210295
33,38.691812076,46.6755708923
34,38.9238173979,46.8964662218
35,39.1136669342,47.0317627587
36,39.2401061187,47.1195613648
37,39.4895802825,47.3812552965
38,39.7416617038,47.6042537053
39,39.9436265896,47.6567160872
40,40.4975335232,48.0460498027
41,40.7931688233,48.2694424881
42,40.9349441822,48.3610742935
43,41.0033889963,48.4247251635
44,41.0240728031,48.4247251635
45,41.2706332667,48.544192298
46,41.3306291514,48.6881017184
47,41.5056326108,48.9883665637
48,41.6396850277,49.1467064362
49,41.7546995387,49.2703702309
50,41.8607846692,49.4086775534
51,42.0856746622,49.5154781339
52,42.2438582856,49.5693564839
53,42.3590177068,49.684515905
54,42.5291078471,49.745105185
55,42.5604738367,50.0232520487
56,42.6112659327,50.1078532275
57,42.7961473749,50.2060668486
58,42.8593991446,50.2395845939
59,42.8652255891,50.2618012888
60,42.9873125146,50.3375710724
61,43.0315383067,50.379142647
62,43.2388541556,50.6224305325
63,43.3706481038,50.7644506635
64,43.4307015247,50.7916463267
65,43.4768085505,50.8771476637
66,43.9041018926,51.0600954071
67,44.034765637,51.2526024769
68,44.0855519227,51.3402483221
69,44.1686598997,51.373860444
70,44.192478551,51.403403269
71,44.2005403023,51.4232400951
72,44.4201021313,51.6028651021
73,44.4484939451,51.6125998814
74,44.493417828,51.6449912651
75,44.7676358037,51.927135727
76,44.9012982324,52.0607981557
77,45.1513116672,52.2452370393
78,45.2830234792,52.3418486362
79,45.3586944973,52.3747180498
80,45.4110713028,52.4184268649
81,45.5351289124,52.5127889681
82,45.5857308437,52.620079292
83,45.6402880636,52.733391548
84,45.771937286,52.869154362
85,45.7876087706,52.8848258466
86,45.8002899254,52.9494607573
87,45.8205011587,52.9696719906
88,45.9066947979,52.9735442987
89,46.0294649386,53.0953376118
90,46.0796525943,53.1968390441
91,46.1260272757,53.253523055
92,46.2363850045,53.5716455751
93,46.250535261,53.6238944862
94,46.2944810522,53.6238944862
95,46.4250229149,53.7021107368
96,46.4535708952,53.7386393112
97,46.550644975,53.7467471313
98,46.550644975,53.7467471313
99,46.5986758559,53.7753653843
100,46.6027671978,53.7794567261
101,46.6027671978,53.7794567261
102,46.6304195714,53.7889394718
103,46.6304195714,53.8559814606
104,46.7248595633,53.9913587418
105,46.7422183712,53.9999292208
106,46.9551046887,54.0732089286
107,46.9551046887,54.0732089286
108,46.9857294039,54.1369636035
109,47.0332036413,54.1553507266
110,47.1261600777,54.2417114443
111,47.1261600777,54.2550542674
112,47.1496262747,54.275903076
113,47.234171664,54.2904286099
114,47.2940344438,54.2904286099
115,47.308218905,54.3046130711
116,47.4702016224,54.3739766899
117,47.6289547073,54.4760815984
118,47.6907191187,54.5109926666
119,47.6907191187,54.5109926666
120,47.7499324673,54.5195072649
121,47.7637366676,54.5333114652
122,47.7637366676,54.5433786992
123,47.7925437393,54.5721857709
124,47.8759188591,54.6387591642
125,47.8809374702,54.6437777752
126,47.8988937304,54.6775845238
127,47.8988937304,54.6775845238
128,47.9817936533,54.6775845238
129,48.0451634292,54.7254670925
130,48.0747082999,54.7388386829
131,48.1190905118,54.7803997787
132,48.1319152785,54.7803997787
133,48.1329590873,54.7814435875
134,48.1329590873,54.7814435875
135,48.1569632893,54.8504692896
136,48.1629784053,54.8564844057
137,48.1703770784,54.8564844057
138,48.1703770784,54.8564844057
139,48.2063114338,54.8714586228
140,48.2063114338,54.8815051856
141,48.2063114338,54.8815051856
142,48.2063114338,54.8815051856
143,48.3088429355,54.9489988295
144,48.3088429355,54.9672623934
145,48.3229705182,55.0314211045
146,48.3229705182,55.0586158
147,48.3229705182,55.0586158
148,48.3631421566,55.0684290732
149,48.3631421566,55.0698655192
150,48.4179295457,55.1158564077
151,48.4493788016,55.1275217035
152,48.4558751366,55.1343353903
153,48.470555172,55.1343353903
154,48.470555172,55.1343353903
155,48.4972216351,55.1517117134
156,48.5011872811,55.152785677
157,48.5011872811,55.1595720923
158,48.5011872811,55.1964662133
159,48.5011872811,55.1964662133
160,48.5011872811,55.205230575
161,48.5011872811,55.205230575
162,48.5011872811,55.2091147077
163,48.5127350011,55.2194817089
164,48.5176173688,55.228739146
165,48.5226528071,55.2337745843
166,48.5259964554,55.2378856744
167,48.5318772835,55.2437665025
168,48.5536737396,55.2601938015
169,48.5536737396,55.2608139341
170,48.5536737396,55.2654228537
171,48.5807496853,55.2924987994
172,48.5993339748,55.3110830889
173,48.5993339748,55.3110830889
174,48.6111076905,55.3122710977
175,48.6111076905,55.3122710977
176,48.6111076905,55.3122710977
177,48.6355056209,55.3122710977
178,48.6428550455,55.3196205223
179,48.6700130779,55.425204248
180,48.692332609,55.4268349681
181,48.692332609,55.4268349681
182,48.7009228955,55.4348430568
183,48.7054915753,55.4414688375
184,48.7321128039,55.451732775
185,48.7376461076,55.4572660787
186,48.7542031396,55.4572660787
187,48.770885516,55.4739484551
188,48.8747233178,55.4739484551
189,48.8820553762,55.4739484551
190,48.8820553762,55.4739484551
191,48.9272864299,55.528280131
192,48.9440567512,55.554195749
193,48.9537172692,55.554195749
194,48.9559825109,55.5564609906
195,48.9687438072,55.5646910071
196,48.9687438072,55.564711083
197,48.9770521531,55.5747752588
198,49.0087116083,55.5788327005
199,49.0087116083,55.5788327005
200,49.0435316845,55.6136527766
201,49.0435316845,55.616559872
202,49.0882976859,55.616559872
203,49.0882976859,55.616559872
204,49.0882976859,55.616559872
205,49.0882976859,55.616559872
206,49.1104216868,55.616559872
207,49.1308615077,55.6218612729
208,49.1308615077,55.6237174009
209,49.1370748618,55.629930755
210,49.1370748618,55.629930755
211,49.1370748618,55.6417421987
212,49.1370748618,55.6731248174
213,49.154157122,55.6756999873
214,49.1673604436,55.6889033089
215,49.1673604436,55.7049726414
216,49.1673604436,55.7049726414
217,49.1673604436,55.7108546783
218,49.194919957,55.7129950361
219,49.2098694439,55.7268386995
220,49.2187628213,55.7357320768
221,49.2307605332,55.7505216468
222,49.2547100531,55.7505216468
223,49.2814960294,55.7744284268
224,49.2890861942,55.7820185915
225,49.297563863,55.7884842356
226,49.297563863,55.7972319626
227,49.3837848198,55.7972319626
228,49.3837848198,55.7972319626
229,49.3843585964,55.7972319626
230,49.404314291,55.8100141661
231,49.4059197372,55.8116196123
232,49.4116210578,55.8173209329
233,49.4177323702,55.8234322453
234,49.4265690521,55.8322689271
235,49.4265690521,55.8322689271
236,49.4379379582,55.8336676682
237,49.4379379582,55.8336676682
238,49.4453093724,55.8336676682
239,49.4453093724,55.8336676682
240,49.4453093724,55.8336676682
241,49.4464702342,55.8400127196
242,49.4464702342,55.8400127196
243,49.4464702342,55.8447380145
244,49.4979638999,55.8447380145
245,49.5086024362,55.8481258628
246,49.5086024362,55.8486468774
247,49.5245041628,55.864548604
248,49.5309653146,55.8710097558
249,49.5477232102,55.8877676515
250,49.5508908584,55.8909352997
251,49.5610226962,55.8909352997
252,49.5615964728,55.8909352997
253,49.5627463196,55.8909352997
254,49.5627463196,55.8909352997
255,49.574533094,55.8909352997
256,49.5748936106,55.9001218016
257,49.5748936106,55.9001218016
258,49.5748936106,55.914977993
259,49.5815085672,55.9215929496
260,49.594446969,55.9333548229
261,49.594446969,55.9641805468
262,49.6130516312,55.9731530138
263,49.6203193942,56.0179205883
264,49.6203193942,56.0309215884
265,49.6213627383,56.0319649325
266,49.628284796,56.0333195877
267,49.6352776073,56.0333195877
268,49.6352776073,56.0333195877
269,49.6409574539,56.0408803397
270,49.6729523369,56.0485248116
271,49.6729523369,56.0485248116
272,49.6783193979,56.0491397103
273,49.6783193979,56.0530882801
274,49.6783193979,56.0532624286
275,49.6901637009,56.0532624286
276,49.7124808307,56.0945301153
277,49.7124808307,56.0945301153
278,49.7124808307,56.0945301153
279,49.716947645,56.0989969296
280,49.7185459814,56.1005952659
281,49.7390927944,56.1005952659
282,49.7390927944,56.1073911181
283,49.7414602427,56.1073911181
284,49.7414602427,56.1112801274
285,49.7414602427,56.1112801274
286,49.7414602427,56.1134544221
287,49.751827091,56.1134544221
288,49.7545732987,56.1162006299
289,49.7545732987,56.1162006299
290,49.7545732987,56.1162006299
291,49.7545732987,56.1162006299
292,49.7559950081,56.1225008115
293,49.7721346902,56.1225008115
294,49.7749593331,56.1225008115
295,49.7749593331,56.1225008115
296,49.7749593331,56.1225008115
297,49.7791423399,56.1225008115
298,49.7791423399,56.1225008115
299,49.7909042132,56.1342626848
300,49.7909042132,56.1348023273
301,49.7909042132,56.1468940749
302,49.7909042132,56.1468940749
303,49.7912365383,56.2625915605
304,49.8030417625,56.2707777705
305,49.8174857364,56.2707777705
306,49.8174857364,56.2707777705
307,49.8174857364,56.2707777705
308,49.8174857364,56.2707777705
309,49.8183273669,56.271619401
310,49.8183273669,56.271619401
311,49.8183273669,56.271619401
312,49.8327224361,56.2860144702
313,49.8327224361,56.2860144702
314,49.8357152775,56.2860144702
315,49.8467380812,56.2866317045
316,49.8672599702,56.2905251418
317,49.874440368,56.292164678
318,49.8772755532,56.292164678
319,49.8772755532,56.292164678
320,49.8810424505,56.2959315753
321,49.8810424505,56.2959315753
322,49.881555309,56.2964444338
323,49.8835102259,56.2983993507
324,49.9059688734,56.3343870938
325,49.9084666943,56.3368849148
326,49.9084666943,56.3368849148
327,49.9084666943,56.3368849148
328,49.9086928916,56.3615718811
329,49.9178893225,56.3645494861
330,49.9208406511,56.3675008147
331,49.921980059,56.3686402226
332,49.9221922415,56.3686402226
333,49.9366362154,56.3686402226
334,49.9381467788,56.3701507861
335,49.9478047238,56.3701507861
336,49.9619828864,56.3843289486
337,49.9655501759,56.3843289486
338,49.9655501759,56.3843382154
339,49.9655501759,56.3843382154
340,49.9655501759,56.3843382154
341,49.9655501759,56.3843382154
342,50.0133936075,56.3843382154
343,50.018349203,56.389293811
344,50.018349203,56.389293811
345,50.018349203,56.3908285426
346,50.018349203,56.3908285426
347,50.0244375645,56.3908285426
348,50.0247176831,56.3908285426
349,50.0312328607,56.3908285426
350,50.0312328607,56.3942557938
351,50.0315219591,56.3942557938
352,50.0315219591,56.3942557938
353,50.0418884335,56.3996745251
354,50.0418884335,56.3996745251
355,50.0418884335,56.3996745251
356,50.0418884335,56.3996745251
357,50.0418884335,56.3996745251
358,50.0418884335,56.3996745251
359,50.0422376374,56.400023729
360,50.0508763687,56.400023729
361,50.0508763687,56.400023729
362,50.0514193324,56.4005666928
363,50.0514193324,56.4005666928
364,50.0514193324,56.4005666928
365,50.0514193324,56.4005666928
366,50.0516686603,56.4008160207
367,50.055960342,56.4051077024
368,50.0560765504,56.4052239108
369,50.0560765504,56.4052239108
370,50.0560765504,56.4052239108
371,50.0573190344,56.4147101343
372,50.0573190344,56.416474063
373,50.0573190344,56.4226295695
374,50.0573190344,56.4226295695
375,50.0573190344,56.4226295695
376,50.0573190344,56.4230261795
377,50.0573190344,56.4230261795
378,50.0574023711,56.4230261795
379,50.0665927891,56.4322165975
380,50.069028778,56.4348486433
381,50.0709204112,56.4367402765
382,50.0709204112,56.4367402765
383,50.0709204112,56.4369246085
384,50.0851378457,56.451142043
385,50.0880635728,56.4540677702
386,50.1011496509,56.4618554543
387,50.1011496509,56.4618554543
388,50.1071325321,56.4618554543
389,50.1071325321,56.4618554543
390,50.1108674295,56.4655903517
391,50.1117990628,56.4655903517
392,50.1117990628,56.4655903517
393,50.1148689756,56.4655903517
394,50.1148689756,56.4655903517
395,50.1242875765,56.4750089526
396,50.1246950731,56.4754164492
397,50.1762662805,56.4951723003
398,50.1804324245,56.4951723003
399,50.1912010427,56.5059409186
400,50.1912010427,56.5059409186
401,50.201703522,56.508724326
402,50.201703522,56.5175479083
403,50.20662311,56.5175479083
404,50.20662311,56.5327202875
405,50.2149221755,56.5410193529
406,50.2240608671,56.5462453643
407,50.2253889036,56.6304094311
408,50.2394630454,56.6468733479
