Time(Iteration),CAB_UserCoTheta,,,,,,
0,0.97018575203,,,,,,
1,0.942169846081,,,,,,
2,0.918106630397,,,,,,
3,0.899032620548,,,,,,
4,0.871847656199,,,,,,
5,0.85038547568,,,,,,
6,0.826950330997,,,,,,
7,0.806083859297,,,,,,
8,0.782083376018,,,,,,
9,0.76301369284,,,,,,
10,0.744262536556,,,,,,
11,0.722728945636,,,,,,
12,0.703877370965,,,,,,
13,0.681178353599,,,,,,
14,0.66820512027,,,,,,
15,0.657989031104,,,,,,
16,0.64360370575,,,,,,
17,0.630473846566,,,,,,
18,0.619010118084,,,,,,
19,0.604009839091,,,,,,
20,0.59366889929,,,,,,
21,0.585198281118,,,,,,
22,0.575892265647,,,,,,
23,0.568178202752,,,,,,
24,0.560857580855,,,,,,
25,0.550926482169,,,,,,
26,0.543153113743,,,,,,
27,0.535769037828,,,,,,
28,0.526180755975,,,,,,
29,0.522187011213,,,,,,
30,0.513276083874,,,,,,
31,0.508510298207,,,,,,
32,0.499555430195,,,,,,
33,0.491661426092,,,,,,
34,0.487213431781,,,,,,
35,0.481960104383,,,,,,
36,0.474346842471,,,,,,
37,0.471573415456,,,,,,
38,0.460950917439,,,,,,
39,0.451807972813,,,,,,
40,0.450645030098,,,,,,
41,0.448692013463,,,,,,
42,0.444664998571,,,,,,
43,0.440972726613,,,,,,
44,0.438499962013,,,,,,
45,0.433359712035,,,,,,
46,0.430419503939,,,,,,
47,0.424049891467,,,,,,
48,0.421122053094,,,,,,
49,0.416149815434,,,,,,
50,0.411937951609,,,,,,
51,0.408199700391,,,,,,
52,0.406117128324,,,,,,
53,0.399759067414,,,,,,
54,0.395948345593,,,,,,
55,0.391085202648,,,,,,
56,0.384475725385,,,,,,
57,0.380954054138,,,,,,
58,0.378993346303,,,,,,
59,0.377821061453,,,,,,
60,0.374795266199,,,,,,
61,0.371262269209,,,,,,
62,0.368156192944,,,,,,
63,0.366005896425,,,,,,
64,0.361692019515,,,,,,
65,0.35975701356,,,,,,
66,0.355804051471,,,,,,
67,0.350698443274,,,,,,
68,0.347719849528,,,,,,
69,0.345962509778,,,,,,
70,0.344298019344,,,,,,
71,0.340629877748,,,,,,
72,0.338674433202,,,,,,
73,0.329559460051,,,,,,
74,0.327041573408,,,,,,
75,0.325769122871,,,,,,
76,0.320754686064,,,,,,
77,0.314372299599,,,,,,
78,0.313525128994,,,,,,
79,0.311879059021,,,,,,
80,0.310255576071,,,,,,
81,0.306274521965,,,,,,
82,0.303265290417,,,,,,
83,0.301879201968,,,,,,
84,0.29963617595,,,,,,
85,0.297070004835,,,,,,
86,0.293037156432,,,,,,
87,0.291451135114,,,,,,
88,0.289868628411,,,,,,
89,0.287080093218,,,,,,
90,0.285367085387,,,,,,
91,0.282823632025,,,,,,
92,0.282237789397,,,,,,
93,0.281002273917,,,,,,
94,0.280250095516,,,,,,
95,0.277713585088,,,,,,
96,0.273807806877,,,,,,
97,0.272603450196,,,,,,
98,0.270934315868,,,,,,
99,0.267353788091,,,,,,
100,0.265632616788,,,,,,
101,0.263274982784,,,,,,
102,0.262138998254,,,,,,
103,0.260045271101,,,,,,
104,0.258745154568,,,,,,
105,0.257587151403,,,,,,
106,0.255666950458,,,,,,
107,0.255051744759,,,,,,
108,0.25391412867,,,,,,
109,0.253264083371,,,,,,
110,0.252222802443,,,,,,
111,0.24971526594,,,,,,
112,0.24848288283,,,,,,
113,0.246521698795,,,,,,
114,0.244768697183,,,,,,
115,0.243459936223,,,,,,
116,0.241600946242,,,,,,
117,0.238396652785,,,,,,
118,0.237233020364,,,,,,
119,0.235576928841,,,,,,
120,0.235041738574,,,,,,
121,0.234027537574,,,,,,
122,0.233522933038,,,,,,
123,0.233043351516,,,,,,
124,0.232957774244,,,,,,
125,0.232484203807,,,,,,
126,0.231484628824,,,,,,
127,0.230143679988,,,,,,
128,0.228642759384,,,,,,
129,0.227945073456,,,,,,
130,0.227557509718,,,,,,
131,0.226436112627,,,,,,
132,0.225164233637,,,,,,
133,0.223480802527,,,,,,
134,0.221617237776,,,,,,
135,0.22031386542,,,,,,
136,0.219542158441,,,,,,
137,0.218546828235,,,,,,
138,0.217859508259,,,,,,
139,0.217504748227,,,,,,
140,0.216922267509,,,,,,
141,0.216101535946,,,,,,
142,0.21321424737,,,,,,
143,0.212013709734,,,,,,
144,0.20987514785,,,,,,
145,0.208393244017,,,,,,
146,0.207342387207,,,,,,
147,0.205471693802,,,,,,
148,0.204584993549,,,,,,
149,0.202950236497,,,,,,
150,0.201251577151,,,,,,
151,0.19996743251,,,,,,
152,0.199563192667,,,,,,
153,0.199200675363,,,,,,
154,0.198769662757,,,,,,
155,0.196966705948,,,,,,
156,0.196206091772,,,,,,
157,0.195650204641,,,,,,
158,0.195199443514,,,,,,
159,0.194708461429,,,,,,
160,0.194394598673,,,,,,
161,0.193883184711,,,,,,
162,0.192656428173,,,,,,
163,0.191518863834,,,,,,
164,0.191067506915,,,,,,
165,0.190737199353,,,,,,
166,0.190180401051,,,,,,
167,0.189736874584,,,,,,
168,0.188765621766,,,,,,
169,0.188307087443,,,,,,
170,0.187802363664,,,,,,
171,0.187576935771,,,,,,
172,0.187271082429,,,,,,
173,0.186896351475,,,,,,
174,0.184351496399,,,,,,
175,0.184278114721,,,,,,
176,0.183421140795,,,,,,
177,0.181953987093,,,,,,
178,0.18099514286,,,,,,
179,0.18065733547,,,,,,
180,0.180419575754,,,,,,
181,0.179718802571,,,,,,
182,0.178337616459,,,,,,
183,0.177895445931,,,,,,
184,0.177364326884,,,,,,
185,0.176747297482,,,,,,
186,0.176415295037,,,,,,
187,0.174426752477,,,,,,
188,0.173202651842,,,,,,
189,0.173128642886,,,,,,
190,0.172652933423,,,,,,
191,0.171956643457,,,,,,
192,0.171775552596,,,,,,
193,0.171497312203,,,,,,
194,0.171322167076,,,,,,
195,0.170434015121,,,,,,
196,0.169956567022,,,,,,
197,0.169651989411,,,,,,
198,0.169664302876,,,,,,
199,0.168183886611,,,,,,
200,0.167872263014,,,,,,
201,0.166973540048,,,,,,
202,0.16663386214,,,,,,
203,0.16586743366,,,,,,
204,0.165816235624,,,,,,
205,0.165579179583,,,,,,
206,0.165066921528,,,,,,
207,0.164881244042,,,,,,
208,0.164214133853,,,,,,
209,0.163409697202,,,,,,
210,0.162418476346,,,,,,
211,0.161837909277,,,,,,
212,0.161803804043,,,,,,
213,0.161537692045,,,,,,
214,0.161043951988,,,,,,
215,0.160819645102,,,,,,
216,0.159640558404,,,,,,
217,0.1577423336,,,,,,
218,0.157405516239,,,,,,
219,0.156369967073,,,,,,
220,0.156073563627,,,,,,
221,0.155671425102,,,,,,
222,0.154970371701,,,,,,
223,0.15464841185,,,,,,
224,0.154362682756,,,,,,
225,0.1540001703,,,,,,
226,0.153302592764,,,,,,
227,0.152500621524,,,,,,
228,0.151402664447,,,,,,
229,0.151198892287,,,,,,
230,0.150620973636,,,,,,
231,0.150155571299,,,,,,
232,0.149841104524,,,,,,
233,0.149289242932,,,,,,
234,0.149170357135,,,,,,
235,0.148924822393,,,,,,
236,0.14792248465,,,,,,
237,0.147672981679,,,,,,
238,0.147439963041,,,,,,
239,0.147205152349,,,,,,
240,0.146560112895,,,,,,
241,0.146420256348,,,,,,
242,0.146186158772,,,,,,
243,0.145398697086,,,,,,
244,0.145314121604,,,,,,
245,0.145109109882,,,,,,
246,0.144896904115,,,,,,
247,0.144495695278,,,,,,
248,0.144529401844,,,,,,
249,0.14329165001,,,,,,
250,0.143023757096,,,,,,
251,0.142794935949,,,,,,
252,0.142503209537,,,,,,
253,0.139662911117,,,,,,
254,0.139283524516,,,,,,
255,0.138687995233,,,,,,
256,0.138239457058,,,,,,
257,0.13778663771,,,,,,
258,0.137480630444,,,,,,
259,0.136735347839,,,,,,
260,0.136626398615,,,,,,
261,0.135706034552,,,,,,
262,0.135515040652,,,,,,
263,0.134918381667,,,,,,
264,0.134885239762,,,,,,
265,0.132484276215,,,,,,
266,0.132343678969,,,,,,
267,0.131855471261,,,,,,
268,0.131546053842,,,,,,
269,0.131615124042,,,,,,
270,0.131392341046,,,,,,
271,0.131232116577,,,,,,
272,0.130835188786,,,,,,
273,0.130786585216,,,,,,
274,0.130806922949,,,,,,
275,0.130269306582,,,,,,
276,0.129956984658,,,,,,
277,0.129406687879,,,,,,
278,0.129377017913,,,,,,
279,0.129162164762,,,,,,
280,0.129084755918,,,,,,
281,0.129115384396,,,,,,
282,0.128910181053,,,,,,
283,0.128794189136,,,,,,
284,0.128032988053,,,,,,
285,0.127227599374,,,,,,
286,0.126725138865,,,,,,
287,0.126364707722,,,,,,
288,0.126185836055,,,,,,
289,0.126102622743,,,,,,
290,0.125504598635,,,,,,
291,0.125398310763,,,,,,
292,0.125057511357,,,,,,
293,0.124825854485,,,,,,
294,0.124677476772,,,,,,
295,0.124696157558,,,,,,
296,0.124652668317,,,,,,
297,0.124563494821,,,,,,
298,0.124189512994,,,,,,
299,0.124243108952,,,,,,
300,0.124154561455,,,,,,
301,0.124275850576,,,,,,
302,0.124227633879,,,,,,
303,0.123329627041,,,,,,
304,0.123383681195,,,,,,
305,0.123095801914,,,,,,
306,0.122835959873,,,,,,
307,0.122865063674,,,,,,
308,0.122468156457,,,,,,
309,0.122166304328,,,,,,
310,0.12193224731,,,,,,
311,0.12178130065,,,,,,
312,0.121550635936,,,,,,
313,0.121363762475,,,,,,
314,0.121585072181,,,,,,
315,0.12155897105,,,,,,
316,0.121418779039,,,,,,
317,0.121234437195,,,,,,
318,0.12098071673,,,,,,
319,0.120645549139,,,,,,
320,0.120446863349,,,,,,
321,0.12037952387,,,,,,
322,0.120234187078,,,,,,
323,0.120203699401,,,,,,
324,0.120098296511,,,,,,
325,0.11887794635,,,,,,
326,0.11877524335,,,,,,
327,0.118479947343,,,,,,
328,0.118098949885,,,,,,
329,0.118141692033,,,,,,
330,0.118057489758,,,,,,
331,0.117182676517,,,,,,
332,0.117167167211,,,,,,
333,0.116998150039,,,,,,
334,0.116862312031,,,,,,
335,0.116555487215,,,,,,
336,0.116569280594,,,,,,
337,0.11608043131,,,,,,
338,0.116057084699,,,,,,
339,0.115675871137,,,,,,
340,0.115424857003,,,,,,
341,0.115080255419,,,,,,
342,0.114947520262,,,,,,
343,0.114775221875,,,,,,
344,0.114584639861,,,,,,
345,0.114467407495,,,,,,
346,0.114190171812,,,,,,
347,0.113867400116,,,,,,
348,0.113694912292,,,,,,
349,0.113458110581,,,,,,
350,0.11328223819,,,,,,
351,0.113137029887,,,,,,
352,0.113068205787,,,,,,
353,0.112935723018,,,,,,
354,0.112759150347,,,,,,
355,0.112754291301,,,,,,
356,0.112046182028,,,,,,
357,0.111796558711,,,,,,
358,0.111496427466,,,,,,
359,0.111316446892,,,,,,
360,0.110157095671,,,,,,
361,0.110065377548,,,,,,
362,0.109905422635,,,,,,
363,0.109833688305,,,,,,
364,0.109773934099,,,,,,
365,0.109559660871,,,,,,
366,0.109499579038,,,,,,
367,0.109429136504,,,,,,
368,0.108971689034,,,,,,
369,0.108816022315,,,,,,
370,0.108525683236,,,,,,
371,0.108545485767,,,,,,
372,0.108399232841,,,,,,
373,0.108170889796,,,,,,
374,0.10818560829,,,,,,
375,0.108020159451,,,,,,
376,0.107910437586,,,,,,
377,0.107783966871,,,,,,
