Time(Iteration),CAB_rejectCoTheta,CAB_originalCoTheta,LinUCBCoTheta,,,,,,
0,0.979971328355,0.982375662164,0.979757504238,,,,,,
1,0.956266558399,0.966086193472,0.957301214558,,,,,,
2,0.935401897367,0.948740029434,0.941345936564,,,,,,
3,0.909914901474,0.932822589519,0.92679707111,,,,,,
4,0.889940228651,0.914198092692,0.909584426374,,,,,,
5,0.862192396042,0.88506897613,0.894362493185,,,,,,
6,0.841956606771,0.866323319401,0.874383544969,,,,,,
7,0.821946334899,0.85687312669,0.856950307844,,,,,,
8,0.805364284833,0.836599835541,0.830954789505,,,,,,
9,0.785231087191,0.813503151667,0.816305855723,,,,,,
10,0.759202339853,0.797413439033,0.803558868062,,,,,,
11,0.747038706928,0.781035784266,0.79354064924,,,,,,
12,0.723162079221,0.767822860094,0.775580592588,,,,,,
13,0.702388096579,0.75092813608,0.757760448422,,,,,,
14,0.680129289741,0.733408832038,0.745750375527,,,,,,
15,0.666442112132,0.715986038416,0.728500864858,,,,,,
16,0.639534426454,0.69621548646,0.707511007874,,,,,,
17,0.61507299989,0.688152619746,0.697954431772,,,,,,
18,0.603338450644,0.678553128341,0.684777974543,,,,,,
19,0.585225481757,0.66844862913,0.669168355863,,,,,,
20,0.569909786407,0.660136584864,0.660285412595,,,,,,
21,0.552159531881,0.649781272592,0.647437437385,,,,,,
22,0.54316928872,0.645076598178,0.64135011871,,,,,,
23,0.53034671074,0.632053804245,0.630550835843,,,,,,
24,0.520055464152,0.624005734774,0.6212469735,,,,,,
25,0.51058774522,0.618583978845,0.61710418251,,,,,,
26,0.499993638266,0.604211229159,0.604143416352,,,,,,
27,0.48547856712,0.596342697029,0.598349903475,,,,,,
28,0.474624112674,0.582360210103,0.584970005783,,,,,,
29,0.460377148419,0.575481115222,0.580369323891,,,,,,
30,0.451078599635,0.567119891906,0.57323212131,,,,,,
31,0.439107903518,0.558143334848,0.564687211734,,,,,,
32,0.435198762187,0.549674167296,0.560222035518,,,,,,
33,0.426118094358,0.544764044481,0.552776504764,,,,,,
34,0.417740681394,0.539962674527,0.547514321452,,,,,,
35,0.410358413674,0.53609374014,0.543658674611,,,,,,
36,0.404355906807,0.528949638409,0.540460251416,,,,,,
37,0.397180571254,0.521868663448,0.528050873945,,,,,,
38,0.387663213911,0.516392904644,0.523391036863,,,,,,
39,0.383812922719,0.514611148825,0.5212226947,,,,,,
40,0.378459302876,0.510154224876,0.518793993471,,,,,,
41,0.375006951633,0.506265946021,0.51482893692,,,,,,
42,0.361096032985,0.503579393435,0.511370406277,,,,,,
43,0.354576021404,0.499449932613,0.508966249317,,,,,,
44,0.349478557963,0.487986233738,0.505593801892,,,,,,
45,0.341053253121,0.480069314902,0.493101182405,,,,,,
46,0.332874827358,0.475557753782,0.488634562123,,,,,,
47,0.328335530687,0.468166002004,0.48132508978,,,,,,
48,0.322026453898,0.464642466879,0.477899574708,,,,,,
49,0.317975792455,0.461621915671,0.474930000672,,,,,,
50,0.309482222174,0.460494951392,0.473659118681,,,,,,
51,0.304303274294,0.458872946304,0.471806100074,,,,,,
52,0.299531099422,0.456287698274,0.469081328419,,,,,,
53,0.295878956035,0.455105828567,0.466849150696,,,,,,
54,0.291376752759,0.452544937001,0.462628736723,,,,,,
55,0.283463173603,0.450351026749,0.457780160171,,,,,,
56,0.280107784526,0.447896367214,0.453714923645,,,,,,
57,0.274587764059,0.439384709168,0.45254585986,,,,,,
58,0.269875591141,0.438253316984,0.450756567287,,,,,,
59,0.266537862091,0.431408081866,0.440959901846,,,,,,
60,0.263966841244,0.42990714888,0.439435841442,,,,,,
61,0.259070741177,0.426225712913,0.436948882975,,,,,,
62,0.256250171367,0.426177902514,0.436407047706,,,,,,
63,0.253480222813,0.425920293619,0.436204677003,,,,,,
64,0.249908628988,0.423473772793,0.431097195812,,,,,,
65,0.247477162515,0.413044994532,0.427347647238,,,,,,
66,0.243951406579,0.411122507613,0.426971727544,,,,,,
67,0.243795321586,0.404347531754,0.417735234175,,,,,,
68,0.242356580549,0.401947380377,0.415951337294,,,,,,
69,0.240368725731,0.400930832877,0.414616064651,,,,,,
70,0.23939546913,0.400304755367,0.413626033489,,,,,,
71,0.237960747339,0.397820050817,0.41021602122,,,,,,
72,0.234669010667,0.389918065723,0.407378056305,,,,,,
73,0.230733697189,0.386832243157,0.402651484809,,,,,,
74,0.228526959483,0.384170897873,0.400166566334,,,,,,
75,0.224123079447,0.381446893256,0.398431278785,,,,,,
76,0.222730923992,0.378275790303,0.396134385756,,,,,,
77,0.219173584102,0.376491312395,0.394272076899,,,,,,
78,0.217451461392,0.374351638673,0.393264292642,,,,,,
79,0.216094441306,0.368707284741,0.389188767217,,,,,,
80,0.21432158076,0.368732550545,0.389221338844,,,,,,
81,0.213164813034,0.366513081694,0.387200914118,,,,,,
82,0.211437271128,0.366538373041,0.386522789908,,,,,,
83,0.205425402014,0.365195924179,0.385309705958,,,,,,
84,0.204017954949,0.364305637834,0.384060918913,,,,,,
85,0.202155322582,0.363343066191,0.380631757546,,,,,,
86,0.200049825554,0.360392248728,0.377537442556,,,,,,
87,0.198919139176,0.359249142415,0.376630715276,,,,,,
88,0.197818433413,0.356760644662,0.375153544375,,,,,,
89,0.19595632283,0.355751607201,0.374937853318,,,,,,
90,0.194909892947,0.354759868008,0.373280696333,,,,,,
91,0.193992099464,0.352673108303,0.365634835158,,,,,,
92,0.1923453385,0.352174072005,0.365058805302,,,,,,
93,0.19057750287,0.351579438155,0.36414873249,,,,,,
94,0.187481637659,0.349983461571,0.363099878371,,,,,,
95,0.185745610281,0.347982196744,0.360989165343,,,,,,
96,0.184111081525,0.346929464988,0.359332094519,,,,,,
97,0.181631844788,0.345388123452,0.357187895456,,,,,,
98,0.180882171011,0.344535655458,0.356420616532,,,,,,
99,0.178524076872,0.342782161359,0.355390830898,,,,,,
100,0.177638192213,0.342395627342,0.354874641846,,,,,,
101,0.17659000355,0.341596665589,0.352692625075,,,,,,
102,0.174690888122,0.338320023954,0.350826050285,,,,,,
103,0.173804465597,0.337135053501,0.349934489243,,,,,,
104,0.172784951325,0.332811528211,0.347681575014,,,,,,
105,0.171388340523,0.332266360395,0.345431131651,,,,,,
106,0.169276583273,0.331146799893,0.344511272015,,,,,,
107,0.168139965852,0.323735561704,0.338193764587,,,,,,
108,0.165983606137,0.322192544397,0.336849918078,,,,,,
109,0.165942864814,0.321247125843,0.335405047762,,,,,,
110,0.16393977281,0.320939658873,0.334818144588,,,,,,
111,0.162596186553,0.320975163051,0.335037241559,,,,,,
112,0.161841681479,0.320502994122,0.33435453586,,,,,,
113,0.160622339538,0.319475594129,0.333087709625,,,,,,
114,0.159533448576,0.318769711751,0.330739576242,,,,,,
115,0.159031643746,0.318855893509,0.328517513388,,,,,,
116,0.157922774567,0.317081204977,0.326160079078,,,,,,
117,0.155745387276,0.316695224956,0.325838922489,,,,,,
118,0.154865412053,0.316333961912,0.325659149735,,,,,,
119,0.154338305877,0.316384553317,0.325240515352,,,,,,
120,0.154441568353,0.316071266779,0.325127093121,,,,,,
121,0.15312613527,0.309683560314,0.323816512792,,,,,,
122,0.152667683095,0.308272461834,0.323265836526,,,,,,
123,0.152340004347,0.30699153106,0.321181620863,,,,,,
124,0.151539314982,0.303825443356,0.318203889557,,,,,,
125,0.151127975046,0.30341778843,0.316430644245,,,,,,
126,0.150227580636,0.302138011693,0.315564290549,,,,,,
127,0.149009467565,0.301197101476,0.314390809321,,,,,,
128,0.148827253367,0.300289097054,0.310138389713,,,,,,
129,0.147524531423,0.299802363871,0.309506743442,,,,,,
130,0.146101723624,0.298924506525,0.308359572712,,,,,,
131,0.145625493511,0.298577233963,0.307951861194,,,,,,
132,0.144996932598,0.295170982113,0.305549098457,,,,,,
133,0.144778126156,0.294124368235,0.304584153309,,,,,,
134,0.143046127977,0.292428462401,0.304165809111,,,,,,
135,0.141586184076,0.29126709583,0.303252130493,,,,,,
136,0.141769901126,0.290517303717,0.302533910804,,,,,,
