Time(Iteration),CAB,CAB_original,LinUCB
0,5.15229904385,4.6639129252,6.79812616204
1,8.45525415793,8.61834180265,12.6159079155
2,12.9696791017,12.4020678462,15.2193128047
3,15.7700667963,15.2337246878,18.9709828904
4,19.0331660568,18.9660638552,22.0945004581
5,23.1442800687,22.4977836903,24.5160873163
6,26.5798817392,24.4054268792,26.6945107168
7,29.6418950141,27.3565395367,28.6241387243
8,32.4178235417,28.8294305319,31.4710116992
9,34.8727077642,30.5384448245,33.049381549
10,36.4058216883,31.6092549678,34.7087946505
