Time(Iteration),LinUCB
0,1.69868279917
1,4.0867603533
2,6.07907836396
3,8.21542463478
4,10.0005579984
5,11.6441655178
6,13.3931192684
7,15.2311877913
8,16.7437526576
9,17.7995795102
10,18.9849041576
11,20.2452483873
12,21.4378999764
13,22.4327413656
14,23.0452023764
15,24.786233208
16,25.8909572146
17,26.754763918
18,27.7851475578
19,28.7777177775
20,30.0738167578
21,31.1462801574
22,31.6081935225
23,32.2288751539
24,32.8684425461
25,33.4377010428
26,34.0786512871
27,34.6023669022
28,35.1363759249
29,35.6645442109
30,36.536007877
31,36.9273923272
32,37.5698601858
33,38.0214109886
34,38.308145232
35,38.7656128934
36,39.2979412793
37,40.0261314964
38,40.6177455058
39,40.9718938286
40,41.3834423729
41,41.5588380951
42,41.878565493
43,42.0979583304
44,42.4175451607
45,42.7816627234
46,43.1933379538
47,43.4658271405
48,43.7423112847
49,43.9816698131
50,44.2352373628
51,44.4496199951
52,44.6172558929
53,44.7629456234
54,45.0439255759
55,45.2566851216
56,45.4397576748
57,45.6806981497
58,45.842303794
59,46.1131758185
60,46.3238696257
61,46.5711736382
62,46.9039474292
63,47.3645405447
64,47.4827811387
65,47.6081729362
66,47.8249130148
67,47.9985896827
68,48.2172187167
69,48.3915218359
70,48.4635561741
71,48.546446515
72,48.6403819796
73,48.9314694441
74,49.1573183723
75,49.3798277575
76,49.471914139
77,49.5943918226
78,49.7034701419
79,49.8118118385
80,50.0015976589
81,50.1259659937
82,50.2338298655
83,50.3327337392
84,50.4869083714
85,50.5616384803
86,50.7628431731
87,50.8119496853
88,51.0143345226
89,51.2690685453
90,51.402622664
91,51.7893643085
92,52.0294404704
93,52.114626646
94,52.2039846047
95,52.2904112524
96,52.3287133682
97,52.3709420174
98,52.4001734432
99,52.4979804404
100,52.6050557214
101,52.8863889205
102,53.0319009849
103,53.0617183675
104,53.2112032995
105,53.367741277
106,53.4887300953
107,53.5371264401
108,53.6494786879
109,53.7615446659
110,53.8346456923
111,54.069227915
112,54.187717404
113,54.3510294026
114,54.4352342154
115,54.5153705468
116,54.6962232803
117,54.7991006974
118,54.9678724143
119,55.0673551259
120,55.1653692386
121,55.2350641516
122,55.3606834201
123,55.5148602303
124,55.6184047817
125,55.8455162551
126,56.004861005
127,56.1742334453
128,56.2664604102
129,56.3788637275
130,56.452734879
131,56.6289800501
132,56.7851858679
133,56.8726728548
134,56.9758768206
135,57.0602304251
136,57.1548208417
137,57.2099766567
138,57.2992141769
139,57.419905256
140,57.4669502984
141,57.557243881
142,57.5967640766
143,57.7293205815
144,57.7850660152
145,57.8284454788
146,57.8651277233
147,57.9162539777
148,58.0304417255
149,58.1262165674
150,58.1884604772
151,58.2442529118
152,58.2733432502
153,58.3427875317
154,58.4620910374
155,58.5260596531
156,58.6614843745
157,58.7299633678
158,58.7649405693
159,58.8928158467
160,58.954294371
161,58.9558466021
162,59.0163905473
163,59.0888191138
164,59.1804741232
165,59.2305670476
166,59.2619993632
167,59.3598327172
168,59.4567350252
169,59.5427074073
170,59.5943878837
171,59.6432001886
172,59.6769654894
173,59.7871887879
174,59.9064705805
175,59.980723655
176,60.0262421148
177,60.0587176517
178,60.0939112653
179,60.135800695
180,60.2806761157
181,60.4186710162
182,60.4729493344
183,60.5045874177
184,60.5840165762
185,60.6721200303
186,60.7476069746
187,60.7797479717
188,60.8446138456
189,60.9217352204
190,61.011241773
191,61.0372438264
192,61.0710039851
193,61.1291390443
194,61.1444687796
195,61.1716537186
196,61.2674169731
197,61.3107977253
198,61.3838937766
199,61.5224956439
200,61.6379257089
201,61.7478710037
202,61.7828154675
203,61.8370025651
204,61.8646382683
205,61.9391513995
206,61.9639105327
207,61.9821707882
208,62.0737120901
209,62.1422455639
210,62.2674333023
211,62.2976125634
212,62.301646517
213,62.3409633269
214,62.3990080142
215,62.4424022795
216,62.5940520577
217,62.6525014868
218,62.7376635938
219,62.8124625972
220,62.8893948552
221,62.9765209391
222,63.0441321574
223,63.0897961454
224,63.1734583231
225,63.2857886628
226,63.3303060841
227,63.4053066297
228,63.4478747031
229,63.5435169072
230,63.5914822218
231,63.7413119455
232,63.8018611476
233,63.9223311445
234,63.9482174612
235,64.0495007999
236,64.1114467376
237,64.2246450452
238,64.3031886396
239,64.3062595039
240,64.3500511408
241,64.3958300131
242,64.442527683
243,64.4778771888
244,64.5531061168
245,64.5678770458
246,64.7003335482
247,64.7330720655
248,64.8165943936
249,64.8490008643
250,64.9151665608
251,64.9558822616
252,65.0048370804
253,65.0395283152
254,65.151080648
255,65.3059875622
256,65.3264251781
257,65.4220866513
258,65.4599719876
259,65.4882305307
260,65.5515438492
261,65.6001530114
262,65.7027044131
263,65.79475084
264,65.8148054178
265,65.8586739755
266,65.9645408888
267,66.0173183659
268,66.0380057672
269,66.1451697352
270,66.1717743125
271,66.3344119729
272,66.3856586616
273,66.4246441245
274,66.5143026759
275,66.5467818699
276,66.5517192711
277,66.6815735517
278,66.7472013041
279,66.8739888023
280,66.8792544578
281,66.9290914281
282,66.9796906781
283,66.9970427189
284,67.0742301326
285,67.0873153099
286,67.1255532619
287,67.1541213352
288,67.2264542188
289,67.2264542188
290,67.2370093371
291,67.2742230457
292,67.3459276023
293,67.4178197801
294,67.487716888
295,67.4991040691
296,67.5241861913
297,67.6347935581
298,67.6548343283
299,67.7055332835
300,67.7871869322
301,67.8604735092
302,67.8815651006
303,67.9185433722
304,67.9273561627
305,67.9459630612
306,68.0544753794
307,68.0757407787
308,68.0850303417
309,68.2419397083
310,68.2460665437
311,68.3050167049
312,68.3365164169
313,68.4018932878
314,68.4376489059
315,68.505038572
316,68.5385644647
317,68.5788325922
318,68.5789216602
319,68.6223819347
320,68.6451841904
321,68.6723128645
322,68.7136662933
