Time(Iteration),CAB_original,LinUCB
0,5.49863384915,5.49863384915
1,11.0261662393,11.0261662393
2,15.6508763063,15.6508763063
3,20.4223653071,20.4223653071
4,25.0595664482,25.0595664482
5,28.9791593834,28.9791593834
6,32.947593848,33.223740653
7,36.1373556529,36.4415707985
8,38.8991062343,39.2020008852
9,41.9699170019,42.0755524795
10,44.1867985972,44.5735034997
11,47.1566438804,47.6683695623
12,50.0534885514,50.4012953687
13,52.5488831194,53.0681760852
14,54.3085485966,55.2475983613
15,56.7822944689,57.8362712306
16,59.3804627724,60.4007653865
17,61.5638530146,62.7104040159
18,63.7119826594,65.1130164776
19,65.5350396408,66.6640132421
20,68.1749655179,69.204200827
21,69.7579171183,70.739793854
22,71.257317376,72.0895335132
23,73.2094490168,73.8798347587
24,74.5267033496,74.9946916847
25,76.2317059098,76.5052932637
26,78.1016365382,78.4018649717
27,79.4755363276,79.6613398119
28,81.2559030858,81.2016928024
29,83.2556788262,83.2288989689
30,84.3394598459,84.225699524
31,85.729569357,85.5505098821
32,86.9708929306,86.6474652188
33,88.343431591,87.7238771896
34,89.2529980289,88.8693722494
35,90.2090048151,89.8587074169
36,90.9455135801,90.8722238318
37,91.7930839731,91.7685674847
38,92.6192196809,92.961748768
39,93.5175982713,94.1714242309
40,94.2547295108,94.8897629929
41,94.8298213646,95.6211993547
42,95.8775030552,96.8763706223
43,96.6428937174,97.6863652579
44,97.6933127799,98.8581375938
45,98.2882660572,99.7998990595
46,98.8610886428,100.258689234
47,99.3921682934,100.936521367
48,99.919819927,101.668248994
49,100.065703908,101.911375366
50,100.722662754,102.971740574
51,101.056265143,103.499726553
52,101.586787842,104.122638046
53,102.197871141,105.263247707
54,102.887116514,106.164540397
55,103.461467601,106.99724272
56,103.930449256,107.855732158
57,104.498272656,108.776043696
58,105.019907243,109.632660697
59,105.356431123,110.169443068
60,105.887763004,110.836153621
61,106.544129903,111.887346614
62,106.939464083,112.691541612
63,107.269865675,113.394568892
64,107.631161805,114.144992791
65,108.367473778,115.323167761
66,109.199581252,116.295551711
67,109.743562399,116.839799423
68,110.047000633,117.241971289
69,110.614128951,118.02339546
70,111.165868039,118.948145916
71,111.533770365,119.367556405
72,111.818626786,119.890497769
73,112.259656199,120.481721265
74,112.625540904,121.103570723
75,113.045280552,121.964656798
76,113.413062192,122.709809236
77,113.706611726,123.204443722
78,114.023624943,123.789479428
79,114.549426351,124.470844257
80,114.858566142,125.05522205
81,115.333077634,125.903674648
82,115.718304884,126.480455418
83,116.151665489,127.106614259
84,116.547406628,127.72535022
85,116.932931851,128.368178502
86,117.320330727,128.639373851
87,117.770539254,129.22319611
88,118.131053766,129.705961143
89,118.603605952,130.029989022
90,119.146988906,130.616918547
91,119.72843757,131.115446799
92,120.326896208,131.621181876
93,120.630636819,131.931608167
94,121.092617309,132.328985393
95,121.294526135,132.558996369
96,121.696767455,133.14955028
97,122.039819758,133.432418672
98,122.470164929,134.03269917
99,122.863711473,134.574564459
100,123.291284363,134.914199018
101,123.659489101,135.278115726
