Time(Iteration),CAB_full,CAB_cbj,CAB_original,CAB_cbij,LinUCB
72,57.3981977268,54.5595442991,53.7044060307,52.53794212,54.109784549
73,57.3986151565,54.6978494415,53.8911108653,52.6034344157,54.3864920509
74,57.4779938337,54.8462304472,54.098448232,52.6572292924,54.5938294175
75,57.610758575,55.0330706784,54.1628057684,52.7408954008,54.7832105279
76,57.6577243456,55.0960398034,54.2809421837,52.8380469292,54.85384244
77,57.7027732463,55.178035743,54.3335366853,52.9200428689,54.9206272668
78,57.7347818063,55.3842782576,54.930569034,53.0501803904,55.4812926406
79,57.9688876969,55.4126378054,55.3575797739,53.2778855711,55.5660951921
80,58.0022288121,55.5082062858,55.4664073172,53.3112266863,55.8537205048
81,58.034400042,55.5520118963,55.640810068,53.4124616647,56.0588686883
82,58.1480238247,55.6388990894,56.3304196334,53.5844324046,56.6595074469
83,58.4981177491,55.911171814,56.5301876441,53.7810661348,56.9291058526
84,58.6664232379,56.0170007921,56.6743498104,54.0343293107,57.0349348306
85,58.7235041422,56.0740816964,56.8798550322,54.091410215,57.0503640943
86,58.9571877369,56.3219383834,56.9113666447,54.1433036088,57.0865429872
87,59.100154749,56.4408017294,57.3011641221,54.2862706209,57.4684901801
88,59.1380358379,56.4934424926,57.5548540262,54.3362669021,57.6904117851
89,59.3222698962,56.600351454,57.6952286846,54.4110819577,57.7799684613
90,59.5302162388,56.644231279,57.8886561988,54.48414312,57.9625174028
91,59.7329648045,56.7629089012,57.9899922385,54.690085158,58.135877663
92,59.7673972724,56.9004092843,58.2498621042,54.7809519008,58.4115382117
93,59.7690649897,56.9904858793,58.3766307107,54.7974396523,58.5681664801
94,59.887848971,57.1997084158,58.5644057872,54.9935495588,58.9370612694
95,60.0123469148,57.3242063597,58.6815564769,55.0260545598,59.0542119591
96,60.1562916534,57.5187807035,58.9155784011,55.207955124,59.2540378983
97,60.2175251082,57.6080503671,59.0360431366,55.2972247876,59.352495778
98,60.336016217,57.7585812668,59.2606228004,55.3667027794,59.5626856021
99,60.4460185237,57.848464972,59.6009123415,55.4073605306,59.6835428648
100,60.4504234875,58.0292980961,59.6073705389,55.4215590802,59.6900010623
101,60.5099633865,58.0717325601,59.7116267252,55.4608487655,59.7911124698
102,60.5122167225,58.0739858961,59.7116267252,55.4631021014,59.8131095147
103,60.6306009611,58.1817679246,59.7645769995,55.5574491061,59.9137495635
104,60.649348761,58.2149259641,59.8847889225,55.576196906,60.0339614865
105,60.7529353116,58.3595751274,59.9514946209,55.6429026044,60.1006671849
106,60.7566106754,58.3694656046,59.9571765992,55.660264899,60.1063491632
107,60.8341600515,58.4611668353,60.0351690154,55.7997871724,60.1218025321
108,60.8522394516,58.4792462354,60.0698795313,55.8178665725,60.4610026145
109,61.0456515136,58.5380649716,60.0805999385,55.8285869797,60.4823799535
110,61.1122875863,58.6029388399,60.225902666,55.8833989462,60.65653015
111,61.1877727105,58.6482561698,60.2628242381,55.9394611088,60.8344781278
112,61.2085067452,58.6802018649,60.3287496806,55.9714068039,60.8486138103
113,61.4849011821,58.9579461923,60.4972710669,56.1538262588,60.8854858454
114,61.6676404192,59.1103596866,60.6602542292,56.3429554796,61.0803972269
115,61.6865323049,59.2216305407,60.7486001857,56.3512391569,61.0992891126
116,61.9784766132,59.37548542,61.196604731,56.4287056395,61.373264514
117,62.2567546547,59.5618768189,61.4347374565,56.538056911,61.5503669926
118,62.3028352429,59.607957407,61.4808180447,56.5841374991,61.5964475808
119,62.447298074,59.738136619,61.6077176903,56.7013110262,61.6747941025
120,62.5933099487,60.0725803174,61.7997688643,56.8441044618,62.1176224084
121,62.6468756242,60.1705553649,62.0671444329,56.9699881371,62.3714496028
122,62.7055595569,60.2565400732,62.1258283657,57.0286720699,62.4587353179
123,62.756126308,60.2958083104,62.2691541844,57.0679403072,62.4980035552
124,62.7919560017,60.3092764812,62.3400350632,57.1090498849,62.5156004828
125,62.9861451581,60.4606438896,62.6309149992,57.2114017553,62.7568529534
126,63.0372493056,60.6697888927,62.6387402989,57.3020191764,62.7959826271
127,63.1355752131,60.7748830432,62.7347471943,57.3781945456,62.9164406307
128,63.1948918588,60.8190396747,62.7813525856,57.4133341751,62.9515802601
129,63.2640622806,60.8190396747,62.9260453372,57.4133341751,62.9945412903
130,63.4052599463,60.9324177531,63.1175662845,57.4386977951,63.0317834865
131,63.5539918677,60.9796108088,63.310065708,57.5935272271,63.1691906712
132,63.627981274,61.0357323796,63.5499667357,57.6609634067,63.4004891454
133,63.8027150658,61.2106571448,63.7378135813,57.8358881719,63.7583646613
134,63.8865426952,61.4050383176,63.8669538225,57.9060544837,63.9546127017
135,64.0275779045,61.4912824353,64.069652034,57.9361319812,64.1196255133
136,64.0727403033,61.5047061414,64.0802620475,57.9995003698,64.1647879122
137,64.0727403033,61.5047061414,64.0802620475,57.9995003698,64.1747525872
138,64.0727403033,61.5271140546,64.0802620475,58.0338408495,64.2415923201
139,64.1294077315,61.5461866273,64.1909249493,58.0905082777,64.4818776618
140,64.2090233752,61.6279194038,64.2282585634,58.1577440202,64.5264354351
141,64.2300350569,61.6677725255,64.3333185128,58.186740276,64.7449280994
142,64.520771716,61.9612168264,64.6369446586,58.4354791184,65.0228766953
143,64.6158231213,62.0803420982,64.716439673,58.5482966578,65.0823778092
144,64.6450003021,62.1095192791,64.7755855785,58.5774738386,65.1614640118
145,64.6806565809,62.1876180813,64.8259692783,58.6428659996,65.2175354003
146,64.6806565809,62.2062122176,64.8259692783,58.6428659996,65.2175354003
147,64.6937659796,62.247499339,65.1474851316,58.6559753983,65.2813377524
148,64.762316407,62.3315496649,65.1474851316,58.7245258257,65.374460902
149,64.7958575284,62.3640466193,65.14805375,58.7766935423,65.3750295204
