Time(Iteration),CAB_2_3CoTheta,CAB_3_2CoTheta,CAB_originalCoTheta,CAB_5_6CoTheta,CAB_optimalCoTheta,,,,,,
30,0.500752791316,0.506459251447,0.557630914979,0.478529770325,0.528778788719,,,,,,
31,0.49350390924,0.497488115548,0.55254363636,0.474364423928,0.525190348208,,,,,,
32,0.488745022227,0.48706588557,0.539113216794,0.464001138876,0.513522091611,,,,,,
33,0.481220474304,0.481122267893,0.524232828733,0.455774295529,0.505559108041,,,,,,
34,0.476105371517,0.476383747461,0.519817514873,0.452102968482,0.502674476113,,,,,,
35,0.472268734354,0.473705051812,0.513316307269,0.449536427811,0.501047121604,,,,,,
36,0.468815053876,0.471495517481,0.507964515903,0.446406981356,0.493650870892,,,,,,
37,0.464696634617,0.466334636627,0.502679496063,0.442075421665,0.490198893076,,,,,,
38,0.457167717911,0.46077448453,0.494770221778,0.435626006415,0.484497246454,,,,,,
39,0.453898579877,0.457115341175,0.487009485385,0.432177750082,0.473660603036,,,,,,
40,0.450136915842,0.451891879503,0.484937478431,0.427416850058,0.468952643676,,,,,,
41,0.44589649357,0.449816147968,0.4757054712,0.424361559709,0.461357580751,,,,,,
42,0.438444725068,0.444594579896,0.471874225822,0.422897946976,0.452132774901,,,,,,
43,0.43265806555,0.436070650327,0.466855847801,0.417478182273,0.446677737418,,,,,,
44,0.428927450955,0.431497455259,0.460975446797,0.414479560371,0.437933430326,,,,,,
45,0.425951014922,0.425972974706,0.459361191431,0.410489916583,0.436667300723,,,,,,
46,0.42147925201,0.420640772076,0.457368891753,0.405443372043,0.432923767571,,,,,,
47,0.418264532151,0.419837431454,0.448362790887,0.403356218407,0.429013408462,,,,,,
48,0.414100735668,0.414057849435,0.445504550605,0.398558867288,0.421858306255,,,,,,
49,0.412121498339,0.412796289242,0.442464774346,0.39607292784,0.415920545717,,,,,,
50,0.4080088719,0.40773094244,0.435223234408,0.391637367688,0.405891857406,,,,,,
51,0.397646095526,0.402860053486,0.425631899736,0.38468031909,0.401373997724,,,,,,
52,0.392611341389,0.396313507949,0.424312523565,0.378432697908,0.400408134852,,,,,,
53,0.390732189529,0.39309230103,0.418155276996,0.376003257495,0.392406918796,,,,,,
54,0.389421178193,0.392090291332,0.411913997068,0.372476650934,0.387885917062,,,,,,
55,0.38489234364,0.387314280684,0.408545724464,0.369904137346,0.384983763866,,,,,,
56,0.382420870164,0.380167957457,0.397105277075,0.368202209056,0.37818357716,,,,,,
57,0.37952555985,0.377420075465,0.395534225739,0.363580996536,0.37667527347,,,,,,
58,0.376798089855,0.374351449498,0.390964481359,0.359034258488,0.371664017538,,,,,,
59,0.375073151478,0.373014438854,0.390704272927,0.358459296148,0.370804751658,,,,,,
60,0.372187322701,0.367364456844,0.388434857191,0.355164836644,0.365728135549,,,,,,
61,0.368733910881,0.363503266456,0.381652634511,0.353072471779,0.361451539862,,,,,,
62,0.366173851255,0.359856443673,0.377944879603,0.351801188656,0.358104503426,,,,,,
63,0.364589090409,0.359039916641,0.375009898167,0.349928952018,0.353834547214,,,,,,
64,0.357331816503,0.358271847706,0.372082119766,0.34748072933,0.350609691861,,,,,,
65,0.35573175903,0.356361424498,0.370009783604,0.345599677198,0.349466635966,,,,,,
66,0.353665065709,0.353379404162,0.367093819188,0.343582004867,0.342645962536,,,,,,
67,0.350869639011,0.351273454075,0.365557739482,0.341849734922,0.340668326779,,,,,,
68,0.349940182892,0.349878923665,0.359266255119,0.340929047767,0.336333917987,,,,,,
69,0.348159464701,0.346733906752,0.357956807237,0.338292649461,0.335217609295,,,,,,
70,0.347503188835,0.343850320821,0.355676419685,0.335082269802,0.334911623449,,,,,,
71,0.346567049692,0.340604313797,0.352447567698,0.333936047507,0.331345105158,,,,,,
72,0.34585145256,0.337501087979,0.349389939684,0.333003113118,0.329609418558,,,,,,
73,0.343334232152,0.336171155797,0.348914990014,0.331003666743,0.329798816462,,,,,,
74,0.336038267783,0.333963989734,0.346999921392,0.328074205588,0.326060089076,,,,,,
75,0.333651306248,0.331558565818,0.343704353257,0.325703328599,0.322594967052,,,,,,
76,0.332422576483,0.33054266237,0.342315584161,0.323886969836,0.321896521424,,,,,,
77,0.330868174678,0.32708655722,0.339487208767,0.32242524262,0.317828253216,,,,,,
78,0.329943849618,0.326362184359,0.338475993859,0.321679419173,0.316729840898,,,,,,
79,0.329024064764,0.324050722205,0.336082748392,0.320364928607,0.314521790568,,,,,,
80,0.325015623073,0.32139611602,0.335374820273,0.31771855543,0.313548224147,,,,,,
81,0.324305400255,0.319837480168,0.330483982253,0.317044929731,0.308909447358,,,,,,
82,0.323698464508,0.318308553425,0.327474477316,0.316766090688,0.306086688307,,,,,,
83,0.322188896645,0.316562021184,0.325951096426,0.316859328728,0.303359972074,,,,,,
84,0.321999972168,0.315087802559,0.321452675644,0.316591727023,0.300837837432,,,,,,
85,0.320554285042,0.313637351604,0.320458051734,0.315612267989,0.299483570292,,,,,,
86,0.32043974108,0.313067096202,0.319530337102,0.315694959138,0.298496697654,,,,,,
87,0.317899986716,0.307335838144,0.314902510125,0.313340349992,0.296698893027,,,,,,
88,0.317843745404,0.30614637595,0.313460588832,0.312725124774,0.296076440337,,,,,,
89,0.316976217259,0.305698546152,0.311839081041,0.311894296063,0.294092438167,,,,,,
90,0.315548629948,0.302645693441,0.308498103892,0.30990654541,0.292063674132,,,,,,
91,0.313759656034,0.301435112633,0.307688619599,0.308099109175,0.291632563558,,,,,,
92,0.313157397263,0.300863754711,0.30583820515,0.307136420674,0.291356831213,,,,,,
93,0.311258141318,0.299055619377,0.305221116296,0.304854426761,0.290113723294,,,,,,
94,0.308439708676,0.297811925526,0.305331535088,0.302862021338,0.289352610432,,,,,,
95,0.306677765337,0.296725755839,0.304392210114,0.30118477351,0.287766848348,,,,,,
96,0.306065765473,0.296032674026,0.300344258987,0.300112073322,0.284374496772,,,,,,
97,0.306202614026,0.294545535973,0.298627583227,0.299747705343,0.283835773093,,,,,,
98,0.304501981951,0.293621235691,0.29781336736,0.297252531084,0.282609792868,,,,,,
99,0.303936398241,0.293209933747,0.295865676924,0.296481893781,0.281708793695,,,,,,
100,0.303431818941,0.292496815912,0.294788481948,0.295942261498,0.280828960976,,,,,,
101,0.302029887259,0.291868384876,0.292473447383,0.294688722575,0.278951658697,,,,,,
102,0.301833386996,0.291181712431,0.2918974969,0.294397070816,0.27762560037,,,,,,
103,0.301214309234,0.290088600849,0.287319922162,0.290535205322,0.276711280511,,,,,,
104,0.300449926652,0.288579702821,0.286168204205,0.289555353862,0.275184593176,,,,,,
105,0.299975217875,0.286928771771,0.284289216336,0.28853676823,0.271779470107,,,,,,
106,0.299939624199,0.286772708571,0.283709989257,0.288311107728,0.271110957783,,,,,,
107,0.29928506253,0.283875192628,0.282843332582,0.28721687347,0.269692169907,,,,,,
108,0.296801481243,0.281281391031,0.28217545371,0.286391143581,0.268294116914,,,,,,
109,0.295777174281,0.27969645798,0.281386278931,0.284658096821,0.263231542322,,,,,,
110,0.294516228773,0.27692240735,0.277719549417,0.28368173604,0.261458947388,,,,,,
111,0.294010642885,0.274453015842,0.276231301967,0.282554365522,0.259801223117,,,,,,
112,0.293784842922,0.274086348974,0.274733509497,0.281710679461,0.258847371551,,,,,,
113,0.292173482353,0.272300501728,0.273678949344,0.278574877703,0.258339003467,,,,,,
114,0.292002108684,0.271701896022,0.273366687916,0.278342479901,0.257211003142,,,,,,
115,0.290163834943,0.269389607635,0.272394557301,0.2746062995,0.256978132037,,,,,,
116,0.289404737038,0.268630149422,0.270910503531,0.274190366286,0.256280752031,,,,,,
117,0.288543135082,0.268231282417,0.270063682907,0.273700233347,0.255593652666,,,,,,
118,0.287270219727,0.267784128863,0.270048832081,0.273183217767,0.255357703796,,,,,,
119,0.286250734087,0.266965501875,0.268317003109,0.272203518825,0.254265478591,,,,,,
120,0.28176705341,0.26648038178,0.266633663134,0.269918092154,0.252870677739,,,,,,
121,0.281108314421,0.265938637868,0.266299790168,0.269326074826,0.251632349115,,,,,,
122,0.279200067444,0.265630832818,0.265118079529,0.267626187124,0.250216968693,,,,,,
123,0.278557875142,0.265276210519,0.264763211352,0.267253963848,0.250037020275,,,,,,
124,0.275544195468,0.262798375419,0.26394218784,0.264779200512,0.248527518642,,,,,,
125,0.275120589672,0.261623709767,0.263573765891,0.264501530139,0.248241291722,,,,,,
126,0.27431156036,0.258973605988,0.261112639325,0.262451858375,0.245694255564,,,,,,
127,0.274041552373,0.258703482246,0.260282402052,0.262029716755,0.244812997705,,,,,,
128,0.273543885835,0.258376781317,0.25998943467,0.261811061465,0.243877101806,,,,,,
129,0.272855848194,0.257785862676,0.258962010731,0.261534180058,0.241772922142,,,,,,
130,0.272204594579,0.257224755371,0.258287063165,0.260603044097,0.240804663005,,,,,,
131,0.270722270916,0.256679125139,0.258164884072,0.260315591863,0.240418586363,,,,,,
132,0.267425853302,0.252715556061,0.257249690604,0.256824741663,0.239693753331,,,,,,
133,0.26703772963,0.251285815201,0.256935739551,0.256752578359,0.239434149502,,,,,,
134,0.266436243231,0.250307853962,0.256350608727,0.256131359227,0.239131634941,,,,,,
135,0.265016197456,0.248069442378,0.255336568642,0.255449329235,0.238498036857,,,,,,
136,0.264198405159,0.244211941522,0.255038242657,0.254830569945,0.238124524609,,,,,,
137,0.263308325156,0.243446662176,0.251639131716,0.253985503219,0.236656425631,,,,,,
138,0.262872860167,0.243378228708,0.250514117995,0.253697685695,0.235875946279,,,,,,
139,0.262362384259,0.234926143887,0.249756879663,0.252829549405,0.23543693615,,,,,,
140,0.261178451605,0.231314822587,0.248985655342,0.252110909822,0.23436440097,,,,,,
141,0.260509677553,0.230292033202,0.248752936256,0.249910420708,0.234227934808,,,,,,
142,0.259728430512,0.227041167663,0.247989256389,0.248875968108,0.233364921331,,,,,,
143,0.258845612352,0.224764213935,0.246967316293,0.244440096832,0.232183324516,,,,,,
144,0.258820384744,0.2238151401,0.245521019241,0.244031431925,0.23119936944,,,,,,
145,0.256905505121,0.220881442405,0.244217313461,0.243450346628,0.230457718359,,,,,,
146,0.256449904937,0.220081677802,0.243966422142,0.243211537826,0.229993088928,,,,,,
147,0.255568281242,0.218713734719,0.243451659836,0.242681495808,0.229188753753,,,,,,
148,0.255357265482,0.217360968919,0.242965725603,0.242260054408,0.228664198479,,,,,,
149,0.254800918,0.215134176654,0.24120238024,0.240897800106,0.227618844551,,,,,,
150,0.254812945957,0.214810852022,0.241096798186,0.23985192725,0.227807281004,,,,,,
151,0.247154883415,0.214329752242,0.239606592122,0.235829317228,0.225985037379,,,,,,
152,0.242689584967,0.213667564459,0.239183035056,0.233391284678,0.224517065486,,,,,,
153,0.240468714322,0.213520172487,0.238497872294,0.232645077857,0.224069475346,,,,,,
154,0.23611215408,0.2123174734,0.237347928509,0.231564959864,0.223392329978,,,,,,
155,0.233026176093,0.210677686978,0.236903450023,0.230897549527,0.223051284601,,,,,,
156,0.230252918968,0.210529715836,0.23662245486,0.230571303689,0.222784843468,,,,,,
157,0.228161656198,0.207818017658,0.235634127408,0.229039489247,0.221710898247,,,,,,
158,0.227429688196,0.207770628372,0.23517356483,0.22884937078,0.22130059852,,,,,,
159,0.227106146384,0.207460173317,0.234964306919,0.228396699166,0.221150075139,,,,,,
160,0.225760691122,0.206033250023,0.234691539694,0.227513041721,0.221221691313,,,,,,
161,0.222016054987,0.205059013012,0.233938837954,0.227118140553,0.220333278319,,,,,,
162,0.217036326556,0.204071546224,0.23203685064,0.226765148539,0.218659861006,,,,,,
163,0.216182277408,0.202708744332,0.231681139583,0.226258292219,0.21686264275,,,,,,
164,0.215617009839,0.202183586218,0.231350630911,0.226076533815,0.216564843223,,,,,,
165,0.212469188424,0.200873455038,0.23108780601,0.225358932033,0.216093546231,,,,,,
166,0.211243348895,0.200471706275,0.230522510825,0.225104561225,0.214716944117,,,,,,
167,0.210774203121,0.199747825948,0.230172735418,0.224828067177,0.213694897389,,,,,,
168,0.210364912588,0.199354983517,0.229856893794,0.224872059744,0.213178405962,,,,,,
169,0.206681411446,0.198058996453,0.229069254213,0.218544370714,0.212367827677,,,,,,
170,0.20605494214,0.197701894791,0.226522875028,0.217120839128,0.211738557576,,,,,,
171,0.204290532427,0.197718450915,0.225891050026,0.214912471029,0.211375309029,,,,,,
172,0.203992826345,0.198039559213,0.225909108748,0.214386926037,0.211576467588,,,,,,
173,0.203221092114,0.197567440316,0.224629936994,0.21333853165,0.210104455136,,,,,,
174,0.202218681781,0.196768772007,0.223837452961,0.211848722492,0.208810106701,,,,,,
175,0.202359724796,0.195491117283,0.223138198078,0.211664692471,0.207294483112,,,,,,
176,0.201023360938,0.194444895598,0.222250716357,0.210361044106,0.206787745769,,,,,,
177,0.199964129898,0.193848562611,0.221660445507,0.209168806866,0.206188756838,,,,,,
178,0.198849199574,0.192624054658,0.221224137078,0.208238827799,0.206021044857,,,,,,
179,0.19834972538,0.191966697505,0.22052346515,0.207059733641,0.205330551018,,,,,,
180,0.194003485349,0.187732618709,0.220507587829,0.201154524479,0.205433477375,,,,,,
181,0.191078706802,0.185368502464,0.217895628872,0.196783418117,0.204122363023,,,,,,
182,0.190955115819,0.184831054985,0.216659079425,0.196822794187,0.203007026253,,,,,,
183,0.190597826575,0.184659079774,0.216196035736,0.196456619584,0.202816563418,,,,,,
184,0.189700298279,0.184052359015,0.210596590118,0.195428971006,0.202659980273,,,,,,
185,0.187633916501,0.182793213455,0.209862447585,0.192018100439,0.202554558388,,,,,,
186,0.183138186609,0.177629270452,0.209099769498,0.187140806659,0.202202924605,,,,,,
187,0.178781013264,0.174079691367,0.207949303212,0.1866592343,0.200159717261,,,,,,
188,0.178247984422,0.173772944419,0.20789530222,0.186096500733,0.20010829777,,,,,,
189,0.177091376882,0.173177910762,0.207576550404,0.185397089647,0.199957266993,,,,,,
190,0.176608657987,0.172861299046,0.206944542226,0.185011284433,0.199410066443,,,,,,
191,0.175874301317,0.172735761655,0.206309121643,0.184015381844,0.198866982219,,,,,,
192,0.176001235397,0.172751393396,0.206150753029,0.183868201902,0.198678849317,,,,,,
193,0.17259531565,0.17140932148,0.205336355041,0.18179598839,0.19781817757,,,,,,
194,0.172269457232,0.171104925129,0.205036186965,0.18162037714,0.19762037312,,,,,,
195,0.171348945781,0.170694487249,0.204602442629,0.1803368887,0.197281263712,,,,,,
196,0.171618130198,0.170861375208,0.204725700819,0.179798750997,0.197409911714,,,,,,
197,0.171006213308,0.170734294859,0.204658556638,0.179490763428,0.197352293933,,,,,,
198,0.170307661284,0.170230538422,0.204242443331,0.178988743426,0.196450316821,,,,,,
199,0.17050845108,0.170405253937,0.204174802827,0.17887150475,0.196315966774,,,,,,
