Time(Iteration),CAB_UserCoTheta,CABCoTheta,CAB_originalCoTheta,LinUCBCoTheta,,,,,,
0,0.945326213908,0.945326213908,0.945326213908,0.968756246202,,,,,,
1,0.917048646635,0.917048646635,0.917048646635,0.937072732728,,,,,,
2,0.901512246925,0.901512246925,0.901512246925,0.908488966286,,,,,,
3,0.879277499658,0.879277499658,0.879277499658,0.887016127396,,,,,,
4,0.858750556103,0.858750556103,0.858750556103,0.869306748305,,,,,,
5,0.840731237058,0.840731237058,0.840731237058,0.843176616593,,,,,,
6,0.829443564864,0.829443564864,0.829443564864,0.824684822928,,,,,,
7,0.803975598765,0.803975598765,0.803975598765,0.802457951172,,,,,,
8,0.79071964752,0.79071964752,0.79071964752,0.789302842837,,,,,,
9,0.777385525545,0.777385525545,0.777385525545,0.77357767357,,,,,,
10,0.762408190262,0.762408190262,0.762408190262,0.760378475639,,,,,,
11,0.748435978548,0.748435978548,0.748435978548,0.743473616368,,,,,,
12,0.738811117426,0.738811117426,0.738811117426,0.72714773196,,,,,,
13,0.719943057862,0.719943057862,0.719943057862,0.713301927772,,,,,,
14,0.707865647487,0.707865647487,0.707865647487,0.701496589028,,,,,,
15,0.701607305518,0.701607305518,0.701607305518,0.679226090715,,,,,,
16,0.688184265817,0.688184265817,0.688184265817,0.662507284967,,,,,,
17,0.680164386196,0.680164386196,0.680164386196,0.649051885469,,,,,,
18,0.675514219802,0.675514219802,0.675514219802,0.639445819034,,,,,,
19,0.667333391536,0.667333391536,0.667333391536,0.631243307851,,,,,,
20,0.661683176062,0.661683176062,0.661683176062,0.623361405597,,,,,,
21,0.6549795373,0.6549795373,0.6549795373,0.606029554397,,,,,,
22,0.639306803469,0.639306803469,0.639306803469,0.597549131321,,,,,,
23,0.632666701521,0.632666701521,0.632666701521,0.592963241318,,,,,,
24,0.626402491038,0.626402491038,0.626402491038,0.578410844292,,,,,,
25,0.615365309652,0.615365309652,0.615365309652,0.571315202886,,,,,,
26,0.607241214888,0.607241214888,0.607241214888,0.559575535919,,,,,,
27,0.598679656482,0.598679656482,0.598679656482,0.548624536766,,,,,,
28,0.595153891991,0.595153891991,0.595153891991,0.543278895437,,,,,,
29,0.590015816181,0.590015816181,0.590015816181,0.536508986089,,,,,,
30,0.586168530996,0.586168530996,0.586168530996,0.527713720944,,,,,,
31,0.574835900338,0.574835900338,0.574835900338,0.517228815294,,,,,,
32,0.563539221165,0.563539221165,0.563539221165,0.511221938458,,,,,,
33,0.557048815673,0.557048815673,0.557048815673,0.501872634375,,,,,,
34,0.550439489559,0.550439489559,0.550439489559,0.494363507904,,,,,,
35,0.545499017962,0.545499017962,0.545499017962,0.490396546554,,,,,,
36,0.542717924575,0.542717924575,0.542717924575,0.485548084157,,,,,,
37,0.530291627733,0.530291627733,0.530291627733,0.481035636914,,,,,,
38,0.523438949176,0.523438949176,0.523438949176,0.477385759797,,,,,,
39,0.507151475897,0.507151475897,0.507151475897,0.470275927692,,,,,,
40,0.497235386776,0.497235386776,0.497235386776,0.465767627418,,,,,,
41,0.479459969944,0.479459969944,0.479459969944,0.455910704944,,,,,,
42,0.473279499244,0.473279499244,0.473279499244,0.44472470817,,,,,,
