Time(Iteration),CAB_5_6CoTheta,,,,,,
0,0.973164715678,,,,,,
1,0.945040880497,,,,,,
2,0.924238842539,,,,,,
3,0.909398685603,,,,,,
4,0.884042575173,,,,,,
5,0.852956964356,,,,,,
6,0.832460000631,,,,,,
7,0.808599240297,,,,,,
8,0.8001402228,,,,,,
9,0.779917891518,,,,,,
10,0.758953216341,,,,,,
11,0.750089697184,,,,,,
12,0.733535386921,,,,,,
13,0.713578649425,,,,,,
14,0.697034549787,,,,,,
15,0.682309310414,,,,,,
16,0.667201535826,,,,,,
17,0.656496734893,,,,,,
18,0.641168564293,,,,,,
19,0.628852841227,,,,,,
20,0.619028274829,,,,,,
21,0.59997803438,,,,,,
22,0.592636599707,,,,,,
23,0.583874731878,,,,,,
24,0.571526183847,,,,,,
25,0.560885306012,,,,,,
26,0.554565743419,,,,,,
27,0.54965153434,,,,,,
28,0.539751040812,,,,,,
29,0.535533689623,,,,,,
30,0.533329037999,,,,,,
31,0.529738602524,,,,,,
32,0.522773749934,,,,,,
33,0.521286393237,,,,,,
34,0.515140654488,,,,,,
35,0.509507431627,,,,,,
36,0.503450397125,,,,,,
37,0.499848363891,,,,,,
38,0.496954913922,,,,,,
39,0.491760423898,,,,,,
40,0.485762120271,,,,,,
41,0.474538334153,,,,,,
42,0.471348239029,,,,,,
43,0.468348698099,,,,,,
44,0.462059967715,,,,,,
45,0.454737835851,,,,,,
46,0.451407849421,,,,,,
47,0.447267862003,,,,,,
48,0.44318266449,,,,,,
49,0.439672508809,,,,,,
50,0.436779063696,,,,,,
51,0.426138405355,,,,,,
52,0.422131693756,,,,,,
53,0.416218788161,,,,,,
54,0.414749520709,,,,,,
55,0.408429505164,,,,,,
56,0.402149530759,,,,,,
57,0.399428850058,,,,,,
58,0.396412533762,,,,,,
59,0.392333662234,,,,,,
60,0.391394763026,,,,,,
61,0.38934454032,,,,,,
62,0.388804539101,,,,,,
63,0.387369037377,,,,,,
64,0.386932717297,,,,,,
65,0.383547288968,,,,,,
66,0.379369089712,,,,,,
67,0.375696160361,,,,,,
68,0.372572135744,,,,,,
69,0.368807193038,,,,,,
70,0.368269137005,,,,,,
71,0.368030918964,,,,,,
72,0.358864367409,,,,,,
73,0.355496403597,,,,,,
74,0.35247009834,,,,,,
75,0.34418503507,,,,,,
76,0.341004302567,,,,,,
77,0.338799121197,,,,,,
78,0.336675905165,,,,,,
79,0.335593342251,,,,,,
80,0.333769329317,,,,,,
81,0.331458086615,,,,,,
82,0.329864022585,,,,,,
83,0.325984938188,,,,,,
84,0.324809298371,,,,,,
85,0.323236131004,,,,,,
86,0.317049527674,,,,,,
87,0.316360594809,,,,,,
88,0.314965143721,,,,,,
89,0.312826800222,,,,,,
90,0.310063217826,,,,,,
