Time(Iteration),CABCoTheta,,,,,,
0,0.861798625884,,,,,,
1,0.82253690803,,,,,,
2,0.790695708601,,,,,,
3,0.774691246807,,,,,,
4,0.764104018732,,,,,,
5,0.749323879836,,,,,,
6,0.740674275584,,,,,,
7,0.728935536472,,,,,,
8,0.717764600914,,,,,,
9,0.710040165448,,,,,,
10,0.697797925351,,,,,,
11,0.69200213637,,,,,,
12,0.683822260741,,,,,,
13,0.678943679451,,,,,,
14,0.674323562409,,,,,,
15,0.668894040633,,,,,,
16,0.662236022528,,,,,,
17,0.654473006353,,,,,,
18,0.648723617557,,,,,,
19,0.646404963988,,,,,,
20,0.641281989925,,,,,,
21,0.639094497136,,,,,,
22,0.633316655236,,,,,,
23,0.627302341302,,,,,,
24,0.622557058192,,,,,,
25,0.618232731638,,,,,,
26,0.616391537264,,,,,,
27,0.608564488158,,,,,,
28,0.606241008169,,,,,,
29,0.602668193282,,,,,,
30,0.600841315581,,,,,,
31,0.598742578931,,,,,,
32,0.597715662886,,,,,,
33,0.594762795712,,,,,,
34,0.592986132014,,,,,,
35,0.590614315014,,,,,,
36,0.588111171682,,,,,,
37,0.586842497905,,,,,,
38,0.583690804284,,,,,,
39,0.580267966476,,,,,,
40,0.571421735237,,,,,,
41,0.567578388335,,,,,,
42,0.562546671326,,,,,,
43,0.559541919031,,,,,,
44,0.557285912669,,,,,,
45,0.557177832525,,,,,,
46,0.556492699703,,,,,,
47,0.5559605066,,,,,,
48,0.554423334592,,,,,,
49,0.553610453903,,,,,,
50,0.552689102715,,,,,,
51,0.551516281455,,,,,,
52,0.54540497744,,,,,,
53,0.540280229404,,,,,,
54,0.539032217505,,,,,,
55,0.538522478815,,,,,,
56,0.536334381493,,,,,,
57,0.532086009849,,,,,,
58,0.531851083838,,,,,,
59,0.529777830422,,,,,,
60,0.528209403547,,,,,,
61,0.525990331217,,,,,,
62,0.525153556792,,,,,,
63,0.524833252286,,,,,,
64,0.524727480503,,,,,,
65,0.524566258928,,,,,,
66,0.523873330298,,,,,,
67,0.514821505908,,,,,,
68,0.513806496309,,,,,,
69,0.512187932196,,,,,,
70,0.511816489311,,,,,,
71,0.508946680029,,,,,,
72,0.508238666796,,,,,,
73,0.507901928494,,,,,,
74,0.507252171344,,,,,,
75,0.506949606554,,,,,,
76,0.505924035582,,,,,,
77,0.505999701599,,,,,,
78,0.504748738722,,,,,,
79,0.50444988905,,,,,,
80,0.501614743083,,,,,,
81,0.50069861639,,,,,,
82,0.500406433298,,,,,,
83,0.499767066042,,,,,,
84,0.49675209044,,,,,,
85,0.496596433531,,,,,,
86,0.49610391981,,,,,,
87,0.489060418428,,,,,,
88,0.488662494658,,,,,,
89,0.484823893461,,,,,,
90,0.480420843209,,,,,,
91,0.479555043591,,,,,,
92,0.475718041027,,,,,,
93,0.475505963331,,,,,,
94,0.473278511128,,,,,,
95,0.472970246475,,,,,,
96,0.472900123578,,,,,,
97,0.472116516823,,,,,,
98,0.471554548349,,,,,,
99,0.471296545404,,,,,,
100,0.470967946356,,,,,,
101,0.470241679607,,,,,,
102,0.467354999085,,,,,,
103,0.465775522766,,,,,,
104,0.465511188757,,,,,,
105,0.465407037509,,,,,,
106,0.461387716906,,,,,,
107,0.461219854957,,,,,,
108,0.460754085433,,,,,,
109,0.460438111938,,,,,,
110,0.460292742666,,,,,,
111,0.460240549498,,,,,,
112,0.459213910073,,,,,,
113,0.458425574951,,,,,,
114,0.455648487839,,,,,,
115,0.453973505469,,,,,,
116,0.453657351533,,,,,,
117,0.45392714637,,,,,,
118,0.446373696408,,,,,,
119,0.445476285775,,,,,,
120,0.44193543231,,,,,,
121,0.441383834426,,,,,,
122,0.440775880909,,,,,,
123,0.439321637156,,,,,,
124,0.437500068406,,,,,,
125,0.436283938814,,,,,,
126,0.436007679017,,,,,,
127,0.434884101765,,,,,,
128,0.43451120281,,,,,,
129,0.431666287825,,,,,,
130,0.431086497378,,,,,,
131,0.430906257036,,,,,,
132,0.430053279958,,,,,,
133,0.429613035654,,,,,,
134,0.42949624589,,,,,,
135,0.429504631485,,,,,,
136,0.429012597625,,,,,,
137,0.428807238485,,,,,,
138,0.429142586265,,,,,,
139,0.42060558993,,,,,,
140,0.420591773881,,,,,,
141,0.418492067523,,,,,,
142,0.418431895964,,,,,,
143,0.410887553935,,,,,,
144,0.406617301901,,,,,,
145,0.405223767054,,,,,,
146,0.404516308584,,,,,,
147,0.404464310704,,,,,,
148,0.402007865823,,,,,,
149,0.40107039549,,,,,,
150,0.39494805642,,,,,,
151,0.39427695704,,,,,,
152,0.394236184329,,,,,,
153,0.394211232087,,,,,,
154,0.393964453987,,,,,,
155,0.393797683787,,,,,,
156,0.393422320251,,,,,,
157,0.393226300521,,,,,,
158,0.393160606837,,,,,,
159,0.392406506717,,,,,,
160,0.392551596495,,,,,,
161,0.392610787985,,,,,,
162,0.392195847911,,,,,,
163,0.391964698196,,,,,,
164,0.391818780856,,,,,,
165,0.391810619153,,,,,,
166,0.391635827893,,,,,,
167,0.391588997955,,,,,,
168,0.391461582752,,,,,,
169,0.390737344181,,,,,,
170,0.390684648726,,,,,,
171,0.388541024365,,,,,,
172,0.388571197,,,,,,
173,0.384772572935,,,,,,
174,0.382431536576,,,,,,
175,0.382388516222,,,,,,
176,0.381886681319,,,,,,
177,0.381547847579,,,,,,
178,0.379156279129,,,,,,
179,0.378197504564,,,,,,
180,0.376888708821,,,,,,
181,0.376456209981,,,,,,
182,0.374248521655,,,,,,
183,0.374237949515,,,,,,
184,0.374108232828,,,,,,
185,0.374010152373,,,,,,
186,0.373776525962,,,,,,
187,0.373789279194,,,,,,
188,0.373325674843,,,,,,
189,0.373240862687,,,,,,
190,0.373410766992,,,,,,
191,0.372578539251,,,,,,
192,0.372459492357,,,,,,
193,0.372137045235,,,,,,
194,0.372060274392,,,,,,
195,0.371939006894,,,,,,
196,0.371932218768,,,,,,
197,0.371699693364,,,,,,
198,0.366536926838,,,,,,
199,0.364081672039,,,,,,
200,0.363881858858,,,,,,
