Time(Iteration),CAB_idealNew,CAB_original,CAB_optimal,LinUCB
186,51.9656274974,59.8102321777,39.2892023685,58.3481049011
187,51.9656274974,59.8102321777,39.2892023685,58.3579615355
188,51.9932406008,59.8355948673,39.3168154719,58.3855746389
189,51.9944404451,59.8367947116,39.3218220343,58.3867744833
190,52.004911708,59.8480509264,39.3322932972,58.3980306981
191,52.0119372055,59.8550764239,39.3393187946,58.4087075513
192,52.0119372055,59.856530445,39.3393187946,58.4281191859
193,52.0231136843,59.8835378294,39.3504952734,58.432701482
194,52.0257650319,59.8881007667,39.3550582107,58.4452105271
195,52.0391489458,59.901994867,39.3689523111,58.4648595195
196,52.0438252377,59.9485874107,39.373628603,58.4695358114
197,52.0438252377,59.9739275752,39.373628603,58.4695358114
198,52.0566485831,59.9931842819,39.3864519484,58.4823591568
199,52.0628507387,59.9993864375,39.392654104,58.4944453104
