Time(Iteration),CAB_idealNew,CAB_original,CAB_optimal,LinUCB
0,6.61628121903,4.75899490595,6.61628121903,6.54713302469
1,11.8464470601,9.21262799516,9.18445037582,11.533388065
2,16.4939332603,13.9530744491,12.165125621,16.0504998348
3,19.6775608203,16.7093074641,13.3219815269,19.2194602116
4,23.201896991,19.3595533637,14.375854072,22.7390579747
5,25.270804023,21.5283739966,15.6992485809,24.8073637638
6,27.3896670988,23.9290142636,16.9949209101,26.9101811729
7,28.9866017664,26.185510661,18.008746503,28.5752250004
8,31.2714026511,28.6946319406,18.9282642228,31.4038353337
9,32.566613232,30.270370095,19.5456274607,32.7470452038
10,33.2721540475,31.8017066928,19.8415151264,33.2611557192
11,34.3084695463,33.5794790486,20.8007941475,34.3237121437
12,34.7426770578,34.771528718,21.3132304882,34.8620355137
13,35.8920389264,36.0675413097,22.0417891064,36.0138000197
14,36.8173912107,37.6486525976,22.5457580577,36.6086881053
15,37.4294476634,38.7013403553,23.0617822462,37.4484991342
16,37.633097392,39.3888320976,23.5032070241,37.6997597297
17,38.2702280715,40.4781628215,24.0528499446,38.652806484
18,38.8433600657,41.4066709692,24.957108918,39.3714200021
19,39.1832888966,41.97701467,25.4113736962,39.5420417015
20,39.8314116957,42.2402114665,25.8912384163,40.1911092393
21,40.0510169641,42.6411332162,26.2438441739,40.621617242
22,40.9454064095,43.104348685,26.8127130218,41.478213099
23,41.3344892198,43.4433779495,27.1911570032,42.1133047292
24,41.4864293366,44.0463035562,27.4962998763,42.2858829503
25,41.5844156197,44.3430170753,27.6856506618,42.4527407386
26,42.0717943179,44.5565377944,28.336886261,43.0325456992
27,42.42846423,44.9868994094,28.5481968878,43.5819784061
28,42.8051389318,45.6773510944,28.868812155,44.2423115003
29,43.2486315958,46.0594197068,29.1620301656,44.8966009107
30,43.4386824238,46.3355624484,29.4580423453,45.0896645826
31,43.7927607931,46.9733400047,29.6368246583,45.604361687
32,44.1585744165,47.1205368809,29.7444668356,45.9701753104
33,45.1217069309,47.5214495208,30.1245524149,46.6728482876
34,45.3998556637,47.7289761476,30.2788703148,46.9983350147
35,45.69855238,48.0008019866,30.5500171923,47.3451502637
36,45.8020457478,48.1221424201,30.7284036414,47.4262714191
37,45.9393422382,48.4257393895,31.0159341838,47.8198552768
38,46.128757003,48.742418904,31.2927453203,48.2126506514
39,46.6733965042,49.1617682873,31.6686100898,48.8083041406
40,46.9807371307,49.6410552779,31.9999068281,49.0860260681
41,47.0148541642,49.7936138147,32.1919910173,49.1201431017
42,47.4258800744,49.8617159389,32.3884363738,49.71454024
43,47.725823022,50.0461762332,32.635277663,49.9108524543
44,47.8238853825,50.1197081606,32.6961203715,49.971807191
45,48.0793279282,50.2829042889,32.8677445201,50.1120388028
46,48.2081711745,50.4144059621,32.9236393715,50.3269437039
47,48.4041572982,50.5163542544,33.0701153648,50.5810988383
48,48.6097341841,50.691613959,33.2624518017,50.806168191
49,48.8584009058,50.9406113141,33.3852551325,51.1110146174
50,48.9518604398,51.164800526,33.3965680108,51.2266581331
51,49.0459614523,51.3040372199,33.4895696703,51.3746272644
52,49.121069737,51.5843395112,33.5987608992,51.5236759324
53,49.1926727209,51.9888307276,33.9810912963,51.6132357894
54,49.3033012818,52.2530590364,34.1471063488,51.9864959438
55,49.3573190648,52.3733607166,34.2114879815,52.1356074899
56,49.3633169954,52.5098133606,34.302720466,52.1681387605
57,49.3866570275,52.6101212851,34.4030283905,52.1914787927
58,49.4188624712,52.7037687908,34.4952479621,52.235891517
59,49.516151898,52.8978046717,34.5979274957,52.4168286862
60,49.516151898,53.0386417999,34.7642533809,52.5576658144
61,49.59294298,53.2757555506,34.9657175658,52.6304004953
62,49.7038591089,53.4756654327,35.1157399474,52.7804228769
63,49.7442639938,53.5664859854,35.1618960825,52.830900277
64,49.8541583582,53.63725868,35.2717904469,52.9188078566
65,49.9378686183,53.747915899,35.2894449077,53.0347384632
66,50.0495893419,53.9597052506,35.3642574032,53.2539125416
67,50.0577879721,54.1297047951,35.3854598764,53.3441041238
68,50.0577879721,54.1775633004,35.4333183817,53.3470441352
69,50.0931247888,54.2777958005,35.4686551985,53.4434733284
70,50.1751762875,54.397639487,35.5239345172,53.622085586
71,50.2533283534,54.5136174106,35.614907853,53.6974384852
72,50.283931939,54.5836655037,35.6569953354,53.7399596129
73,50.2854229409,54.7211029727,35.8503475013,53.7634174616
74,50.2854229409,54.8396689854,35.8503475013,53.830265413
75,50.3195703911,54.9737746055,35.8691426956,53.898431124
76,50.3311150948,55.032151419,35.8806873993,53.9504854448
77,50.3601239777,55.2118386464,35.9507489277,54.0205469732
78,50.4193444485,55.451177202,36.1414789437,54.1520565183
79,50.4635473669,55.5349653674,36.2007870564,54.1703021688
80,50.4635473669,55.5779993252,36.2066690123,54.1995558331
81,50.4971241255,55.6212668215,36.2402457709,54.2463056127
82,50.4971241255,55.7017864102,36.2568052399,54.2932321273
83,50.4971241255,55.8397360835,36.3085815591,54.2932321273
84,50.5734349058,55.9257601657,36.3848923394,54.4396081504
85,50.5954618197,55.9635171904,36.3890768192,54.4817722586
86,50.6350877417,55.989585982,36.6224649183,54.500835666
87,50.7272743267,56.1364169773,36.7146515033,54.549227602
88,50.7496843975,56.2299978802,36.7370615741,54.5716376728
89,50.7873764768,56.2676899595,36.7518449315,54.6155978551
90,50.8275521425,56.2982297297,36.8360606338,54.7236136454
91,50.8680345381,56.3348243905,36.8765430295,54.7691241031
92,50.9158646898,56.4463239197,36.9857194031,54.9494863087
93,50.9451847994,56.5154900756,37.0405805495,54.989861062
94,50.9615945956,56.6307371369,37.0733884981,55.0816657884
95,50.9912163563,56.717438035,37.1524984145,55.1293867324
96,50.9912163563,56.8109886453,37.1915539846,55.1524417941
97,50.9941430352,56.8425915146,37.1930804985,55.3523977705
98,51.0144110104,56.8519981488,37.2732420057,55.3811132709
99,51.0616537739,56.8732058289,37.281697216,55.4038009494
100,51.0665671525,56.8732058289,37.281697216,55.408714328
101,51.0899924241,56.9477812666,37.3562726537,55.5328576909
102,51.0939726434,57.2329330774,37.6040805799,55.6882337263
103,51.1282973397,57.3784130618,37.8400566556,55.8512848063
104,51.1400710576,57.4087627142,37.8821800259,55.9077091796
105,51.158179116,57.4115595975,37.9002880843,56.0144063833
106,51.2014546937,57.4352308778,37.9002880843,56.0344303952
107,51.2014546937,57.4725616141,37.9002880843,56.1272244677
108,51.2058676472,57.5147779012,37.945395909,56.1969916398
109,51.2151556986,57.5307430793,37.9546839604,56.2062796912
110,51.227760927,57.5650859844,37.9890268655,56.3368054217
111,51.2409667296,57.5738648395,38.0434362645,56.3605122115
112,51.2409667296,57.5738648395,38.0434362645,56.3605122115
113,51.2409667296,57.5893877092,38.0590598744,56.3605122115
114,51.2688753885,57.6220692993,38.0869685332,56.4332539369
115,51.2809262226,57.8163930996,38.1222281837,56.4909118994
116,51.3012515727,57.885518288,38.2616969349,56.4909118994
117,51.3012515727,57.9551641538,38.272326855,56.4973891091
118,51.3012515727,57.9588812555,38.272326855,56.4983595409
119,51.3024879472,58.0310447025,38.3579044444,56.5181162772
120,51.3415625753,58.0466250044,38.395662438,56.5461684157
121,51.3415625753,58.0466250044,38.395662438,56.5461684157
122,51.368007554,58.0730699831,38.4221074166,56.5766514476
123,51.388092791,58.1800277868,38.4458514793,56.6744668357
124,51.3961760977,58.2370065759,38.453934786,56.6959819841
125,51.4336742264,58.2382726242,38.5143513627,56.7322140646
126,51.4336742264,58.2524494745,38.5143513627,56.7322140646
127,51.4552221286,58.2852474442,38.5372707173,56.7452288494
128,51.4654301587,58.2980169958,38.5870980325,56.8006639183
129,51.5062388207,58.3192904971,38.606960338,56.8411572672
130,51.5128798613,58.3439889221,38.6130164394,56.968439363
131,51.5128798613,58.3715809331,38.6130164394,56.968439363
132,51.5194897603,58.3898356491,38.6196263384,57.0045099731
133,51.5194897603,58.418381204,38.6812656133,57.0139509116
134,51.5528836249,58.4327591201,38.7384457402,57.0216176481
135,51.5551376226,58.4668630884,38.7479810626,57.040900624
136,51.5656475356,58.4799977109,38.7479810626,57.09358361
137,51.6185372886,58.6037379846,38.7666669362,57.1464733629
138,51.6315790885,58.6752529155,38.87960986,57.1829672652
139,51.6473013574,58.6843574602,38.8887144048,57.2005801373
140,51.650437189,58.7238651199,38.9172852538,57.2291509863
141,51.6694737454,58.7538808733,38.9299838315,57.2389436276
142,51.6694737454,58.7732394092,38.9299838315,57.2435479893
143,51.6694737454,58.7852079522,38.9299838315,57.2479454622
144,51.6871883286,58.7893975322,38.9341734115,57.2794108554
145,51.6971264754,58.8159626556,38.9374950286,57.3059759788
146,51.6979572001,58.8402393772,38.9383257534,57.3547909163
147,51.705688777,58.8529776275,38.9457473292,57.3655489373
148,51.705688777,58.8830694664,38.9457473292,57.3655489373
149,51.705688777,58.9367373042,38.9457473292,57.3706284722
150,51.7168541593,58.9648653823,38.9569127115,57.3706284722
151,51.7168541593,58.9759543033,38.9569127115,57.3728060144
152,51.7264431317,58.9801017729,38.9610601811,57.3955596193
153,51.7288914027,58.9825500439,38.9825488164,57.5365144421
154,51.7397585577,59.0084776897,39.0084764623,57.5576212507
155,51.7454846963,59.0577519814,39.0170750961,57.5662198846
156,51.747790701,59.0633828179,39.0193811009,57.7180123305
157,51.7767418218,59.0866865444,39.0589045005,57.7811034034
158,51.7767418218,59.0866865444,39.0589045005,57.7865025947
159,51.7973993788,59.0935323731,39.0642361107,57.7978893607
160,51.7973993788,59.119863652,39.0728377617,57.8386902493
161,51.7973993788,59.1355094177,39.0728377617,57.8571272986
162,51.807925811,59.14603585,39.0833641939,57.859503919
163,51.8165721484,59.1482878496,39.0920105312,57.873795459
164,51.8248863999,59.1985676924,39.1003247827,57.8821097105
165,51.8248863999,59.2234496311,39.1252067214,57.9069916492
166,51.8318403737,59.2304036049,39.1268438203,58.0168145999
167,51.8410992123,59.2376547394,39.1268438203,58.0260734385
168,51.8410992123,59.2549296088,39.1268438203,58.0260734385
169,51.8752507849,59.2890811814,39.1366158143,58.0470096729
170,51.8756892991,59.2895196956,39.1496372697,58.0600311283
171,51.8913118195,59.3250575198,39.1979980252,58.1022479933
172,51.8913118195,59.3410351266,39.1979980252,58.1323672184
173,51.8943864602,59.3658094085,39.201072666,58.157678696
174,51.8982799068,59.3658094085,39.2049661125,58.157678696
175,51.9144518817,59.4013139206,39.2211380874,58.1738506709
176,51.9203544729,59.436881389,39.2270406787,58.1920531158
177,51.9214072712,59.4451982603,39.2270406787,58.1965995911
178,51.9297918866,59.4813223147,39.2307748613,58.2230559462
179,51.9371725213,59.5664026585,39.2307748613,58.2230559462
180,51.9509613365,59.5768062818,39.2307748613,58.2334595695
181,51.9509613365,59.6145996322,39.2307748613,58.2334595695
182,51.9521865976,59.6288289375,39.2320001224,58.2346848305
183,51.96409755,59.6301855979,39.2439110748,58.2723815213
184,51.96409755,59.7429101924,39.2450026516,58.2927550026
185,51.96409755,59.8087022303,39.2876724211,58.3354247721
