Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB,CAB_cbj,CAB_cbij
0,7.03036437311,8.80180495872,8.80180495872,8.68862065121,8.80180495872,8.80180495872
1,11.1448574573,14.5433286844,13.2609543514,15.0567079883,14.5140846577,14.2651403243
2,13.7247893292,18.5516067347,15.8631701542,19.0224984305,18.5645501249,18.5356386387
3,17.2243890101,21.6100253598,18.2683356402,22.620085164,21.6667185616,21.5481317399
4,19.2637091218,24.7493380082,20.4245518364,26.0339117208,23.4827864227,23.9603898362
5,21.7183264519,28.2216819822,22.2646880234,28.3936883944,25.8182125978,26.2695401097
6,23.9845996486,30.6307756231,23.7480542136,30.9802902382,28.2227566775,28.4211862846
7,25.919618837,32.8676963771,25.1015464245,32.7005031426,30.0229961459,30.9686092277
8,26.7445123506,34.2535270309,25.9157788488,34.4106330566,31.4586761404,32.6880410084
9,27.8813183286,36.0757375323,26.5838230632,36.6151482763,32.6245579462,33.9360723321
10,29.6514451191,37.7523651345,27.0139028016,38.9342814862,34.7898108779,35.378853755
11,31.6841853662,38.8448038705,28.0159241869,40.5442367491,35.9487642846,36.6450039772
12,32.7475110155,39.5767132043,28.5108043554,42.2264838362,36.4574818546,37.1078246834
13,34.7565418072,40.8671154286,28.8888660758,43.0138672035,37.2709379431,37.8485841773
14,36.0274860769,41.7844969559,29.7688822082,43.5666299991,37.7373277542,38.245011409
15,37.3848242238,42.5906024384,30.028597998,44.5529843825,38.2778882609,38.5959791671
16,38.555815572,42.975482687,30.1651497859,45.0774509837,38.6165567223,39.0281749955
17,38.9409571539,43.9396614177,30.6130510019,46.0961969591,38.9396630766,39.3850464528
18,39.3832704502,44.4112054507,30.6882692458,46.5841235911,39.0542551734,39.7014527477
19,40.1608753469,44.909529461,31.051555329,47.3806746371,39.4771561072,40.1993437295
20,41.4066882456,45.6351269124,31.6358443741,48.323341781,40.3620003239,41.1600173582
21,41.9093567126,46.3088113385,31.7639923004,49.4071689902,40.9938525103,41.7210792892
22,42.2483637572,46.7982137939,31.8816842289,49.7976704399,41.366891839,42.0441966334
23,42.7074006885,47.136364291,32.1614907584,50.4113551023,41.6551218097,42.4008609142
24,42.9747464801,47.4811521372,32.1803062363,50.7914903426,41.9410400602,42.6115307736
25,43.4861789465,47.6649262053,32.258710054,51.0645670944,42.0343888832,42.6933457166
26,43.9293858125,48.0289556036,32.3164924078,51.7685789172,42.718860977,43.0763873763
27,44.2555237393,48.3370255477,32.4610747689,52.1266773725,42.9107677534,43.2478435596
28,44.4864337771,48.6364726781,32.6393768804,52.5242418835,43.1127945795,43.5280372333
29,44.6539586239,48.8516075134,32.7207665717,52.803294037,43.3195492456,43.5701106079
30,45.3875769945,48.9498753774,32.8418270732,53.1809983458,43.5920845313,44.042509982
31,46.0195016682,49.2994194736,32.8964340184,53.6041880662,44.0417015603,44.181553119
32,46.699610302,49.7809414264,33.22190993,53.838420604,44.4552667985,44.5250682968
33,47.2308243275,49.9565690891,33.3416838232,54.2835221019,44.6448532931,44.6590587506
34,47.5761585212,50.4170234706,33.5568133163,55.1289381954,45.0253624474,44.8839239443
35,47.8737679301,50.6117964727,33.7256709574,55.2229933311,45.2686568947,45.0527815854
36,48.0571907728,50.8239328178,33.917191633,55.4397125693,45.4392523774,45.2796154149
37,48.3699825499,50.9831376115,34.0388989769,55.7226020241,45.533448117,45.3760026416
38,48.4761546969,51.0012276202,34.051161133,56.0522277333,45.5967169347,45.3882647977
39,48.6479313898,51.0813301298,34.1684436253,56.2084214126,45.7226633209,45.50554729
40,48.9541839744,51.1568916726,34.2917296436,56.5997398799,45.8980935138,45.6559429769
41,49.0732991772,51.2707261187,34.4108448464,56.8902179145,46.0415443425,45.7750581797
42,49.389192083,51.4665899668,34.5234920151,57.1771672926,46.2155071228,45.9075065893
43,49.6261405887,51.7401241486,34.6318143287,57.324081667,46.3290318862,46.0810718724
44,49.751175567,52.0582967303,34.7184249786,57.5418504643,46.4954451308,46.1671727852
45,49.8257467526,52.1666664444,34.7565747959,57.590326081,46.5700163164,46.2527349075
46,50.1088122126,52.3181116715,34.8903069379,57.8287864489,46.7214615436,46.3688440075
47,50.2150505597,52.4165961571,34.9073753725,57.9130142293,46.7366732148,46.416640895
48,50.3610949207,52.6831988628,35.0272965031,58.0630906159,46.8214329206,46.596091153
49,50.4147842282,52.7451792687,35.0688729817,58.3257979251,46.8734791185,46.636024522
50,50.5181163793,52.8558150037,35.1046447805,58.4730597542,46.8870500788,46.6474100286
51,50.5570878858,52.9203349059,35.1333331937,58.5120312607,46.9237310037,46.6701957046
52,50.7464088862,53.0233453003,35.2183449211,58.6301341214,47.0461817229,46.7307700241
53,50.9050840528,53.1428259139,35.3440187226,58.7333266225,47.2257556027,46.9350362079
54,51.0088309309,53.2931925722,35.5235361162,58.8405872443,47.3868161271,47.1110398577
55,51.2187699623,53.5258570267,35.6460845078,59.0534600859,47.4767339389,47.2009576695
56,51.3215501407,53.6565780175,35.6899895172,59.1357337111,47.5122883315,47.2365120621
57,51.4131628325,53.7238981504,35.7132057612,59.1745842283,47.612190016,47.3281247539
58,51.5072962333,53.930300322,35.7759368251,59.3538678859,47.7063234169,47.4222581547
59,51.6637856308,53.9894523809,35.8209306759,59.508445023,47.7063234169,47.4409601792
60,51.8466808172,54.0718025895,35.8209306759,59.580878696,47.7107205031,47.4426247212
61,52.0692351781,54.1281508925,35.8465477345,59.6492897101,47.7627924467,47.5059197445
62,52.1470194732,54.1608654838,35.8465477345,59.8360722056,47.795507038,47.525715983
63,52.3492095585,54.2956124081,35.9280369608,59.9826347789,47.8785341069,47.6072052093
64,52.4289935853,54.3519227983,35.9750982691,60.0850153111,47.9556161249,47.6542665176
65,52.5398463646,54.4529494824,36.0085862607,60.1884511429,48.0214317267,47.7268095101
66,52.6231979499,54.6405579913,36.0763482264,60.2652770121,48.140901706,47.8439435706
67,52.7687144746,54.7134793281,36.1492695633,60.3747335775,48.1707051566,47.9019389335
68,52.772478524,54.7238705571,36.1596607923,60.3851248064,48.174469206,47.9057029829
69,52.8673549996,54.8597166566,36.1634884225,60.4028304177,48.1782968362,47.9095306131
70,52.9851579713,54.9907371835,36.2331966484,60.4380732734,48.2963578935,48.0569495396
71,53.0032953421,55.0279143658,36.2513340193,60.4677384925,48.3144952644,48.0750869105
72,53.1294838289,55.1112747623,36.3503927957,60.6068328534,48.3979437007,48.1550487135
73,53.2603257947,55.2530303142,36.4204131642,60.7504778104,48.4976554946,48.2968042653
74,53.3362307436,55.3607720848,36.5144324479,60.8293269122,48.5699878658,48.3691366365
75,53.4845820211,55.4439218571,36.5374348697,60.9018362305,48.6084459913,48.4466545411
