Time(Iteration),CAB
0,9.14439724018
1,14.9494545096
2,19.5963491347
3,24.6885165101
4,30.0235131525
5,33.4802508328
6,36.5711344199
7,38.4805261352
8,40.8941229367
9,42.0141175677
10,43.9416097111
11,45.357251692
12,46.5550779414
13,47.4919340566
14,48.4688737983
15,49.6653809926
16,50.3482222225
17,51.4222457062
18,52.265366038
19,53.152175726
20,53.6611451127
21,54.4654327291
22,55.4272696794
23,55.8745795077
24,56.521142248
25,57.2498604188
26,57.8172395038
27,58.1709882621
28,58.6650744466
29,59.2366778888
30,59.7054588294
31,59.9386615965
32,60.8872287377
33,61.0531915865
34,61.49728099
35,61.5630797543
36,61.9309098608
37,62.1714257543
38,62.6087595529
39,62.7723006558
40,62.9033176673
41,63.3303306666
42,63.6266689871
43,63.7607712985
44,64.0022444768
45,64.0655846981
46,64.5183198712
47,64.9238491177
48,65.2869072316
49,65.3783167208
50,65.7201601324
51,65.729771409
52,66.228492808
53,66.4306262747
54,66.5032666373
55,66.6431825005
56,66.8438173692
57,66.9753469642
58,67.0338694547
59,67.2383275582
60,67.3509023537
61,67.405852022
62,67.6861645081
63,67.789347613
64,67.8388472084
65,68.2019659155
66,68.2359746772
67,68.3784346
68,68.4499922142
69,68.6203489549
70,68.9072224273
71,69.0035195865
72,69.0775304975
73,69.0806185184
74,69.2891571617
75,69.3196142924
76,69.3902600743
77,69.4020840138
78,69.5813669542
79,69.7761786234
80,69.9653251577
81,69.9682766743
82,69.9849405821
83,70.1418333204
84,70.2756522144
85,70.5949658009
86,70.6511515927
87,70.7348628868
88,70.8278054079
89,70.930475504
90,70.9932482177
91,71.2136965121
92,71.4017543453
93,71.501241737
94,71.5028637497
95,71.6817700777
96,71.7360640771
97,71.7878060581
98,71.8119711734
99,71.9445814808
100,71.9750198721
101,72.0953216339
102,72.1065240169
103,72.1653147723
104,72.1670038643
105,72.1670038643
106,72.3430683883
107,72.4027825236
108,72.4027825236
109,72.4935808059
110,72.4966115447
111,72.6700988091
112,72.6772559677
113,72.7099602378
114,72.7311197779
115,72.776108649
116,72.8650059866
117,72.8881225551
118,72.8987235568
119,73.1555279773
120,73.1690534453
121,73.1845372577
122,73.2676389892
123,73.2746013395
124,73.4053309324
125,73.431513807
126,73.4428487004
127,73.4428487004
128,73.5642951282
129,73.5670725933
130,73.5670725933
131,73.5942407286
132,73.7331039411
133,73.7949174028
134,73.8697581329
135,73.9059798686
136,73.9773807699
137,74.1263079436
138,74.1329786799
139,74.2884280873
140,74.4275874512
141,74.4957346631
142,74.7296786921
143,74.7887009889
144,74.8483627359
145,74.8483627359
146,74.863151261
147,74.863151261
148,74.863151261
149,74.9122462955
150,74.9682482407
151,74.9682482407
152,74.9682482407
153,75.0552046732
154,75.0582504802
155,75.1778132949
156,75.2016242476
157,75.207129251
158,75.2321224367
159,75.2321224367
160,75.4578252664
161,75.5530291419
162,75.6634142607
163,75.7150855849
164,75.7324292889
165,75.9168673926
166,75.9548448739
167,76.1524862262
168,76.1524862262
169,76.1604888304
170,76.1620309698
171,76.1620309698
172,76.2129481598
173,76.3292142575
174,76.3436188102
175,76.3442104096
176,76.4315956997
177,76.4315956997
178,76.4528444839
179,76.4972150969
180,76.5091493127
181,76.5778726092
182,76.5910389146
183,76.7964527072
184,76.7964527072
185,76.8182320298
186,76.8259817299
187,76.87754792
188,76.87754792
189,76.8798373421
190,76.8798373421
191,76.8813179281
192,77.0096665136
193,77.0107350442
194,77.0814688677
195,77.098917422
196,77.1115759307
197,77.1464610855
198,77.1516387215
199,77.1760744566
200,77.2526608003
201,77.352791119
202,77.3643801273
203,77.3643801273
204,77.3799910756
205,77.3946570506
206,77.3966656757
207,77.4020267487
208,77.5019355352
209,77.5514422173
210,77.5784247182
211,77.6741668906
212,77.6758240129
213,77.6959629283
214,77.7337733738
215,77.8444904365
216,77.8444904365
217,77.9038318758
218,77.9630227489
219,77.9880599285
220,77.9880599285
221,77.9880599285
222,77.9996016183
223,78.1068574799
224,78.1147911667
225,78.1225899724
226,78.1457754337
227,78.1698430483
228,78.1698430483
229,78.1698430483
230,78.19060609
231,78.19060609
232,78.19060609
233,78.3507642233
234,78.3517162532
235,78.3566617986
236,78.4645100927
237,78.4645100927
238,78.4656515695
239,78.5257319709
240,78.5395678001
241,78.5652839477
242,78.595687008
243,78.6488452263
244,78.6616461905
245,78.8365880831
246,78.8616760231
247,78.8616760231
248,78.8921884007
249,78.8921884007
250,78.9006931439
251,78.9626421615
252,78.9626421615
253,79.0774071275
254,79.2220415532
255,79.2220415532
256,79.2227774429
257,79.233351015
258,79.3341915844
259,79.3470679154
260,79.3516000726
261,79.3811764078
262,79.4030367076
263,79.5053637337
264,79.6383774094
265,79.6985469938
266,79.6991206237
267,79.7072543238
268,79.7423918137
269,79.7640802837
270,79.7695824988
271,79.799718193
272,79.8399618452
273,79.8683131758
274,79.9386659244
275,79.9386659244
276,79.9386659244
277,79.942854721
278,80.0136520733
279,80.0136520733
280,80.0854161748
281,80.0854161748
282,80.1278219107
283,80.2033782767
284,80.2064558336
285,80.2064558336
286,80.2149951151
287,80.2149951151
288,80.233819885
289,80.2361778781
290,80.2980532666
291,80.3032355998
292,80.3032355998
293,80.3339853882
294,80.4194235157
295,80.4253628692
296,80.4253628692
297,80.4541268811
298,80.462361396
299,80.4886702045
