Time(Iteration),CAB_full,CAB_cbj,CAB_original,CAB_cbij,LinUCB
61,84.3034403875,62.5593629711,66.9837309743,62.7806937221,52.1518289695
62,84.5334827907,62.7735479433,67.3268218786,62.9450953355,52.1518289695
63,84.8971188695,62.9502513776,67.5452337622,63.3074051986,52.3052803742
64,85.0946187807,62.9914940414,67.574125035,63.3233319786,52.3182448669
65,85.1770636223,63.1115815941,67.5963243829,63.7066676136,52.3434364428
66,85.3706446445,63.2693807265,67.9716722365,63.8949607352,52.5320456027
67,85.8134127148,63.8100278093,68.3211592389,64.1992366984,52.8361946286
68,85.9529085875,63.8981458614,68.456970908,64.2924835671,52.9175084044
69,86.1455630117,64.1450237444,68.7037243105,64.4532948248,53.0256101137
70,86.3191849606,64.3106484049,68.9025600738,64.5987930137,53.2137114439
71,86.5487335572,64.4664006492,69.0887929616,64.7555915209,53.289975807
72,86.7529563646,64.5770687758,69.1688685187,64.8587446272,53.3697182787
73,86.9365811451,64.6577262786,69.2808387105,64.8941213868,53.3890733042
74,87.0807738204,64.7924579344,69.4336126992,65.0908651697,53.5597730926
75,87.2091930411,64.8804979645,69.7547528814,65.2613846827,53.7376126897
76,87.5102031093,65.0584526255,69.9477672352,65.435379975,53.7462199637
77,87.6515009727,65.2510663233,70.1315266203,65.5862854685,53.7869440876
78,87.9388106801,65.4815523197,70.4255005242,65.8175021421,54.0328803362
79,88.1783325335,65.6740679256,70.6276538369,66.0244056225,54.0712725364
80,88.348177168,65.8002188136,70.7866964647,66.2041860384,54.1856507126
81,88.4683256472,65.8615363715,70.9068449439,66.3813306484,54.2478897432
82,88.5727918546,65.9126879112,70.9907654623,66.3953103835,54.2491389693
83,88.9517341041,66.1367140426,71.4391246029,66.5849569929,54.506456458
84,89.1870400776,66.1685951637,71.6474570859,66.6843165278,54.5965881795
85,89.5657069598,66.2979402742,71.7821016475,66.9142366936,54.7363322785
86,89.8169178938,66.4952738473,71.9027585986,67.0867808764,54.749079442
87,90.2173775182,66.4952761064,71.9530467996,67.1258574028,54.890771909
88,90.4189186543,66.6274964593,72.1660778048,67.2346380116,54.8985362043
89,90.4908551733,66.7027577234,72.2432732072,67.2784228748,55.0395435828
90,90.747228858,66.9005574456,72.4870870447,67.4411550629,55.0395435828
91,90.8387816617,66.981341889,72.5874285157,67.4836230364,55.0975183211
92,91.1141420952,67.2349111492,72.8607610091,67.7371922966,55.2376943829
93,91.2754940176,67.4193388814,73.0530288914,67.8189440271,55.3581179464
94,91.4462478923,67.4629629341,73.1070432481,67.8364372501,55.4603032892
95,91.5566120182,67.5584328974,73.2413250808,67.9555664409,55.5393014941
96,91.6446425697,67.6513712325,73.3208820348,68.0485047761,55.7272384442
97,91.8062009003,67.6962376924,73.6537914609,68.1819898317,55.7272384442
98,92.0072062806,67.7509292069,73.996955096,68.3673187579,55.7404052141
99,92.1737424686,67.9289802156,74.1838546679,68.5744943815,55.8553876775
100,92.1746270117,67.9298647588,74.2211837453,68.5902823718,56.037645399
101,92.6272749771,68.027076917,74.6989467714,68.6686665265,56.2068707296
102,92.7838102269,68.2221214562,74.785735239,68.8433106108,56.2347365944
103,93.0331158313,68.2351743092,74.8402697307,68.9006982736,56.2490270656
104,93.1940137417,68.3395081784,75.255439686,69.0414648684,56.3168021967
105,93.4839154697,68.4019080616,75.4548706708,69.0797016923,56.4693606241
106,93.8015463135,68.4932163268,75.779729301,69.1710099576,56.4694863732
107,93.8549291073,68.5465991207,75.8932219174,69.2352472718,56.4694863732
108,93.8904169211,68.5704719609,75.9683914752,69.3043303067,56.5102404502
109,93.8904169211,68.5704719609,76.0291715119,69.3043303067,56.5429337906
110,93.9450373209,68.5743294943,76.1707285713,69.3561071046,56.5507939182
111,94.0379151211,68.678244982,76.3025667778,69.5071381801,56.5997013559
112,94.0489156328,68.6930325226,76.3468800611,69.5219257207,56.6123948655
113,94.0779880509,68.7170450329,76.3707009791,69.5509981388,56.623137338
114,94.2862061251,68.8781327962,76.6579832871,69.679208309,56.6805624523
115,94.3294118506,68.9126035338,76.6713537023,69.7224140345,56.6939328675
116,94.3437143831,68.9269060663,76.7481754555,69.738655368,56.6939328675
117,94.4019299726,68.9744035649,76.8066213809,69.7861528667,56.7934147848
118,94.4594062212,69.0006238277,77.0135571559,69.8962940505,56.7934147848
119,94.4659722389,69.0329125815,77.0245508309,69.9018944409,56.7999808025
120,94.5037176978,69.1282496285,77.131120381,69.998330132,56.9764647735
121,94.521389075,69.1289183069,77.1487917582,69.9989988104,57.0122159723
122,94.5371173263,69.1355189688,77.1827949395,70.0137565909,57.0188166342
123,94.5922792325,69.1496651367,77.2718356447,70.0384136166,57.0583682205
124,94.6591282947,69.1520974539,77.3964956595,70.0408459339,57.1087386347
125,94.7476543707,69.1847048383,77.4362093056,70.0505341253,57.1399913274
126,94.8018650989,69.2182572225,77.5275993023,70.0840865095,57.2957079607
127,94.8240390667,69.2404311903,77.6017072268,70.108866974,57.3235054899
128,94.8544047897,69.2947512838,77.6228273689,70.1327621343,57.3364240138
129,94.8783912551,69.3668658193,77.7132741653,70.2204977642,57.3754455307
130,95.0613169772,69.5780463476,77.729875138,70.3886972603,57.3760528549
131,95.0832862503,69.6428365679,77.7518444111,70.5403454196,57.3760528549
132,95.1893035366,69.7272145489,77.9019759622,70.6487372884,57.4564003263
133,95.2244482675,69.7704571164,77.980986878,70.6933777125,57.4882743845
134,95.4558226295,69.8032016716,78.017175337,70.7519667308,57.5220811402
135,95.468068041,69.8154470831,78.0387310595,70.782057127,57.5609561018
136,95.4762892509,69.8627670379,78.0513355992,70.7847490469,57.5691773117
137,95.5144010298,69.8686620706,78.0772491452,70.7934226194,57.5750723444
138,95.7780926075,69.9538736265,78.2087113054,70.8479544908,57.6253598138
139,95.7983086095,69.9740896285,78.255700774,70.8681704927,57.6622444163
140,95.854210565,69.9755900864,78.3155954858,70.8814775352,57.7000837896
141,95.863595489,69.9755900864,78.3797415939,70.8814775352,57.7000837896
142,96.006428052,70.0875597403,78.4846465949,70.9289057375,57.7085935204
143,96.0142774337,70.1253227542,78.519469782,70.9518223335,57.7164429021
144,96.1300912797,70.2314192393,78.7014473795,71.0367907991,57.7300790632
145,96.2302207483,70.2346974542,78.7083116263,71.0367916167,57.7312926295
146,96.244204852,70.2346974542,78.7533113625,71.0532296457,57.7312926295
147,96.3283714969,70.2555580694,78.7943062859,71.1395273275,57.7413019289
148,96.3283714969,70.2555580694,78.7943062859,71.1395273275,57.7413019289
149,96.3739868667,70.2717811219,78.9275711501,71.1835017238,57.7575249815
150,96.4858841701,70.4427291677,79.0647824271,71.285392056,57.8111632735
151,96.6561585301,70.4451389241,79.0671921835,71.2965268129,57.8135730299
152,96.7130688961,70.5033483757,79.1241025495,71.3547362645,57.8135730299
153,96.7239552175,70.5142346971,79.1633711819,71.4086266365,57.8135730299
154,96.7410236827,70.5222015941,79.1920840876,71.468449454,57.8412670403
155,96.7620069799,70.5976782083,79.2130673848,71.4987551134,57.8564942975
156,96.8144449127,70.5976782083,79.2130673848,71.5000705101,57.8595636646
157,96.8711142552,70.6531883268,79.3028740309,71.5555806287,57.8954533594
158,96.9157910364,70.6978651081,79.3190588557,71.5573515022,57.8954533594
159,96.9247295626,70.6998769364,79.3438131781,71.5593633305,57.9043918856
160,96.9255247733,70.7280742059,79.3446083887,71.5601585411,57.9051870962
161,96.9515489612,70.7885006364,79.3609415816,71.5840388305,57.9312112841
162,97.0291727553,70.8043627153,79.3716098505,71.5935496957,57.9570188953
163,97.0963241563,70.8787365162,79.390883223,71.6577660165,58.023468812
164,97.1574355716,71.0381824962,79.4605206999,71.7780978049,58.0628631926
165,97.1741786323,71.0892807866,79.5771821199,71.8082008569,58.0868430442
166,97.3260579685,71.2411601229,79.7433627816,71.9600801932,58.105449902
167,97.4073023308,71.3051546612,79.7680147306,72.018318432,58.1261411647
168,97.5188649274,71.3812611539,79.8658594288,72.1298810285,58.2202839073
169,97.6207053703,71.411648961,79.9445540586,72.1602688355,58.2506717143
170,97.644885294,71.4405809259,79.9480090979,72.1765182563,58.2506717143
171,97.6909867257,71.491546274,80.0276432719,72.2274836045,58.2870820992
172,97.7020024984,71.5730090726,80.0573190502,72.2902863974,58.3107913815
173,97.7573499914,71.6024392968,80.1815913834,72.2902863974,58.3164810533
174,97.8304861297,71.6024606316,80.1820316377,72.2903077322,58.3164810533
175,97.8367596759,71.6307129464,80.1820316377,72.2965812785,58.3164810533
176,97.9548947719,71.6910036872,80.2301535628,72.3568234248,58.3743816466
177,97.9672910713,71.6944848727,80.2425498622,72.3603046104,58.3743816466
178,97.9986841314,71.791269146,80.2670470676,72.3848018158,58.4496296233
179,98.069932061,71.8548836244,80.2670470676,72.3848018158,58.4496296233
180,98.085162039,71.9399266578,80.2802939472,72.4000317938,58.4496296233
181,98.1141625345,71.9566152451,80.3012883192,72.4177427804,58.4594383253
182,98.115860791,71.9648793232,80.3029865757,72.4260068585,58.4611365818
183,98.1517076069,71.9700842363,80.3194483183,72.4260068585,58.4917784845
184,98.208695884,72.0339372862,80.3528159408,72.4561838292,58.4986432573
185,98.3161099327,72.1026581314,80.4743351557,72.5508023509,58.5402377445
186,98.3568487397,72.1406875745,80.4886604193,72.5824210958,58.5402377445
187,98.3657210423,72.1482559504,80.5029693971,72.5912933984,58.5430223567
188,98.3657210423,72.1482559504,80.5029693971,72.6103494941,58.5430223567
189,98.3675063879,72.1692692225,80.5433690578,72.6121348396,58.5430223567
190,98.387606364,72.1692692225,80.5666817019,72.6121348396,58.559136482
191,98.4209686976,72.2249243738,80.6293529391,72.7248273823,58.5783514094
192,98.4980185283,72.2940702349,80.7098821767,72.8181420537,58.5824138052
193,98.5640389431,72.3330691411,80.77955882,72.8751553775,58.5965588494
194,98.5980849062,72.3432147449,80.8358520805,72.8853009814,58.5973824371
195,98.5995489475,72.3432147449,80.8575482618,72.9365507172,58.6019215714
196,98.6578887384,72.412386089,80.8995487934,72.9845130986,58.6342965452
197,98.6856092524,72.4335669625,80.969446846,73.0092082278,58.6702572156
198,98.7886811175,72.4738779288,80.9920934639,73.0325810473,58.6822854954
199,98.9149868945,72.6001837059,81.1183992409,73.0805153049,58.699811587
