Time(Iteration),CAB,CAB_original,LinUCB
0,7.63331754927,6.5097242284,7.12588668981
1,11.5812141865,10.8708015009,11.4755714333
2,15.6542356483,14.8687258577,15.4267536373
3,18.2807960898,17.7498031503,17.7248824286
4,20.6966860048,20.4313397813,20.4001242585
5,21.6666481892,21.7732979077,21.4495679088
6,23.0288284219,24.0358579896,23.1476983173
7,24.2006940981,25.4593376036,24.7142032571
8,25.0237843123,26.8721833819,26.4809774018
9,26.500467578,28.762053715,28.2211313792
10,27.5331868668,30.4295546707,29.1310732198
11,28.3459967296,31.3584543347,30.146956911
12,29.1416279879,32.095350318,31.3409899874
13,29.8835040605,32.9269657976,31.6750222187
14,30.6211920645,33.637332207,32.2756708125
15,31.2820760795,34.3038928185,33.0042725963
16,31.906974386,35.0839455514,33.634292456
17,32.6420152322,35.6702873255,34.1846379495
18,33.0407074562,36.239147918,34.7279962978
19,33.69745808,37.1560084528,35.6271453002
20,34.4996878561,38.0977291397,36.3436973945
21,35.0498096939,38.6870075423,36.6936954281
22,35.4538351833,39.3383658785,37.3777272069
23,36.0627642962,39.8818189445,37.9379875859
24,36.4910621341,40.3207054325,38.1949305916
25,36.9056395991,40.7457698547,38.8645048994
26,37.2983399038,41.2643444251,39.5014829288
27,37.7720273121,41.7855137819,39.7640488934
28,38.2580289234,42.1268090117,40.3090250447
29,38.5353731977,42.4712548389,40.8321980533
30,39.1305092119,42.8979836881,41.4224760547
31,39.4303448393,43.1464292983,41.7405042024
32,39.9078128391,43.481317132,41.953848063
33,40.419496663,43.7254104088,42.529385376
34,40.5576258779,43.7932755081,42.7511201105
35,40.7593659398,43.9079853422,42.7897516602
36,41.0142748375,44.0831474842,43.0293514828
37,41.3710731069,44.2447991385,43.2767890509
38,41.5532322982,44.3906814588,43.407305305
39,41.9741857893,44.8444336803,43.798611283
40,42.1375094132,44.9007761901,43.9853914906
41,42.7431402103,45.1018963398,44.2794746947
42,42.9594970396,45.6298786386,44.5306784829
43,43.3430079975,45.9584088078,44.7600007196
44,43.4088227568,46.103962306,44.884708752
45,43.6099648103,46.2488342651,45.05552013
46,43.7993480998,46.3234808957,45.1444779088
47,43.9299303468,46.3536702872,45.1905466598
48,43.9974506032,46.5320761776,45.2726204577
49,44.0837768499,46.6215079742,45.3912285176
50,44.2984378275,46.7031537788,45.6116293492
51,44.372835248,46.7344817515,45.7076950322
52,44.4277265675,46.8543323653,45.7660623698
53,44.6425743283,47.0137386211,45.8751489198
54,44.7582359129,47.137666099,45.9892810735
55,44.797985566,47.1786078941,46.0451971053
56,45.0810283554,47.5395953169,46.4472967594
57,45.1216393233,47.5589081902,46.4810130737
58,45.3834501064,47.6368644527,46.6356815986
59,45.6487394485,47.8935247005,46.9318116028
60,45.7524081571,48.0991268509,47.022464618
61,45.854381112,48.2308238652,47.1030587147
62,46.0545225338,48.418452555,47.3035331849
63,46.0807043405,48.4306121817,47.3156928116
64,46.2730171025,48.6542292413,47.5076772292
65,46.4107682031,48.7341669905,47.5793155091
66,46.571621666,48.8351326807,47.6298441939
67,46.7509572013,49.0168270449,47.7368144327
68,46.8182546829,49.0855476009,47.8555754442
69,46.8384020938,49.2195407567,48.1439301439
70,47.0319970539,49.3540149848,48.2506590131
71,47.3007759731,49.450144866,48.3543720655
72,47.3899758766,49.4516808366,48.3559080361
73,47.3899758766,49.5031364983,48.3559080361
74,47.4973712708,49.5298116866,48.4535339155
75,47.532336858,49.5341321248,48.481395625
76,47.754579452,49.5851219866,48.546887914
77,47.9435176415,49.6548869814,48.5628880937
78,47.98302814,49.7528651485,48.6208999848
79,48.0144751652,49.8177973347,48.6886494707
80,48.0347316262,49.8441604247,48.7354784914
81,48.0571022049,49.8665310034,48.7578490701
82,48.1068126416,49.913189318,48.8281379262
83,48.2177848671,49.9139463101,48.8281379262
84,48.4585721241,50.0595403645,48.8828694801
85,48.4748909709,50.0631502,48.8864793156
86,48.5264375527,50.3036879931,49.0136133818
87,48.6167396205,50.3583842675,49.0683096562
88,48.7259016188,50.4675868457,49.2465197294
89,48.8682997015,50.5517713257,49.3213370371
90,48.9254019188,50.602294374,49.4476405514
91,49.0009776523,50.6139686397,49.4949414897
92,49.1337796091,50.7852153156,49.6412814658
93,49.1577793872,50.9090873823,49.7408618804
94,49.2079937335,50.9290734226,49.7848152435
95,49.2931959853,50.9802145857,49.8488039742
96,49.3111096512,50.9822257856,49.8508151742
97,49.4193586933,50.9822257856,49.890789673
98,49.4549424951,51.0293484402,49.985664417
99,49.5460711407,51.0719739484,50.0218532262
100,49.5631695127,51.1019591294,50.0518384072
101,49.6092022616,51.1442204096,50.0775833364
102,49.7362935509,51.1464620225,50.160592198
103,49.7478475537,51.1966298769,50.2097216414
104,49.8335260255,51.2230004522,50.2412550247
105,49.8993318204,51.5258967369,50.5014657332
106,49.9958327517,51.6223976682,50.6205318996
107,50.0738263001,51.79241812,50.7961915259
108,50.1236433924,51.9482237576,50.8750598938
109,50.1615106591,51.971573582,50.8984097182
110,50.2817453034,52.0957969242,51.012891502
111,50.2817453034,52.1076990065,51.0225249291
112,50.3280738526,52.2058398972,51.1200343191
113,50.3750529088,52.299371892,51.1707034233
114,50.4498166125,52.4027460355,51.2684718918
115,50.4685784053,52.4130716202,51.2787974764
116,50.5009659588,52.4130716202,51.2967823589
117,50.5605539362,52.4726595976,51.3714827377
118,50.5780946575,52.4726595976,51.3740912188
119,50.6462117093,52.5230373739,51.4244689951
120,50.7657583777,52.5751880213,51.4403333772
121,50.8107344758,52.6013326239,51.5060662116
122,50.8577728552,52.6135262924,51.5090396845
123,50.8994542628,52.6135262924,51.5090396845
124,50.9522641699,52.6615086756,51.5335555816
125,50.973821664,52.6681220684,51.5401689745
126,50.9817719574,52.7520241899,51.5481192679
127,51.0560249739,52.7724096373,51.5537363668
128,51.0560249739,52.7724096373,51.5537363668
129,51.1866417845,52.8435875532,51.6216395037
130,51.1949786187,52.876009817,51.6493861268
131,51.2673934642,52.9166362028,51.7218009723
132,51.2983821245,52.9453138003,51.7696621837
133,51.3484284133,52.9558079919,51.7823124473
134,51.4701866047,53.0775661833,51.8119056201
135,51.490096687,53.1338085903,51.8200683706
136,51.5692793182,53.2451717442,51.9390018935
137,51.5749775165,53.2468080797,51.940638229
138,51.6310635436,53.3006004429,52.0016851899
139,51.6429310284,53.3555573286,52.0460543305
140,51.6555471248,53.368173425,52.1539422402
141,51.7343474491,53.3755392185,52.2065730218
142,51.7574559207,53.4309375326,52.2516467201
143,51.8558622158,53.5354114696,52.3458888129
144,51.8904205971,53.5699698509,52.3811128457
145,51.9207404437,53.6306002226,52.4595126101
146,51.9307362796,53.6339261005,52.4628384881
147,51.9664612822,53.64271509,52.4716274775
148,52.0516429805,53.7219047168,52.537235375
149,52.0528792628,53.7335316997,52.5384716573
150,52.186937859,53.7335316997,52.6527296361
151,52.252791662,53.8094119008,52.6527296361
152,52.2558759755,53.8190487023,52.6623664376
153,52.3299080913,53.8304969815,52.6697962526
154,52.3301573039,53.8307461941,52.6751938386
155,52.3533613087,53.8850792223,52.7309844268
156,52.3652898428,53.9778313249,52.7429129609
157,52.439985843,54.0598981809,52.8459216013
158,52.439985843,54.0882505742,52.8588033254
159,52.5016016013,54.1450278402,52.9146531628
160,52.6086762826,54.2312439184,53.000869241
161,52.6100217995,54.2671024701,53.002214758
162,52.6819794072,54.3446072202,53.0797195081
163,52.6975615797,54.360841906,53.0959541939
164,52.7039328009,54.3920872133,53.1271995011
165,52.7591992568,54.4473536692,53.2347735503
166,52.7656632787,54.453817691,53.3120104724
167,52.7670423282,54.4551967405,53.3133895219
168,52.7699568821,54.4581112944,53.3133895219
169,52.7699568821,54.4581112944,53.3277116985
170,52.7699568821,54.5459433666,53.4160096429
171,52.7988653014,54.5459433666,53.4826610065
172,52.8206229491,54.5805980421,53.5846227069
173,52.8287672251,54.5854464699,53.616809385
174,52.830515703,54.5948056313,53.6261685464
175,52.847056243,54.5948056313,53.6408485139
176,52.871959967,54.6022338808,53.6412643822
177,52.9939457734,54.6096201922,53.7376651127
178,53.0371190724,54.6549178565,53.7674835384
179,53.0417399365,54.6595387206,53.902668741
180,53.0592155352,54.6595387206,53.902668741
181,53.1190237712,54.7487868442,53.962476977
182,53.1224013906,54.7560402393,53.9982638327
183,53.1291009627,54.7677663233,54.0099899167
184,53.1696452863,54.7936808904,54.0359044838
185,53.2143807759,54.7938368234,54.0632577198
186,53.2143807759,54.7938368234,54.0632577198
187,53.2301617515,54.8096177989,54.0790386954
188,53.2873914442,54.8180106104,54.0955256225
189,53.3393014167,54.8200880551,54.1112773265
190,53.5092944658,54.9751469859,54.1779041882
191,53.541973603,54.9946854546,54.1974426569
192,53.5531149819,55.0058601986,54.2029274986
193,53.5813692689,55.0212789137,54.2183462138
194,53.6607916474,55.046909899,54.3351187759
195,53.7074368865,55.0589940426,54.3566098609
196,53.7848981975,55.0735289229,54.3711447412
197,53.7885410069,55.0744575801,54.3720733983
198,53.8252267195,55.0847691424,54.3720733983
199,53.8389021713,55.1634462939,54.3720733983
