Time(Iteration),CAB_idealNew,CAB_original,CAB_optimal,LinUCB
113,138.960881051,320.321920259,85.8699179433,123.368803632
114,139.403147123,321.109757448,86.1349114014,123.748384247
115,139.675736027,322.079394769,86.2945404562,124.000289581
116,139.732101736,323.694064197,86.3108924123,124.249531626
117,139.767964128,324.480083105,86.3467548042,124.43437222
118,140.159505702,324.906010951,86.6326487763,124.559824485
119,140.578312111,326.012930872,86.8882983977,125.045374261
120,140.820370221,327.437714469,87.2638872533,125.238521826
121,141.127735812,329.301008675,87.5164411618,125.421893527
122,141.229361323,330.740043064,87.7505682806,125.809043111
123,141.605178668,332.572067244,88.1221119212,125.965156792
124,142.068560485,333.640888427,88.3954269003,126.257395657
125,142.301949575,334.332881046,88.6554379472,126.561283146
126,142.569087479,335.297647191,88.7821912714,126.736455764
127,142.961011026,335.722353322,88.9599950054,126.92687694
128,143.43153977,336.37418953,89.402365418,127.234931099
129,143.768457552,337.490720307,89.5254117752,127.845613234
130,144.303212205,338.018858905,90.0167552208,128.064632117
131,144.463727735,339.019054183,90.0435261849,128.524451525
132,144.656084559,340.251842519,90.3375789363,128.691904175
133,144.929526392,342.114373677,90.4433295477,128.863922269
134,145.175327606,342.862688869,90.7578610517,129.119293989
135,145.567107602,344.144579797,91.0843841262,129.537179667
136,145.707782898,344.47988882,91.2734783591,129.584875751
137,146.006508211,345.125664077,91.6591960872,129.683690059
138,146.443719211,346.108793321,91.7118032149,130.00439001
139,147.008947378,346.511513367,92.0372395448,130.305272722
140,147.081675588,346.703150763,92.0784526031,130.34648578
141,147.226826191,348.004711073,92.3722703778,130.788136058
142,147.355361215,349.097373184,92.5897039577,130.972523447
143,147.436672501,349.91439366,92.7723363204,131.097067182
144,147.444734091,350.754584939,92.8758390025,131.230772236
145,147.971400942,351.669110101,93.4454146376,131.568293848
146,148.278613219,353.235781353,93.8128694464,131.857496601
147,149.023426852,354.462461449,94.2717674914,132.40413503
148,149.230307464,355.297768753,94.3976647293,132.637052863
149,149.290135457,355.77496755,94.4055859509,132.90235215
150,149.406425342,357.472207368,94.4811047673,133.205782175
151,149.877313801,358.03324047,94.5962294622,133.515548744
152,150.264191375,359.153462048,94.9070939766,133.695104047
153,150.588713501,359.696610401,95.1217700266,133.969533957
154,150.612179058,360.437561459,95.1467251823,134.073402049
155,150.856709434,361.922915743,95.3003156074,134.356631285
156,150.931098291,362.462664583,95.3014705518,134.549481334
157,151.225433506,363.093559326,95.4439161807,134.754564414
158,151.441326545,363.763159396,95.8674121834,134.86463557
159,151.663080611,364.671933575,95.8739133573,134.895266647
160,151.826991298,365.00897961,95.9925124361,135.18432185
161,152.164667569,365.727673542,96.1327094551,135.662913741
162,152.264415491,366.609098543,96.2462050205,135.810626263
163,152.39276423,367.133071271,96.3215041533,135.911785014
164,152.620743916,368.091557713,96.5668414374,136.160312218
165,152.81410619,368.799509155,96.6979154138,136.23380105
166,152.94980713,369.398886858,96.8583094348,136.361427669
167,153.059715091,370.150548616,96.9558281552,136.422698513
168,153.22153215,370.954902968,97.0530950379,136.602316031
169,153.615066076,371.671529087,97.2195033771,136.806731727
170,153.773892077,372.630238479,97.3427543426,136.891618133
171,153.890195239,372.955307952,97.4169583178,136.944997999
172,154.115872235,374.073210316,97.5467748425,137.286204244
173,154.329028311,374.446839936,97.7406224078,137.4491336
174,154.478251689,375.004989275,97.9195989295,137.569185633
175,154.588550032,375.264808448,97.9382965486,137.808193093
176,154.816457525,375.731453096,98.1566527392,138.1704863
177,154.900895682,376.600209468,98.1966396648,138.317064856
178,155.225321117,376.98062595,98.4911961785,138.651164611
179,155.289325416,377.857088279,98.4936099779,138.796214066
180,155.379558306,378.759352832,98.6119109105,138.930930529
181,155.668229677,379.929197019,98.8315324816,139.23076263
182,155.85779007,381.059065609,98.9601080167,139.466723421
183,156.054154731,381.820622595,99.0524171168,139.800140949
184,156.114317846,382.581396907,99.0816838018,140.087099132
185,156.186506742,382.852063835,99.1320130945,140.240782163
186,156.261713166,383.372883823,99.3200023509,140.326617052
187,156.562839018,384.253128584,99.4569780856,140.57088127
188,156.706904792,385.017480071,99.4569780856,140.721921378
189,156.79294477,385.485441942,99.557300198,141.050421293
190,157.073990416,386.054147298,99.8894139998,141.365400189
191,157.314507133,386.46810955,100.011938784,141.465290697
192,157.396724956,387.133931945,100.070792811,141.56062242
193,157.559671563,387.813236295,100.192812903,141.804717002
194,157.598834676,388.655204624,100.231976016,141.980183967
195,157.744831087,389.091746377,100.297373136,142.138751755
196,157.936743102,389.270313727,100.455058155,142.237240249
197,158.073598163,389.714019856,100.509581707,142.468175717
198,158.259864967,390.4474529,100.578532227,142.697757545
199,158.36026515,390.946621311,100.687036008,142.831170661
