Time(Iteration),CAB_5_2CoTheta,CAB_3_1CoTheta,CAB_originalCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,,,,,,
72,0.328403393514,0.324386538475,0.365864468403,0.392321841227,0.350397661507,,,,,,
73,0.327397480182,0.321858857124,0.365703615329,0.389571176531,0.348785638879,,,,,,
74,0.325832457214,0.320131665051,0.365017296564,0.388921772378,0.348098416786,,,,,,
75,0.324238941516,0.318450466854,0.361595161454,0.384786562756,0.348145252267,,,,,,
76,0.320727229035,0.317027498588,0.359280954964,0.3827921716,0.346634794282,,,,,,
77,0.311480478548,0.313941235597,0.357842919222,0.377754517782,0.340850050313,,,,,,
78,0.308410703137,0.312193664558,0.356653780046,0.374576890675,0.339377359591,,,,,,
79,0.304991156619,0.307835575028,0.354882100866,0.371933616969,0.338074835069,,,,,,
80,0.303678764815,0.306503931868,0.353851360029,0.370397359621,0.336370930181,,,,,,
81,0.296884812536,0.301533765024,0.352524902514,0.368178058982,0.333500475412,,,,,,
82,0.295626268595,0.299667302267,0.351004134791,0.365423207455,0.330277296089,,,,,,
83,0.293759866702,0.298584906343,0.347570444549,0.362547697814,0.327078201371,,,,,,
84,0.291598030473,0.296658334598,0.344517577707,0.361088747656,0.32523685797,,,,,,
85,0.29084582012,0.294419128467,0.341282127614,0.355887834275,0.323855970224,,,,,,
86,0.288217739378,0.293470823263,0.338244049739,0.35231123239,0.321478946046,,,,,,
87,0.28595859747,0.291133805151,0.336788703389,0.350548468215,0.319495986183,,,,,,
88,0.284941529107,0.288624808935,0.335448330867,0.349278632323,0.318141532658,,,,,,
89,0.283413862565,0.287376457295,0.332550041459,0.345033730828,0.316876865159,,,,,,
90,0.282283390173,0.28566035522,0.332108401762,0.344080353489,0.315884138548,,,,,,
91,0.280694425444,0.284001296225,0.329206392353,0.342922505578,0.314743505476,,,,,,
92,0.277273278493,0.283483104829,0.323724867966,0.338331684191,0.310777848587,,,,,,
93,0.275030216131,0.282360109063,0.320648639898,0.334081586981,0.307422094854,,,,,,
94,0.272212287339,0.278755432312,0.315531700298,0.329734116712,0.303915621636,,,,,,
95,0.27037459202,0.278109003675,0.312801132135,0.322311542385,0.299755392354,,,,,,
96,0.268713435716,0.277675556102,0.312053155978,0.322068870279,0.298945198155,,,,,,
97,0.266908439249,0.275005696395,0.311518964746,0.32160081491,0.298762137517,,,,,,
98,0.26170629514,0.267689450806,0.311045363494,0.319626246374,0.298366890176,,,,,,
99,0.255998788075,0.266443365478,0.309809003027,0.318071172544,0.297208496384,,,,,,
100,0.255166890533,0.265992245296,0.309165076421,0.316128492389,0.29579573624,,,,,,
101,0.254263381218,0.264534490425,0.30770817556,0.31487862091,0.294531189484,,,,,,
102,0.253952126912,0.263601084439,0.306646884008,0.306425312061,0.293923544903,,,,,,
103,0.251769077995,0.261252593328,0.301043260512,0.30144666627,0.291826744663,,,,,,
104,0.250849162234,0.260295185238,0.299207076363,0.300370887572,0.289298085384,,,,,,
105,0.250306511498,0.2601430516,0.298161246681,0.299660523078,0.288672309176,,,,,,
106,0.247436511845,0.25823965961,0.29679988109,0.296505942374,0.286844903169,,,,,,
107,0.245780070068,0.2552749232,0.292831385234,0.295074722338,0.282944526446,,,,,,
108,0.244819772723,0.254320140137,0.289034636652,0.290310960434,0.279017090381,,,,,,
109,0.244047549769,0.254733769274,0.288689954323,0.289299439414,0.278072385853,,,,,,
110,0.243206456684,0.253721768953,0.288241410369,0.288940375627,0.277463866206,,,,,,
111,0.240814823081,0.249389993329,0.282578018864,0.283233026769,0.274019330781,,,,,,
112,0.239973818541,0.248626292371,0.281819257422,0.282440839372,0.272378438428,,,,,,
113,0.238110840438,0.246266833295,0.280261756391,0.279493257811,0.270111909478,,,,,,
114,0.233517342537,0.244050060677,0.279902279066,0.279004667395,0.269605990134,,,,,,
115,0.233054618372,0.241867397482,0.278219465881,0.276396761981,0.266679760255,,,,,,
116,0.231619991799,0.231522564305,0.275196102547,0.273403746694,0.264069958875,,,,,,
117,0.230981454831,0.231139673849,0.274249568123,0.271759249158,0.262513420505,,,,,,
118,0.230729329801,0.23041033695,0.2723629977,0.270600304671,0.260593733775,,,,,,
119,0.230881888212,0.229534952025,0.271278501927,0.270334029746,0.259722172204,,,,,,
120,0.228240043511,0.22669718866,0.270689684548,0.268987696395,0.25849067439,,,,,,
121,0.227116238737,0.225549815431,0.268517843857,0.266110294561,0.256652660199,,,,,,
122,0.226007998346,0.224188775692,0.266951746086,0.264948118239,0.255401694355,,,,,,
123,0.223950464576,0.22352877842,0.266487199922,0.264470519801,0.254854133553,,,,,,
124,0.22324821435,0.221190980015,0.265451088663,0.263616400341,0.253894288839,,,,,,
125,0.21838199461,0.217204856012,0.259070129937,0.261100995672,0.251641002374,,,,,,
126,0.211844663725,0.212747172607,0.257864706872,0.259984870316,0.249731817475,,,,,,
127,0.211313449779,0.211638323985,0.256603994145,0.259019086484,0.248231433105,,,,,,
128,0.210604902853,0.211196277986,0.255057527066,0.257604999087,0.24643569414,,,,,,
129,0.20952621207,0.210131929102,0.254823340057,0.255534457809,0.245535996148,,,,,,
130,0.208134092269,0.20860014012,0.253727367802,0.2551765051,0.241553122085,,,,,,
131,0.207755352364,0.207953440067,0.253451354183,0.254886106571,0.241418032779,,,,,,
132,0.20738073162,0.207261761398,0.252607472398,0.254659361912,0.240952252174,,,,,,
133,0.206761724557,0.206994056884,0.25207556429,0.253857900751,0.239900877846,,,,,,
134,0.205132716381,0.20600331924,0.250547603887,0.252518725975,0.238425994617,,,,,,
135,0.202654936357,0.204412478722,0.248030178096,0.250927917969,0.236833420652,,,,,,
136,0.202635902048,0.204368218775,0.24797704727,0.250721860041,0.236554785754,,,,,,
137,0.20188688245,0.204568577692,0.245715520117,0.250338552847,0.235974917286,,,,,,
138,0.200028820457,0.204190829808,0.245514391495,0.249946516173,0.235677003088,,,,,,
139,0.199256064909,0.203810779055,0.245122959489,0.249200797485,0.235311952294,,,,,,
140,0.198871777533,0.203348299079,0.245262971099,0.249153476186,0.235102291198,,,,,,
141,0.198967836047,0.20334537641,0.244658200571,0.248323297317,0.23470480745,,,,,,
142,0.19709324587,0.20188376833,0.243227727873,0.246277914098,0.233769097256,,,,,,
143,0.195423162565,0.201479285135,0.242029954486,0.244595109386,0.232894648598,,,,,,
144,0.195162346218,0.201656814351,0.24139474861,0.244378862218,0.232368838737,,,,,,
145,0.193785949975,0.200180590107,0.24005328616,0.242537129018,0.231047897996,,,,,,
146,0.192117110237,0.198091584976,0.239087417974,0.241624779176,0.230192040784,,,,,,
147,0.19076909854,0.196292012907,0.236889686807,0.239336334347,0.228707998373,,,,,,
148,0.190492798561,0.195839608002,0.236517557154,0.238939925913,0.22855913903,,,,,,
149,0.189802042474,0.195406713504,0.232669061135,0.23718100889,0.227768693191,,,,,,
150,0.189103908512,0.194902934706,0.231481984495,0.236016495625,0.226910722309,,,,,,
151,0.189213554829,0.194926431835,0.231223026441,0.235560558721,0.226691591682,,,,,,
152,0.187564326328,0.194225446403,0.229744799532,0.234145561422,0.225118574998,,,,,,
153,0.18414726406,0.190280834502,0.22843545179,0.230483262306,0.218104883796,,,,,,
154,0.183621624208,0.189912982716,0.227661414612,0.231103694661,0.218244206739,,,,,,
155,0.182529411021,0.188598041581,0.22529623039,0.229422407944,0.21755064838,,,,,,
156,0.182833254529,0.187694199959,0.225181504787,0.229215401367,0.216610048732,,,,,,
157,0.182355908572,0.18632370227,0.222469444094,0.226652692225,0.215305775484,,,,,,
158,0.181270643249,0.185649958519,0.222090614809,0.226320803679,0.215110202523,,,,,,
159,0.180872235372,0.185091409096,0.221872518186,0.22585021686,0.214741837552,,,,,,
160,0.17990657726,0.184126763941,0.221146039879,0.2252453897,0.214443094139,,,,,,
161,0.178801389893,0.183492979,0.220336434972,0.224646878219,0.213616687275,,,,,,
162,0.178659172425,0.1832075472,0.219570612935,0.224082375455,0.212803684181,,,,,,
163,0.177797410077,0.182675356005,0.218658313335,0.223481539442,0.212389771212,,,,,,
164,0.177245484139,0.18222201154,0.217740036548,0.222590413977,0.212256452596,,,,,,
165,0.176528708574,0.181487388859,0.216527864911,0.221342540838,0.211333444255,,,,,,
166,0.176298316295,0.181177363269,0.215835368769,0.22074803768,0.21110436543,,,,,,
167,0.17578039089,0.180897725884,0.214632053918,0.218745229531,0.210769575805,,,,,,
168,0.175690704566,0.179945974049,0.213953474415,0.217695476747,0.209344473678,,,,,,
169,0.175808720951,0.179809681247,0.212771794577,0.216887677625,0.20871137303,,,,,,
170,0.175063693974,0.179312915876,0.211867092617,0.216348064543,0.208412872375,,,,,,
171,0.174839339564,0.178721384895,0.210358507192,0.214808276166,0.207659319263,,,,,,
172,0.17479614543,0.178251052627,0.210940707121,0.215513926316,0.206630445898,,,,,,
173,0.174164012317,0.177866754056,0.210787248042,0.215303272222,0.206457626987,,,,,,
174,0.171006224857,0.176149621175,0.209214620834,0.214702814398,0.205945007104,,,,,,
175,0.170880042504,0.176418080861,0.208772024338,0.214634485657,0.205444447484,,,,,,
176,0.170227483399,0.175955096331,0.208646883829,0.214367847663,0.205232818234,,,,,,
177,0.169940248045,0.1758807767,0.208422518382,0.214267791888,0.20512265435,,,,,,
178,0.169407966773,0.175343108782,0.207123790719,0.212686110479,0.203873089934,,,,,,
179,0.167353565961,0.173143565168,0.205310764544,0.211628901791,0.202823538923,,,,,,
180,0.167194680842,0.172887493476,0.204443270125,0.210863221075,0.202343722252,,,,,,
181,0.167178893865,0.172251583209,0.204402556144,0.210850117604,0.201813730509,,,,,,
182,0.166891589505,0.171952931102,0.204382698063,0.210369282392,0.201570866329,,,,,,
183,0.165155220915,0.171086580644,0.20402486955,0.209924328948,0.201491185575,,,,,,
184,0.163645377917,0.169621870806,0.203278205915,0.207590097918,0.199604617224,,,,,,
185,0.163526935902,0.169459429049,0.202815961873,0.207395046357,0.19961850421,,,,,,
186,0.163179099933,0.169205528995,0.20200252607,0.207079027412,0.198868088248,,,,,,
187,0.162190641582,0.168159903414,0.201609778284,0.206938657824,0.198370489454,,,,,,
188,0.16071034525,0.166687965074,0.199782957108,0.205845477837,0.196834619731,,,,,,
189,0.160093858351,0.165805911661,0.199301048923,0.205604279941,0.194953269617,,,,,,
190,0.160168802066,0.165969227415,0.199280446574,0.205545170556,0.19483418439,,,,,,
191,0.158571662555,0.165047288497,0.198176769947,0.204425884844,0.194181776135,,,,,,
192,0.15809725396,0.164575743659,0.197842393447,0.203592758821,0.193457810166,,,,,,
193,0.156350648193,0.163655684251,0.197515386904,0.203136978532,0.193129984043,,,,,,
194,0.156307754117,0.163132789122,0.196912947436,0.202596944326,0.192616768431,,,,,,
195,0.154965629557,0.162024749906,0.196340837942,0.201956282658,0.191791544629,,,,,,
196,0.153333291559,0.160923456134,0.195669586893,0.200727721737,0.190703026469,,,,,,
197,0.152863111798,0.160213631289,0.194695200766,0.200061278425,0.19028519013,,,,,,
198,0.152647002469,0.159795404564,0.194457285074,0.200002035846,0.190022914546,,,,,,
199,0.151753723036,0.158942219815,0.193691174472,0.199280744309,0.189582153488,,,,,,
