Time(Iteration),LinUCBCoTheta,CAB_fullCoTheta,CAB_cbjCoTheta,CAB_originalCoTheta,CAB_cbijCoTheta,,,,,,
0,0.975482022819,0.975408396003,0.975408396003,0.97941376124,0.975408396003,,,,,,
1,0.954567702223,0.959665776093,0.952413699249,0.965102842859,0.955600412126,,,,,,
2,0.926498464467,0.922798560935,0.923380716633,0.931723844766,0.920537911708,,,,,,
3,0.896420406678,0.897705284934,0.897811986739,0.905115343641,0.905142928395,,,,,,
4,0.881586128753,0.874891550075,0.87985639547,0.891426195001,0.893349698648,,,,,,
5,0.850058247984,0.842938631039,0.849391029496,0.86691303809,0.860055204989,,,,,,
6,0.823387317938,0.824487185805,0.826127458069,0.842843565375,0.836057826112,,,,,,
7,0.7922037225,0.796674420635,0.80574822959,0.820788083585,0.812231088123,,,,,,
8,0.777668139025,0.777994712133,0.778856141716,0.799448536043,0.795067704017,,,,,,
9,0.754337472591,0.757818396795,0.764353985551,0.770132526521,0.777596737969,,,,,,
10,0.742025534299,0.740131029283,0.744251900633,0.758098209932,0.761055081653,,,,,,
11,0.727896714917,0.718597293039,0.721739979623,0.727921031023,0.739803308809,,,,,,
12,0.706576890661,0.707076747335,0.696227904015,0.716271222188,0.726403390904,,,,,,
13,0.683147479563,0.686230748653,0.678363617154,0.701610822025,0.704187150236,,,,,,
14,0.671032855509,0.674522440922,0.6617726056,0.691570841129,0.683907829259,,,,,,
15,0.654501165279,0.65256667483,0.652709016481,0.67132424453,0.658930378738,,,,,,
16,0.632508497802,0.637534133979,0.630138668564,0.653255099959,0.637501626783,,,,,,
17,0.619954568612,0.629530384394,0.620837104085,0.647339966587,0.628553297661,,,,,,
18,0.609426332397,0.6185234442,0.607218407165,0.632890779599,0.620286976971,,,,,,
19,0.601535636934,0.608782195807,0.596507755864,0.617847003375,0.609608676916,,,,,,
20,0.594899003357,0.602818781939,0.582599491832,0.608156917114,0.601580218153,,,,,,
21,0.576294037351,0.595547915644,0.571483181483,0.587262415015,0.592665607885,,,,,,
22,0.569138701943,0.585098810375,0.564869799711,0.575809443065,0.58332175155,,,,,,
23,0.560584044158,0.575889018037,0.556248951844,0.564994279019,0.578474976769,,,,,,
24,0.554051078026,0.561183886079,0.542403332194,0.557425140446,0.566031365415,,,,,,
25,0.552412998674,0.558287873725,0.539764272797,0.555459422214,0.562269722608,,,,,,
26,0.541566231999,0.54533549276,0.526241988316,0.542013405869,0.55134683262,,,,,,
27,0.531228753234,0.536710485234,0.517159176583,0.53358075172,0.542235930881,,,,,,
28,0.523573994048,0.526435274998,0.509286833436,0.52410865401,0.532053409115,,,,,,
29,0.515347970838,0.514402449794,0.503016987981,0.515437528525,0.521046369748,,,,,,
30,0.504387634822,0.511442227521,0.498217109406,0.510747858956,0.516806562958,,,,,,
31,0.501499151237,0.507881756973,0.489012169112,0.508004061675,0.510998485817,,,,,,
32,0.496512199774,0.502730840131,0.485061531839,0.50362093298,0.5077429153,,,,,,
33,0.489171391786,0.495706744077,0.480816783058,0.496760779433,0.500322987281,,,,,,
34,0.485106525322,0.492562531592,0.477038237142,0.486858531211,0.497569611608,,,,,,
35,0.475368083424,0.485261543944,0.468089067378,0.478887619512,0.488679498854,,,,,,
36,0.467020585753,0.47870509508,0.463596637123,0.468834044508,0.483769321611,,,,,,
37,0.459994562917,0.471791553034,0.460852892895,0.461851037964,0.474970533561,,,,,,
38,0.458427629347,0.468404763952,0.455996699828,0.458530865913,0.469165332927,,,,,,
39,0.451136332658,0.465840584175,0.452265206183,0.454003950339,0.465888182412,,,,,,
40,0.449197487804,0.462594970442,0.449306732968,0.448643764911,0.463079574981,,,,,,
41,0.444219760197,0.458812398807,0.443599431197,0.445044159758,0.459241011769,,,,,,
42,0.436481636087,0.454344391344,0.441265140674,0.439592900322,0.454066153384,,,,,,
43,0.433199262302,0.450568830077,0.439877740427,0.438238210825,0.451625896227,,,,,,
44,0.431861855854,0.448332771427,0.437869514189,0.43523752117,0.448714221901,,,,,,
45,0.426975017884,0.444272899006,0.433196027737,0.431678871545,0.44228692031,,,,,,
46,0.424712931423,0.442458134502,0.430526166424,0.429044004113,0.43936570146,,,,,,
47,0.423674477179,0.440780648305,0.429196421347,0.428048000645,0.432949334755,,,,,,
48,0.421595362588,0.437016060045,0.425285488907,0.425250459129,0.430443795721,,,,,,
49,0.41767934097,0.433276084223,0.42131282165,0.421910596302,0.420951336811,,,,,,
50,0.414905393884,0.431513209821,0.420179480413,0.418843885676,0.418157529622,,,,,,
51,0.413649612341,0.428250532673,0.4176948218,0.417164431354,0.415044577735,,,,,,
52,0.411571332089,0.427752652152,0.416345644329,0.415740773088,0.412460084719,,,,,,
53,0.409330671274,0.423969516862,0.413199712069,0.413668844859,0.407189754683,,,,,,
54,0.406269404834,0.42018615813,0.409104283805,0.411717551407,0.404404188331,,,,,,
55,0.403543299924,0.417353408544,0.402015734504,0.409137933294,0.398551178703,,,,,,
56,0.400052380501,0.414327445766,0.399731790722,0.406442192006,0.393851368202,,,,,,
57,0.397154088966,0.411575960293,0.397432161902,0.402157789383,0.390231601826,,,,,,
58,0.395067852981,0.411796613782,0.396261102302,0.402098289509,0.388841732375,,,,,,
59,0.391065433447,0.41067649921,0.394678420565,0.400339692545,0.386648536387,,,,,,
60,0.388174759974,0.406476440875,0.389929929601,0.396428823254,0.382277346406,,,,,,
61,0.38497578371,0.40145815595,0.386907501387,0.393562184809,0.377417633042,,,,,,
62,0.38281491452,0.399351699263,0.383286705921,0.392575954826,0.374900301781,,,,,,
63,0.379203493856,0.392923298708,0.377983296401,0.390020620132,0.371925953451,,,,,,
64,0.37595687472,0.387187721084,0.374729373265,0.387211107658,0.367982222442,,,,,,
65,0.374369064129,0.386442387432,0.372955382499,0.386260978492,0.365912043927,,,,,,
66,0.368746397232,0.384923935186,0.369393929906,0.382608053795,0.361818752528,,,,,,
67,0.367788226114,0.383817048157,0.367151069126,0.381205779261,0.359572926917,,,,,,
68,0.365660317952,0.380728505917,0.36059215656,0.380456293621,0.356171967157,,,,,,
69,0.363345787061,0.378849438684,0.358757161585,0.379085603917,0.354264402234,,,,,,
70,0.360196286544,0.376176047265,0.35484232893,0.372707677232,0.352134785969,,,,,,
71,0.359170372587,0.375633733737,0.354165823104,0.371998000656,0.351075609249,,,,,,
72,0.357565443146,0.374223989579,0.351426759517,0.370193402256,0.349695411495,,,,,,
73,0.351958606561,0.370135354181,0.34735466014,0.364935073211,0.347548054704,,,,,,
74,0.349459325332,0.367934111967,0.339578894918,0.362050286956,0.346299696188,,,,,,
75,0.348198351793,0.365178523736,0.332401574411,0.35532378527,0.343940988905,,,,,,
76,0.347730528717,0.364739118792,0.331729160419,0.353415400273,0.343618917364,,,,,,
77,0.346828012427,0.36312897117,0.330855143041,0.35196465303,0.342960552213,,,,,,
78,0.345709570898,0.361107625136,0.329355674268,0.34679579711,0.342053589715,,,,,,
79,0.343492016387,0.359294496856,0.328066957305,0.343186720087,0.341220832099,,,,,,
80,0.342602534613,0.357841418547,0.326735010407,0.339680185905,0.339448815044,,,,,,
81,0.342296702039,0.358226401493,0.327026419946,0.339828616216,0.339606348112,,,,,,
82,0.338744505515,0.355086640442,0.324301358577,0.334289853913,0.336068113062,,,,,,
83,0.334835218296,0.350721823255,0.320956030964,0.329767398629,0.333321723802,,,,,,
84,0.333841979553,0.34827762324,0.317665919126,0.327773981733,0.328446505679,,,,,,
85,0.333349520435,0.347268728118,0.316462957444,0.327467971469,0.327597176429,,,,,,
86,0.332508369527,0.345674459756,0.315028120419,0.327038610769,0.325660921874,,,,,,
87,0.331027342638,0.344800697768,0.314793003576,0.326362456983,0.324746426238,,,,,,
88,0.32985807016,0.339174077883,0.311545903576,0.324288410698,0.323150947125,,,,,,
89,0.328896524134,0.338004545923,0.3101080653,0.323583163801,0.320621404344,,,,,,
90,0.328720023845,0.33761785448,0.309778257832,0.323340936947,0.320093164238,,,,,,
91,0.325497632501,0.335965832568,0.307507467349,0.321115048712,0.317643493374,,,,,,
92,0.324355869898,0.335075914414,0.306972234543,0.319909940847,0.317223903509,,,,,,
93,0.323798772622,0.334011785968,0.305372957434,0.319923704486,0.316646459823,,,,,,
94,0.32180934914,0.333444012848,0.304132691173,0.318054057856,0.316044609603,,,,,,
95,0.321344298288,0.332972408389,0.303574706806,0.31763600861,0.313790246223,,,,,,
96,0.320767698016,0.332461426794,0.303348713712,0.317270608535,0.31311385574,,,,,,
97,0.320001832141,0.332117122255,0.30223310749,0.316121172717,0.312825197564,,,,,,
98,0.319096415518,0.331550640305,0.300732058099,0.315617372815,0.311975607488,,,,,,
99,0.317181147555,0.330390575561,0.299492604486,0.314187845601,0.309556571374,,,,,,
100,0.316281926775,0.329300122127,0.297998564531,0.312797786503,0.30932573238,,,,,,
101,0.309816836461,0.325623207369,0.295759487767,0.305903187725,0.30417025841,,,,,,
102,0.308908905563,0.325555289036,0.295468538424,0.305416197239,0.304081356819,,,,,,
103,0.308639780581,0.324221919605,0.294155255369,0.304922969021,0.303185372028,,,,,,
104,0.308358247952,0.32391420166,0.294097963744,0.304563709386,0.302977987015,,,,,,
105,0.306364143651,0.323581131521,0.294058644362,0.304095421112,0.302282307855,,,,,,
106,0.305897764434,0.323381049487,0.293730662793,0.303614612277,0.302102050686,,,,,,
107,0.305420889311,0.323153791596,0.293382901835,0.303154086191,0.301607065913,,,,,,
108,0.304941070593,0.322237497631,0.293079072174,0.302938801557,0.300677755044,,,,,,
109,0.304593851988,0.319799107863,0.291027006919,0.302020781823,0.300004894634,,,,,,
110,0.301751183965,0.31579828273,0.288897441749,0.299506722762,0.296976918345,,,,,,
111,0.301602580754,0.315269074726,0.287540170809,0.299198719853,0.296284495731,,,,,,
112,0.301454110837,0.314170931218,0.28579548895,0.29778995934,0.295662140201,,,,,,
113,0.300138267591,0.313033133521,0.284551072657,0.296590577211,0.294971175174,,,,,,
114,0.299641870162,0.312331197642,0.283790935989,0.295647288398,0.294270293453,,,,,,
115,0.297365638029,0.311070684269,0.280108329246,0.29184613602,0.292990755184,,,,,,
116,0.296815163118,0.310452570915,0.279919366054,0.290733503889,0.291255947692,,,,,,
117,0.292707504712,0.309896475943,0.278365006458,0.290111049819,0.288096970899,,,,,,
118,0.292807974683,0.309867476116,0.278375358785,0.289523219009,0.288005130404,,,,,,
