Time(Iteration),CAB_User,CAB,LinUCB
228,51.5899686249,51.3267926835,57.9984056538
229,51.6643870049,51.3682172864,58.0069068604
230,51.6968357075,51.4006659889,58.0088690793
231,51.6968357075,51.4174282538,58.026131948
232,51.7688454733,51.4894380196,58.0327526855
233,51.8564966559,51.6721138358,58.2044760132
234,51.8929226034,51.7085397833,58.2044760132
235,51.9352363965,51.7508535765,58.2286026796
236,51.9631700793,51.7721262564,58.2498753595
237,51.9895163311,51.7984725083,58.2540597578
238,51.9906599515,51.7996161286,58.2552033781
239,51.9967957226,51.8057518997,58.2718481734
240,52.0313788543,51.8403350314,58.274163088
241,52.0326088246,51.8415650017,58.274163088
242,52.0358867125,51.8448428896,58.3116768776
243,52.0729245801,51.8818807572,58.3156849413
244,52.0772545699,51.886210747,58.3156849413
245,52.0924102722,51.9141600902,58.3156849413
246,52.1175935142,51.9141600902,58.3156849413
247,52.1175935142,51.9141600902,58.3156849413
248,52.1281637972,51.9247303733,58.3176328314
249,52.1821382527,51.9684284779,58.3369261951
250,52.1862047899,51.9724950151,58.3409927323
251,52.212608607,51.9907844758,58.3536945833
252,52.2261756443,51.9907844758,58.3672616206
253,52.2402528683,51.9978832956,58.3672616206
254,52.2592382725,52.0168686999,58.3672616206
255,52.2864289537,52.0287097642,58.370634293
256,52.3187203993,52.0289514965,58.370634293
257,52.3413953495,52.0516264467,58.370634293
258,52.3413953495,52.0516264467,58.370634293
259,52.3572344241,52.0674655214,58.3864733677
260,52.3779199332,52.0881510304,58.3864733677
261,52.457874358,52.1681054552,58.4322916071
262,52.4776686072,52.2127830614,58.4322916071
263,52.5046109542,52.237389308,58.4392461266
264,52.5046109542,52.237389308,58.4392461266
265,52.5130875314,52.2458658852,58.4392461266
266,52.544000756,52.2767791098,58.4630997065
267,52.5592374618,52.2920158156,58.4739090806
268,52.5883205,52.3244704932,58.495998136
269,52.6459488852,52.3781077916,58.5542386557
270,52.6552370734,52.3873959797,58.5542386557
271,52.6788681693,52.4110270756,58.5605326809
272,52.7044080348,52.4365669412,58.5733244192
273,52.7252493926,52.4554876505,58.5756893036
274,52.7252493926,52.4554876505,58.5756893036
275,52.7664064586,52.4966447165,58.5995205996
276,52.7664064586,52.4966447165,58.5995205996
277,52.8179185384,52.5427050947,58.6049723011
278,52.8260051615,52.5457969728,58.6049723011
279,52.8348669432,52.5779639461,58.6371392744
280,52.9316881904,52.6578190509,58.6467488019
281,52.9975262721,52.7236571326,58.6743036547
282,52.9993359939,52.7254668544,58.6743036547
283,53.041463532,52.7675943925,58.6743036547
284,53.0574192489,52.7697186453,58.676805543
285,53.0574192489,52.7697186453,58.681631313
286,53.1104269162,52.8227263125,58.6946007207
287,53.1401582588,52.8524576552,58.6946007207
288,53.1603799677,52.8726793641,58.6958846137
289,53.2070296415,52.9193290378,58.7363001569
290,53.2090262173,52.9245463463,58.7395208896
291,53.241221959,52.956742088,58.7433380808
292,53.2560624018,52.9738992842,58.7435825298
293,53.2560624018,52.9738992842,58.7435825298
294,53.3078070282,53.0431879487,58.7454641525
295,53.3078070282,53.0431879487,58.7517353713
296,53.3083349307,53.0437158512,58.7522632739
297,53.3128256088,53.0482065294,58.7522632739
298,53.3322715179,53.0676524385,58.7699449735
299,53.3322715179,53.0676524385,58.7699449735
300,53.3381584205,53.0881719749,58.7707874081
301,53.3484580965,53.0984716509,58.7863997977
302,53.355225755,53.1052393094,58.7863997977
303,53.3630105707,53.1052393094,58.7941846134
304,53.3701494969,53.1123782356,58.9189603538
305,53.3718712592,53.1917117217,58.9189603538
306,53.3718712592,53.205053613,58.9189603538
307,53.3718712592,53.205053613,58.9226429157
308,53.4148788366,53.2480611905,58.9535045631
309,53.4251367429,53.2621431008,58.9535045631
310,53.4421860977,53.2965610915,58.9535045631
311,53.4421860977,53.2965610915,58.9725332649
312,53.4802173884,53.3222542559,58.9725332649
313,53.4822219499,53.3242588174,58.9800322859
314,53.4886361671,53.3306730346,59.014212505
315,53.5213953333,53.3800838102,59.014902821
316,53.5262708145,53.3849592914,59.0197783022
317,53.5327325756,53.3933010704,59.0273021363
318,53.5515555181,53.4147228406,59.029900964
319,53.5757739709,53.4389412934,59.0506642932
320,53.6134814402,53.4766487627,59.0520749193
321,53.622168767,53.4851838088,59.0564073856
322,53.6221738282,53.48518887,59.0564124468
323,53.6221738282,53.48518887,59.0564124468
324,53.634036919,53.5121380888,59.0586129182
325,53.6753823257,53.5534834955,59.0713536346
326,53.690325823,53.5684269927,59.0952155656
327,53.6907136551,53.5688148248,59.0956033977
328,53.6937892038,53.5718903736,59.0986789465
329,53.7094335477,53.5875347175,59.1094032693
330,53.7239786297,53.6020797995,59.1104935976
331,53.7433752582,53.6279138437,59.1112210892
332,53.8113389341,53.6958775195,59.174751109
333,53.8355129383,53.6983959106,59.1964067222
334,53.8635818107,53.716714656,59.1982432933
335,53.8716938857,53.7216955542,59.1982432933
336,53.8746693729,53.7246710415,59.1982432933
337,53.8846929413,53.7346946098,59.2054958122
338,53.9431584988,53.7931601674,59.224729329
339,53.9490944038,53.7931601674,59.3393615408
340,53.9728060256,53.8036956257,59.3444838462
341,53.9830000886,53.8138896887,59.4054851954
342,54.0140069953,53.8195760195,59.4059617638
343,54.0346844595,53.8273688118,59.4059617638
344,54.0401873609,53.8328717132,59.4059617638
345,54.0710046191,53.8636889714,59.4126735735
346,54.0814236372,53.8741079895,59.4126735735
347,54.0929363299,53.8856206822,59.4298760488
348,54.0929363299,53.8856206822,59.4401069509
349,54.0988453926,53.8856206822,59.4401069509
350,54.1230956687,53.9097783991,59.4401995101
351,54.1687495076,53.9244437236,59.4401995101
352,54.2031726697,53.9263354269,59.4426081583
353,54.2031726697,53.9263354269,59.4426081583
354,54.2031726697,53.9263354269,59.4426081583
355,54.2031726697,53.9263354269,59.4426081583
356,54.257885497,53.9810482542,59.4475819549
357,54.2885484195,54.0117111767,59.4475819549
358,54.3267284787,54.0498912359,59.4521040844
359,54.3267284787,54.0498912359,59.4521040844
360,54.3545373044,54.0777000616,59.4521040844
361,54.3545373044,54.0777000616,59.4521040844
362,54.3545373044,54.1057942428,59.4521040844
363,54.3623852964,54.1136422347,59.4521040844
364,54.3788516873,54.1301086256,59.4521040844
365,54.3986089298,54.1498658682,59.4521040844
366,54.411332479,54.1625894174,59.4521040844
367,54.4199084309,54.1711653693,59.4521040844
368,54.4228095705,54.1740665089,59.455005224
369,54.4256813816,54.17693832,59.4578770351
370,54.4256813816,54.183013609,59.4578770351
371,54.4256813816,54.183013609,59.4578770351
372,54.462738712,54.2200709394,59.4653200672
373,54.4855568339,54.2428890612,59.4653200672
374,54.4855568339,54.2456970266,59.4682206258
375,54.5017718761,54.2697954466,59.4881606674
376,54.5264858276,54.2945093981,59.4881606674
377,54.5264858276,54.2945093981,59.4881606674
378,54.5374149014,54.3054384719,59.4950771122
379,54.5593602366,54.3054384719,59.4950771122
380,54.5644971128,54.3105753481,59.4950771122
381,54.5774491904,54.3235274257,59.4969618104
382,54.6186026842,54.3864014349,59.4997117438
383,54.6186026842,54.3864014349,59.5015858818
384,54.6186026842,54.3864014349,59.5015858818
385,54.6186026842,54.3864014349,59.5015858818
386,54.6186026842,54.3864014349,59.5015858818
387,54.6381078339,54.403213875,59.5042785914
388,54.6563470095,54.4300271811,59.545985589
389,54.6620186576,54.4356988292,59.5516572371
390,54.6964128213,54.482448988,59.5548324562
391,54.7434144377,54.5133436739,59.5548324562
392,54.7606953987,54.530624635,59.5588322528
393,54.7606953987,54.530624635,59.5588322528
394,54.7724268002,54.5423560365,59.5659582868
395,54.7781528112,54.5480820475,59.5716842978
396,54.7792780691,54.5492073054,59.5716842978
397,54.7792780691,54.5492073054,59.5862919139
398,54.7792780691,54.5492073054,59.5862919139
399,54.8147232893,54.5846525256,59.5862919139
400,54.8366372217,54.606566458,59.5898179942
401,54.8383172923,54.6185213435,59.5914980648
402,54.8383172923,54.6305295069,59.5914980648
403,54.8587879441,54.6510001587,59.5938638865
404,54.8974938543,54.689706069,59.5938638865
405,54.9057919869,54.6980042015,59.6349694243
406,54.9057919869,54.7110642178,59.6349694243
407,54.9155236397,54.7110642178,59.6349694243
408,54.9224202088,54.7179607869,59.6376815186
409,54.9462065312,54.7417471093,59.6376815186
410,54.9489362026,54.7444767808,59.6376815186
411,54.9489362026,54.7444767808,59.6376815186
412,54.970034719,54.7655752971,59.6376815186
413,55.0031936076,54.7919489292,59.6376815186
414,55.020624668,54.7958948767,59.6376815186
415,55.020624668,54.7958948767,59.6376815186
416,55.0207063773,54.7959765861,59.637763228
417,55.030654755,54.8059249638,59.6410779358
418,55.0458869919,54.8211572007,59.6410779358
419,55.1221322979,54.8415293634,59.6614500985
420,55.1411832233,54.8605802888,59.6626101241
421,55.1557553269,54.8751523924,59.6626101241
422,55.1782309559,54.8932056906,59.6653869157
423,55.1791706343,54.894145369,59.6726353732
424,55.1843565632,54.8993312979,59.6736941871
425,55.2207673617,54.9036687705,59.6743518925
426,55.2324345303,54.9153359391,59.6743518925
427,55.2639956767,54.9468970855,59.6743518925
428,55.2639956767,54.9468970855,59.6743518925
429,55.2701163244,54.9530177332,59.678950581
430,55.2706520949,54.9568979984,59.678950581
431,55.2706520949,54.9568979984,59.678950581
432,55.3026325582,54.9568979984,59.678950581
433,55.3355426323,54.9875905682,59.6835542932
434,55.3478185543,54.9998664903,59.6835542932
435,55.3710750285,55.0231229645,59.7728737272
436,55.397147428,55.049195364,59.7733595804
437,55.4012092313,55.0532571672,59.7774213836
438,55.4012092313,55.0532571672,59.7774213836
439,55.4418245296,55.0639352202,59.7789688752
440,55.4642423984,55.0812468232,59.7789688752
441,55.5132401629,55.1302445876,59.8122299087
442,55.522508721,55.1395131457,59.8122299087
443,55.5407292534,55.1577336782,59.8122299087
444,55.5461635206,55.1631679453,59.8122299087
445,55.5578172838,55.1748217086,59.8122299087
446,55.5660371478,55.1830415726,59.8122299087
447,55.5660371478,55.1830415726,59.8243595954
448,55.5751092673,55.1830415726,59.8243595954
449,55.6049440149,55.2062129478,59.8484357119
450,55.6049440149,55.2062129478,59.8484357119
451,55.6049440149,55.2062129478,59.8484357119
452,55.609656621,55.2109255538,59.851191085
453,55.6212272303,55.2477455508,59.851191085
454,55.643544706,55.2596821454,59.851191085
455,55.643544706,55.2773473574,59.851191085
456,55.6459076059,55.2797102573,59.851191085
457,55.6707250164,55.3045276677,59.851191085
458,55.6939567999,55.3232138433,59.851191085
459,55.6968939069,55.3261509502,59.851191085
460,55.6968939069,55.3261509502,59.851191085
461,55.6977841218,55.3270411651,59.8560888212
462,55.6977841218,55.3270411651,59.8560888212
463,55.7190374129,55.3482944563,59.8585941062
464,55.7191011057,55.3483581491,59.8585941062
465,55.7191011057,55.3483581491,59.8585941062
466,55.7221838647,55.351440908,59.8585941062
467,55.7221838647,55.3529216436,59.8585941062
468,55.725167152,55.355904931,59.8628597394
469,55.725167152,55.355904931,59.8628597394
470,55.7383716427,55.3610883878,59.8628597394
471,55.7425611649,55.3617517106,59.8628597394
472,55.7725043509,55.3617517106,59.8628597394
473,55.8107914833,55.4000388429,59.8694028346
474,55.8143351402,55.4035824998,59.8694028346
475,55.8143351402,55.4068173432,59.8694028346
476,55.8223011288,55.4147833318,59.8745845324
477,55.8223011288,55.4147833318,59.9195746107
478,55.8230473505,55.4155295535,59.9203208324
479,55.8360274782,55.4285096812,59.932828859
480,55.9079543906,55.4551698934,59.932828859
481,55.9079543906,55.4551698934,59.932828859
482,55.9394574116,55.4866729145,59.932828859
483,55.9394574116,55.4866729145,59.932828859
484,55.9394574116,55.4901700671,59.9417568855
485,55.944861401,55.4955740565,59.9417568855
486,55.9977365169,55.5128618525,59.9417568855
487,56.0049724414,55.520097777,59.9451025768
488,56.0049724414,55.5206572079,59.9451025768
489,56.0241348485,55.539819615,59.9451025768
490,56.0395886988,55.5552734653,59.9815018531
491,56.0536408384,55.5693256049,59.9830924983
492,56.0568006467,55.5724854132,59.9863251737
493,56.0782186001,55.5936337758,60.0071190544
494,56.0782186001,55.5936337758,60.0071190544
495,56.0782186001,55.6105932815,60.0071190544
496,56.0858863035,55.6105932815,60.0071190544
497,56.0858863035,55.6105932815,60.0071190544
498,56.0859736747,55.6106806527,60.0072064256
499,56.0956488761,55.620355854,60.0074011007
