Time(Iteration),CAB,LinUCB
0,4.70990777941,5.83544517415
1,8.04197414048,10.5027170567
2,11.0680721301,13.9393200769
3,13.5258766368,18.3230960406
4,16.3045420114,21.7091642408
5,17.9931746099,24.8100575733
6,20.0285077174,26.6940699752
7,21.7541907148,28.4150251143
8,23.4092603689,30.1474364079
9,25.2957549698,31.095465572
10,26.8378967513,32.4807792579
11,28.6611003822,33.5946905849
12,29.8757383968,34.368953253
13,32.0484407,36.4587483236
14,33.3261977293,36.8927494361
15,34.488346041,37.6226855524
16,35.8038380352,38.6223040729
17,36.6596757609,39.4056840582
18,37.7140749844,40.2950689677
19,38.6057186901,41.1107649064
20,39.691473046,42.1312107154
21,40.2035831192,42.5314107506
22,41.1220564393,43.6644054021
23,41.7567859397,44.1255584934
24,42.5910675001,44.6327402447
25,43.2520489536,45.1234300594
26,43.8633168765,45.9202483169
27,44.6552060078,46.250761226
28,45.2170901129,46.8873789012
29,45.6628175339,47.2971147391
30,46.0071453675,47.443911703
31,46.5658466245,47.8306149141
32,46.9857852222,48.4248262457
33,47.4626966537,48.7741497843
34,48.3042770151,49.3756621336
35,48.7519199107,49.9573797796
36,49.2252467038,50.5763485121
37,49.5154392606,50.7022987828
38,50.1089186169,51.3358911707
39,50.4757074474,51.9686713712
40,50.8787280504,52.4024496389
41,50.9314429881,52.8499163109
42,51.324362928,53.054033616
43,51.4623033594,53.2842055598
44,51.620611925,53.4410792239
45,51.8102633426,53.5227657859
46,52.1323952004,53.9287877783
47,52.5775224857,54.517237386
48,52.8092920885,54.6928245206
49,53.167913102,54.9047227571
50,53.4237116685,55.2399637652
51,53.5785681263,55.5090973962
52,53.9007546725,55.6157383994
53,54.1680145402,55.8622960923
54,54.6604992689,56.3236041695
55,55.0501375241,56.428479698
56,55.4657959458,56.8424853687
57,55.6659407404,56.9706685217
58,55.8177428466,57.0799415564
59,55.9147870937,57.1129811179
60,56.0766113051,57.3174501997
61,56.2849627487,57.5604100764
62,56.338053354,57.6677007897
63,56.4440046861,57.8655216901
64,56.5423862669,57.9565488742
65,56.5989188228,58.0684660924
66,56.9883253955,58.3916316633
67,57.0278837776,58.6198728967
68,57.1562304417,58.7116370723
69,57.2568615251,58.9274735464
70,57.3704768703,59.1823319781
71,57.4321218809,59.2439769887
72,57.6031352426,59.379314134
73,57.8032231478,59.4514524501
74,57.9949628935,59.6838983073
75,58.1312627401,59.8214347747
76,58.1555035187,59.8456755533
77,58.1803901712,59.8877474531
78,58.2579861443,59.9871471092
79,58.4554065262,60.1824231906
80,58.6157038111,60.3215163664
81,58.6245141536,60.3806007568
82,58.6613123943,60.4173989975
83,58.7964371381,60.4883218189
84,58.9072725477,60.5149066616
85,59.0469414327,60.5815475456
86,59.1519436731,60.6755269185
87,59.3974822144,60.8959097887
88,59.4634027447,60.9444554229
89,59.6448296435,61.0036264648
90,59.6767674738,61.0355642951
91,59.7544063689,61.142111855
92,59.8600550762,61.336625866
93,59.8760015403,61.3522213841
94,59.9541287013,61.4042039067
95,60.150957518,61.4995490784
96,60.1895131701,61.6158902115
97,60.2055991258,61.6790315986
98,60.2544675787,61.6790315986
99,60.3362104589,61.751441862
100,60.4694450272,61.7616248785
101,60.565833464,61.8250838615
102,60.8728038665,62.0647523131
103,60.8728038665,62.0917523494
104,60.9392077405,62.1526554427
105,61.0391796524,62.2260642625
106,61.0622177112,62.3259426176
107,61.0681710479,62.4073672369
108,61.0709383264,62.4101345153
109,61.0709383264,62.4101345153
110,61.1164579729,62.4384260416
111,61.1349322487,62.4610472794
112,61.1594023626,62.4922575597
113,61.1594023626,62.4922575597
114,61.1771924283,62.4922575597
115,61.2137407957,62.4984364742
116,61.2137407957,62.5673996704
117,61.2779175113,62.6503459624
118,61.3058036099,62.7260811424
119,61.3284240632,62.7260811424
120,61.3826221118,62.824491464
121,61.4113280357,62.8506883798
122,61.4208459262,62.8951021495
123,61.5338983869,62.8951021495
124,61.5408210343,62.9020247969
125,61.5701887907,62.9105788764
126,61.6861931713,62.9556871791
127,61.7461641857,63.0864532047
128,61.8099351784,63.1510039708
