Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB
0,6.6279347175,6.6279347175,6.6279347175,6.66612841578
1,11.3808042372,11.9891739394,8.79449881996,11.8140780808
2,16.073779685,15.9959039243,11.0596626808,16.7868836117
3,18.4889823106,19.4109772619,12.5437308129,19.9066411251
4,20.7301496657,20.9095608095,13.1873666051,22.612541634
5,23.6584580712,22.9596278558,14.1784138305,25.6745693435
6,25.6583446957,24.6622150982,15.3534001501,27.7927350565
7,27.5206397138,26.2015741719,15.7630229555,29.801054925
8,29.3614425199,27.4664898139,17.1456095064,31.6818586908
9,30.7597528626,29.4026662116,18.1050934963,32.9487928518
10,32.1763590638,30.9124599586,18.9061282252,34.4300007932
11,33.2957381554,31.9335970161,19.5286395383,36.3502451536
12,34.6539282125,33.0888615172,19.6989756875,38.0023557486
13,36.0034560932,34.5320321444,20.2749811559,39.7099332434
14,37.1236139623,35.6474423441,20.6522084089,41.1292537284
15,37.9638281988,36.7814361386,20.8504506295,42.422718378
16,38.9764689801,37.8087194398,21.0242856666,43.5932404864
17,39.9950759832,38.4878708107,21.6229018522,44.6677083016
18,40.5044103039,39.8147301706,22.2156275816,45.1819376505
19,41.6551357486,40.8878271297,22.7102654931,46.4587981374
20,42.6215111215,42.183650555,23.2187705238,47.7947481905
21,43.3248113395,42.7522155044,23.5820771987,48.5411413069
22,44.0989155206,43.4569919285,24.2764096174,49.2301640336
23,44.7143465636,43.9343453421,24.6376138324,49.8232901994
24,45.3164759756,44.8773389564,25.0587914606,50.3874382827
25,45.6596193732,45.7456496664,25.1187385772,50.7536866131
26,46.0581402254,46.2139736117,25.4814835536,51.1838563531
27,46.8240178468,46.9945453941,25.6879095566,51.9230052325
28,47.5273432763,47.5021802426,25.9978475565,52.3227674189
29,48.1304774564,48.3087292332,26.0037844637,52.7561015142
30,48.1310941371,48.663639173,26.0309246119,53.0215028035
31,48.5329045807,49.082764349,26.1943071855,53.1790988852
32,48.766453709,49.5755883543,26.3086988652,53.400067341
33,48.7810303437,49.7929842095,26.367363948,53.4146439756
34,49.1858568123,50.5499096891,26.6963365292,53.9652417414
35,49.5915759037,51.2451200101,27.0148554069,54.8948029944
36,49.8830577199,51.6103594609,27.1476867194,55.2529175112
37,49.9027714864,51.835171504,27.1601058535,55.2766291791
38,50.1291665759,52.0936000277,27.2742585149,55.4872199386
39,50.5215788687,52.5826157077,27.2853262566,55.9980039401
40,50.8613528143,53.089560315,27.4887507944,56.4631953423
41,51.1638638988,53.7725645956,27.8241983545,56.8128413376
42,51.5239870239,54.1251607506,27.9733319806,57.290004415
43,51.7449149466,54.3306234375,28.1607862307,57.4443701235
44,52.0685871963,54.590435493,28.4192433468,57.8015273834
45,52.0831592459,54.9383073877,28.4645616194,58.1153971284
46,52.1830928729,55.2234123899,28.5706452576,58.1153971284
47,52.4324949117,55.6829301236,28.7015765523,58.3213102921
48,52.539589886,55.8998563241,28.8082966908,58.5635609589
49,52.8780141422,56.0256866909,28.831795274,58.6718960765
50,52.9946623211,56.2326441501,28.9164309827,58.7506581742
51,53.1069279382,56.5178096926,28.9797135245,58.8532333821
52,53.3523539173,56.8098548552,29.0587313598,59.0773475372
53,53.6964165401,57.1637493114,29.1151095692,59.3649445141
54,53.8142314008,57.373832011,29.173899173,59.6654859933
55,54.0182771976,57.6768175384,29.2078752005,59.8957506443
56,54.0738815238,57.8144249152,29.2544963023,59.9680870352
57,54.0738815238,58.0031973378,29.2568020101,60.0938195168
58,54.1757120232,58.083457322,29.2996101887,60.1718788869
59,54.3313248504,58.4008137091,29.3268134376,60.3457388033
60,54.3689352151,58.447258513,29.3504823878,60.3970603451
61,54.48677254,58.5634489261,29.5643686746,60.5922885309
62,54.5365959317,58.6118972446,29.6181499047,60.7042580439
63,54.6797099914,58.9628215991,29.8124760446,60.9337094172
64,54.8026103451,59.0076454839,29.8912313724,61.0020232908
65,54.8771728443,59.051860786,29.9354466745,61.2902648749
66,54.9407531394,59.17121751,29.9354466745,61.3485882953
67,55.1910119826,59.3879007566,29.9943700765,61.4961413368
68,55.1985175098,59.5217339167,29.9995467454,61.5013180057
69,55.4139654499,59.7831918194,30.0513874414,61.5170315668
70,55.5289048958,60.0917794162,30.090028517,61.6398659307
71,55.5713197107,60.2486181416,30.0954873935,61.6453248072
72,55.635929407,60.3321964023,30.1600970898,61.6944773642
73,55.7066108049,60.463891089,30.2063722803,61.7123135451
74,55.8383832792,60.6957989517,30.2957592014,61.8190295805
75,55.8895508236,60.9198308249,30.330699977,61.945341464
76,56.0614653504,61.0981943822,30.3557399467,61.9603082128
77,56.1628126012,61.2121611209,30.3996572126,61.9665033114
78,56.2715175048,61.2838736863,30.4001711273,62.0766921181
79,56.4089099643,61.4530448291,30.4656540726,62.1738763037
80,56.5330958576,61.5337992428,30.4813060213,62.1957658669
81,56.5503627047,61.5502761727,30.4948184945,62.1995202408
82,56.5787263141,61.5807224032,30.4948184945,62.2074040981
83,56.6931069327,61.8574584186,30.6388843398,62.3809143633
84,56.7476842244,61.9533231529,30.6423504571,62.3890369853
85,56.8115511891,61.9916880384,30.7527164565,62.5322310851
86,57.102137117,62.4152068567,30.7789742336,62.8600434052
87,57.1436408176,62.5364309487,30.9491336762,62.9429922655
88,57.1606659774,62.6791362138,30.9661588361,63.0494399233
89,57.3435913783,62.8592317411,31.1122053096,63.07090757
90,57.3771275482,62.9286160953,31.1396514247,63.118301151
91,57.4094151016,63.1148819642,31.1510099707,63.2785251357
92,57.4659781089,63.2739735287,31.2185234559,63.3369625387
93,57.5787528182,63.618229172,31.2185234559,63.5612576764
94,57.63927783,63.6945503834,31.3356962181,63.6874774053
95,57.6975644496,63.7129329887,31.389046888,63.6922713084
96,57.7457485567,63.773202977,31.5296419858,63.8328664062
97,57.7561471669,63.779992291,31.5364312998,63.8432650164
98,57.8054818566,63.8287465819,31.5410872582,63.8479209747
99,57.8895279038,64.1532456895,31.5533755183,63.9244615992
100,57.8895279038,64.1780958821,31.705397966,63.9493117918
101,57.8983372377,64.2034510698,31.7146527259,63.9535342168
102,57.9458257622,64.3191493383,31.7356302019,63.9745116928
103,58.0301031195,64.396913738,31.8155308907,63.9872681439
104,58.0620201523,64.5268647855,31.8272955869,63.9990328401
105,58.0841125109,64.5913273641,31.8272955869,64.090962624
106,58.1348323918,64.8889276536,31.9029826215,64.229519989
107,58.2711137092,65.1153585477,31.9587110096,64.4422563397
108,58.2863025967,65.2153159958,32.0244852995,64.4574452272
109,58.3279173575,65.3722596497,32.0950150456,64.4824883315
110,58.456624513,65.5209060447,32.1807080004,64.5288519807
111,58.5697354777,65.6589530807,32.2784943379,64.6507927886
112,58.5700292183,65.6657870683,32.2787880784,64.6510865291
113,58.6475046433,65.8674226089,32.3080063844,64.6803048351
114,58.6497761996,65.9313305868,32.3080063844,64.6825763914
115,58.6881582133,66.3930657342,32.3082057795,64.7548289745
116,58.6881582133,66.4507553829,32.3323879094,64.9417434969
117,58.7584619219,66.7417214585,32.3712188575,64.9602206611
118,58.7785402218,66.7788268258,32.3902465732,64.9602206611
119,58.8193122681,66.9195346918,32.4314815831,64.9962868828
120,58.8608910773,67.0604937316,32.4537259099,65.0505847041
121,58.8806871979,67.0859644586,32.459557257,65.0505847041
122,58.9435255386,67.1839753263,32.5513653654,65.1313568645
123,58.9623462806,67.2027960683,32.5701861074,65.158642503
124,58.9865936437,67.240967569,32.5701861074,65.1978040561
125,59.0457756329,67.542283357,32.6293680966,65.2569860453
126,59.1068918752,67.6019842065,32.6413442986,65.3128206331
127,59.1266935578,67.675495841,32.6413442986,65.3128206331
128,59.1266935578,67.7129955455,32.6458504833,65.3128206331
129,59.151031291,67.7400448473,32.6659566458,65.3682725953
130,59.2782270296,67.816234655,32.6777437793,65.4900333181
131,59.3362615758,67.9447205021,32.6962205576,65.5196771441
132,59.3589722648,68.2210637,32.7279312555,65.5524112429
133,59.3960685736,68.3256762324,32.7650275643,65.5557683541
134,59.4120943799,68.3947381523,32.7835930949,65.5743338847
135,59.4225382109,68.4212121748,32.795990106,65.6149674834
136,59.5093525634,68.5007343784,32.8121233856,65.747337716
137,59.5093525634,68.6671027155,32.8125024236,65.747716754
138,59.5093525634,68.7941148014,32.8125024236,65.753322045
139,59.5294530162,68.8186024575,32.8125024236,65.8326684393
140,59.5406009083,68.8270375587,32.8234825855,65.8436486012
141,59.5447347427,69.0487013407,32.8250601273,65.845226143
142,59.5591937728,69.0925536391,32.9187892554,65.9294705648
143,59.6921427318,69.1960001027,32.9203777418,65.9401771225
144,59.7197934571,69.3352507435,32.9222463141,65.9678278478
145,59.7381401762,69.3515677909,32.9225731174,65.9861745668
146,59.8078687978,69.4360992863,32.9248485698,65.9889045058
147,59.8340002434,69.5282285418,32.9248485698,65.9993740009
148,59.8623338395,69.6767430806,32.9257127528,66.000238184
149,59.8840985531,69.7669905028,32.9320735236,66.0065989548
150,59.9220558918,69.7965190112,32.9321098268,66.0180834072
151,59.9966981892,69.7965190112,32.9344418301,66.1202182263
152,59.9966981892,69.9101324567,32.9344418301,66.1236547315
153,59.9966981892,70.0611291024,32.9813257929,66.1236547315
154,60.1680286523,70.1821577691,32.984913338,66.3500611577
155,60.2498321456,70.4388956505,33.0265548333,66.4477313692
156,60.3177761216,70.5592423514,33.0285281315,66.4561988607
157,60.3345914968,70.653474931,33.0288988866,66.5212091323
158,60.349248045,70.8078724877,33.0335448654,66.5258551112
159,60.3521461007,70.8637809964,33.049175622,66.5698054421
160,60.380704355,70.9269897457,33.049175622,66.5698054421
161,60.5705340564,71.0117355574,33.0493000948,66.7456927255
162,60.5705340564,71.0581739579,33.0629479212,66.768565532
163,60.5866291489,71.1466890069,33.0764001122,66.7869732693
164,60.6020632251,71.1761529029,33.0871625736,66.807678542
165,60.6083427368,71.2508202805,33.0934420853,66.8321133608
166,60.612428193,71.2800688782,33.0934420853,66.8321133608
167,60.64792141,71.3393759901,33.1086054197,66.8793733365
168,60.6850716494,71.4586914852,33.1086054197,66.8885484267
169,60.6948927244,71.4685125601,33.1117163899,66.8885484267
170,60.7263432916,71.4999631273,33.1174352805,66.8942673174
171,60.7946350422,71.6085144912,33.1235133842,66.9101154674
172,60.8161425491,71.6454068213,33.1235133842,66.9513940434
173,60.8596158282,71.6888801004,33.1235133842,66.9513940434
174,60.8672790619,71.697062322,33.1235133842,66.9513940434
175,60.8873336089,71.8270278382,33.1235133842,66.9714485905
176,61.0835167069,71.8826791175,33.1235133842,67.1409738547
177,61.0933154524,71.890650684,33.1235133842,67.1454993341
178,61.11103461,71.9083698416,33.1243734521,67.1555610109
179,61.1289877539,71.9399554599,33.1243734521,67.1594369614
180,61.1327220907,72.0444633985,33.1293857861,67.1670732196
181,61.1335528786,72.1774536405,33.1293857861,67.1679040076
182,61.1933712075,72.3532188627,33.1293857861,67.1679040076
183,61.2195500776,72.4353227796,33.1448183403,67.1860414713
184,61.2548906048,72.4717161539,33.1456814961,67.1860414713
185,61.3183969019,72.5714080369,33.1456814961,67.2029292849
186,61.3183969019,72.5824407323,33.1456814961,67.2029292849
187,61.3183969019,72.6445263837,33.1484322001,67.2115924638
188,61.3342695478,72.7509623045,33.1950392069,67.2470824621
189,61.3449287386,72.7509623045,33.1950392069,67.2577416529
190,61.3449287386,72.7811766414,33.2003662305,67.2630686766
191,61.3510665519,72.79731939,33.2109115943,67.2736140403
192,61.3510665519,72.7995816073,33.2109115943,67.2789064678
193,61.3894963138,72.8265352366,33.2156797468,67.2789064678
194,61.4715994586,72.8321163679,33.2170680095,67.3615863935
195,61.5115404152,72.8402128112,33.2170680095,67.3863686673
196,61.5119049474,72.8755846851,33.2174325418,67.4124688059
197,61.5126351792,72.9393086204,33.2174325418,67.4131990377
198,61.5250707067,73.0070007517,33.2184157785,67.4256345652
199,61.539753923,73.1049691548,33.2184157785,67.4410440792
