Time(Iteration),LinUCB_new,LinUCB
0,7.90593861478,8.0248467545
1,13.4267285162,13.7250350806
2,18.6976698224,18.9818678331
3,21.9288582355,21.7505155312
4,25.5689941885,25.3158810969
5,28.6288190338,28.1303134747
6,33.1057230407,32.6072174817
7,36.1622362761,35.5221698422
8,38.4853585638,37.9237477669
9,40.8889604495,40.4940891203
10,42.9370454451,42.6177561982
11,45.0213256839,44.9075485661
12,47.0669995715,46.9532224537
13,48.2422791508,48.3750621063
14,49.8867264736,49.9027609248
15,51.2186966974,51.2128905118
16,52.3829082893,52.8178793277
17,53.7527098939,54.0448393257
18,55.4394365817,55.7084934616
19,56.359335665,56.6358643741
20,57.6248016556,57.9386258841
21,58.384096128,58.7294708041
22,59.584545587,60.1171691495
23,61.1295718121,61.9410301001
24,62.146866564,63.2497974465
25,62.9456105276,64.2584459111
26,63.926180271,65.4485081105
27,65.1137743273,66.8148320717
28,65.9445898826,67.928427738
29,66.4958111991,68.8767240072
30,67.1132523807,69.7144308891
31,67.8465333195,70.6444514797
32,68.586750628,71.6735891878
33,69.4107194773,72.778509596
34,70.0248796157,73.6298713689
35,70.7017821322,74.5074500867
36,71.3508153648,75.2383332238
37,71.9460431982,76.0918941455
38,72.556626008,76.9754729709
39,73.2264836443,78.0000965746
40,73.4735201399,78.4382391528
41,74.2698301911,79.5079094619
42,74.7092559651,80.0152912312
43,75.1556851945,80.7136047352
44,75.7869496946,81.706918894
45,76.3015931601,82.6709798458
46,76.8695630048,83.46972625
47,77.7008473293,84.5488393676
48,78.201910482,85.0732628006
49,78.6348688583,85.7957738886
50,78.7208617459,86.3431920802
51,79.3137571775,87.1875550581
52,80.0971401542,88.0730505445
53,80.323753803,88.3754741293
54,80.738708076,88.8464721045
55,80.7654148138,88.9425214676
56,80.9155236194,89.1155615888
57,81.0616174116,89.2878337456
58,81.2778623491,89.4570504572
59,81.9018721843,90.0084999216
60,82.0496280537,90.3062335543
61,82.2071198363,90.4637253368
62,82.4509952997,90.714680279
63,82.5306750454,90.8069134675
64,82.6006180861,90.9146026998
65,82.904915081,91.0709953363
66,83.125401455,91.3270237421
67,83.2711644902,91.4727867772
68,83.6649454568,91.846388511
69,83.8014787022,91.9829217564
70,84.051281159,92.1270661887
71,84.1750935309,92.2742833295
72,84.1908472191,92.2900370178
73,84.2966548348,92.4388543072
74,84.6341969568,92.7763964292
75,84.6888452523,92.8211223671
76,85.0283361823,93.1606132971
77,85.0592022856,93.1718841432
78,85.2969594547,93.3748624279
79,85.347019448,93.4296625594
80,85.4174093781,93.5093195741
81,85.5728356856,93.6647458816
82,85.6370592294,93.768393235
83,85.8594043078,93.9814909436
84,85.8655267542,93.98761339
85,85.8916802987,94.0137669345
86,85.9024667066,94.0245533424
87,86.0707570159,94.126525512
88,86.2721175441,94.3278860402
89,86.2939159376,94.3787089312
90,86.4147267851,94.4379095342
91,86.4147267851,94.4379095342
92,86.4444189698,94.5206491218
93,86.4954034265,94.6637179838
94,86.5493246494,94.7176392067
95,86.6633235956,94.808588973
96,86.8143364348,94.9699335688
97,86.888623396,95.0442205301
98,86.9499169358,95.2293395411
99,87.1268431023,95.4062657075
100,87.1865934359,95.4986033428
101,87.374090848,95.6444026125
102,87.4253774875,95.695689252
103,87.4517438205,95.7220555851
104,87.4774288183,95.7477405829
105,87.4949160789,95.7565004786
106,87.4949160789,95.7565004786
107,87.5954770856,95.8570614853
108,87.7333426848,95.9954589809
109,87.7386917425,96.016751458
110,87.8098649817,96.0879246972
111,87.8169750708,96.0879246972
112,87.8813085386,96.3209536023
113,87.9227708855,96.3624159492
114,88.037275664,96.4769207277
115,88.0554098143,96.495054878
116,88.0790457803,96.5743120778
117,88.3923824467,96.8876487442
118,88.4522332315,96.947499529
119,88.4780252583,96.9878967859
120,88.6385424059,97.1433850198
121,88.6552112556,97.1600538694
122,88.8638337987,97.3686764125
123,88.9626905104,97.4653900393
124,89.0331666844,97.5358662134
125,89.0538530896,97.5606184423
126,89.1385785861,97.6453439388
127,89.1536691157,97.6604344684
128,89.1873827138,97.7043550792
129,89.2019082781,97.8429764241
130,89.227753578,97.8661134909
131,89.4139012243,98.0977083781
132,89.5641515663,98.2572277638
133,89.5709322356,98.2640084331
134,89.6123396978,98.3054158952
135,89.7088883977,98.4019645952
136,89.8991665386,98.6483858538
137,89.8991665386,98.6483858538
138,89.9748099113,98.7240292265
139,90.0112061677,98.7240292265
140,90.0112061677,98.7240292265
141,90.1353611955,98.8481842543
142,90.3041322207,98.9866068934
143,90.3222874615,99.0047621341
144,90.3334499887,99.0159246613
145,90.4118865339,99.0585974273
146,90.5371375578,99.1838484511
147,90.5811322514,99.2421295877
148,90.6095906058,99.2573431517
149,90.6901746378,99.3379271837
150,90.7192576581,99.367010204
151,90.7691911818,99.3749408222
152,90.7934880416,99.399237682
153,90.8011557236,99.406905364
154,90.8183790772,99.4377721513
155,90.9028308036,99.5084240225
156,90.9028308036,99.5091398778
157,90.9178926704,99.5325480875
158,91.0307254306,99.6453808476
159,91.036934837,99.6453808476
160,91.057337743,99.6657837536
161,91.1088418402,99.7172878509
162,91.1393084651,99.7477544757
