Time(Iteration),LinUCB_new,LinUCB
0,7.23205191195,7.3029607952
1,12.6079750348,12.5314332157
2,16.6149468466,17.1832527692
3,19.3312391816,19.5359959352
4,21.5457810479,21.9027138878
5,23.9526111978,24.2940066221
6,26.2065772663,26.4300891643
7,27.1382748939,27.652819373
8,28.5865575179,29.0685251005
9,30.5570079973,31.0841068002
10,31.9718324716,32.5700523943
11,33.0056765874,33.6539341329
12,34.1842314484,35.094671406
13,34.8143108498,35.9025706213
14,35.1334675297,36.535898426
15,35.9953231847,37.4146867824
16,37.3513201356,38.774599222
17,38.4249448947,40.0371028723
18,39.205278932,40.9096665455
19,40.1043015726,41.4632635432
20,40.5234122104,41.7404688827
21,40.7826850128,41.9997416851
22,41.2058017506,42.4740825846
23,41.8399211745,42.8155685367
24,42.2569829493,43.3478795811
25,42.6525807041,43.6291261431
26,42.9231995613,43.8997450004
27,43.3538945744,44.2756466677
28,43.6802940935,44.6020461867
29,43.8795428422,44.8012949355
30,44.0639336288,45.0173288829
31,44.2287254298,45.1976448237
32,44.420747507,45.3580928922
33,44.5790506315,45.6087750496
34,44.7802137121,45.8099381301
35,45.3629977839,46.2206501333
36,45.383253277,46.2409056264
37,45.5757205947,46.3932386059
38,45.7333773837,46.8119098984
39,45.8226899299,46.9672713314
40,46.067438226,47.2259010216
41,46.2602410511,47.4443327389
42,46.7653307137,47.9142780224
43,47.3217021502,48.5490644796
44,47.5450819715,48.7278402818
45,47.7981319956,49.0716112592
46,47.8841839662,49.2010139245
47,48.0177267786,49.5274045394
48,48.1147724985,49.6764574381
49,48.3525231314,49.8938632059
50,48.5111041359,50.0524442104
51,48.7849301356,50.3262702102
52,49.0366584686,50.6314080817
53,49.2095562019,50.804305815
54,49.4955604207,51.0903100339
55,49.5890683747,51.3045067806
56,49.809425169,51.5248635749
57,50.0060820371,51.8348578334
58,50.1462965306,51.9907108224
59,50.1849921536,52.1892687207
60,50.3395266257,52.3438031927
61,50.4063684046,52.3438031927
62,50.4636509601,52.4010857483
63,50.632750344,52.6234362053
64,50.6496542443,52.6403401056
65,50.6530682506,52.6437541118
66,50.692831098,52.6835169592
67,50.7139520113,52.720688822
68,50.7371200535,52.7866489663
69,50.7868622184,52.8363911312
70,50.8289337528,52.8642947627
71,50.8321028183,52.8674638282
72,50.9996828366,52.9674168747
73,51.0267685056,53.0051124274
74,51.0523037895,53.0634990134
75,51.0909395444,53.1113083919
76,51.1549376728,53.1753065204
77,51.199542465,53.2199113125
78,51.3812703906,53.3400943924
79,51.4122894727,53.3711134744
80,51.4182280358,53.3839760655
81,51.4498092912,53.4155573209
82,51.576715064,53.5326099022
83,51.6050653518,53.56096019
84,51.67261388,53.6184574782
85,51.7554315871,53.6888640565
86,51.8407121402,53.7992519178
87,51.8571791151,53.8157188927
88,51.975096677,53.9107262751
89,52.0100459353,53.9331429307
90,52.1144584502,54.0020780708
91,52.3105626544,54.2039589213
92,52.359219575,54.2760751678
93,52.4487718815,54.3656274743
94,52.5487911176,54.4656467104
95,52.6171483749,54.5201953241
96,52.6292470214,54.5322939705
97,52.6956589329,54.5987058821
98,52.8651906135,54.790485602
99,52.8651906135,54.802644572
100,52.8854954091,54.8229493676
101,52.9557611378,54.94013999
102,52.9792673403,54.9636461925
103,53.0121830824,54.9965619346
104,53.0125740331,54.9995563942
105,53.0253446736,55.0123270347
106,53.1121464101,55.0991287711
107,53.2338498551,55.2208322161
108,53.2679561636,55.2669782036
109,53.3824308103,55.3911597882
110,53.5085602574,55.5172892352
111,53.5384014484,55.5308660799
112,53.6488327737,55.6412974052
113,53.6941241956,55.6865888271
114,53.7416726235,55.734137255
115,53.76749809,55.7832787143
116,53.8193810182,55.8351616425
117,53.8381361176,55.8539167419
118,53.911947329,55.9277279534
119,54.0873213948,56.0360796625
120,54.0930314354,56.0417897032
121,54.1415476276,56.0831346504
122,54.2454005435,56.1869875663
123,54.2533443995,56.2037677981
124,54.3290132668,56.2794366655
125,54.3876947986,56.3381181972
126,54.4474445689,56.3978679676
127,54.4634734375,56.4045559379
128,54.4942694175,56.4353519179
129,54.5112971706,56.4523796711
130,54.5483568467,56.4894393471
131,54.5868631997,56.5279457002
132,54.630201415,56.5849690714
133,54.6788315582,56.6561663727
134,54.7151201503,56.6981344742
135,54.8064540041,56.789468328
136,54.8282215574,56.8112358813
137,54.8416608297,56.8246751536
138,54.9289844206,56.9119987445
139,55.0165990696,56.9747766678
140,55.072042493,57.0560588079
141,55.2002979145,57.1843142294
142,55.2458355517,57.2298518666
143,55.2962195526,57.2802358675
144,55.3182352333,57.2834850018
145,55.3209827029,57.2862324714
146,55.3536172881,57.3188670565
147,55.410290201,57.3861006347
148,55.4742481851,57.4500586188
149,55.5034476277,57.4792580614
150,55.523201081,57.4990115147
151,55.546745864,57.5225562977
152,55.55118844,57.5269988736
153,55.5852464752,57.5589238501
154,55.6968875805,57.6705649554
155,55.7253259709,57.6990033458
156,55.8792095469,57.8528869218
157,55.8848387344,57.8585161093
158,55.9161636659,57.8898410408
159,55.9613111102,57.9349884851
160,56.0153666135,57.9890439884
161,56.0153666135,57.9890439884
162,56.0355572533,58.0239678157
163,56.1017563386,58.090166901
164,56.1017563386,58.090166901
165,56.1017563386,58.090166901
166,56.1310486849,58.1194592472
167,56.3460023603,58.3172088129
168,56.3504823204,58.3216887731
169,56.3636391727,58.3348456253
170,56.3636391727,58.3348456253
171,56.3910859402,58.3622923928
172,56.399927542,58.3711339946
173,56.4288746559,58.3973653066
174,56.4523066927,58.4207973434
175,56.458614128,58.4271047787
176,56.4812309192,58.4650447704
177,56.5571132928,58.5409271441
178,56.5900964904,58.5686379627
179,56.6109515787,58.589493051
180,56.6109515787,58.589493051
181,56.6165771411,58.5951186134
182,56.6461411697,58.624682642
183,56.6493116429,58.6278531152
184,56.6571278348,58.6356693071
185,56.671394834,58.6499363064
186,56.7308567379,58.7093982102
187,56.7321001136,58.737868919
188,56.7321001136,58.737868919
189,56.808699157,58.8144679624
190,56.8189459423,58.8247147476
191,56.8967588886,58.8876203039
192,56.9831936138,58.8961733655
193,56.992500834,58.9054805857
194,56.9971301283,58.91010988
195,57.0013331638,58.9510552722
196,57.0447055216,58.99442763
197,57.074139051,58.99442763
198,57.074139051,58.99442763
199,57.1007407611,59.0305923713
