Time(Iteration),LinUCB_new,LinUCB
0,7.8824233783,7.8270400906
1,12.9932310991,13.1002087547
2,17.9860732943,17.9538322108
3,20.287334472,20.2195821782
4,23.2615062711,22.761140942
5,26.3946369851,25.8410848725
6,28.9267989198,28.0419822299
7,30.4540239606,29.6033739325
8,31.5883163679,31.0982754335
9,33.195307324,32.6302569276
10,34.159893675,33.6259720813
11,35.705396655,35.074399468
12,36.932716854,36.6443332151
13,38.0792509821,37.7729498561
14,38.9867644745,38.8006520909
15,40.2167653074,40.0995854184
16,40.9134458873,40.8006362194
17,41.8100507356,41.6842366979
18,43.2903792167,42.9930989192
19,43.8873424428,43.690949655
20,44.4355189701,44.0269304124
21,45.1118466199,44.6981008349
22,45.4334677022,45.1126397461
23,45.7921619008,45.5252047199
24,46.2826637457,45.888797696
25,46.6508032207,46.4928495841
26,47.2241502046,46.8110440438
27,47.6262660637,47.2131599029
28,48.1648388275,47.6858631608
29,48.3823455465,48.0285222066
30,48.7121261487,48.3329415442
31,48.7898612085,48.4278269559
32,48.9738218325,48.5691153311
33,49.3309500958,48.973807035
34,49.4131104425,49.040291438
35,49.6183838445,49.2009441154
36,49.7792984358,49.5419322532
37,50.3516362406,50.1046263233
38,50.4988563591,50.2518464418
39,50.939931632,50.5685508821
40,51.316117911,50.9593005647
41,51.5140176567,51.173134517
42,51.7616161816,51.424720528
43,52.0620763545,51.6815094817
44,52.3746196538,51.9434603685
45,52.5543734027,52.1024462796
46,52.5909533062,52.3889683509
47,52.6556438034,52.4446820308
48,52.7760041165,52.5650423439
49,52.8186786031,52.6356502146
50,52.9857079466,52.8623290393
51,52.9916844999,52.8683055925
52,53.0606530706,52.9465352792
53,53.2458081573,53.2120830045
54,53.3209915422,53.2697440315
55,53.5560337333,53.5047862227
56,53.6609366582,53.6096891476
57,53.7906847396,53.7247325851
58,53.8961654174,53.8302132629
59,53.9472866483,53.9493924108
60,54.2003099777,54.0532564395
61,54.2537008588,54.1327402694
62,54.4634464408,54.3728521668
63,54.4634464408,54.3728521668
64,54.4717660065,54.3811717325
65,54.5078273576,54.4172330835
66,54.6122070065,54.4984852111
67,54.9475763701,54.677691618
68,54.9849301012,54.8184276185
69,55.0326475131,54.8292922496
70,55.0446999019,54.8413446384
71,55.0875518738,54.8841966103
72,55.1556367422,54.9689713896
73,55.3773731201,55.0796028444
74,55.4729495962,55.1181276368
75,55.5702506329,55.2372809995
76,55.6322280157,55.2992583824
77,55.7911991896,55.5323011676
78,55.8309505988,55.5720525768
79,55.926698414,55.6487697156
80,56.333515082,56.0555863836
81,56.4675841053,56.1896554069
82,56.5516151887,56.2169499921
83,56.6278303844,56.2931651878
84,56.7437276867,56.4207703223
85,56.7515235933,56.4285662289
86,56.7746355937,56.4285662289
87,56.8016355312,56.4780389914
88,56.9190456506,56.5954491108
89,56.9420492334,56.6184526936
90,57.1168528594,56.7689207981
91,57.1227178003,56.7747857391
92,57.1436329412,56.7957008799
93,57.1459030234,56.8912465602
94,57.2133871752,56.9682892283
95,57.2308453497,57.0449751842
96,57.2464675386,57.0510620778
97,57.3021514116,57.1067459508
98,57.3319229953,57.2145761921
99,57.4665705884,57.3492237851
100,57.4983162285,57.3809694253
101,57.5223468145,57.404598087
102,57.7255556103,57.6042380805
103,57.7544201513,57.6331026215
104,57.7925780571,57.6536347287
105,57.8349937659,57.6960504375
106,57.9699815473,57.8310382189
107,57.9699815473,57.8457067681
108,58.0073795731,57.883104794
109,58.0754180249,57.9511432458
110,58.0922696428,58.0413183467
111,58.1639126658,58.1008260743
112,58.1678243533,58.105018573
113,58.1774659419,58.1146601616
114,58.1802726565,58.1216776381
115,58.1802726565,58.1319270959
116,58.2716434366,58.223297876
117,58.3402874755,58.2596425513
118,58.3408981375,58.2596425513
119,58.3822866231,58.295167024
120,58.4071980917,58.3135415932
121,58.4093256107,58.3156691122
122,58.5205740444,58.4450653089
123,58.5444310009,58.4881809894
124,58.6118291105,58.510764817
125,58.6195153214,58.6629686921
126,58.6195153214,58.6629686921
127,58.6676341463,58.6629686921
128,58.8105677394,58.8059022851
129,58.8186263823,58.8139609281
130,58.9189080696,58.9772201642
131,58.9256163591,58.9839284537
132,58.9541527788,59.0124648733
133,59.0260602952,59.0843723897
134,59.0260602952,59.0843723897
135,59.0532864781,59.1034172616
136,59.0960084909,59.1461392744
137,59.2143546645,59.264485448
138,59.2649374103,59.303719827
139,59.4103621502,59.4491445669
140,59.6655617792,59.7043441959
141,59.7215184535,59.7603008702
142,59.7303642278,59.7685839783
143,59.746968272,59.7851880225
144,59.7871445642,59.8253643147
145,59.8194048166,59.8576245671
146,59.8615713769,59.8997911274
147,59.8615713769,59.8997911274
148,59.8615713769,59.8997911274
149,59.8960565826,59.934276333
150,59.9086277675,59.946847518
151,59.9163736667,59.9545934172
152,60.0270877124,60.0669775832
153,60.1051853753,60.140408526
154,60.107571729,60.1427948797
155,60.1356707808,60.1708939315
156,60.154786244,60.1900093947
157,60.1600447352,60.1952678858
158,60.185145401,60.2203685516
159,60.1922115954,60.2274347461
160,60.2169827494,60.2522059
161,60.2169827494,60.2522059
162,60.2875647995,60.3227879502
163,60.298166617,60.3333897677
164,60.3424833741,60.3777065248
165,60.3477361257,60.3829592764
166,60.3561533884,60.3913765391
167,60.4602601395,60.4954832902
168,60.4602601395,60.4954832902
169,60.4950001177,60.5302232684
170,60.4957130258,60.5387152974
171,60.4996926043,60.542694876
