Time(Iteration),CAB_original
0,4.84258807238
1,9.82894791952
2,14.0548736223
3,18.1769543536
4,22.3641702281
5,26.1795442644
6,29.2862747789
7,33.0357473897
8,36.3229441177
9,40.0008117918
10,42.736384713
11,45.400212961
12,47.9695036944
13,50.5602508067
14,52.7990871049
15,54.9868718097
16,57.1500269181
17,59.0726681861
18,61.128994722
19,63.6477229634
20,65.0315841915
21,67.0657682411
22,69.0266954797
23,70.7615563306
24,72.1718535075
25,74.4464222805
26,76.358667426
27,78.5949682428
28,80.2631832217
29,81.7695221069
30,83.6138938736
31,85.1161235619
32,87.2213106758
33,88.9170869596
34,90.3933469826
35,91.6108732821
36,92.7975175185
37,93.9995908212
38,95.4781060379
39,96.8305148432
40,97.9393903958
41,98.9154450847
42,99.7293610619
43,100.524559583
44,101.525022537
45,102.464179493
46,103.127231472
47,104.082828378
48,104.782228602
49,105.62505769
50,106.955184972
51,108.131238941
52,109.450383013
53,110.6502419
54,111.500480923
55,112.193923886
56,113.01545149
57,113.412269828
58,114.220981422
59,115.233748297
60,115.773330436
61,116.607288591
62,117.350700245
63,118.554777282
64,119.041627005
65,119.540289735
66,119.8238036
67,120.641453924
68,121.352975907
69,122.135756609
70,122.509457718
71,122.9800934
72,123.52528385
73,124.346976969
74,125.242803434
75,125.933594398
76,126.334073739
77,126.796423541
78,127.302224432
79,127.923956506
80,128.55360183
81,128.984884134
82,129.445005689
83,130.136630747
84,130.722571132
85,131.128160165
86,131.617852894
87,131.941859541
88,132.443287072
89,132.849487563
90,133.283961281
91,133.82163892
92,134.141981829
93,134.683896754
94,135.276399366
95,135.572909036
96,136.117271996
97,136.651973592
98,136.849777146
99,137.572127598
100,137.923086838
101,138.474737534
102,138.753736172
103,139.231737318
104,139.699183315
105,140.304773226
106,140.967190099
107,141.362165853
108,141.926691098
109,142.470715666
110,143.009026079
111,143.519583645
112,143.962944278
113,144.423206487
114,144.833589356
115,145.316864931
116,145.837718197
117,146.145586995
118,146.241395707
119,146.673098842
120,147.22167601
121,147.578789053
122,148.004891002
123,148.303114274
124,148.800538628
125,149.071247798
126,149.389003328
127,149.694113641
128,150.205633872
129,150.522755453
130,150.962843541
131,151.144858137
132,151.471971794
133,151.895746242
134,152.233544427
135,152.513472922
136,152.808643359
137,153.101331682
138,153.582948917
139,153.753516787
140,154.309457362
141,154.59783778
142,155.051174029
143,155.413893747
144,155.867278473
145,156.445172027
146,156.639835622
147,157.070301817
148,157.469365829
149,157.824953382
150,158.423535459
151,158.851757091
152,159.332589013
153,159.770024947
154,159.919607355
155,160.356695924
156,160.719516056
157,161.166962181
158,161.765311633
159,162.100161046
160,162.82266291
161,163.441686066
162,164.040238904
163,164.4544626
164,164.619995092
165,165.080160942
166,165.466733051
167,165.954294527
168,166.417935056
169,166.647600132
170,167.041016425
171,167.508030057
172,167.76132079
173,167.966351903
174,168.350326203
175,168.835105629
176,169.290307857
177,169.756162179
178,170.314858086
179,170.743528181
180,170.94185797
181,171.317776876
182,171.75993796
183,172.164573601
184,172.38781493
185,172.870609613
186,173.308495941
187,173.888907539
188,174.402500153
189,174.826476801
190,175.484029448
191,175.79223276
192,176.487501813
193,176.780146562
194,177.495761388
195,177.911074852
196,177.984264155
197,178.160658811
198,178.395076067
199,178.66370323
200,179.059796034
201,179.210912773
202,179.56400703
203,179.810285063
204,179.908321456
205,180.247164669
206,180.521805165
207,180.842238672
208,181.194083985
209,181.389457478
210,181.791409375
211,182.026307411
212,182.314907789
213,182.688140742
214,182.931759442
215,183.269114153
216,183.380432427
217,183.489604441
218,183.68969638
219,184.024183109
220,184.423914229
221,184.939702942
222,185.063759107
223,185.469929835
224,185.861178258
225,186.142610571
226,186.499046244
227,186.526132037
228,186.860437074
229,187.093971987
230,187.388627305
231,187.638252135
232,187.887145354
233,188.029369972
234,188.372567127
235,188.597648488
236,188.724526109
237,189.011045257
238,189.067176534
239,189.132183432
240,189.482144333
241,189.684092293
242,189.826167107
243,190.016682086
244,190.425936003
245,190.665325097
246,190.774962115
247,191.035218473
248,191.233859006
249,191.566014025
250,191.634203378
251,191.634203378
252,191.923438712
253,192.278229558
254,192.399217589
255,192.587477905
256,192.824525541
257,193.043997001
258,193.224959209
259,193.270764399
260,193.470892715
261,193.613895677
262,193.840473196
263,194.037645916
264,194.416127496
265,194.79838407
266,195.087647537
267,195.302656264
268,195.325096912
269,195.440114103
270,195.649944083
271,195.752160692
272,195.908499293
273,196.058106571
274,196.099775862
275,196.15694309
276,196.492035528
277,196.566155134
278,196.870278203
279,197.077663578
280,197.222139816
281,197.431319899
282,197.616122986
283,197.784193741
284,197.962170081
285,198.14812898
286,198.448930971
287,198.626151729
288,198.859652615
289,199.059829671
290,199.281637303
291,199.366491514
292,199.518820124
293,199.593149406
294,199.827849471
295,200.098891025
296,200.276948839
297,200.525747374
298,200.643451443
299,200.70714714
