Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB
0,7.30608454512,7.78828899104,7.78828899104,7.76202663645
1,13.8947611967,13.2446690711,10.9383837134,13.5653149931
2,18.0718492486,16.9811867111,13.1123647471,17.756743454
3,21.1900818386,20.3790016593,14.8587309315,20.199111844
4,24.900996179,25.0373326299,16.8076331451,23.018099519
5,28.4784985928,27.709428921,17.9625895803,24.6212131337
6,31.4959408598,30.2325858624,18.6415637468,26.8443666486
7,34.2226491074,33.1126466823,20.0894871436,29.1020157509
8,36.7966795883,35.2472830713,21.1246752548,30.5646075035
9,38.0564606271,36.5522793659,21.6820895392,31.8099392838
10,39.4748447823,38.7019954267,22.6282925702,33.361096381
11,40.6074015917,40.6275050494,23.3286659607,35.1072778156
12,41.3314507794,42.0776203733,23.8785573382,36.7144416433
13,42.7509079026,43.1632023059,24.687012996,37.9404358515
14,43.4256622566,44.4386856566,25.4197660479,38.6198336743
15,44.2485844633,45.2672908752,25.9067043129,38.996208172
16,44.9196602253,46.1206689349,26.3645649711,39.5233105313
17,45.4266898609,47.2806893931,26.8768067137,40.2243609094
18,46.3203265228,47.9152198405,27.5485058427,41.1888603958
19,46.9043981348,48.7164194588,28.0233368293,41.665826348
20,47.7228694847,49.6956350015,28.5750290592,41.9030232089
21,48.3451859269,50.3913710951,29.0805031134,42.5532327775
22,48.6868436099,50.7643304486,29.3116027219,42.9877529371
23,49.230598441,51.3598565356,29.5753454858,43.3234338018
24,49.7102109528,52.0328467982,29.8283195195,43.7833346359
25,50.2882609909,52.9134933109,30.0228952381,44.0942341949
26,50.6182974848,53.0803675591,30.0854119475,44.5496250662
27,50.9693123366,53.4477905725,30.1456927681,45.2152462305
28,51.2175346605,53.8627822647,30.4475417117,45.4396274637
29,51.3787552692,54.3522026906,30.5411332279,45.6878543319
30,51.8315638034,54.8150161367,30.7268114749,45.9776056496
31,52.0914306439,55.0976807337,30.8602555776,46.2242203632
32,52.3831475216,55.2741332893,30.9658858135,46.5214260066
33,52.7865174827,55.3881925447,31.0079391392,46.7952507961
34,53.5319843198,55.7652875627,31.1117433063,47.0924149765
35,53.9830613122,56.1616756658,31.2934878065,47.4726513745
36,54.0817522197,56.3656500406,31.2934878065,47.6492981837
37,54.1823556069,56.4721905375,31.3961081682,47.7535708003
38,54.5117898555,56.803034255,31.4375320689,47.9984720444
39,54.6552361135,56.9946387836,31.5106830722,48.1356813036
40,54.7863859504,57.1334981478,31.5327896018,48.3402808844
41,55.0609156266,57.2778229119,31.5336986378,48.7150191467
42,55.3069500736,57.5424313365,31.9529455158,49.1342660247
43,55.3974950231,57.6663960871,32.0469057572,49.2604644641
44,55.4479489989,57.8850322198,32.1120871617,49.3930823549
45,55.5197852669,57.947608303,32.1120871617,49.6250952801
46,55.6629467447,58.0875411496,32.2011874775,49.8325815813
47,55.8097207712,58.1595273849,32.2243265615,50.0477506275
48,55.9565186652,58.2768024133,32.35678133,50.1625065215
49,55.9738730657,58.3588962247,32.3741357305,50.2692593122
50,56.1065394867,58.6242307612,32.5499064473,50.3474688865
51,56.1497204206,58.7099509612,32.5539413069,50.4138114947
52,56.2994663965,58.8670203956,32.5683933004,50.6506883856
53,56.4223551075,58.9288609022,32.6336474166,50.7594163199
54,56.6087834693,59.1577279615,32.7776939973,51.0901244564
55,56.7529158703,59.2283544545,32.8055884111,51.2342568574
56,56.875578392,59.4031617417,32.9192238514,51.4769008535
57,56.9363466116,59.4341774554,32.979992071,51.5376690731
58,56.9862297349,59.6706926938,33.0397170668,51.6578577597
59,57.0232500766,59.8470674736,33.0420674858,51.7441209993
60,57.023670982,59.9309284562,33.0424883913,51.9222079345
61,57.1294786925,59.9821401798,33.0424883913,52.0491100486
62,57.3211351435,60.2345874995,33.1497192624,52.2293211228
63,57.3503567138,60.5061684688,33.1722791857,52.2730077362
64,57.3870212329,60.5825057333,33.2089437048,52.3096722553
65,57.4270393724,60.7006767409,33.2411947987,52.3173659533
66,57.4594783035,60.7330253459,33.286943679,52.3313474515
67,57.6214553483,60.9888947452,33.3130637397,52.4719644922
68,57.8554335287,61.2005540064,33.3133986875,52.6825709886
69,57.8716080128,61.3008933601,33.3295731716,52.6987454727
70,58.2597027581,61.5153020558,33.3726616706,52.8837825664
71,58.4852747255,61.7023915923,33.3809494789,53.068313503
72,58.5895055097,61.7929070136,33.3900257852,53.1999066828
73,58.6404500566,61.8846375579,33.4409703321,53.2511049814
74,58.6649568483,61.9200168964,33.4536455466,53.2629365586
75,58.8040409206,62.1865375127,33.5688767495,53.4205694253
76,58.8427668226,62.3245061937,33.60365533,53.4732538957
77,58.8813548664,62.3928995086,33.6422433739,53.5258505573
78,58.9195851677,62.425892777,33.6706464236,53.5615243337
79,59.0848728258,62.7109604505,33.7895644769,53.7337145485
80,59.173843003,62.8423776121,33.8251072266,53.8245562684
81,59.2110080291,62.9118127715,33.8505800874,53.8500291292
82,59.2853818405,62.9515948536,33.8616952449,53.9514710842
83,59.2997139748,62.9991077878,33.8695309683,53.9986790818
84,59.4831206642,63.195520145,33.8816454307,54.2469643569
85,59.4831206642,63.3247265935,33.8816454307,54.2469643569
86,59.4831206642,63.3530471343,33.8816454307,54.2533945814
87,59.4945688173,63.4271653433,33.8920372084,54.4283318959
88,59.7331072505,63.4277188688,33.9118370958,54.7108972423
89,59.9445835095,63.4364413042,33.9118370958,54.7357585378
90,59.9780878265,63.4645398169,33.9288963462,54.7608505212
91,60.0119225343,63.5127054348,33.962731054,54.7751814313
92,60.062552318,63.5633352184,33.9819385559,54.8258112149
93,60.0676480495,63.6233983328,33.9847043914,54.8520982817
94,60.1104192713,63.686709009,34.0274756132,54.8520982817
95,60.1104192713,63.7346600282,34.0754266324,54.8520982817
96,60.1105416422,63.7936190005,34.1343856047,54.8522206526
97,60.1686625587,63.8254609918,34.1925065211,54.892627951
98,60.2677614179,63.8474446977,34.1925065211,54.892627951
99,60.3157903099,63.8661931939,34.2068780174,54.9532159989
