Time(Iteration),CABCoTheta,,,,,,
0,0.956555431818,,,,,,
1,0.924600824605,,,,,,
2,0.899756249943,,,,,,
3,0.876863541252,,,,,,
4,0.855744017232,,,,,,
5,0.833108229428,,,,,,
6,0.808555674425,,,,,,
7,0.784828486271,,,,,,
8,0.754128203579,,,,,,
9,0.735506362433,,,,,,
10,0.724525709249,,,,,,
11,0.707075568609,,,,,,
12,0.689342109443,,,,,,
13,0.675693598957,,,,,,
14,0.661804189488,,,,,,
15,0.651445138231,,,,,,
16,0.644359308227,,,,,,
17,0.633954381378,,,,,,
18,0.626768707043,,,,,,
19,0.611305472382,,,,,,
20,0.604411950446,,,,,,
21,0.595743384282,,,,,,
22,0.590612888562,,,,,,
23,0.587607926036,,,,,,
24,0.58176220648,,,,,,
25,0.575304686829,,,,,,
26,0.562269793403,,,,,,
27,0.556711814454,,,,,,
28,0.549850184953,,,,,,
29,0.545453312686,,,,,,
30,0.53772970731,,,,,,
31,0.524771596489,,,,,,
32,0.522236254654,,,,,,
33,0.509863316628,,,,,,
34,0.497321727968,,,,,,
35,0.496705881007,,,,,,
36,0.490475807906,,,,,,
37,0.485239103945,,,,,,
38,0.476180760751,,,,,,
39,0.471439545735,,,,,,
40,0.468714745244,,,,,,
41,0.461502840304,,,,,,
42,0.457696047384,,,,,,
43,0.450832545617,,,,,,
44,0.446847035792,,,,,,
45,0.44478571363,,,,,,
46,0.442840084084,,,,,,
47,0.438959281666,,,,,,
48,0.438914876915,,,,,,
49,0.43646470737,,,,,,
50,0.434669412575,,,,,,
51,0.431801200741,,,,,,
52,0.420767567576,,,,,,
53,0.41182507141,,,,,,
54,0.410970638912,,,,,,
55,0.410476485254,,,,,,
56,0.409579749243,,,,,,
57,0.409792492656,,,,,,
58,0.40964307687,,,,,,
59,0.405395468346,,,,,,
60,0.405521250538,,,,,,
61,0.404325441996,,,,,,
62,0.40000728208,,,,,,
63,0.399452651355,,,,,,
64,0.39989780066,,,,,,
65,0.396428883217,,,,,,
66,0.395507070752,,,,,,
67,0.394158479398,,,,,,
68,0.390457839783,,,,,,
69,0.390017437191,,,,,,
70,0.388914106831,,,,,,
71,0.38852579599,,,,,,
72,0.389985960862,,,,,,
73,0.39056441514,,,,,,
74,0.386406134262,,,,,,
75,0.385793867149,,,,,,
76,0.386133577825,,,,,,
77,0.385377447047,,,,,,
78,0.384898755027,,,,,,
79,0.381926671112,,,,,,
80,0.37956247373,,,,,,
81,0.377700092687,,,,,,
82,0.376513445862,,,,,,
83,0.376081931921,,,,,,
84,0.375000495224,,,,,,
85,0.37145763549,,,,,,
86,0.370055770063,,,,,,
87,0.367316025567,,,,,,
88,0.364817538576,,,,,,
89,0.36395773161,,,,,,
90,0.363762103472,,,,,,
91,0.36209273412,,,,,,
92,0.361570198172,,,,,,
93,0.360310637822,,,,,,
94,0.359935341111,,,,,,
95,0.358276667526,,,,,,
96,0.353922328808,,,,,,
97,0.353393574062,,,,,,
98,0.352254366374,,,,,,
99,0.351715055914,,,,,,
100,0.35113358526,,,,,,
101,0.349282833349,,,,,,
102,0.351298883804,,,,,,
103,0.350204701361,,,,,,
104,0.349268139255,,,,,,
105,0.346872242708,,,,,,
106,0.346548621477,,,,,,
107,0.34596372155,,,,,,
108,0.340533704848,,,,,,
109,0.339748130024,,,,,,
110,0.339498492639,,,,,,
111,0.338354838417,,,,,,
112,0.337698147735,,,,,,
113,0.336991157751,,,,,,
114,0.336332040822,,,,,,
115,0.334376705927,,,,,,
116,0.332879402421,,,,,,
117,0.332732135057,,,,,,
118,0.331230324897,,,,,,
119,0.322825379133,,,,,,
120,0.315295314253,,,,,,
121,0.315406025331,,,,,,
122,0.314491538425,,,,,,
123,0.313297869741,,,,,,
124,0.312866250859,,,,,,
125,0.312391887944,,,,,,
126,0.311801899452,,,,,,
127,0.311518954384,,,,,,
128,0.311205677131,,,,,,
129,0.311054405777,,,,,,
130,0.309223157751,,,,,,
131,0.308540806401,,,,,,
132,0.308120372066,,,,,,
133,0.307493840765,,,,,,
134,0.306867718789,,,,,,
135,0.306752766392,,,,,,
136,0.306156141851,,,,,,
137,0.305602904231,,,,,,
138,0.304952209514,,,,,,
139,0.304373714586,,,,,,
140,0.305265586948,,,,,,
141,0.303629806219,,,,,,
142,0.303431234023,,,,,,
143,0.301515626697,,,,,,
144,0.301282646587,,,,,,
145,0.299721477096,,,,,,
146,0.299422724927,,,,,,
147,0.299050981962,,,,,,
148,0.298951233168,,,,,,
