Time(Iteration),CAB_UserCoTheta,CABCoTheta,LinUCBCoTheta,,,,,,
0,0.9683538242,0.9683538242,0.983904076316,,,,,,
1,0.938975389669,0.938975389669,0.956018129823,,,,,,
2,0.914782766804,0.914782766804,0.920992897068,,,,,,
3,0.889720385696,0.889720385696,0.900780533165,,,,,,
4,0.862475920858,0.862475920858,0.881127654224,,,,,,
5,0.838100750353,0.838100750353,0.865025836829,,,,,,
6,0.81379243063,0.81379243063,0.847472774832,,,,,,
7,0.790400001766,0.790400001766,0.823112080074,,,,,,
8,0.772086585214,0.772086585214,0.804733755726,,,,,,
9,0.757460600972,0.75023030766,0.784167519721,,,,,,
10,0.744952033069,0.736659935292,0.767675452028,,,,,,
11,0.726595123892,0.718271419829,0.733653815381,,,,,,
12,0.707211485168,0.703626422605,0.720358768219,,,,,,
13,0.697668499955,0.695271108691,0.703835716036,,,,,,
14,0.684087126313,0.682491188207,0.688799868675,,,,,,
15,0.666698321086,0.664322535888,0.677025159427,,,,,,
16,0.649279180696,0.647313839015,0.661739536374,,,,,,
17,0.634840034147,0.625577107622,0.650211944797,,,,,,
18,0.619293602566,0.622303482119,0.637909347623,,,,,,
19,0.613461115631,0.611630674737,0.628146970969,,,,,,
20,0.603478049794,0.601509304085,0.619958600709,,,,,,
21,0.595988770606,0.591847869695,0.61086983662,,,,,,
22,0.582556996762,0.58195389065,0.601453539591,,,,,,
23,0.577724044711,0.574614114691,0.59189983635,,,,,,
24,0.565320050769,0.561071663476,0.58478516574,,,,,,
25,0.557730412556,0.551050411774,0.580536357974,,,,,,
26,0.548634917638,0.542479550669,0.575060947012,,,,,,
27,0.542254972007,0.538929401426,0.570119370376,,,,,,
28,0.538785530088,0.532450975619,0.561284833447,,,,,,
29,0.526034841382,0.517552344021,0.553482518337,,,,,,
30,0.519990259354,0.510249508788,0.549188302267,,,,,,
31,0.514991801626,0.505367096119,0.545993076354,,,,,,
32,0.511049696916,0.500167833123,0.539634902907,,,,,,
33,0.502802052242,0.491543964901,0.531384455023,,,,,,
34,0.492647845628,0.486117188715,0.520366155164,,,,,,
35,0.488320881398,0.483181675531,0.516939718032,,,,,,
36,0.476692086587,0.474461622549,0.512702618548,,,,,,
37,0.470700370093,0.466780429266,0.502618895068,,,,,,
38,0.466497841452,0.463248547146,0.497548022838,,,,,,
39,0.463227256555,0.458765803131,0.492803802226,,,,,,
40,0.457371159575,0.450132794982,0.484245561725,,,,,,
41,0.450809142366,0.442806673966,0.474135950447,,,,,,
42,0.44795781224,0.438748655738,0.472466847619,,,,,,
43,0.445144532507,0.434287638117,0.467726518176,,,,,,
44,0.442406606465,0.431184783374,0.46552849677,,,,,,
45,0.436944252544,0.42008290334,0.460696703671,,,,,,
46,0.432995273406,0.416903190483,0.457854410362,,,,,,
47,0.431836148473,0.414714908485,0.453700597449,,,,,,
48,0.425096000234,0.40569328958,0.447558471883,,,,,,
49,0.421830135974,0.402849745848,0.445383238149,,,,,,
50,0.420015956099,0.39865513195,0.44342866912,,,,,,
51,0.41727970047,0.395467399692,0.435860590307,,,,,,
52,0.415619406882,0.393010512913,0.434883869168,,,,,,
53,0.413772843608,0.389819057844,0.432791247695,,,,,,
54,0.410422293135,0.386522325805,0.430248502275,,,,,,
55,0.406617440507,0.383463896106,0.427669268669,,,,,,
56,0.401512240682,0.378397141556,0.422579573207,,,,,,
57,0.397843255979,0.37499231966,0.421020428512,,,,,,
58,0.394130366795,0.370934501483,0.416036314784,,,,,,
59,0.39212059352,0.369178870084,0.414000714147,,,,,,
60,0.389238389105,0.365810011429,0.41282519884,,,,,,
61,0.387430370054,0.364682956449,0.409057963455,,,,,,
62,0.385949892225,0.362447471683,0.408004258814,,,,,,
63,0.382873099106,0.359500685371,0.40640066395,,,,,,
