Time(Iteration),CABCoTheta,CAB_originalCoTheta,LinUCBCoTheta,,,,,,
0,0.971633992713,0.967612935065,0.977491099685,,,,,,
1,0.955669306308,0.945738277679,0.955184596744,,,,,,
2,0.934307108685,0.926819573788,0.929160096937,,,,,,
3,0.912439762637,0.910859371132,0.916438472702,,,,,,
4,0.88905355759,0.88743499393,0.889021471395,,,,,,
5,0.856592971548,0.865455887534,0.861233395405,,,,,,
6,0.829075964656,0.839834459095,0.838506944413,,,,,,
7,0.805691010104,0.824593308137,0.805082750377,,,,,,
8,0.794408174553,0.81096317668,0.787249630571,,,,,,
9,0.775087427493,0.793220603688,0.766929852906,,,,,,
10,0.762714750621,0.779558248845,0.754977395057,,,,,,
11,0.746483350832,0.770471322036,0.739629994709,,,,,,
12,0.721895575111,0.756356812203,0.722469420815,,,,,,
13,0.702890975049,0.73715895966,0.700936045101,,,,,,
14,0.696002154217,0.728679459297,0.692864638715,,,,,,
15,0.678459302898,0.717776295078,0.676068598947,,,,,,
16,0.668633274343,0.706788659132,0.660104711357,,,,,,
17,0.648535619097,0.696874584601,0.64617222449,,,,,,
18,0.626231960271,0.679554880212,0.628848574039,,,,,,
19,0.607303843737,0.665321618687,0.613924325138,,,,,,
20,0.598888251792,0.65023796954,0.60468363477,,,,,,
21,0.589320113556,0.641783418295,0.595945091922,,,,,,
22,0.581904087813,0.631866887539,0.58615464331,,,,,,
23,0.571145658707,0.62176462521,0.579941538846,,,,,,
24,0.562887523477,0.610381539789,0.56381188271,,,,,,
25,0.560412066701,0.606242450778,0.558628988515,,,,,,
26,0.556465841666,0.601458470361,0.554066226774,,,,,,
27,0.547201981985,0.593937028094,0.543016330115,,,,,,
28,0.54416324319,0.585322766587,0.536773705272,,,,,,
29,0.536288515926,0.581124627297,0.529158286016,,,,,,
30,0.530430962358,0.570006606032,0.518106846624,,,,,,
31,0.522253905673,0.562538275711,0.507723039465,,,,,,
32,0.509847267192,0.556876559922,0.501372008606,,,,,,
33,0.505037961508,0.542506617606,0.493695005183,,,,,,
34,0.49956854307,0.535860215441,0.486804450389,,,,,,
35,0.49411574524,0.525802129649,0.481070285037,,,,,,
36,0.483667343677,0.517510746651,0.474781478858,,,,,,
37,0.477146166962,0.51334149485,0.469198284847,,,,,,
38,0.471233884986,0.508930909308,0.467353059069,,,,,,
39,0.469052439857,0.499656122777,0.463656566398,,,,,,
40,0.465994665521,0.492523294559,0.454245499913,,,,,,
41,0.462505513426,0.48460111224,0.450272362714,,,,,,
42,0.461666565159,0.480657391165,0.448892932285,,,,,,
43,0.458190411987,0.47730335269,0.446786062616,,,,,,
44,0.447546858618,0.474979677059,0.439822437428,,,,,,
45,0.446281559658,0.470366498338,0.438660240034,,,,,,
46,0.437897714589,0.464789141382,0.434102528157,,,,,,
47,0.432340646862,0.461572596672,0.429990832663,,,,,,
48,0.425918075374,0.456519705237,0.426249609287,,,,,,
49,0.421142341747,0.445299056095,0.423339488582,,,,,,
50,0.41611710803,0.442524255259,0.419832893043,,,,,,
51,0.41108414733,0.436334879163,0.416729872105,,,,,,
52,0.408608027364,0.427953237961,0.413307033028,,,,,,
53,0.405727128054,0.425139949728,0.410408403962,,,,,,
54,0.398168380869,0.421364081016,0.407010219093,,,,,,
55,0.396248159295,0.417319500615,0.406106248366,,,,,,
56,0.394110151049,0.411937293413,0.402607782889,,,,,,
57,0.388939923506,0.409077452834,0.399589416948,,,,,,
58,0.384844921253,0.407193690363,0.398858952137,,,,,,
59,0.383513168444,0.402537704762,0.396547030858,,,,,,
60,0.377619939137,0.400750228014,0.39064556906,,,,,,
61,0.374399192266,0.398064116532,0.38344309181,,,,,,
62,0.368205692018,0.395861461531,0.379314536411,,,,,,
63,0.366385358291,0.393803522242,0.376816961514,,,,,,
64,0.365207710578,0.392989669818,0.375432512278,,,,,,
65,0.362624617019,0.386486611675,0.373085367796,,,,,,
66,0.360898512686,0.37628442287,0.370275039677,,,,,,
67,0.358485569617,0.368841871085,0.367827092225,,,,,,
68,0.357218603023,0.366333548086,0.366045322205,,,,,,
69,0.354808500995,0.363301402701,0.364449490826,,,,,,
70,0.352290037849,0.359008202996,0.360738621929,,,,,,
71,0.350313309035,0.351905741282,0.35964121251,,,,,,
72,0.348823223655,0.346232085555,0.356708084892,,,,,,
73,0.347086259366,0.344273508951,0.354061811644,,,,,,
74,0.345815513586,0.342230880681,0.352782907393,,,,,,
75,0.342501388278,0.340455704515,0.348533677544,,,,,,
76,0.341135960574,0.33832955782,0.347392551347,,,,,,
77,0.339708584587,0.336205372373,0.344941213354,,,,,,
78,0.337595568248,0.334898054288,0.344222207205,,,,,,
79,0.335614340134,0.333272568889,0.342617568266,,,,,,
80,0.333773656642,0.331718554342,0.340922448348,,,,,,
81,0.331985137656,0.330591489579,0.339172221208,,,,,,
82,0.330940158634,0.328083546847,0.338427355752,,,,,,
83,0.329863384685,0.326927046609,0.337342474178,,,,,,
84,0.322534197396,0.32594724834,0.335962902565,,,,,,
85,0.31873019099,0.324363996023,0.334104362415,,,,,,
86,0.310943952579,0.322983631463,0.33258633819,,,,,,
87,0.309649447133,0.321230420138,0.331714652109,,,,,,
88,0.308172593061,0.320047388515,0.330059429486,,,,,,
89,0.307013520935,0.31915347509,0.328663160098,,,,,,
90,0.304012683007,0.318270173388,0.326873956161,,,,,,
91,0.300564549238,0.318123253339,0.323177739951,,,,,,
92,0.298163378444,0.317519744241,0.321737468897,,,,,,
93,0.293315229574,0.315012893396,0.317800480973,,,,,,
94,0.290447032029,0.312819490026,0.317141551397,,,,,,
95,0.289550684931,0.311348775547,0.315793784963,,,,,,
96,0.288399845101,0.31104412273,0.31452854974,,,,,,
97,0.287987760623,0.309398365677,0.313820122107,,,,,,
98,0.286980407138,0.307477960456,0.313456343853,,,,,,
99,0.285829466967,0.305821850762,0.312206604341,,,,,,
100,0.283254429549,0.301273215911,0.310895255698,,,,,,
101,0.282000103164,0.300055248756,0.309599690389,,,,,,
102,0.280155130799,0.299244221165,0.306078069405,,,,,,
103,0.279933693817,0.298752011428,0.305574061794,,,,,,
104,0.275402882466,0.295700502486,0.303963372251,,,,,,
105,0.27464709818,0.29483226525,0.303291040294,,,,,,
106,0.272292675209,0.294216887204,0.302673515718,,,,,,
107,0.271313344098,0.293171541419,0.298925920411,,,,,,
108,0.270452434877,0.291546360368,0.298392253294,,,,,,
109,0.270570652543,0.291567513733,0.298559455717,,,,,,
110,0.269119110556,0.290728184811,0.297461491229,,,,,,
111,0.267983690977,0.289484280474,0.296619655709,,,,,,
112,0.266672057475,0.287972796549,0.296070249012,,,,,,
113,0.265479814942,0.286505059478,0.294853295247,,,,,,
114,0.263642701487,0.285268541115,0.293656155434,,,,,,
115,0.26282259557,0.284730009123,0.292496998956,,,,,,
116,0.261890138011,0.28444049922,0.291765535206,,,,,,
117,0.261126437255,0.283643193423,0.29113927946,,,,,,
118,0.260877743579,0.283583299651,0.291014765967,,,,,,
119,0.259692148837,0.28172349626,0.290211683036,,,,,,
120,0.258956044821,0.280941735167,0.289315572103,,,,,,
121,0.257600785698,0.280274857001,0.287997242568,,,,,,
122,0.257046105754,0.277317411566,0.28706133131,,,,,,
123,0.256288678229,0.276445333081,0.286061342287,,,,,,
124,0.255923835981,0.274870079469,0.285091099599,,,,,,
125,0.254977810034,0.274173829675,0.284341112723,,,,,,
126,0.254913188664,0.274036955882,0.284366982736,,,,,,
127,0.254160972414,0.273343863252,0.283736246408,,,,,,
128,0.253277196906,0.272679910951,0.278642989055,,,,,,
129,0.252694850335,0.271588499717,0.276627692285,,,,,,
130,0.251915955082,0.270932987229,0.27596682215,,,,,,
131,0.251489524774,0.270470662158,0.275405452011,,,,,,
132,0.250411520058,0.269388794163,0.273863030929,,,,,,
133,0.249213664141,0.269266255291,0.272601577277,,,,,,
134,0.248300989167,0.268221807405,0.27174657466,,,,,,
135,0.247782387113,0.267512004004,0.270914991008,,,,,,
136,0.247512439472,0.2674926426,0.270593532102,,,,,,
137,0.247127614466,0.261868645226,0.269924520332,,,,,,
138,0.246662235199,0.260389468716,0.268067156164,,,,,,
139,0.245917550946,0.259558139121,0.267386196456,,,,,,
140,0.24547390017,0.259043632321,0.266797080185,,,,,,
141,0.243590245531,0.257088743218,0.264443946979,,,,,,
142,0.243053861224,0.256917010708,0.26166808599,,,,,,
143,0.242557857642,0.256457595527,0.26093133495,,,,,,
144,0.242268208747,0.255720260739,0.259952196874,,,,,,
145,0.241708060922,0.254755692151,0.259176546453,,,,,,
146,0.241386384292,0.254003681015,0.258893109272,,,,,,
147,0.240586364687,0.253364082069,0.25818903466,,,,,,
148,0.239688683735,0.253047801692,0.257613574672,,,,,,
149,0.238670591293,0.251384957796,0.256986349338,,,,,,
150,0.236061797512,0.249195559842,0.255155061907,,,,,,
151,0.234787975572,0.247769292968,0.253537776727,,,,,,
152,0.234074384573,0.247325102416,0.253161316619,,,,,,
153,0.233574095892,0.246598248904,0.25228649003,,,,,,
154,0.233093015089,0.246055883188,0.251261602075,,,,,,
155,0.231669244001,0.245587293125,0.250021780315,,,,,,
156,0.231091658344,0.244883034751,0.249582897781,,,,,,
157,0.230716213059,0.24410475902,0.249275616817,,,,,,
158,0.22950628902,0.243353011569,0.247805834211,,,,,,
159,0.229082906705,0.242831425579,0.247145730066,,,,,,
160,0.228215289769,0.241960701328,0.246166658721,,,,,,
161,0.227689038134,0.241537882793,0.244966423343,,,,,,
