Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB
0,7.31502450516,7.1596893119,7.1596893119,7.35416825385
1,12.2004459238,12.3128578589,11.5005291266,14.1030328348
2,14.618785262,14.6782877583,14.6719499189,17.2047262031
3,17.7641342073,16.9822131734,15.7572354514,21.6440357535
4,20.1341426189,18.0898965601,17.1699685343,23.9085893653
5,22.667405937,19.7604785027,18.6314853763,26.637597042
6,24.4951221477,20.8098533946,20.4152661991,29.1492895906
7,26.2364023367,21.7544920668,21.306057419,30.4988446475
8,28.8541637815,22.9965250269,22.5123882005,32.1745247079
9,30.2853600205,23.9994053506,23.5549122557,33.6110815089
10,31.1860934178,24.6739577213,24.5361889744,34.3510894908
11,33.0553310381,25.2613982026,25.3998198511,36.6289210385
12,34.1613248335,25.8679999957,26.067741947,37.7977766429
13,35.1912138332,26.2347367889,26.3636366028,38.6634698989
14,35.9210435846,26.5210495349,26.8294998307,39.0560136681
15,36.6634143149,27.1795621947,27.1819437712,40.2523447066
16,37.3557990385,28.0540621503,27.7904159082,41.532043137
17,37.877569477,28.4314852847,28.3348585853,41.9866396279
18,38.7626872871,29.1003650491,29.0351280026,42.8798586256
19,39.5150213936,29.3868903843,29.5914484053,43.6792514905
20,40.2549823821,29.7405996502,30.1567867551,44.4621931466
21,41.4452034908,30.3425952846,30.6018170064,45.2822370676
22,42.647235976,30.9391592216,30.9333299551,46.4057873607
23,43.6171872968,31.1121136004,31.5036512045,46.6165219194
24,44.2364722944,31.1606529561,32.1558495373,47.1178167894
25,44.6921667169,31.4168434537,32.5130752547,48.1335693794
26,45.2713793829,31.7881706506,33.0012165039,48.8748045801
27,45.753812827,32.254945874,33.3140489172,49.3481130797
28,46.2205093382,32.3274919037,33.4389932855,49.5511910471
29,46.5128293596,32.4275963229,33.7823841676,49.8917853249
30,47.0678185685,32.477884068,34.2045384489,50.7684249767
31,47.7180597586,32.5293400032,34.5612863552,51.0757769442
32,47.9442367215,32.587338725,34.7736312067,51.5656187128
33,48.0915740043,32.8715595279,35.060319691,51.7156296323
34,48.5934039267,32.9041966341,35.3128366604,51.9395405536
35,48.8274067916,32.9319056347,35.7355194334,52.6400985462
36,49.0916315244,32.944825485,35.9987796348,52.9530358627
37,49.524075175,32.9717200059,36.2383083862,53.2867875593
38,49.5551924386,33.0004174825,36.4963810849,53.4232439145
39,50.0528997747,33.0583090663,36.8416991183,53.9447892999
40,50.377220977,33.1351203545,37.1134680221,54.0918117221
41,51.2540344312,33.4521864068,37.3296566145,54.5435620999
42,51.3910815734,33.4863328285,37.5331254654,54.8654675656
43,51.5919333006,33.5235278182,37.6970170131,55.1068968311
44,51.6551730429,33.5235278182,37.861460118,55.2273637438
45,51.8080542638,33.5323854345,38.0577488678,55.597522538
46,52.1110034003,33.5323854345,38.256819196,55.8227113377
47,52.2654256413,33.5372134213,38.3423890285,56.5214593776
48,52.5509406732,33.5398614492,38.3450370564,56.615881977
49,52.9199817603,33.7768594967,38.6152702549,57.7176789553
50,53.1791937409,33.8351880856,38.6915937155,57.8163418909
51,53.3357472525,33.8422023925,38.7116032844,58.0514817164
52,53.6686955189,33.9079033889,38.7925285205,58.6174925581
53,53.9142098518,33.9783222973,38.8941509751,59.0547954058
54,54.0247407501,33.9898418319,39.0546772819,59.1580145802
55,54.2596326263,34.0478197426,39.210965841,59.5006735482
56,54.5172118322,34.145870015,39.3151956299,59.7573201601
57,54.6240338438,34.1478621776,39.3984840904,59.9854384424
58,54.7673073328,34.1478621776,39.587168449,60.1762180642
59,55.0541646587,34.2167964198,39.6387932041,60.4848952446
60,55.2846662714,34.2284143245,39.7012802256,60.6903812894
61,55.5816798249,34.2284143245,39.8639603062,60.9257543612
62,55.9776827781,34.2651197988,40.0261608804,61.2488977304
63,56.0884088257,34.2848182808,40.1113267051,61.4091680092
64,56.2460770997,34.2947579233,40.1757494069,61.6511684766
65,56.4258955725,34.3038084725,40.3172458055,61.9648689305
66,56.4875291541,34.3277725636,40.6252910793,62.298423541
67,56.4975419243,34.3400682163,40.7585636126,62.632914021
68,56.8319524978,34.3804546849,40.9991016831,63.1056244669
69,56.9377504745,34.3880035131,41.2056425482,63.3309130855
70,56.9858744647,34.3889968335,41.2794288003,63.4046993376
71,57.1493423724,34.3897958277,41.3200410452,63.5216990275
72,57.3485720749,34.4018993398,41.4165018984,63.6427041365
73,57.3706904438,34.4240177087,41.4386202674,63.6992389311
74,57.3762821224,34.4296093873,41.580530006,63.8817175877
75,57.4233974844,34.4540893641,41.7062611669,63.9646358924
76,57.4577794559,34.4884713355,41.7406431384,63.9990178639
77,57.51436327,34.5045942936,41.8175463139,64.0759210394
78,57.7235389587,34.5202281493,41.8778537354,64.1826686906
79,57.7243407685,34.5210299591,41.9756003974,64.3689770459
80,57.8050909086,34.5360410956,42.0259284285,64.3860153052
81,57.8723464327,34.5751112001,42.1153472221,64.4457508356
82,57.8905876049,34.5751112001,42.1290873681,64.5090124421
83,58.033871056,34.5844613238,42.18321864,64.7296318979
84,58.0517637174,34.5946577306,42.2522691906,64.7535933428
85,58.1169582423,34.6286110085,42.3330646953,64.8343888474
86,58.3232388506,34.6422186301,42.349880084,64.9513735897
87,58.541319168,34.6470274889,42.3627759954,65.1094608825
88,58.6604294557,34.6470274889,42.4275621095,65.1890493903
89,58.7537403461,34.6662663644,42.4761413097,65.3559947627
90,58.9229338649,34.6688583679,42.5881102785,65.582255481
91,58.9592027848,34.690047128,42.7253994442,65.7476289688
92,59.20201239,34.6960853843,42.8400457541,65.7868605665
93,59.2877471603,34.7818201545,42.9804070899,65.889444584
94,59.3277736961,34.7981814695,42.999316243,65.9961753778
95,59.3631368368,34.7981814695,43.0054850424,66.0226255519
96,59.383326161,34.8030154818,43.0357993488,66.0244062603
97,59.4112235394,34.8098050578,43.0425889248,66.0311958363
98,59.4806020903,34.8218722691,43.1018366343,66.1320262872
99,59.5147278807,34.8218722691,43.1808070555,66.1661520776
100,59.772904867,34.8218722691,43.419679941,66.3677589078
