Time(Iteration),CAB
0,5.676480971
1,11.2911744188
2,16.76629293
3,21.9210494506
4,26.6251536341
5,30.4896582201
6,34.8674354975
7,38.727725702
8,42.3526817753
9,45.6289401406
10,49.0380838062
11,52.0017723471
12,55.4607900748
13,59.0907112784
14,61.7338905898
15,64.4192361568
16,67.0514787191
17,70.2632261485
18,72.6462172228
19,74.4423121063
20,76.6278932576
21,78.551285797
22,80.4946735432
23,82.5226184968
24,84.5391317256
25,86.1667743831
26,88.1123561265
27,89.9336106645
28,91.1707270296
29,93.2747015387
30,94.9936563822
31,95.6820195323
32,97.151910419
33,98.2086335522
34,99.7242192028
35,100.971233251
36,102.46348997
37,104.069234893
38,105.209900265
39,106.792435166
40,107.922946287
41,109.204401894
42,110.532868899
43,112.233504032
44,114.02095456
45,115.500313782
46,116.543705459
47,117.591546649
48,118.618581911
49,119.601303147
50,120.82664195
51,121.824750368
52,122.775597438
53,124.015061633
54,125.17512596
55,126.061435952
56,126.996779037
57,128.079667478
58,128.913242771
59,129.86621246
60,131.570674284
61,132.452721231
62,133.559696244
63,134.168407653
64,135.241400994
65,136.251555999
66,137.438090941
67,138.201530364
68,139.231241148
69,140.037758117
70,141.470060362
71,142.971646975
72,143.889931618
73,144.860957823
74,146.237629635
75,146.974859418
76,147.518493564
77,148.491861945
78,149.425580817
79,150.2789811
80,151.119797504
81,151.69294162
82,152.488503923
83,153.490915905
84,154.310140594
85,155.137398496
86,156.046731903
87,156.686399037
88,157.577332168
89,158.753033575
90,159.747396228
91,160.417255091
92,161.452324316
93,161.952819944
94,162.837902971
95,163.556680897
96,164.35918204
97,165.099863598
98,165.623177243
99,166.658524281
100,167.140758665
101,168.066008676
102,169.082862522
103,169.852110264
104,170.614795604
105,171.36411579
106,171.844002744
107,172.315154456
108,172.694529956
109,173.264725872
110,174.36956201
111,175.024944411
112,175.747451421
113,176.344605455
114,177.126788997
115,177.893814055
116,178.427968526
117,178.996733949
118,179.693411141
119,180.450794373
120,181.349601049
121,181.989790077
122,182.410896163
123,183.355457725
124,184.281115528
125,185.149318745
126,186.009602719
127,186.771980267
128,187.349206786
129,188.584214823
130,189.393482491
131,189.921963835
132,190.791872214
133,191.771432932
134,192.935996303
135,193.970641083
136,194.487071981
137,195.096201212
138,195.988375615
139,196.791371864
140,197.439692663
141,197.954635856
142,198.875939327
143,199.706697003
144,200.676198961
145,201.905033602
146,202.890546022
147,203.602565391
148,204.782732074
149,205.456159706
150,206.273913433
151,207.115621297
152,208.245378395
153,209.072136138
154,209.885854687
155,210.590965413
156,211.310874812
157,212.293881596
158,212.918687932
159,213.383925058
160,213.752471464
161,213.950171326
162,214.831968036
163,215.503289773
164,216.515301621
165,217.463311838
166,218.061983172
167,218.668762651
168,219.304054092
169,219.963323941
170,220.64749117
171,221.01440759
172,221.722255884
173,222.570505116
174,223.037830451
175,223.861961547
176,224.480738677
177,225.122992806
178,225.756277974
179,226.554720437
180,226.913660697
181,227.93462046
182,228.504756605
183,229.418680022
184,230.212443204
185,230.686009186
186,230.91909069
187,231.332296706
188,231.545446181
189,232.431719518
190,233.423115108
191,234.408817599
192,234.844827208
193,235.410795969
194,236.281319382
195,237.039680996
196,238.079057947
197,238.591442327
198,239.562819803
199,240.590059905
200,241.128409701
201,241.822379117
202,242.287173017
203,243.193751386
204,243.846950864
205,244.5901234
206,245.357518351
207,245.981632201
208,246.647064642
209,247.53787638
210,248.059169951
211,248.642534002
212,249.707610149
213,250.299957725
214,251.151278157
215,251.789978612
216,252.244281563
217,253.069589837
218,253.693012428
219,254.137792964
220,254.75572319
221,255.579620469
222,256.450708101
223,257.068018096
224,257.557658274
225,258.048653388
226,258.577112409
227,259.272516658
228,259.958088086
229,260.485334663
230,261.255504779
231,261.822132332
232,262.825451952
233,263.125866662
234,263.874072544
235,264.669465074
236,265.428770418
237,266.161306534
238,266.636370298
239,267.409481784
240,268.209643139
241,268.596254647
242,269.102291632
243,269.581885908
244,270.297738014
245,271.082995554
246,271.578333962
247,272.460085277
248,272.98487279
249,273.572478565
250,274.088336212
251,274.822078891
252,275.516010663
253,276.05436606
254,276.963348698
255,277.95942671
256,278.605965884
257,279.215692344
258,279.906666313
259,280.33037053
260,281.176083272
261,281.868762663
262,282.801372617
263,283.762250191
264,284.31038693
265,285.158875184
266,285.589418054
267,286.230498663
268,286.951030752
269,287.521554951
270,288.399420622
271,288.885480186
272,289.624984449
273,290.501599319
274,291.500792797
275,292.415838011
276,293.230797874
277,293.658773843
278,294.259174041
279,294.966943065
280,295.442149357
281,296.010065741
282,296.647604563
283,297.175638733
284,297.902701845
285,298.887802549
286,299.922260941
287,300.782341881
288,301.629418753
289,303.069686017
290,303.819336757
291,304.455020492
292,305.806590094
293,306.640799769
294,307.380662206
295,307.737999044
296,308.397995274
297,308.855629851
298,309.365993393
299,310.676354468
