Time(Iteration),CAB_User,CAB,LinUCB
46,41.1174359297,41.0849509075,55.2260953268
47,41.295850678,41.2633656558,55.3193088756
48,41.4482277819,41.4157427596,55.3303200073
49,41.6763958201,41.6200590157,55.5679984013
50,41.9479993149,41.8916625105,55.6329997733
51,42.1061848492,42.0498480448,55.6600604509
52,42.2057485307,42.1494117263,55.6693651411
53,42.2265057414,42.170168937,55.7439779198
54,42.3522640968,42.2959272924,55.8005482642
55,42.7984908772,42.7421540728,55.9156746007
56,42.9393110955,42.8829742911,56.052091605
57,43.078434491,43.0220976865,56.1652456796
58,43.2594914452,43.2031546408,56.3635632011
59,43.3987119496,43.3000504492,56.3908199028
60,43.5535501262,43.4548886258,56.5094393931
61,43.6913716039,43.5927101035,56.64661738
62,43.9314708848,43.8394505279,57.0085180029
63,43.9717892498,43.879768893,57.0301162681
64,44.2512562463,44.1592358894,57.3268395736
65,44.4523132719,44.3822104713,57.3409665106
66,44.6805830922,44.6104802915,57.5446869585
67,44.7822171669,44.7121143663,57.5760470769
68,44.8584924143,44.7883896136,57.5760470769
69,45.2178392769,45.1705655649,57.6217858199
70,45.3037260222,45.2564523102,57.6229201193
71,45.7511816144,45.7039079025,57.7892734149
72,45.8076466897,45.7603729778,57.846042384
73,45.9956974501,45.9484237382,57.8594448899
74,46.1946024908,46.2571601295,57.9493822776
75,46.3929110658,46.4554687045,58.0256793812
76,46.5121458543,46.574703493,58.1145482554
77,46.7444029375,46.8069605761,58.1287681245
78,46.8121532128,46.8747108514,58.1423880431
79,46.8137516904,46.8763093291,58.1607584046
80,46.8851736515,46.9477312902,58.162707693
81,46.9955900637,47.0581477023,58.2714141206
82,47.0742331066,47.1367907452,58.3458852485
83,47.2526867474,47.3152443861,58.3567545753
84,47.3618419181,47.4243995568,58.3716180842
85,47.4937236785,47.5562813172,58.4027931426
86,47.56769125,47.6302488886,58.4456742977
87,47.6956407292,47.7581983679,58.5885555708
88,47.8819364255,47.9444940641,58.6105509152
89,47.9617166594,48.0242742981,58.6998321066
90,48.058865922,48.1214235607,58.7275335985
91,48.1141640599,48.1767216986,58.7691221279
92,48.3142092631,48.3159500644,58.8802896662
93,48.3983515399,48.4020302196,58.8939633556
94,48.4183847201,48.4220633998,58.9245344835
95,48.4772330086,48.4809116883,58.9711288014
96,48.5214851473,48.5251638269,59.0376149759
97,48.6546378339,48.670644427,59.0632735727
98,48.7626771461,48.7786837392,59.0678033564
99,48.8488146053,48.8648211984,59.1537360485
100,49.0020078028,49.0180143959,59.254365482
101,49.1842161352,49.2155347059,59.302603368
102,49.549819184,49.5492474299,59.3041832676
103,49.7231870269,49.7226152727,59.4020436019
104,49.7231870269,49.7226152727,59.4202084281
105,49.7625208209,49.7619490667,59.4436593166
106,50.0427969169,50.0422251628,59.5916175953
107,50.1734874477,50.171410544,59.60491278
108,50.2295718629,50.2274949592,59.60491278
109,50.4525404322,50.4504635285,59.6181213143
110,50.6046286766,50.6025517729,59.6946999523
111,50.6257613901,50.6492951803,59.7909233367
112,50.6745822397,50.6981160299,59.7909233367
113,50.8010350322,50.8177048184,59.8680532758
114,50.8494050296,50.8251647568,59.8680532758
115,50.8905065259,50.841299236,59.8751153781
116,51.0783828722,51.0291755823,59.8846507657
117,51.1805166666,51.1088508109,59.8940226772
118,51.2342657714,51.1625999157,59.9438502543
119,51.2569000364,51.1625999157,59.9438502543
120,51.4530765304,51.3587764097,59.9438502543
121,51.4722526608,51.3779525401,59.9942152853
122,51.6241803276,51.5298802069,59.9942152853
123,51.6600933371,51.5657932164,59.9942152853
124,51.6884612023,51.5941610816,59.995882221
125,51.7492075317,51.654907411,59.995882221
126,51.8364935327,51.7268362484,60.0426896919
127,51.8560046371,51.7463473528,60.058828096
128,52.0021970846,51.8925398003,60.1323253491
129,52.0289837945,51.956560242,60.188837178
130,52.0673943576,51.994970805,60.1896644074
131,52.0904444012,52.0180208487,60.1896644074
132,52.195430422,52.1351406735,60.2284512078
133,52.2067599328,52.1464701843,60.2284512078
134,52.2655159068,52.2052261583,60.3114882936
135,52.2838706504,52.2235809019,60.3114882936
136,52.333055144,52.2490805889,60.3165227789
137,52.3467132197,52.2627386647,60.3242108192
138,52.4691487119,52.3851741569,60.3999069264
139,52.6354231416,52.5514485865,60.53853066
140,52.6464103144,52.5624357594,60.5599732773
141,52.7398439584,52.6009559436,60.5990311787
142,52.7843545181,52.6454665034,60.5999692249
143,52.8386711492,52.6736278354,60.5999692249
144,52.8596663449,52.718026806,60.6127448123
145,52.895606829,52.7217853498,60.6982266925
146,52.9781742162,52.8224800475,60.7895686651
147,53.1181478686,52.9392010938,60.7895686651
148,53.2010889178,53.0015987244,60.9114439247
149,53.3295650799,53.1300748864,60.9114439247
150,53.4058430086,53.1706147502,60.9982981022
151,53.6342328429,53.3990045845,61.1707131402
152,53.7121034416,53.4768751832,61.1861071852
153,53.7577755049,53.5225472465,61.2389625546
154,53.8411075236,53.6058792652,61.2946849242
155,53.8870404139,53.6518121555,61.3397009925
156,53.9064015007,53.6695812909,61.3501255007
157,53.9399673481,53.7031471383,61.3690688803
158,53.9518900497,53.7150698399,61.3980408409
159,54.0560675806,53.8192473708,61.4673746832
160,54.0584865995,53.8216663897,61.4697937021
161,54.1211555711,53.896645342,61.4697937021
162,54.1380795865,53.9135693574,61.4697937021
163,54.2086865234,54.020450427,61.4949198119
164,54.2086865234,54.0298905878,61.4949198119
165,54.2469880433,54.0308298193,61.5939708618
166,54.2763243832,54.0601661592,61.5939708618
167,54.3595167417,54.1433585177,61.6189883618
168,54.4287820044,54.1635640279,61.6320291035
169,54.5481500849,54.2829321084,61.6526400824
170,54.645479579,54.3802616025,61.7422282928
171,54.6723101131,54.386626254,61.775654902
172,54.6813134033,54.3956295441,61.7846581921
173,54.6813134033,54.3956295441,61.7846581921
174,54.6813134033,54.3956295441,61.81025126
175,54.7169762631,54.431292404,61.8268375589
176,54.7813768726,54.4985144438,61.8339726306
177,54.8347636175,54.5519011887,61.8494147712
178,54.8507793369,54.5679169081,61.9369504827
179,54.9240662039,54.6412037751,61.962665675
180,55.0703922849,54.7053730959,61.966902602
181,55.0900957082,54.7250765192,61.9736001873
182,55.0948482536,54.7298290646,61.9736001873
183,55.0980949022,54.7330757132,61.9765047979
184,55.1111541635,54.7377274959,61.9765047979
185,55.1254847276,54.7390151096,61.9861601539
186,55.1982137618,54.8117441438,61.9909565084
187,55.2003363255,54.8138667076,61.9972821458
188,55.2283223265,54.8222919842,62.037975118
189,55.2488005332,54.8757753577,62.037975118
190,55.2649009832,54.8918758077,62.0549160604
191,55.3282796544,54.955254479,62.079251354
192,55.3493125793,54.9762874038,62.0915496565
193,55.5363974357,55.1633722602,62.1351605523
194,55.6220852904,55.2490601149,62.1398779726
195,55.6515639322,55.2785387568,62.1525117464
196,55.7942229968,55.3978514241,62.1525117464
197,55.9491889861,55.5528174134,62.3731224103
198,56.0302347835,55.6224915115,62.3740339824
199,56.1914216999,55.7836784279,62.377955854
200,56.2096252331,55.8018819611,62.3797463694
201,56.2475323088,55.8397890367,62.4069689188
202,56.2703870603,55.8626437883,62.4149857734
203,56.2737195567,55.8833359028,62.4222645097
204,56.3664397155,55.9655862125,62.4435811316
205,56.3723405691,55.9714870661,62.4557844413
206,56.3775715594,55.9767180563,62.4557844413
207,56.4191938795,56.0551304259,62.4573484997
208,56.4436244113,56.0795609576,62.4594931099
209,56.4633878171,56.0993243634,62.4612262794
210,56.5265581174,56.1624946637,62.4666367414
211,56.580143203,56.2160797493,62.4694318934
212,56.6002412571,56.2361778035,62.5071658803
213,56.6306006547,56.2665372011,62.5071658803
214,56.6697529636,56.3063212034,62.5123815758
215,56.6777148273,56.3142830671,62.5332515401
216,56.7394154275,56.3759836673,62.5332515401
217,56.7774112419,56.4139794817,62.5435207242
218,56.7926262351,56.4291944749,62.5587357174
219,56.8738089647,56.5112394739,62.5587357174
220,56.9030210958,56.5404516051,62.6025930873
221,56.9033635908,56.5407941001,62.6025930873
222,57.0255109939,56.6798917243,62.6025930873
223,57.0690556758,56.7234364062,62.6125159975
224,57.1196986349,56.7740793653,62.6125159975
225,57.1618571251,56.8162378555,62.6125159975
226,57.1894237873,56.8438045176,62.6441917334
227,57.2097437362,56.8641244665,62.6474427002
228,57.2123017057,56.8666824361,62.7240054418
229,57.2914428758,56.9201634762,62.7599650856
230,57.4784137977,57.107134398,62.7626396234
231,57.4794490502,57.1217082838,62.7626396234
232,57.5180764364,57.1217082838,62.7626396234
233,57.5693571635,57.1537537605,62.7745820316
234,57.5896129031,57.1740095001,62.7769066017
235,57.6034019472,57.1877985442,62.782697027
236,57.6096104946,57.1940070917,62.782697027
237,57.6271401216,57.2115367186,62.7945860685
238,57.647976451,57.2346284082,62.7945860685
239,57.6732434802,57.2456658581,62.7945860685
240,57.6870684859,57.2594908639,62.7945860685
241,57.7054908139,57.2794620223,62.796134899
242,57.7394278739,57.3059562214,62.8124446287
243,57.7649540912,57.3314824387,62.8220198635
244,57.841344275,57.4600916774,62.8422323277
245,57.8658787366,57.484626139,62.8451330673
246,57.8692093345,57.4879567369,62.8529200179
247,57.9599994719,57.5787468743,62.877968292
248,58.0383277079,57.6570751103,62.8891698524
249,58.0451254126,57.6584025715,62.8904973137
250,58.0480454438,57.6613226027,62.9732143654
251,58.0834247346,57.7086978276,62.9732143654
252,58.1217428278,57.7296296899,62.9796615157
253,58.139195713,57.7470825751,62.9796615157
254,58.1717635621,57.7796504242,62.9796615157
255,58.368473372,57.9763602341,63.1149821699
256,58.3812610913,57.9891479534,63.1222952474
257,58.4295233843,58.0374102464,63.1288945908
258,58.5455206123,58.1378533544,63.1288945908
259,58.5455206123,58.1378533544,63.1288945908
260,58.5455206123,58.1378533544,63.1288945908
261,58.6148798711,58.1765932078,63.1331912931
262,58.6216714808,58.1833848175,63.1399829028
263,58.6558783239,58.2175916605,63.1486716623
264,58.7058985993,58.2676119359,63.1486716623
265,58.718071741,58.2797850776,63.1619578005
266,58.7331059151,58.2948192518,63.1637403218
267,58.7537370626,58.3154503993,63.1672343431
268,58.7655965494,58.3273098861,63.1672343431
269,58.9969474019,58.5586607386,63.2221171802
270,59.1433098607,58.7050231973,63.2221171802
271,59.1725180349,58.7050231973,63.2831373309
272,59.1761746046,58.708679767,63.2831373309
273,59.255275619,58.787463357,63.2831373309
274,59.2648462356,58.7970339736,63.2927079475
275,59.2678308069,58.8000185449,63.2971807584
276,59.2678308069,58.8000185449,63.2971807584
277,59.2787086185,58.8108963565,63.30805857
278,59.3037985368,58.8359862748,63.3248642983
279,59.3358048051,58.8679925431,63.3266326286
280,59.3843157908,58.9165035288,63.3266326286
281,59.3879070822,58.9200948202,63.33022392
282,59.4245257748,58.9567135128,63.3338327003
283,59.4691403092,59.0013280472,63.3340933537
284,59.4994921176,59.0316798556,63.3356242138
285,59.5057758943,59.0316798556,63.3451119346
286,59.538789157,59.0646931182,63.3522013388
287,59.6496087788,59.1566328009,63.3554646868
288,59.6532056526,59.204994375,63.3554646868
289,59.7081227637,59.3119358133,63.3817624119
290,59.7385004255,59.3557001759,63.3817624119
291,59.7385004255,59.3557001759,63.3861377752
292,59.7748283233,59.3920280737,63.402450901
293,59.8273511213,59.4445508717,63.416671583
294,59.8805565939,59.4643180435,63.4177119895
295,59.9399326909,59.5236941404,63.4177119895
296,59.9466624175,59.5347335386,63.4186744583
297,59.9637498768,59.551820998,63.4186744583
298,59.9837686417,59.569439523,63.442146722
299,60.0282658228,59.6139367041,63.442146722
