Time(Iteration),CAB_User,CAB,LinUCB
77,57.8334389018,58.0839604976,53.0289849827
78,58.0836584052,58.3793383451,53.2155937268
79,58.2505577063,58.5462376462,53.2363694252
80,58.4236712114,58.6941108456,53.3399801673
81,58.5731416615,58.8845906008,53.3851154056
82,58.7282628475,58.9977839362,53.5477557009
83,58.8271343393,59.096655428,53.5872821063
84,59.0506518478,59.3911248488,53.6153221043
85,59.1887094575,59.5163973158,53.6379829447
86,59.3336094026,59.6298191355,53.7011280998
87,59.4580302752,59.7462254324,53.748532437
88,59.4805243056,59.7462254324,53.8310093245
89,59.7237451179,59.9705703363,53.9395167747
90,59.7906536522,60.0374788705,54.0029329864
91,60.0076523038,60.2544775221,54.0971636953
92,60.2915820824,60.3862000182,54.1176230372
93,60.3048801182,60.399498054,54.139141527
94,60.5287672776,60.6233852135,54.1714563764
95,60.5473351786,60.6459796985,54.204263318
96,60.9568311099,60.7416434919,54.4360581424
97,61.1543818539,60.7901077547,54.5609361702
98,61.243160938,60.8622417314,54.5953211165
99,61.2824228877,60.901503681,54.868176446
100,61.311868148,60.9359300012,54.9763538228
101,61.4388064729,61.0287925909,54.9943196643
102,61.4466921762,61.0366782942,55.0229038599
103,61.48452646,61.074512578,55.0321950393
104,61.5712136031,61.1433251705,55.2260112184
105,61.6075875948,61.1796991622,55.2346789881
106,61.7174581731,61.2469392656,55.251359241
107,61.746026751,61.4003505609,55.261626651
108,61.7524848191,61.4068086289,55.2647353099
109,61.8575035108,61.4748379902,55.3242914283
110,61.9399892791,61.5562451472,55.3287454067
111,62.089552874,61.7058087421,55.5544569474
112,62.1166313584,61.7179690312,55.5693751427
113,62.2141518728,61.7597761536,55.5693751427
114,62.2826412736,61.8665716631,55.6875882833
115,62.3225925254,61.949867735,55.7007498187
116,62.4272139261,61.9762139284,55.703574318
117,62.5307815006,62.0419036097,55.7398555472
118,62.6614588748,62.0744661616,55.8045529263
119,62.6742632477,62.1078629708,55.8045529263
120,62.6896059009,62.1172837522,55.8558071784
121,62.6929048849,62.2310450945,56.0139883163
122,62.8107248955,62.3466274268,56.1076511431
123,63.1638875219,62.5631259594,56.1097749939
124,63.2717495895,62.6222006761,56.1203804368
125,63.2931274599,62.6383824575,56.1307529173
126,63.3684508123,62.6696868901,56.1404372237
127,63.3988161129,62.7045841049,56.147488921
128,63.4414106313,62.776529107,56.1527766471
129,63.4559543897,62.875686773,56.155926841
130,63.4983061632,62.8943614818,56.251100899
131,63.5219097089,62.9255599915,56.5452028006
132,63.5481249909,62.9517752734,56.5652440239
133,63.5893073223,62.9804539292,56.5725932875
134,63.7067528964,63.0866789875,56.6317191351
135,63.8993966731,63.2543059438,56.7336220445
136,64.0581508438,63.3339555611,56.7590711572
137,64.101695501,63.3775002183,56.7677566463
138,64.2731705228,63.4940625893,56.7750179769
139,64.2953797886,63.4958835875,56.7972272427
140,64.333031609,63.5402178616,56.8229424748
141,64.4862235699,63.6633049742,56.8321781033
142,64.4862235699,63.7224378436,56.8321781033
143,64.5617695005,63.7991586129,56.9369213176
144,64.6043112296,63.8434934037,56.9369213176
145,64.6384416091,63.878545148,56.9465437526
146,64.6483785184,63.9203436446,56.9511596021
147,64.6774789498,63.9510963938,56.9566844763
148,64.8384729483,64.0148344262,56.9566844763
149,64.948127991,64.0664654213,57.0156183889
150,64.9895095325,64.1078469628,57.043652498
151,65.0116895775,64.1231495849,57.0589551201
152,65.0116895775,64.1448691561,57.1128695159
153,65.0206895324,64.1448691561,57.129480717
154,65.0834852613,64.1944365192,57.1404799965
155,65.1632111448,64.2492122176,57.1627465052
156,65.3215959685,64.3376543486,57.1736249939
157,65.4959970101,64.4617395488,57.2234175571
158,65.5241335876,64.4981356882,57.2515541347
159,65.5510102621,64.5177862912,57.2613538699
160,65.5510102621,64.5177862912,57.2746206142
161,65.5855879218,64.545713352,57.2817176679
162,65.601508455,64.5616338852,57.2817176679
163,65.601508455,64.5616338852,57.3071874814
164,65.7724555077,64.6569612113,57.3383146005
165,65.8400860899,64.7245917935,57.3700862903
166,65.8400860899,64.7245917935,57.3712013091
167,65.8644865534,64.748992257,57.4598417375
168,65.9298475128,64.7875665043,57.4971161136
169,66.0156617994,64.873380791,57.6246941126
170,66.0543589175,64.8810454918,57.6322356625
171,66.0738635614,64.9005501357,57.6322356625
172,66.3296434814,65.0604001588,57.6973381695
173,66.4360783859,65.1000469776,57.7893392548
174,66.472149941,65.1000469776,57.7893392548
175,66.472149941,65.1000469776,57.7893392548
176,66.4749863919,65.1000469776,57.8146776274
177,66.4806806651,65.1068190544,57.8242880852
178,66.5359070489,65.1333515705,57.858735734
179,66.649931351,65.1952258911,57.858735734
180,66.6746523376,65.2105451117,57.8846233881
181,66.758921259,65.2105451117,58.0459983291
182,66.758921259,65.2230810217,58.0459983291
183,66.7839351454,65.2760342421,58.0520376796
184,66.8105898405,65.3026889372,58.062931662
185,66.8548704998,65.3469695965,58.0790721508
186,66.91929993,65.3798640282,58.1356672722
187,66.9475545344,65.3995660831,58.1376457525
188,66.9514174306,65.4131315623,58.1415086487
189,67.0085240626,65.5175193781,58.1461745077
190,67.0872142359,65.6100838894,58.1461745077
191,67.1079358753,65.6308055288,58.1616465799
192,67.1906703738,65.7135400273,58.1693771261
193,67.237044736,65.777535504,58.2334767164
194,67.2709417919,65.8024979803,58.2464570876
195,67.2917413793,65.8024979803,58.2879932458
196,67.3084687431,65.819225344,58.2879932458
197,67.3458947357,65.819225344,58.2924131761
198,67.3562816662,65.8402022677,58.2924131761
199,67.4589541415,65.889700001,58.3045069497
200,67.5698881845,65.982734218,58.3348919014
201,67.6279607211,66.0100790818,58.3348919014
202,67.6764143402,66.0585327009,58.3518486776
203,67.6953008968,66.0774192575,58.3518486776
204,67.7001424363,66.0822607971,58.3947412171
205,67.7335106909,66.1156290516,58.4599516158
206,67.7422382173,66.124356578,58.4686791422
207,67.9289442417,66.2643227455,58.5011795754
208,67.9448585045,66.2683686136,58.5011795754
209,67.9451446456,66.2738321341,58.5021128879
210,67.9988185404,66.3275060289,58.5022552923
211,68.0473162502,66.3404348028,58.6193362376
212,68.0625603032,66.3445474814,58.620412628
213,68.1126868949,66.3946740731,58.620412628
214,68.1453964732,66.3998485732,58.6282324097
215,68.1701466274,66.4087011252,58.6341011193
216,68.2034045455,66.4160955116,58.6367031986
217,68.2594194895,66.4524268502,58.7283531883
218,68.2940543985,66.4524268502,58.7283531883
219,68.297690612,66.4779522582,58.7283531883
220,68.3406411999,66.5246665526,58.7342711289
221,68.3942777668,66.5601072514,58.7342711289
222,68.3942777668,66.5601072514,58.7389247109
223,68.4488424273,66.5994955133,58.8279395112
224,68.472485136,66.6312385973,58.8456590826
225,68.4800064619,66.6387599232,58.8456590826
226,68.5420508351,66.6467279292,58.8536270886
227,68.6071003487,66.6517775112,58.8586766706
228,68.6411136676,66.693397575,58.9543285142
229,68.6508196708,66.7038060881,58.9589448992
230,68.6640620253,66.7170484427,58.9589448992
231,68.6667460257,66.7390035144,58.9609372817
232,68.6667460257,66.7390035144,58.9635274342
233,68.6933501531,66.7656076418,59.0798842702
234,68.7363233475,66.8085808362,59.0826740829
235,68.7926342879,66.8497894245,59.0826740829
236,68.7934663142,66.8506214508,59.0831286782
237,68.8240652335,66.8790792964,59.1896256817
238,68.83237747,66.9186882296,59.2038124102
239,68.8399417733,66.9336435701,59.2336440977
240,68.8996568401,66.9336435701,59.2453659146
241,68.9045294796,66.9414692842,59.2483189891
242,68.9064509622,66.9433907667,59.2981808659
243,68.9505240886,66.9874638931,59.3073600332
244,68.9704717591,66.9876781924,59.3073600332
245,68.9913996114,67.0386063154,59.3485791204
246,69.0466505317,67.0938572358,59.373118933
247,69.057811732,67.0941013773,59.373118933
248,69.0675134492,67.1001701664,59.3767518611
249,69.0792605027,67.126586222,59.3767518611
250,69.085811133,67.1459178685,59.4143072254
251,69.105302094,67.1459178685,59.4143072254
252,69.1502321186,67.1862418252,59.4143072254
253,69.1656194729,67.2016291795,59.4874908549
254,69.216176717,67.230604352,59.5028790742
255,69.2364902307,67.2445316417,59.505872525
256,69.2383949858,67.2445316417,59.505872525
257,69.2457285099,67.2518651658,59.505872525
258,69.3047673974,67.3562475514,59.5237334928
259,69.3736356631,67.3759565683,59.5374520429
260,69.4078472869,67.3767632276,59.5468234614
261,69.429356826,67.377024207,59.5535830319
262,69.4519780391,67.3996454201,59.576204245
263,69.4997011242,67.3996454201,59.5843070566
264,69.5177082884,67.4176525843,59.5843070566
265,69.5549008349,67.4431603431,59.6014730751
266,69.5699114293,67.4581709375,59.6014730751
267,69.5783760133,67.4666355215,59.6014730751
268,69.6325037121,67.481790791,59.6023275042
269,69.6959480254,67.5931146857,59.6032426443
270,69.7157945193,67.6129611796,59.6818822272
271,69.7211033701,67.6182700304,59.7657589891
272,69.7342714263,67.6554983683,59.8156585492
273,69.7342714263,67.6589162681,59.8156585492
274,69.7342714263,67.6692246872,59.8156585492
275,69.7839460062,67.6739804324,59.8432466159
276,69.8106502501,67.7006846763,59.8432466159
277,69.8512005525,67.7323236276,59.857064588
278,69.8512005525,67.7323236276,59.857064588
279,69.8572306279,67.7672314221,59.857064588
280,69.8807146156,67.7889209505,59.8630252223
281,69.9264059243,67.7889209505,59.8630252223
282,69.9435000205,67.7925232917,59.8674920261
283,70.0229833263,67.8207531756,59.8674920261
284,70.0580449025,67.8558147518,59.8799216674
285,70.0696482382,67.8674180875,59.8799216674
286,70.0696482382,67.8674180875,59.8799216674
287,70.1236963192,67.8934887025,59.9146250867
288,70.1236963192,67.8934887025,59.9535481243
289,70.1714798317,67.9115488895,59.9572344594
290,70.1926218097,67.9250286361,59.9707142061
291,70.1929177153,67.9443686676,59.9900542375
292,70.2272640808,67.9787150331,59.9931254017
293,70.2334771865,67.9849281388,59.9932728211
294,70.3144444712,68.079837712,59.9932728211
295,70.3482783652,68.0944062503,59.9959269534
296,70.371730042,68.1384296826,60.0193786302
297,70.3817821731,68.1484818138,60.0205905264
298,70.4039999594,68.159998529,60.0637524839
299,70.4131010375,68.1690996071,60.0637524839
300,70.4245009351,68.1804995047,60.0671270309
301,70.4295509032,68.1804995047,60.0671270309
302,70.4432666393,68.1957279242,60.0705579068
303,70.459263231,68.1989113081,60.0737412907
304,70.4858473417,68.2133866608,60.1004584583
305,70.4999186384,68.2471929582,60.1145404726
306,70.5131728734,68.2604471933,60.1145404726
307,70.5208899007,68.2681642206,60.1561270834
308,70.5312413016,68.2752100823,60.165742302
309,70.5410515871,68.2850203678,60.1698127535
310,70.6136139161,68.3425905238,60.1698127535
311,70.6166839902,68.3653572558,60.1791241045
312,70.6249322047,68.3736054703,60.1791241045
313,70.6615842506,68.4102575162,60.1942805287
314,70.6785979462,68.4272712118,60.1942805287
315,70.7383490614,68.499170287,60.207465787
316,70.7866190986,68.5197016138,60.213813344
317,70.7866190986,68.5214573029,60.2687154417
318,70.8233183934,68.5214573029,60.2797612147
319,70.836947246,68.5350861556,60.3034839878
320,70.8814468735,68.5682409352,60.3310839654
321,70.8830991961,68.5795578927,60.3991428398
322,70.8972298017,68.5795578927,60.3991428398
323,70.9452127163,68.6133477607,60.4119468804
324,71.0040409211,68.6365806753,60.4163892322
325,71.053632702,68.6365806753,60.4163892322
326,71.0734155384,68.6563635116,60.417732506
327,71.083960574,68.6669085472,60.417732506
328,71.1182739995,68.7012219728,60.5016981047
329,71.1422809292,68.7032239311,60.503700063
330,71.170667029,68.7032239311,60.503700063
331,71.2236979097,68.7312031371,60.5086235865
332,71.257539726,68.757380546,60.5086235865
333,71.261856763,68.7595207333,60.5086235865
334,71.261856763,68.7595207333,60.5748996497
335,71.261856763,68.7595207333,60.5766321202
336,71.2842479217,68.7819118921,60.5766321202
337,71.2893268627,68.7869908331,60.5766321202
338,71.3257357611,68.802265652,60.5769390648
339,71.3269834842,68.8035133752,60.5820670577
340,71.3409780881,68.8175079791,60.5820670577
341,71.3643465824,68.8408764734,60.5820670577
342,71.3789217732,68.8554516642,60.5966422485
343,71.4219968003,68.8985266913,60.6221592438
344,71.4566515184,68.9213335253,60.6221592438
345,71.4698237053,68.9267909987,60.6276167172
346,71.4868476753,68.9267909987,60.6502799472
347,71.5230283721,68.9644566912,60.6517649429
348,71.5230283721,68.9644566912,60.6517649429
349,71.5230283721,68.9923958052,60.6517649429
350,71.5230283721,68.9923958052,60.6517649429
351,71.5369173991,68.9923958052,60.6536702268
352,71.5369173991,68.9923958052,60.6536702268
353,71.5511606102,69.0066390163,60.6536702268
354,71.5975302052,69.0538310663,60.665691586
355,71.5996236759,69.0827683226,60.6706279757
356,71.6072915111,69.0827683226,60.6706279757
357,71.6491228798,69.1159901127,60.6757766715
358,71.6701860485,69.1299589754,60.695300738
359,71.6791657299,69.1389386568,60.7012767337
360,71.7175320757,69.1450737351,60.745722932
361,71.7240216684,69.1641661532,60.7517820419
362,71.7327185443,69.1725245287,60.7526418068
363,71.749639519,69.1780650416,60.7606015308
364,71.7928815226,69.1898043476,60.767070195
365,71.8043822933,69.1898043476,60.767070195
366,71.838263417,69.2018857428,60.7900138263
367,71.840708398,69.2018857428,60.7925233613
368,71.8458929134,69.2070702583,60.8023589438
369,71.8520263389,69.2132036838,60.8073294676
370,71.8660979138,69.2386760545,60.8170992928
371,71.8711614725,69.2437396133,60.8242678246
372,71.8895895294,69.2485887533,60.8242678246
373,71.892596348,69.2515955719,60.8243594983
374,71.9355950708,69.2749693646,60.8273089453
375,71.9449564257,69.2772266605,60.8429209305
376,71.9464280872,69.278698322,60.8429209305
377,71.9543352712,69.2935162143,60.8429209305
378,72.0031191381,69.2935162143,60.8767697212
379,72.0090174188,69.2935359502,60.876789457
380,72.0090174188,69.2935359502,60.876789457
381,72.0818683704,69.3552329292,60.8887884091
382,72.0818683704,69.3552329292,60.8887884091
383,72.0818683704,69.3552329292,60.9094653514
384,72.0818683704,69.3552329292,60.9094653514
385,72.0868388943,69.360203453,60.9144358753
386,72.1405764322,69.413940991,60.9144358753
387,72.1686888288,69.4404175943,60.9204800025
388,72.1757523433,69.4430254489,60.9249356624
389,72.1859158417,69.4531889472,60.9350991608
390,72.1980531853,69.4653262909,60.9443514727
391,72.2014095344,69.4720483046,60.9506768221
392,72.2014095344,69.4795383495,60.958166867
393,72.2370251042,69.5225190651,60.9599373188
394,72.2519623267,69.5360213291,60.9782511858
395,72.2656274948,69.5378965112,60.980126368
396,72.2656274948,69.5378965112,60.981066851
397,72.2740664551,69.5463354715,60.981066851
398,72.2972218852,69.5603150002,60.981066851
399,72.3070815294,69.5701746443,60.981066851
400,72.3224019309,69.5854950458,60.981066851
401,72.3303337596,69.5875717444,60.9926306696
402,72.3414768673,69.5982046799,60.9931408418
403,72.3548856396,69.6116134522,60.9931408418
404,72.3557202325,69.6129149139,60.9939754347
405,72.3591561805,69.6147123431,60.9974113826
406,72.3680936933,69.6174322353,61.0002574403
407,72.374725006,69.6300230192,61.0128482241
408,72.4009984303,69.6388738828,61.0128482241
409,72.4071371838,69.6450389194,61.0324464287
410,72.4222785024,69.6535107619,61.0391159047
411,72.4222785024,69.6535107619,61.0391159047
412,72.4436364609,69.6535107619,61.0391159047
413,72.4524237658,69.6622980668,61.0415079974
414,72.4579126645,69.6677869656,61.0618081398
415,72.4756765937,69.6774163199,61.0666633326
416,72.4756765937,69.6774163199,61.0666633326
417,72.4756765937,69.6774163199,61.0666633326
418,72.5333136434,69.6806408457,61.0698878584
419,72.5333136434,69.6806408457,61.0698878584
420,72.5366339542,69.6839611565,61.074795354
421,72.5538919055,69.6903921436,61.074795354
422,72.620641285,69.7571415231,61.0800820397
423,72.626720563,69.7632208011,61.0800820397
424,72.6359502879,69.7680022827,61.0825456423
425,72.6359502879,69.7693296151,61.0829228684
426,72.6838081135,69.8171874407,61.0829228684
427,72.6948436229,69.8171874407,61.0829228684
428,72.7150404413,69.8645923755,61.0829228684
429,72.7225020699,69.8838404606,61.0883226417
430,72.7381518417,69.8994902325,61.0883226417
431,72.7381518417,69.8994902325,61.0883226417
432,72.7686991543,69.9208677462,61.0892476111
433,72.7829072029,69.9394797833,61.0947927078
434,72.7927148696,69.947690295,61.10559208
435,72.7927148696,69.947690295,61.1310289196
436,72.8002758407,69.955251266,61.1310289196
437,72.8017995387,69.956774964,61.1310289196
438,72.8017995387,69.956774964,61.1310289196
439,72.8017995387,69.956774964,61.1310289196
440,72.8017995387,69.956774964,61.1310289196
441,72.8103817655,69.9668859173,61.1572632852
442,72.8202338352,69.976737987,61.1572632852
443,72.8208703696,69.976737987,61.1578998195
444,72.8507910558,70.0066586733,61.1615368631
445,72.8625255199,70.0183931373,61.1615368631
446,72.862844825,70.0187124425,61.1618561683
447,72.8816319002,70.020590389,61.1618561683
448,72.8946223549,70.0266814965,61.176085243
449,72.8946223549,70.0308178115,61.176085243
450,72.9044489436,70.0406444002,61.176085243
451,72.9172199098,70.0406444002,61.1796686135
452,72.9172199098,70.0406444002,61.1796686135
453,72.9172199098,70.0455254362,61.1797368339
454,72.9172199098,70.0455254362,61.1797368339
455,72.9172199098,70.0455254362,61.1797368339
456,72.9366253971,70.0455254362,61.1797368339
457,72.9366253971,70.0592296539,61.1797368339
458,72.9545621489,70.0647692654,61.1939482257
459,72.9561344024,70.0647692654,61.1955204792
460,72.9653665714,70.0746495973,61.1984902894
461,72.9670788039,70.0763618298,61.1984902894
462,72.9749478918,70.0857068674,61.1984902894
463,72.9753113718,70.0860703474,61.1984902894
464,72.9795445786,70.0940827892,61.2027234962
465,72.9898785821,70.0988055485,61.2074462556
466,73.0169512309,70.0989611036,61.2076018106
467,73.0243271182,70.0989611036,61.2076018106
468,73.0243271182,70.0989611036,61.2076018106
469,73.0374233687,70.0989611036,61.2076018106
470,73.0374233687,70.0989611036,61.223418224
471,73.053553558,70.1190574195,61.2300026533
472,73.053553558,70.1190574195,61.2555712895
473,73.0916377541,70.1584276855,61.2740567601
474,73.0939146288,70.1607045602,61.2740567601
475,73.0949728413,70.1617627728,61.2740567601
476,73.0950837748,70.1618737062,61.2741676935
477,73.0995489785,70.1663389099,61.2741676935
478,73.1011300081,70.1710325712,61.2741676935
479,73.1023133697,70.1710325712,61.2741676935
480,73.116909694,70.1710325712,61.2741676935
481,73.116909694,70.1713924818,61.2795307294
482,73.1441626343,70.1807900289,61.2795307294
483,73.1658851667,70.1861109982,61.2847397033
484,73.1818760276,70.1894708301,61.2889235626
485,73.196893748,70.1894708301,61.2889235626
486,73.2351056939,70.2217436974,61.2915144365
487,73.2395833503,70.2217436974,61.2915144365
488,73.2434951303,70.2256554774,61.2954262165
489,73.2449853409,70.227145688,61.3067238194
490,73.2449853409,70.227145688,61.3067238194
491,73.2511711075,70.2525183952,61.3067238194
492,73.2602437634,70.2704753105,61.3108063967
493,73.2829744084,70.2704753105,61.3108063967
494,73.3017124269,70.2704753105,61.3108063967
495,73.3538277474,70.2769044663,61.3112494592
496,73.36881733,70.2769044663,61.3112494592
497,73.36881733,70.2769044663,61.3112494592
498,73.4066075697,70.2770305774,61.3113755702
499,73.4173732809,70.2802711877,61.3739170497
