Time(Iteration),CAB,CAB_original
0,8.24596415669,8.24596415669
1,15.3097690027,15.3097690027
2,21.2694838024,21.2694838024
3,24.7664110883,24.6274997977
4,28.3280369645,28.0544208989
5,31.4726422429,30.8167502732
6,34.4957219256,33.4024527339
7,36.6427177441,35.4403448898
8,39.0499702086,37.510075215
9,42.592935118,40.9821001743
10,44.9521407564,43.3893956339
11,47.1879057439,46.2816867404
12,48.5315209459,47.5299092991
13,50.9449894483,49.8644671537
14,51.9568123685,51.1747858755
15,53.5816270287,52.5666858795
16,54.5806193039,53.2225755952
17,55.138082754,53.8129597247
18,55.6244220182,54.676765271
19,56.0797793888,55.4868772575
20,57.2624121721,56.4250833903
21,57.640192236,56.8030418389
22,58.4186274665,57.5189840532
23,58.9786010364,58.3311968317
24,59.6792110246,59.6293635413
25,59.9007808803,60.0938236345
26,60.4298548001,60.5851586019
27,61.0176436981,61.2380214749
28,61.6409798963,61.859142168
29,62.2522725615,62.4900730911
30,62.6129951523,63.1617562576
31,63.0382990333,63.6967551221
32,63.2374255926,63.8887665554
33,63.529025649,64.2437973788
34,63.6879875384,64.4357694765
35,64.3050576814,65.0664635864
36,64.6272047396,65.6016173205
37,64.7682735753,65.7472637948
38,65.0235522511,66.0025424705
39,65.3589919198,66.4086015849
40,65.7004319738,66.7774444329
41,65.9732913507,67.0573198333
42,66.5787938764,67.6535174676
43,67.0826859069,68.0272167236
44,67.5084720909,68.1995876064
45,67.6449984114,68.4548726771
46,67.7043107496,68.5385282636
47,68.2025263192,68.8778767222
48,68.2572583595,68.9400462761
49,68.3888120205,69.0815318748
50,68.536603883,69.1733697653
51,68.6575320432,69.2416556847
52,69.0485187428,69.5706676412
53,69.2107184467,69.7763214121
54,69.3440396702,69.9756961159
55,69.9118483504,70.2900584731
56,70.0773659826,70.54188934
57,70.3455155379,70.8180447892
58,70.4629351897,70.8643753401
59,70.5933741021,70.9948142524
60,70.9030392667,71.3443953948
61,71.1672533204,71.6086094485
62,71.7517943388,71.8330162164
63,71.767732385,71.910610044
