Time(Iteration),CAB,CAB_original,LinUCB
0,1.7528044344,1.7528044344,1.7528044344
1,3.61698193992,3.61698193992,3.61698193992
2,4.94816834794,4.94816834794,4.94816834794
3,6.52987865185,6.52987865185,6.52987865185
4,8.02089536399,8.02089536399,8.02089536399
5,9.21080254448,9.21080254448,9.21080254448
6,10.5330759567,10.5330759567,10.5330759567
7,11.658210222,11.658210222,11.658210222
8,12.9463181579,12.9463181579,12.9463181579
9,13.89388189,13.89388189,13.89388189
10,14.8830293289,14.8830293289,14.8830293289
11,15.830940344,15.830940344,15.830940344
12,16.5861870746,16.5861870746,16.5861870746
13,17.3462758569,17.3462758569,17.3462758569
14,18.2638796794,18.2638796794,18.2638796794
15,18.9771289657,18.9771289657,18.9771289657
16,19.6610538848,19.6610538848,19.6610538848
17,20.2235244977,20.2235244977,20.2235244977
18,21.1134241494,21.1134241494,21.1134241494
19,21.7655936442,21.7655936442,21.7655936442
20,22.4772530888,22.4772530888,22.4772530888
21,23.0474709802,23.0474709802,23.0474709802
22,23.6623745335,23.6623745335,23.6623745335
23,24.4220862797,24.4220862797,24.4220862797
24,25.0334530882,25.0334530882,25.0334530882
25,25.6260881453,25.6260881453,25.6260881453
26,26.223898766,26.223898766,26.1507709235
27,26.6901116575,26.6901116575,26.5710250335
28,27.4002975439,27.4002975439,27.298511805
29,28.1106909149,28.1106909149,27.8260065084
30,28.5668460164,28.539433052,28.2386453814
31,29.0032997565,28.9758867921,28.6490639081
32,29.4852020132,29.4640481467,29.1112796013
33,29.9686756533,29.9475217868,29.5874196285
34,30.4765820292,30.4554281627,30.1605834718
35,30.8167024302,30.7955485637,30.5233518769
36,31.2688397071,31.2571340813,30.9027717131
37,31.6654762153,31.6375175134,31.1800340493
38,32.0134565843,31.9854978824,31.6021537536
39,32.3073962776,32.2769943175,31.8445444223
40,32.7151973414,32.6280392838,32.2250624328
41,33.0005036831,32.8720406791,32.4896889967
42,33.1891698606,33.0380209262,32.6635716212
43,33.4064981988,33.2258895358,32.8493695073
44,33.8240544951,33.6407237103,33.2150936996
45,34.0238456275,33.8513291193,33.4526483128
