Time(Iteration),LinUCBCoTheta,CAB_originalCoTheta,CAB_decreaseCoTheta,CAB_optimalCoTheta,CAB_increaseCoTheta,,,,,,
28,0.626496742736,0.619765018649,0.625498331342,0.625498331342,0.6263445277,,,,,,
29,0.621303864651,0.613817289724,0.61885210885,0.61885210885,0.619598243503,,,,,,
30,0.618516331406,0.607522414238,0.614255532875,0.614255532875,0.61582708359,,,,,,
31,0.607231940053,0.591812238131,0.602697992846,0.602697992846,0.606986716658,,,,,,
32,0.600848249505,0.585365672723,0.596930270682,0.596930270682,0.599226753825,,,,,,
33,0.591962070969,0.57972173262,0.592967730007,0.592967730007,0.588567334347,,,,,,
34,0.582235077099,0.574100364697,0.58731216127,0.58731216127,0.577626003008,,,,,,
35,0.57958290315,0.568527048793,0.580466483774,0.580466483774,0.57328030757,,,,,,
36,0.571246251281,0.560752488147,0.573961470871,0.573961470871,0.563442195561,,,,,,
37,0.569292474976,0.558553156105,0.572801079703,0.572801079703,0.560709727264,,,,,,
38,0.560367819069,0.552143066041,0.560484667494,0.560484667494,0.557365049862,,,,,,
39,0.554409460461,0.541936783168,0.554944736953,0.554944736953,0.551320970034,,,,,,
40,0.551062487002,0.537060271478,0.54943102181,0.54943102181,0.548969814561,,,,,,
41,0.546919872039,0.534870201078,0.54514429984,0.54514429984,0.545991945195,,,,,,
42,0.54402545277,0.532289134319,0.540762032474,0.540762032474,0.543512862232,,,,,,
43,0.542758697828,0.530397830177,0.539261218355,0.539261218355,0.542378174173,,,,,,
44,0.537925475933,0.526770510777,0.537469965094,0.537469965094,0.536135058312,,,,,,
45,0.535741453111,0.52469002886,0.535135415795,0.535135415795,0.53233938528,,,,,,
46,0.529896823033,0.520923132843,0.529381253678,0.529381253678,0.525835637467,,,,,,
47,0.527118288119,0.518035205023,0.52330440478,0.52330440478,0.523317734581,,,,,,
48,0.523176183829,0.515416288763,0.516347248479,0.516347248479,0.520165616855,,,,,,
49,0.512168571935,0.504438134317,0.505304953733,0.505304953733,0.507266828937,,,,,,
50,0.510438299008,0.501383199576,0.498478582039,0.502855532716,0.505005982968,,,,,,
51,0.508477581902,0.49602368156,0.494218689779,0.498692223808,0.499233011515,,,,,,
52,0.507422825161,0.492037853474,0.48308975193,0.48737892466,0.495090784866,,,,,,
53,0.506724876346,0.490304756303,0.481382028733,0.485751044665,0.494137551756,,,,,,
54,0.501062200414,0.479482569306,0.47166964952,0.475973525159,0.487705206298,,,,,,
55,0.497962411473,0.47508411313,0.469622999881,0.473567574718,0.479363090015,,,,,,
56,0.497578777022,0.471207913339,0.468068948931,0.472194305127,0.472516463369,,,,,,
57,0.496566229787,0.470481492426,0.461374204122,0.465487015888,0.471565606744,,,,,,
58,0.495650408097,0.468200903875,0.458881689109,0.462978566503,0.466891558829,,,,,,
59,0.486680539759,0.458910148634,0.450603943672,0.454335191341,0.453448578214,,,,,,
60,0.483033353668,0.45587667011,0.441495141273,0.445085881531,0.450499630704,,,,,,
61,0.478872667635,0.452558833826,0.440397429965,0.443946394543,0.448597947159,,,,,,
62,0.476847826124,0.444523258769,0.433919020076,0.437494714083,0.44559951662,,,,,,
63,0.471157539105,0.434539913673,0.425928354932,0.428941976577,0.435456893725,,,,,,
64,0.466867920706,0.431100579023,0.424244450939,0.425930497277,0.431306862827,,,,,,
65,0.464457326003,0.428957855881,0.421850192174,0.423414641984,0.42772603241,,,,,,
66,0.459293788061,0.424474091171,0.41373784573,0.415443999846,0.420827147468,,,,,,
67,0.45459449028,0.420870187099,0.407845043047,0.412733151972,0.417542618142,,,,,,
68,0.450641577251,0.418203237625,0.404548981807,0.409162925761,0.413236898142,,,,,,
69,0.444748579236,0.41731730698,0.401831141194,0.40650696942,0.409838508322,,,,,,
70,0.43776152046,0.412169085723,0.399612815056,0.404190486821,0.40858632401,,,,,,
71,0.435528882199,0.4100337269,0.39530432067,0.401334667701,0.404333477391,,,,,,
72,0.433873138213,0.406181736471,0.394419481765,0.400354905632,0.403483755248,,,,,,
73,0.431939558545,0.403642658225,0.391597045406,0.397593382981,0.401392301369,,,,,,
74,0.430071288187,0.402094028714,0.38955454898,0.395676399313,0.400747449699,,,,,,
75,0.424813130962,0.398134545679,0.387017502699,0.391847689683,0.395046587727,,,,,,
76,0.421423878668,0.392637984043,0.382003162345,0.386605355719,0.39184262493,,,,,,
77,0.417501098148,0.389583474968,0.378610207638,0.383465491969,0.382119450807,,,,,,
78,0.411734603886,0.388517288158,0.374985973863,0.37992051021,0.379777642681,,,,,,
79,0.410404500705,0.387539749847,0.372948814767,0.378306563997,0.378645135323,,,,,,
80,0.407285426688,0.381025825792,0.365807414832,0.368604894035,0.372071354976,,,,,,
81,0.406963060761,0.379377207071,0.363999249871,0.365449312367,0.37143336674,,,,,,
82,0.406793446182,0.378233911461,0.363016466236,0.364380732689,0.370616437655,,,,,,
83,0.405468206064,0.377145059894,0.358223293919,0.359421299847,0.369755940044,,,,,,
84,0.403302506453,0.374344877834,0.354956808758,0.356857572925,0.36762143587,,,,,,
85,0.400955164064,0.374057504741,0.353915966475,0.355276826611,0.364324880449,,,,,,
86,0.397753769055,0.372192662441,0.348695193728,0.350138235784,0.362613138191,,,,,,
87,0.396810885096,0.369432992052,0.347481618289,0.349218417065,0.361855489716,,,,,,
88,0.397100891144,0.365805001357,0.346175908893,0.347636142632,0.360494096447,,,,,,
89,0.392293517457,0.360772335872,0.342913159187,0.344441673343,0.356386760952,,,,,,
90,0.388994829007,0.359283076277,0.339571808242,0.339138923983,0.355182605303,,,,,,
91,0.388497386267,0.358635781234,0.339319038332,0.338559188855,0.354978733996,,,,,,
92,0.385726947026,0.357338848828,0.33699353433,0.336322621381,0.351828906105,,,,,,
93,0.384908685143,0.356031991271,0.336484724015,0.335842588259,0.350067936354,,,,,,
94,0.382739467965,0.35075949898,0.335651678979,0.335118759691,0.347007727045,,,,,,
95,0.382296632916,0.34996189073,0.333232160596,0.332797660896,0.346371374576,,,,,,
96,0.381310644755,0.348653633343,0.331889233428,0.33173388963,0.344919349167,,,,,,
97,0.375600696573,0.345685663526,0.327248373151,0.326765486433,0.342994136778,,,,,,
98,0.375143993481,0.344077802841,0.326988320762,0.326322437263,0.342543557431,,,,,,
99,0.369265129939,0.341208143857,0.324121666548,0.323333185169,0.338286123922,,,,,,
100,0.367423133175,0.335545198961,0.320740416159,0.320158382607,0.334190600617,,,,,,
101,0.3676093582,0.334923698694,0.320979830883,0.320387535364,0.333234340685,,,,,,
102,0.367206321536,0.334772605851,0.320615516077,0.320033596269,0.333183786651,,,,,,
103,0.365757705264,0.33344216507,0.31895516386,0.318300437792,0.331500812335,,,,,,
104,0.364423982769,0.331884671913,0.317670054396,0.317128651289,0.329873849862,,,,,,
105,0.363667739226,0.330859589467,0.314430661827,0.313789657507,0.32902030999,,,,,,
106,0.362698901002,0.3281711681,0.313649720241,0.313085678009,0.328145236014,,,,,,
107,0.359437578798,0.325784696843,0.309102943775,0.308673025557,0.324794599723,,,,,,
108,0.358630463984,0.325481514369,0.308853843014,0.308335687819,0.32385993046,,,,,,
109,0.354958264824,0.321557167078,0.302849399233,0.302403712347,0.318863056789,,,,,,
110,0.354566955186,0.320865372205,0.30219997905,0.301736145728,0.317723427742,,,,,,
111,0.353322020379,0.320905350665,0.30171938697,0.301304625913,0.316339935514,,,,,,
112,0.348518329202,0.316134938843,0.298697366749,0.298212046269,0.315541939793,,,,,,
113,0.346183424376,0.313789221326,0.294173465091,0.294008281582,0.311940302752,,,,,,
114,0.337176550364,0.311525973269,0.286540584223,0.286969748133,0.308705026304,,,,,,
115,0.335106996832,0.31073459197,0.284279407377,0.284476257954,0.301183113657,,,,,,
116,0.327905070276,0.309097260243,0.281061540203,0.281235325548,0.300233475608,,,,,,
117,0.327110980521,0.308095498334,0.280762014586,0.28088654365,0.299268088181,,,,,,
118,0.325893109604,0.30591710528,0.278607305813,0.278822841162,0.298407103829,,,,,,
119,0.324863465379,0.302056471913,0.278078098221,0.27835655173,0.297772370505,,,,,,
120,0.324465199442,0.301088936198,0.277279620441,0.277382312649,0.290627351868,,,,,,
121,0.313678647142,0.293855991508,0.273338607998,0.273647182804,0.280447309381,,,,,,
122,0.310413357759,0.292407625232,0.270469747573,0.270972401928,0.275354529166,,,,,,
123,0.309977373344,0.292082385851,0.270050856592,0.270602223858,0.274897913955,,,,,,
124,0.301449495021,0.291553183206,0.262287952982,0.26298172562,0.272574156537,,,,,,
125,0.299278479305,0.288743359296,0.260062276732,0.260810814595,0.270036632008,,,,,,
126,0.296762286668,0.287427252062,0.258995306121,0.259626330354,0.269627438714,,,,,,
127,0.293824800812,0.281957209822,0.256167203429,0.256401575215,0.269115458021,,,,,,
128,0.293205894637,0.281915685378,0.251573554677,0.256011363584,0.267409634883,,,,,,
129,0.292089880999,0.279339663959,0.249975297645,0.254405369207,0.26554760258,,,,,,
130,0.288499368186,0.275680248841,0.243642933063,0.248169128805,0.260753292925,,,,,,
131,0.287888114082,0.274587070563,0.242977144577,0.247642671599,0.260378819647,,,,,,
132,0.287017241982,0.272752488755,0.24032216102,0.245247184993,0.25984781147,,,,,,
133,0.285684831514,0.271313777678,0.239552927419,0.244268934982,0.252415309646,,,,,,
134,0.284503911764,0.270356274385,0.238736692996,0.243554775478,0.251629077285,,,,,,
135,0.283977707267,0.269685648897,0.23829668175,0.243088747864,0.251393294363,,,,,,
136,0.281577107867,0.266518432687,0.234380768269,0.23832049496,0.248443661562,,,,,,
137,0.280819636919,0.265391359364,0.23402230742,0.237949910635,0.247311989507,,,,,,
138,0.280234136757,0.258400860037,0.229104043413,0.233631101583,0.244192446801,,,,,,
139,0.279195824059,0.257169743665,0.228308590835,0.232935814102,0.243992023716,,,,,,
140,0.275815753086,0.256556026508,0.227957223033,0.232475049563,0.241747952378,,,,,,
141,0.275251073952,0.255667697967,0.227278468984,0.231856141567,0.240901709223,,,,,,
142,0.272351114464,0.251999480605,0.226054174638,0.230374589752,0.239054564697,,,,,,
143,0.271678685884,0.245710968076,0.224007668863,0.228238690531,0.238219725757,,,,,,
144,0.269593641303,0.243387319611,0.222293152632,0.226579513206,0.234701047331,,,,,,
145,0.26930773089,0.242675488886,0.221385923872,0.226127432411,0.23416154595,,,,,,
146,0.268253598442,0.241471376037,0.221179112649,0.225828601741,0.234124529256,,,,,,
147,0.26691398901,0.241050935781,0.220559014157,0.224927182571,0.233342782635,,,,,,
148,0.265814369363,0.239723166959,0.220146161335,0.224491619645,0.232256080193,,,,,,
149,0.263884817902,0.239081313597,0.219305602938,0.223791174478,0.23155173584,,,,,,
150,0.262135760087,0.237284602304,0.219028660596,0.223632241802,0.229093163143,,,,,,
151,0.261591652438,0.236944340484,0.218925363593,0.222733548952,0.228938363143,,,,,,
152,0.257942938145,0.235174893469,0.217352585636,0.221132427559,0.227475460635,,,,,,
153,0.258092701763,0.234996726987,0.216799095784,0.220901664857,0.227467403725,,,,,,
154,0.257673205631,0.234774808921,0.216272641043,0.220356304353,0.226111418236,,,,,,
155,0.256281558169,0.233346035172,0.215559631304,0.219741521808,0.225396220083,,,,,,
156,0.255991799898,0.232749131886,0.215063463791,0.219031239527,0.224162762242,,,,,,
157,0.255385910404,0.232248752012,0.214658392402,0.218546714526,0.223398737062,,,,,,
158,0.254099859696,0.231486404736,0.213225484748,0.217235532274,0.221639044545,,,,,,
159,0.251709537236,0.230676192597,0.212523138789,0.216431474004,0.22048534825,,,,,,
160,0.250884696065,0.229842515857,0.21250341942,0.215980794745,0.219925983986,,,,,,
161,0.249813531694,0.228587357482,0.210649804754,0.215335285337,0.219680163034,,,,,,
162,0.24909527276,0.227786047752,0.210933010626,0.215237042842,0.219702352573,,,,,,
163,0.246324663856,0.227365905403,0.210496235368,0.21464600487,0.213691977593,,,,,,
164,0.245558719318,0.22659128397,0.209120572117,0.214020451322,0.213811213243,,,,,,
165,0.243575164749,0.226344277455,0.208888772986,0.21385938707,0.21317547837,,,,,,
166,0.242994905717,0.225524812265,0.208308624079,0.213310634391,0.212579661101,,,,,,
167,0.242743058425,0.225318502235,0.208072065832,0.212950080864,0.211450724517,,,,,,
168,0.242073537346,0.224390780491,0.207574484381,0.212302892929,0.21085241776,,,,,,
169,0.242464030428,0.224514309278,0.207910340033,0.212873457117,0.210886842667,,,,,,
170,0.24108962597,0.223845156415,0.206893245019,0.211982307177,0.209760942071,,,,,,
171,0.239599908691,0.222778384683,0.205300071556,0.210652492034,0.209190274704,,,,,,
172,0.239091775725,0.22227428985,0.205315656748,0.210499044583,0.20875423426,,,,,,
173,0.238403157988,0.222046609161,0.204781860399,0.210034685615,0.20809757042,,,,,,
174,0.237115943749,0.221341862082,0.204530741762,0.209978156076,0.207643615107,,,,,,
175,0.236593737656,0.221265147229,0.20407648219,0.209259867128,0.206738414268,,,,,,
176,0.236375722574,0.22145431394,0.204044941275,0.209302096108,0.206518684193,,,,,,
177,0.234807238232,0.220527673892,0.203422889665,0.208558018364,0.205828183522,,,,,,
178,0.233940372721,0.213763690444,0.203281955081,0.207182273357,0.204299035853,,,,,,
179,0.233665726647,0.213170115675,0.203191970595,0.206971063249,0.204023126882,,,,,,
180,0.233206480243,0.213009168594,0.203391483708,0.207161964688,0.203608709804,,,,,,
181,0.233034073816,0.212988581428,0.203422798275,0.207031162417,0.203295967099,,,,,,
182,0.23285544026,0.212772639603,0.203142671311,0.206687727774,0.203064342659,,,,,,
183,0.232683750671,0.21198263498,0.202635600801,0.205935766897,0.202555101781,,,,,,
184,0.232652862914,0.20972544538,0.200655080165,0.203957643699,0.2001970214,,,,,,
185,0.232157444115,0.208660371857,0.198863783105,0.202194063776,0.196486033365,,,,,,
186,0.231596009498,0.208356692051,0.198606509683,0.201649611986,0.195954174624,,,,,,
187,0.230426857995,0.20777191882,0.194607992291,0.200907880119,0.1951354376,,,,,,
188,0.230044809108,0.207354003853,0.193402786567,0.20005840824,0.194906455276,,,,,,
189,0.229653164676,0.207113743888,0.192984023394,0.199666548287,0.194605688578,,,,,,
190,0.22957174353,0.206550076512,0.192788729623,0.199366995953,0.192990540183,,,,,,
191,0.226654645436,0.205914316056,0.191913772795,0.198506805473,0.191650076932,,,,,,
192,0.225593615416,0.205103338946,0.191180201251,0.197749834619,0.190626606263,,,,,,
193,0.22518710167,0.196311377216,0.191103573415,0.197515193815,0.190306917133,,,,,,
194,0.223878277585,0.194349095467,0.189584750679,0.195946567508,0.189000639349,,,,,,
195,0.222603587766,0.193840752879,0.189226166216,0.194769819204,0.187351376907,,,,,,
196,0.222506001968,0.193538432848,0.189031518997,0.194736992255,0.18730544012,,,,,,
197,0.222183927233,0.193066904187,0.188694773852,0.194198896504,0.186707644006,,,,,,
198,0.221902830395,0.192908667027,0.18814283752,0.19378652629,0.185350153124,,,,,,
199,0.221878827695,0.192561947168,0.18837119948,0.193920141414,0.185354060612,,,,,,
