Time(Iteration),LinUCBCoTheta,CAB_originalCoTheta,CAB_decreaseCoTheta,CAB_optimalCoTheta,CAB_increaseCoTheta,,,,,,
0,0.971761741989,0.975658268162,0.970526020576,0.970526020576,0.970526020576,,,,,,
1,0.945943854233,0.958231304588,0.936341179269,0.936341179269,0.947597266379,,,,,,
2,0.930044460557,0.927750047934,0.910592358988,0.910592358988,0.932961533253,,,,,,
3,0.90572501636,0.916275344609,0.890418367022,0.890418367022,0.907979986127,,,,,,
4,0.879383903262,0.89226598707,0.875830913436,0.875830913436,0.881545756935,,,,,,
5,0.858115175197,0.871971277205,0.857121470957,0.857121470957,0.863968801348,,,,,,
6,0.841423318621,0.857547694677,0.841379543969,0.841379543969,0.847464807852,,,,,,
7,0.832465005376,0.848948539709,0.825451539814,0.825451539814,0.837330064378,,,,,,
8,0.819712745073,0.837154371767,0.807777324058,0.807777324058,0.824877987933,,,,,,
9,0.80940883677,0.824977334145,0.801082949907,0.801082949907,0.817176703142,,,,,,
10,0.794220499628,0.814267464972,0.785978238078,0.785978238078,0.800910443129,,,,,,
11,0.776973437533,0.796251095007,0.781000353419,0.781000353419,0.782700930579,,,,,,
12,0.761932557692,0.78017304469,0.770702805426,0.770702805426,0.770245495317,,,,,,
13,0.755006121752,0.767437393073,0.759566992979,0.759566992979,0.759852352645,,,,,,
14,0.740713924312,0.749256285869,0.743229373481,0.743229373481,0.744363631955,,,,,,
15,0.729724387462,0.741383875412,0.730272467303,0.730272467303,0.732147157367,,,,,,
16,0.717478629804,0.731061153395,0.727176918878,0.727176918878,0.71908826278,,,,,,
17,0.70197356092,0.700705264603,0.706779054808,0.706779054808,0.704542771416,,,,,,
18,0.697577992017,0.68880687716,0.696143640648,0.696143640648,0.697925115162,,,,,,
19,0.694017953042,0.685648445855,0.692971844631,0.692971844631,0.693960618211,,,,,,
20,0.686517735764,0.676463029297,0.682093719024,0.682093719024,0.688577723812,,,,,,
21,0.678918077953,0.662735756781,0.668081855061,0.668081855061,0.683910193038,,,,,,
22,0.671059991642,0.653894814865,0.662278960828,0.662278960828,0.678306775118,,,,,,
23,0.665034838185,0.646728570159,0.658136483579,0.658136483579,0.672551839944,,,,,,
24,0.660717030002,0.64250283072,0.656316344609,0.656316344609,0.668790107432,,,,,,
25,0.655144226317,0.638658576091,0.654249657784,0.654249657784,0.662720471699,,,,,,
26,0.646366985617,0.631401285905,0.646380116578,0.646380116578,0.655636594562,,,,,,
27,0.636331894302,0.625370482254,0.641961763971,0.641961763971,0.644002691135,,,,,,
