Time(Iteration),CAB_originalCoTheta,CABCoTheta,LinUCBCoTheta,CAB_nodecideCoTheta,CAB_noupdateCoTheta,,,,,,
34,0.514941448497,0.260088483162,0.511251042012,0.260088483162,0.51637691612,,,,,,
35,0.511659129218,0.257889403204,0.509197970153,0.257889403204,0.51059228934,,,,,,
36,0.507495194279,0.251892680339,0.502171168686,0.251892680339,0.50311621722,,,,,,
37,0.503045658989,0.24313050319,0.498778019702,0.24313050319,0.497947175421,,,,,,
38,0.497621694824,0.238746071989,0.496208055081,0.238746071989,0.491737175792,,,,,,
39,0.492986130407,0.235394348521,0.489982974482,0.235394348521,0.484215662788,,,,,,
40,0.488020820661,0.232531504729,0.487859783144,0.232531504729,0.480688204595,,,,,,
41,0.484470314849,0.230200688124,0.482120465064,0.230200688124,0.477125000759,,,,,,
42,0.479229110764,0.226802858071,0.477988093517,0.226802858071,0.472043390504,,,,,,
43,0.477927065842,0.228049784491,0.473529989978,0.228049784491,0.46957996121,,,,,,
44,0.475794059602,0.22802284721,0.472117950171,0.22802284721,0.466886905351,,,,,,
45,0.472582524365,0.226193296032,0.466696683918,0.226193296032,0.460657399521,,,,,,
46,0.470495635345,0.223874007509,0.464040837609,0.223874007509,0.456649938366,,,,,,
47,0.468231838383,0.222690145409,0.461446509016,0.222690145409,0.452973299112,,,,,,
48,0.464577922751,0.217475649502,0.455513701175,0.217475649502,0.447871336754,,,,,,
49,0.462127847703,0.214745623024,0.450251078235,0.214745623024,0.445650724271,,,,,,
50,0.457623457687,0.214307777491,0.450248884781,0.214307777491,0.443183507058,,,,,,
51,0.454515560062,0.211127778524,0.446888614678,0.211127778524,0.43899696105,,,,,,
52,0.45346752592,0.210476652904,0.444453523217,0.210476652904,0.43790837083,,,,,,
53,0.451333989421,0.210096528774,0.442385837855,0.210096528774,0.435640842898,,,,,,
54,0.447593256526,0.208751789616,0.440666541443,0.208751789616,0.430704627095,,,,,,
55,0.443546939572,0.20497586249,0.438606152827,0.20497586249,0.428056215286,,,,,,
56,0.442465143217,0.203338439585,0.437649089439,0.203338439585,0.426102199584,,,,,,
57,0.441900228471,0.201965763169,0.43549431597,0.201965763169,0.425397167971,,,,,,
58,0.4375410298,0.200625951925,0.431482918959,0.200625951925,0.420326963563,,,,,,
59,0.436573589908,0.200164999518,0.430277762437,0.200164999518,0.419639264398,,,,,,
60,0.436859725971,0.200398594026,0.43021693977,0.200398594026,0.418986213185,,,,,,
61,0.429937321147,0.197864071692,0.429291599331,0.197864071692,0.417559319996,,,,,,
62,0.426756240684,0.197327666002,0.427481498118,0.197327666002,0.415547703803,,,,,,
63,0.423104263686,0.195597764759,0.42547037324,0.195597764759,0.413387815225,,,,,,
64,0.421747120401,0.19507723694,0.424176773899,0.19507723694,0.412142842734,,,,,,
65,0.410816111077,0.195205865814,0.41953543184,0.195205865814,0.411187639376,,,,,,
66,0.409997669271,0.194879666709,0.418466529518,0.194879666709,0.409729620559,,,,,,
67,0.408575226486,0.194367033182,0.416076717297,0.194367033182,0.403532675191,,,,,,
68,0.40741456003,0.193744307464,0.414703463488,0.193744307464,0.402275540044,,,,,,
69,0.405738893698,0.193542289188,0.413139105094,0.193542289188,0.401487491925,,,,,,
70,0.404580178761,0.193042055853,0.409607895328,0.193042055853,0.399024814791,,,,,,
71,0.402650448341,0.193863619531,0.408244661678,0.193863619531,0.398667959043,,,,,,
72,0.40126240859,0.19358932402,0.407595239215,0.19358932402,0.396993975322,,,,,,
73,0.400142229475,0.192652380584,0.404406127164,0.192652380584,0.39514299012,,,,,,
74,0.399722853196,0.191776321354,0.40252430917,0.191776321354,0.394263871342,,,,,,
75,0.399480892058,0.189867595069,0.400451344329,0.189867595069,0.391304858757,,,,,,
76,0.398721093984,0.188268365389,0.40023759443,0.188268365389,0.390909366818,,,,,,
77,0.394321662269,0.188603900876,0.397087439378,0.188603900876,0.389016527446,,,,,,
78,0.39109138012,0.188029450167,0.394834747879,0.188029450167,0.387379151058,,,,,,
79,0.390565529633,0.188709265767,0.394782081749,0.188709265767,0.386675484871,,,,,,
80,0.389338809372,0.188740821071,0.39378124698,0.188740821071,0.385036374529,,,,,,
81,0.388821415035,0.188069547278,0.39271238889,0.188069547278,0.384220777222,,,,,,
82,0.387919954371,0.187232951167,0.391892949787,0.187232951167,0.383022132188,,,,,,
83,0.387559897007,0.185907005332,0.390847511831,0.185907005332,0.382219563954,,,,,,
84,0.386947766405,0.185514662954,0.389903483003,0.185514662954,0.380317817941,,,,,,
85,0.384937323578,0.184961869165,0.387883479754,0.184961869165,0.379987215642,,,,,,
86,0.383862617301,0.184194706113,0.386847835296,0.184194706113,0.37961692495,,,,,,
87,0.381027121977,0.183925205863,0.383216174375,0.183925205863,0.378211605935,,,,,,
88,0.377179034339,0.182964007053,0.379121935251,0.182964007053,0.376967423813,,,,,,
89,0.376183628596,0.182023807167,0.378370975752,0.182023807167,0.375809996333,,,,,,
90,0.374993959387,0.17905747243,0.376828284063,0.17905747243,0.374408540903,,,,,,
91,0.372256525407,0.177491621593,0.375424984687,0.177491621593,0.373788788009,,,,,,
92,0.366893459479,0.175946385611,0.374383206917,0.175946385611,0.368218062619,,,,,,
93,0.366110925061,0.174845151743,0.373397560562,0.174845151743,0.366919856345,,,,,,
94,0.364227469267,0.175105098473,0.371924932577,0.175105098473,0.366419771894,,,,,,
95,0.363537613291,0.174534098511,0.371743738767,0.174534098511,0.365613048531,,,,,,
96,0.362168082543,0.174610559369,0.370718254551,0.174610559369,0.364558445287,,,,,,
97,0.360241538415,0.162043665904,0.367272294607,0.162043665904,0.359724660494,,,,,,
98,0.355243776079,0.159063980608,0.365545949184,0.159063980608,0.359225712355,,,,,,
99,0.353645071186,0.158167731164,0.36258683606,0.158167731164,0.355023251461,,,,,,
100,0.353139238035,0.156896529285,0.361579898868,0.156896529285,0.354187089194,,,,,,
101,0.352753967865,0.15657979289,0.361238406694,0.15657979289,0.353252786579,,,,,,
102,0.351515927376,0.156252639801,0.359650785841,0.156252639801,0.352146588541,,,,,,
103,0.348210870018,0.153981065026,0.355922517591,0.153981065026,0.347538501409,,,,,,
104,0.347469975811,0.151391111208,0.355206288948,0.151391111208,0.346742666379,,,,,,
105,0.346788433603,0.151143622355,0.3518061893,0.151143622355,0.345275555774,,,,,,
106,0.346217877052,0.150327093209,0.350814947876,0.150327093209,0.343614511451,,,,,,
107,0.34563355073,0.149964736085,0.349562166871,0.149964736085,0.342683037915,,,,,,
108,0.342885120006,0.148796016276,0.348364190873,0.148796016276,0.34215259913,,,,,,
109,0.340944771329,0.147729253575,0.346931971528,0.147729253575,0.340762043175,,,,,,
110,0.340827359648,0.146531545136,0.346005624568,0.146531545136,0.340663866484,,,,,,
111,0.338649730082,0.146703963393,0.344551044451,0.146703963393,0.339968453332,,,,,,
112,0.336982653472,0.145167048932,0.342535395137,0.145167048932,0.339469547515,,,,,,
113,0.336454326552,0.14474918117,0.341679377771,0.14474918117,0.339121489174,,,,,,
114,0.335536385614,0.144782693642,0.340524562974,0.144782693642,0.337533771794,,,,,,
115,0.334407058377,0.144750570134,0.338940157653,0.144750570134,0.336252401257,,,,,,
116,0.33271545756,0.144066961126,0.336701351818,0.144066961126,0.334562268936,,,,,,
117,0.332010107221,0.142196380534,0.336157922404,0.142196380534,0.333184253965,,,,,,
118,0.330293445087,0.139919096493,0.335189335851,0.139919096493,0.332359390179,,,,,,
119,0.329668906856,0.137121478505,0.3339640712,0.137121478505,0.331804334413,,,,,,
120,0.328239818587,0.135759146524,0.330925707448,0.135759146524,0.331439254166,,,,,,
121,0.327265337716,0.135211111891,0.330578832284,0.135211111891,0.331086623879,,,,,,
122,0.326814523169,0.135804342899,0.330304483944,0.135804342899,0.330501027254,,,,,,
123,0.326049853734,0.135935204576,0.329864956541,0.135935204576,0.329329021781,,,,,,
124,0.325586571694,0.135796967442,0.329730256233,0.135796967442,0.329071231543,,,,,,
125,0.325309059186,0.135273790858,0.329662476318,0.135273790858,0.3284333495,,,,,,
126,0.324386227072,0.135362244845,0.327772284417,0.135362244845,0.326492211065,,,,,,
127,0.323289666131,0.134276230752,0.327394985901,0.134276230752,0.325579828075,,,,,,
128,0.322472783565,0.131994649835,0.326559393537,0.131994649835,0.325090037702,,,,,,
129,0.322005550604,0.131742098041,0.32638105126,0.131742098041,0.32331156734,,,,,,
130,0.318673155758,0.131046237581,0.323878374508,0.131046237581,0.321695069541,,,,,,
131,0.315776163048,0.130094551109,0.322971369806,0.130094551109,0.320104260541,,,,,,
132,0.313188515907,0.128259503389,0.322151540848,0.128259503389,0.318416028185,,,,,,
133,0.312678407408,0.128119174733,0.3217971303,0.128119174733,0.317668496442,,,,,,
134,0.311586679831,0.127849918482,0.321032422151,0.127849918482,0.314621443622,,,,,,
135,0.309774067233,0.127273655479,0.318884217873,0.127273655479,0.312606232783,,,,,,
136,0.309122380676,0.127818682898,0.318472048809,0.127818682898,0.313003754043,,,,,,
137,0.307880365516,0.127308893325,0.317318680939,0.127308893325,0.312231294524,,,,,,
138,0.302712771077,0.125842589684,0.312274536285,0.125842589684,0.311356311865,,,,,,
139,0.296332097272,0.117859085548,0.306315854479,0.117859085548,0.304598296421,,,,,,
140,0.295770116767,0.116213345244,0.306128955147,0.116213345244,0.304575770852,,,,,,
141,0.295411015689,0.116473120321,0.305974654547,0.116473120321,0.304525345756,,,,,,
142,0.295039999954,0.116981799227,0.306119190746,0.116981799227,0.304972581983,,,,,,
143,0.295162342573,0.117058751907,0.306073418941,0.117058751907,0.304870737357,,,,,,
144,0.294580074674,0.117137334786,0.305681852287,0.117137334786,0.304280310871,,,,,,
145,0.294365614736,0.117033117992,0.305453239327,0.117033117992,0.303896827578,,,,,,
146,0.293763819478,0.117112930765,0.305928153285,0.117112930765,0.303861236405,,,,,,
147,0.288634502187,0.11555684311,0.30114608905,0.11555684311,0.302049084804,,,,,,
148,0.287860219359,0.114624318485,0.298280931288,0.114624318485,0.301172723269,,,,,,
149,0.287789516733,0.114482109819,0.297938272502,0.114482109819,0.301095415951,,,,,,
150,0.2871083168,0.11494469614,0.2976182763,0.11494469614,0.300244932678,,,,,,
151,0.286993639066,0.115056287596,0.297598945061,0.115056287596,0.300286706905,,,,,,
152,0.286130373427,0.114287088462,0.294275310812,0.114287088462,0.298834379147,,,,,,
153,0.282618393569,0.112846287344,0.293386517044,0.112846287344,0.297921191152,,,,,,
154,0.2821737255,0.11230527411,0.292874885727,0.11230527411,0.296620101576,,,,,,
155,0.281164246193,0.111503751479,0.292138733499,0.111503751479,0.295691706919,,,,,,
156,0.280439672956,0.111280688397,0.291426867255,0.111280688397,0.294805925825,,,,,,
157,0.280103640437,0.111135425889,0.291034159574,0.111135425889,0.294626878057,,,,,,
158,0.278143264532,0.110624078104,0.290772605609,0.110624078104,0.294255541646,,,,,,
159,0.276767844799,0.110300173685,0.290677516779,0.110300173685,0.294292721468,,,,,,
160,0.276003209515,0.110105561145,0.289923340658,0.110105561145,0.293568735119,,,,,,
161,0.275834668562,0.110257672498,0.289245870243,0.110257672498,0.293440289447,,,,,,
162,0.273689359151,0.110104593278,0.288779858388,0.110104593278,0.292176977059,,,,,,
163,0.272264243871,0.108218560462,0.286750231666,0.108218560462,0.291502490452,,,,,,
164,0.271476602599,0.106881616928,0.286374615255,0.106881616928,0.290959808651,,,,,,
165,0.271312120808,0.106653599869,0.286320627122,0.106653599869,0.286618631787,,,,,,
166,0.270110214633,0.107059370762,0.286255068074,0.107059370762,0.286387712354,,,,,,
167,0.269773598486,0.107680295509,0.286316819632,0.107680295509,0.28645531088,,,,,,
168,0.268042964685,0.107751451183,0.284037169508,0.107751451183,0.282604481395,,,,,,
169,0.266859119144,0.107695671369,0.284200050061,0.107695671369,0.282642039433,,,,,,
170,0.266674837649,0.107790471025,0.282620627617,0.107790471025,0.282641370408,,,,,,
171,0.265781636956,0.106702064285,0.282599235353,0.106702064285,0.282219285603,,,,,,
172,0.265293790545,0.10648116035,0.282519414083,0.10648116035,0.281620741108,,,,,,
173,0.263955467692,0.10613145621,0.281922599705,0.10613145621,0.279904428963,,,,,,
174,0.262839523194,0.105426878769,0.280978706029,0.105426878769,0.278984352427,,,,,,
175,0.258986111699,0.104668145218,0.280485523089,0.104668145218,0.278525934949,,,,,,
176,0.258140396672,0.103887957187,0.279602774754,0.103887957187,0.278126061157,,,,,,
177,0.258173211176,0.104032150241,0.279765100745,0.104032150241,0.277853975907,,,,,,
178,0.258072299638,0.10468938188,0.279962096981,0.10468938188,0.277704231775,,,,,,
179,0.256180555819,0.104884206035,0.277312661363,0.104884206035,0.276658968038,,,,,,
180,0.256520565496,0.105085318823,0.2750017826,0.105085318823,0.276162315341,,,,,,
181,0.255998104699,0.105254297601,0.274764045982,0.105254297601,0.275947442156,,,,,,
182,0.255533693421,0.104937519982,0.274194289336,0.104937519982,0.275414490381,,,,,,
183,0.255347422065,0.104408660883,0.273906390061,0.104408660883,0.275254697517,,,,,,
184,0.254901352501,0.102989785613,0.273604976753,0.102989785613,0.274851260054,,,,,,
185,0.254572691303,0.102462683038,0.273270035943,0.102462683038,0.274486160933,,,,,,
186,0.254625167323,0.102277952872,0.273235127781,0.102277952872,0.274273369912,,,,,,
187,0.254097575891,0.101956404335,0.272513084404,0.101956404335,0.27360657563,,,,,,
188,0.253513690243,0.10136213518,0.269093466901,0.10136213518,0.272473933341,,,,,,
189,0.253497454613,0.101071356862,0.268857679911,0.101071356862,0.272540236798,,,,,,
190,0.253589384607,0.101075460248,0.268645992919,0.101075460248,0.272580579152,,,,,,
191,0.253242126812,0.101364540464,0.268433212166,0.101364540464,0.27235742593,,,,,,
192,0.252738964394,0.101925127494,0.268209762878,0.101925127494,0.271838638654,,,,,,
193,0.252431122394,0.102011140901,0.267058736305,0.102011140901,0.271648973828,,,,,,
194,0.252047935259,0.102027115703,0.266685376055,0.102027115703,0.271187215223,,,,,,
195,0.251269652238,0.101563155019,0.265585779526,0.101563155019,0.270481665587,,,,,,
196,0.250980172043,0.101384343599,0.265467901364,0.101384343599,0.270208017047,,,,,,
197,0.24835367453,0.101250255396,0.264782471109,0.101250255396,0.269345920546,,,,,,
198,0.247528325601,0.101191440827,0.264063446939,0.101191440827,0.268575890508,,,,,,
199,0.247543131761,0.101062084742,0.263979893515,0.101062084742,0.268406757225,,,,,,
