Time(Iteration),CAB,LinUCB
0,2.10683247001,5.8218583
1,5.40963627845,12.7351506125
2,7.38185858137,16.4907146611
3,9.57413226875,19.0651397796
4,10.8832887425,21.2679706156
5,12.3308878822,22.6326168201
6,13.7090371102,25.2922531146
7,14.9846201851,27.8501991735
8,17.1143739195,29.4866187679
9,18.3615446858,31.03221547
10,19.4352572791,32.5953677301
11,20.7028810415,33.770296775
12,21.829248134,34.596180681
13,23.1912447995,35.9651254391
14,24.0925927994,36.5856357198
15,25.0325269773,38.3589109719
16,25.9606436745,39.351366759
17,26.5651330868,40.479473674
18,27.1609803914,41.1135337581
19,28.1670960435,41.9198663858
20,29.0719455625,42.6740112216
21,29.5924808607,43.4385463866
22,30.2267868522,44.0775361633
23,31.4478312129,45.1138423958
24,32.2629212651,45.7856838008
25,32.586818658,46.3835271451
26,33.4975767619,47.0322479418
27,34.2032725587,47.6019097865
28,35.0239911284,48.3820553815
29,35.7563515773,48.646162268
30,36.5669239193,49.3078083425
31,36.7373308859,49.6762573459
32,37.1419867665,50.2953135348
33,37.4805723517,50.6817902836
34,37.7003971886,50.8465739377
35,38.1843982307,51.410732127
36,38.406089399,51.8136865524
37,38.9488628774,52.2294781924
38,39.2970520844,52.5704363983
39,39.4705098874,52.798511377
40,39.9310418351,53.1987661487
41,40.0185416285,53.28100756
42,40.3491922643,53.4496497196
43,40.5557523639,53.5538990964
44,40.706003627,53.7834202582
45,41.142906332,53.9599227873
46,41.477325703,54.2318141467
47,41.7811541953,54.5973983327
48,42.0675892194,54.7282504418
49,42.2130588181,54.914432723
50,42.3048407479,55.0614561664
51,42.4497646699,55.372369556
52,42.540173914,55.5908130493
53,42.5952375775,55.7318915904
54,42.8665755288,55.8958662917
55,42.881726534,55.9824677579
56,42.945136899,56.0103969824
57,43.0508959252,56.2449411743
58,43.0835199826,56.3151588951
59,43.2758741106,56.5318454432
60,43.5272472886,56.945369751
61,43.7358182977,57.0750168306
62,43.8977027512,57.3414627246
63,44.0988846842,57.402059627
64,44.1783740476,57.4644110469
65,44.2998705398,57.7982311386
66,44.3653460246,57.9049002364
67,44.4373552591,57.9449210528
68,44.6386239522,58.1259062531
69,44.6529623268,58.1843991806
70,44.679999897,58.2124717107
71,44.7443791476,58.3334190481
72,44.8853141616,58.4164872913
73,45.0703060051,58.7494604131
74,45.0845113901,58.8232349446
75,45.2039376417,58.8315684497
76,45.2861468855,58.8861535118
77,45.3543908753,59.0512507499
78,45.4190859977,59.1040533262
79,45.4550454047,59.3010697035
80,45.512178967,59.3670295576
81,45.5349954269,59.3933882527
82,45.669998891,59.5099911775
83,45.7902270949,59.5099911775
84,45.9553970596,59.7682073719
85,45.9632440488,59.7778801556
86,45.9673867057,59.7820228125
87,45.9986920583,59.9212998328
88,46.0078042003,59.9304119748
89,46.022180624,59.937016962
