Time(Iteration),CABCoTheta,CAB_originalCoTheta,LinUCBCoTheta,,,,,,
0,0.933070232068,0.933070232068,0.933070232068,,,,,,
1,0.922645820154,0.922645820154,0.922645820154,,,,,,
2,0.9065720701,0.9065720701,0.9065720701,,,,,,
3,0.888874266435,0.888874266435,0.888874266435,,,,,,
4,0.870323811151,0.870323811151,0.870323811151,,,,,,
5,0.849446285562,0.849446285562,0.849446285562,,,,,,
6,0.832479477989,0.832479477989,0.832479477989,,,,,,
7,0.814073811675,0.814073811675,0.814073811675,,,,,,
8,0.812196025885,0.812196025885,0.812196025885,,,,,,
9,0.772875887989,0.772875887989,0.772875887989,,,,,,
10,0.765164664152,0.765164664152,0.765164664152,,,,,,
11,0.726664409131,0.726664409131,0.726664409131,,,,,,
12,0.71926628734,0.71926628734,0.71926628734,,,,,,
13,0.703774340778,0.703774340778,0.703774340778,,,,,,
14,0.674130948116,0.674130948116,0.674130948116,,,,,,
15,0.671076291431,0.671076291431,0.671076291431,,,,,,
16,0.664371883862,0.664371883862,0.664371883862,,,,,,
17,0.655661953375,0.655661953375,0.655661953375,,,,,,
18,0.655973181124,0.655973181124,0.655973181124,,,,,,
19,0.649229947925,0.649229947925,0.649229947925,,,,,,
20,0.646575812561,0.646865112977,0.646575812561,,,,,,
21,0.63949838422,0.63971095745,0.63949838422,,,,,,
22,0.634743722591,0.635135324388,0.634743722591,,,,,,
23,0.625023485249,0.625390395957,0.625023485249,,,,,,
24,0.618461093383,0.61870906088,0.618461093383,,,,,,
25,0.614899532014,0.615115074389,0.614899532014,,,,,,
26,0.610860657859,0.611086969968,0.610860657859,,,,,,
27,0.604603202408,0.604839074671,0.604603202408,,,,,,
28,0.604624763523,0.60484328635,0.604624763523,,,,,,
29,0.567133188658,0.566612724676,0.567133188658,,,,,,
30,0.565523234696,0.56509361812,0.565523234696,,,,,,
31,0.561652256147,0.563576935328,0.561652256147,,,,,,
32,0.559623293751,0.561108695455,0.559036136885,,,,,,
33,0.558045693049,0.559302698114,0.557504164007,,,,,,
34,0.548647505702,0.549918871681,0.548168890524,,,,,,
35,0.547489584722,0.548526289131,0.547145527031,,,,,,
36,0.546203369486,0.547437513336,0.545729434739,,,,,,
37,0.54620552383,0.547405446901,0.545737170392,,,,,,
38,0.517904660471,0.51918001782,0.51736248235,,,,,,
39,0.514255066594,0.515352390174,0.512974994248,,,,,,
40,0.511468588554,0.512716991766,0.51000170133,,,,,,
41,0.511526956038,0.512452011853,0.510065918967,,,,,,
42,0.50803071526,0.509094175999,0.507065143418,,,,,,
43,0.506902194002,0.507961067995,0.505707826914,,,,,,
44,0.505196629834,0.505793987982,0.504134952896,,,,,,
45,0.501681646614,0.502732855666,0.500886786022,,,,,,
46,0.497588374658,0.497491664699,0.497048498025,,,,,,
47,0.492180645737,0.491894953314,0.491462571856,,,,,,
48,0.491988760712,0.490312812805,0.49133155321,,,,,,
49,0.487247058581,0.486796407553,0.488369442092,,,,,,
50,0.484768059408,0.483384194777,0.48817451557,,,,,,
51,0.45587352863,0.457608525874,0.459053173229,,,,,,
52,0.452693063861,0.453653270591,0.456614424125,,,,,,
53,0.451098353005,0.451774841759,0.455134257665,,,,,,
54,0.449021478013,0.44967054271,0.453319386174,,,,,,
55,0.448872600013,0.449443336192,0.452878018565,,,,,,
56,0.441098641697,0.441581817746,0.444857928911,,,,,,
57,0.440459862514,0.440869961569,0.444136443134,,,,,,
58,0.43924685198,0.43953395855,0.442823406348,,,,,,
59,0.438770493091,0.43899426957,0.442187793459,,,,,,
60,0.437093891623,0.438697894118,0.440882456387,,,,,,
61,0.435551201633,0.436457333157,0.43870724812,,,,,,
62,0.428792000295,0.434685633025,0.43361913046,,,,,,
63,0.428378933836,0.43322357688,0.432287605559,,,,,,
64,0.41487607461,0.419686458113,0.418369918021,,,,,,
65,0.405592996518,0.41036908836,0.409051251998,,,,,,
66,0.404395203196,0.40807335626,0.40765074726,,,,,,
67,0.402900693901,0.40664190405,0.406411457433,,,,,,
68,0.402675253222,0.40640905657,0.406146423026,,,,,,
69,0.402074862893,0.405386968008,0.405041082913,,,,,,
70,0.399617335539,0.402629164809,0.402078184184,,,,,,
71,0.398635864696,0.401944180808,0.400823354567,,,,,,
72,0.396747373769,0.400981141121,0.39817464333,,,,,,
73,0.396266642926,0.398885560356,0.39681035318,,,,,,
74,0.395334133988,0.39788680175,0.395857616428,,,,,,
75,0.389802924457,0.3923389352,0.390226795538,,,,,,
76,0.388773748613,0.385774016845,0.389077852748,,,,,,
77,0.38835072695,0.380456624909,0.383754089032,,,,,,
78,0.374272242252,0.376784954813,0.369989623953,,,,,,
79,0.374176969349,0.377063087212,0.369744877493,,,,,,
80,0.374023259139,0.376951058438,0.369601618047,,,,,,
81,0.37027149798,0.376476437351,0.366333065317,,,,,,
82,0.370222971017,0.376252682338,0.366166279393,,,,,,
83,0.36998476072,0.376156910847,0.365868478428,,,,,,
84,0.369292802046,0.375620206915,0.365243080437,,,,,,
85,0.364094190055,0.368258066978,0.360575380274,,,,,,
86,0.356202108857,0.36030803302,0.351652554051,,,,,,
87,0.355647606267,0.360270246118,0.351079928943,,,,,,
88,0.355478422872,0.36017768714,0.350870996501,,,,,,
89,0.355384458951,0.359975383052,0.350641785705,,,,,,
90,0.354223987867,0.358802015088,0.349258416559,,,,,,
91,0.353450850116,0.357783926713,0.348653412768,,,,,,
92,0.35328588306,0.357502227063,0.348382831211,,,,,,
93,0.35179520111,0.355544062793,0.34663284427,,,,,,
94,0.349593759415,0.353212783336,0.344502535776,,,,,,
95,0.348846479376,0.352603733744,0.343707776408,,,,,,
96,0.34811700357,0.352081125698,0.342565758154,,,,,,
97,0.347560986624,0.351544016222,0.342079392689,,,,,,
98,0.346939797546,0.350932233334,0.341466694722,,,,,,
99,0.345585688065,0.349651377719,0.340180134239,,,,,,
100,0.345204344517,0.349338775164,0.339738576696,,,,,,
101,0.344521678174,0.348530874688,0.338972095808,,,,,,
102,0.343824841853,0.347823661199,0.33833960161,,,,,,
103,0.343795526936,0.347717684404,0.338308557414,,,,,,
104,0.343592661616,0.347465322288,0.33814086923,,,,,,
105,0.343246735264,0.34720779836,0.337767008961,,,,,,
106,0.343176452585,0.346902299765,0.337564706873,,,,,,
107,0.34298770998,0.346552896932,0.337328746121,,,,,,
108,0.342670882137,0.34630823616,0.33707730762,,,,,,
109,0.342664990266,0.346298172097,0.337064587435,,,,,,
110,0.342015902063,0.345579247323,0.336602968262,,,,,,
111,0.34187485541,0.345447701094,0.336413085184,,,,,,
112,0.341959450012,0.345571416203,0.336463011849,,,,,,
113,0.341703687027,0.345206528625,0.336106353513,,,,,,
114,0.336092209646,0.333415282771,0.330475183816,,,,,,
115,0.336076475234,0.33309570446,0.330443780491,,,,,,
116,0.335797071234,0.332864726902,0.330244571335,,,,,,
117,0.336258583722,0.333361355574,0.330691891399,,,,,,
118,0.335650105877,0.331927414495,0.329236886348,,,,,,
119,0.33527374997,0.331507706309,0.328907789435,,,,,,
120,0.334976164506,0.331266749874,0.328753124774,,,,,,
121,0.334634779941,0.330903612491,0.328397924835,,,,,,
122,0.334667754357,0.330986034929,0.328462972129,,,,,,
123,0.334801896362,0.331259556181,0.328711867299,,,,,,
124,0.33421896256,0.330714794185,0.328146441311,,,,,,
125,0.333684561269,0.330214135925,0.327602267708,,,,,,
126,0.333098207514,0.32947357625,0.327038940914,,,,,,
127,0.33292357192,0.328773935289,0.326241026299,,,,,,
128,0.332945991717,0.328750640248,0.326270984321,,,,,,
129,0.332933977843,0.328734266239,0.326259355881,,,,,,
130,0.332672328229,0.328408232516,0.32596653554,,,,,,
131,0.33198924264,0.327743126591,0.325319336686,,,,,,
132,0.331417859976,0.32613316561,0.324196165641,,,,,,
133,0.328771021278,0.323269171334,0.321503939932,,,,,,
134,0.328204853744,0.322666744593,0.32093710049,,,,,,
135,0.32788809878,0.322360128943,0.320634940735,,,,,,
136,0.327939833185,0.322415802009,0.314662164181,,,,,,
137,0.327990427405,0.322427019847,0.314683627365,,,,,,
138,0.328057524045,0.322516831753,0.314755752821,,,,,,
139,0.326250229166,0.32009793904,0.314470819489,,,,,,
140,0.325832527607,0.319756079605,0.31409631247,,,,,,
141,0.325566003898,0.319447904503,0.313775105645,,,,,,
142,0.32543777533,0.318798301593,0.313432501882,,,,,,
143,0.325271985589,0.318714722716,0.313207857917,,,,,,
144,0.325197734398,0.318630093429,0.313206386542,,,,,,
145,0.325187562223,0.318631390003,0.313208660291,,,,,,
146,0.325214441465,0.318644985915,0.313238825667,,,,,,
147,0.32503600722,0.318380805777,0.313011045983,,,,,,
148,0.324929815033,0.318217460024,0.312815982665,,,,,,
149,0.324049086335,0.316548091811,0.310968702789,,,,,,
150,0.323582271625,0.316220632207,0.310451997853,,,,,,
151,0.323511049978,0.316176809689,0.308932929557,,,,,,
152,0.323556301658,0.31622638549,0.308973605244,,,,,,
153,0.323554967637,0.316256190644,0.308949735711,,,,,,
154,0.323569343883,0.316243259436,0.309058431264,,,,,,
155,0.323024282075,0.315058342287,0.308033200566,,,,,,
156,0.323036564649,0.314705521397,0.307964405464,,,,,,
157,0.308153428457,0.299375522816,0.293068442871,,,,,,
158,0.308009689791,0.298966059017,0.292793045892,,,,,,
159,0.307870367762,0.298845768875,0.292614805613,,,,,,
160,0.307810067878,0.298786322424,0.292544500516,,,,,,
161,0.307701867937,0.298656189506,0.291359076231,,,,,,
162,0.30777187219,0.298709045775,0.2914000661,,,,,,
163,0.307641357926,0.298550171815,0.291159789924,,,,,,
164,0.307598255686,0.298502736116,0.291003032048,,,,,,
165,0.307543024679,0.298371006559,0.290935930049,,,,,,
166,0.307181297636,0.297980427686,0.290568513626,,,,,,
167,0.307120232992,0.29793038551,0.290526178617,,,,,,
168,0.306964139569,0.297751930493,0.290278478736,,,,,,
169,0.306515787826,0.297421597289,0.289886747872,,,,,,
170,0.306263595186,0.297247550278,0.289626110158,,,,,,
171,0.306227414294,0.297258688985,0.289727124117,,,,,,
172,0.305055322932,0.296074059522,0.28858662324,,,,,,
173,0.305037750214,0.29602225845,0.28835151186,,,,,,
174,0.304787731495,0.295838717556,0.288220674601,,,,,,
175,0.304985971177,0.295991189744,0.288457071986,,,,,,
176,0.304745370394,0.295743026345,0.288268996741,,,,,,
177,0.304662180672,0.295657441498,0.28819648435,,,,,,
178,0.304412974359,0.295394345761,0.287945878429,,,,,,
179,0.3041997846,0.295196383385,0.28774382793,,,,,,
180,0.304037956178,0.295050768264,0.287585531915,,,,,,
181,0.304041028032,0.295056533293,0.287588271365,,,,,,
182,0.304059917894,0.295081904724,0.287599591899,,,,,,
183,0.303918350207,0.294991383631,0.287623512127,,,,,,
184,0.303935933957,0.294970151787,0.287609117419,,,,,,
185,0.303738893484,0.294828919719,0.287425556515,,,,,,
186,0.303588744543,0.294730359906,0.287300230381,,,,,,
187,0.303540503998,0.294696135841,0.28725652941,,,,,,
188,0.303250775923,0.294431650754,0.286989214253,,,,,,
