Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB
0,7.47039270463,7.47039270463,7.47039270463,7.47039270463
1,12.9725226819,14.6417608345,9.82694260739,12.5995382373
2,16.094498521,18.819608421,12.699493428,16.001537736
3,20.2305300607,21.5240557982,14.5543118176,20.1596965287
4,24.0575151403,25.1855792877,16.3937422691,23.9870293304
5,26.5965911403,28.0901876898,17.7892100811,26.7228294046
6,28.2252284333,30.4427025907,18.6722064927,29.0400732088
7,30.8404698465,32.1795036246,19.6508517143,31.3853339
8,32.7147883493,33.8695689253,21.1337347665,33.6020182143
9,34.7538779277,34.9407622214,22.1070979367,35.6732863015
10,36.6253601896,36.6389875103,23.075424275,37.4979146578
11,37.2251057386,37.6430809815,23.5215716101,38.6883377039
12,37.8192819025,38.8073333255,24.3609737227,39.6475787752
13,38.9523559571,40.0218955625,24.9400619024,41.0830892744
14,40.0016869396,40.8226058364,25.8371064076,42.240946182
15,41.0889832789,41.7849161814,26.2096091455,43.1012264515
16,41.661806743,42.2920879942,26.4783227554,44.3023985528
17,42.2055939422,43.0212905816,27.0650075445,45.1262554835
18,43.5983918758,44.1926224488,27.2557761775,46.4094544458
19,44.2027972374,44.8128626395,27.5928881344,47.2077739939
20,45.2803633337,45.5067283987,28.0394398072,48.4189782985
21,46.1761341466,45.8489363179,28.5733097255,49.2403623068
22,47.231044936,46.2109378568,28.8580022263,50.4116561407
23,47.8653818646,46.7009973498,28.9400681211,51.1522151933
24,48.5124960922,47.0577355242,29.0770044723,51.8739412014
25,49.1314022614,47.3520843948,29.3063616779,52.8629887067
26,49.4998882448,47.6836432625,29.3538032532,53.2192251418
27,49.8918671546,47.952605848,29.4725265454,53.449386989
28,50.7324430559,48.1862919385,29.6192448363,53.935086908
29,51.4162459639,48.6800552034,29.7153319027,54.2809679032
30,51.8693548087,48.7438212041,29.7784310429,54.725073439
31,52.3513368713,49.0804158484,29.9706953735,54.9993589954
32,53.1869959162,49.3653930276,30.091060049,55.6850716765
33,53.6629722905,49.5789349813,30.2693741776,56.0656677148
34,53.8296539163,49.8466076724,30.3109992958,56.4798876668
35,54.1231978442,49.8803576172,30.3664293257,56.6219483409
36,54.2915454998,49.9497379032,30.4517961016,56.7116268962
37,54.7613268141,50.5139332405,30.6234811281,57.1700632574
38,55.0322370679,50.5753105812,30.732828078,57.4409735112
39,55.4731211493,50.7584298824,30.8505965869,57.9511166726
40,55.8089723622,51.0006976738,31.0280425965,58.2336827738
41,56.0910894301,51.1412014892,31.1210437097,58.3036347865
42,56.4294437479,51.3677563922,31.2106096853,58.6736523318
43,56.6541694155,51.6634575356,31.2644414668,59.0709159296
44,56.7514941287,51.7085363089,31.2660491021,59.1931726141
45,57.0066209726,51.8153629806,31.5772726817,59.4022341845
46,57.1457195908,51.885949394,31.5920863136,59.548731435
47,57.3780549682,52.180874661,31.6408430781,59.9077300683
48,57.4812826679,52.3525867814,31.6428506079,60.2009559996
49,57.5646118402,52.4923695996,31.7315607463,60.2620125414
50,57.6020548361,52.8372031333,31.7769783058,60.3074301008
51,57.7244432757,52.9909943368,31.83265011,60.4946570934
52,57.7947050435,53.0729711412,31.8388692773,60.6278182
53,57.9874340628,53.247595263,31.8591923583,60.7494302459
54,58.1076448458,53.3789993133,31.9056114728,60.7958493603
55,58.2889019814,53.5803792674,32.010050062,61.0759526651
56,58.490878911,53.779288205,32.1520732874,61.185242291
57,58.5587928937,53.8272966533,32.1520732874,61.2114354059
58,58.7225502583,53.9115885378,32.1718649213,61.3241127099
59,58.7694728921,53.9585111716,32.2187875551,61.3722300486
60,58.9785658585,54.1147467767,32.306121881,61.4886523094
61,59.1227398045,54.3396501128,32.3876228936,61.6657740334
62,59.3593398439,54.5990046636,32.5620249446,61.7703090218
63,59.7355569852,54.6716562195,32.626518416,62.2259873709
64,59.7627996738,54.712526359,32.6434884951,62.2546896331
65,59.9407706548,54.772281624,32.7216058793,62.4025226112
66,60.0673834145,54.8377280606,32.7351495081,62.5323781012
67,60.1410113648,54.8936332044,32.7651908681,62.7769859957
68,60.2637460505,55.0163678902,32.8161723059,62.8583480309
69,60.4615517219,55.1598430477,32.8957836511,63.0491050479
70,60.5213037584,55.2500967763,32.9427120542,63.0950137781
71,60.5779063943,55.3066994122,32.9531273662,63.0950137781
72,60.7231896535,55.4072213247,32.9554021218,63.1159189099
73,60.7376519426,55.4086724173,32.9727968264,63.2356020102
74,60.9978664369,55.5270746551,33.0156000643,63.3674824236
75,61.0599225521,55.5443697754,33.0376214017,63.4575688796
76,61.1607638235,55.603709003,33.0410659567,63.5567419114
77,61.3142011511,55.6648713283,33.0437362195,63.8339328903
78,61.3296793822,55.7191903275,33.0492794677,63.8840244293
79,61.4907077206,55.8367942252,33.055054099,64.0549120426
80,61.6918109129,55.9303411113,33.0698972363,64.1251810278
81,61.7491933478,55.9303411113,33.1385306141,64.2247754731
82,61.754118387,55.951043384,33.1434556533,64.2826811542
83,61.8169960069,56.0412914599,33.1451917746,64.3472948954
84,61.8620927666,56.1091537403,33.1451917746,64.4321769719
85,61.9275682979,56.1563415512,33.3175940245,64.484120748
86,61.9411250485,56.2373737504,33.3175940245,64.5391310958
87,61.9411250485,56.2578487411,33.349356519,64.5391310958
88,61.9484655757,56.2578487411,33.3662457164,64.5391310958
89,62.0724893656,56.314084466,33.4142762183,64.634924225
90,62.1733079441,56.4195043434,33.4156314782,64.7818773764
91,62.186371158,56.4380473254,33.420437038,64.8268902511
92,62.210048781,56.5051715473,33.4427412014,64.8347335985
93,62.2415999931,56.5406040399,33.4711844574,64.8595681395
94,62.396388944,56.6288257992,33.4711844574,65.0006536587
95,62.5457827801,56.6651759189,33.5931707839,65.1190257563
96,62.6616680142,56.6967598217,33.6016514477,65.2502799999
97,62.7051136902,56.7541739755,33.6145737088,65.291848745
98,62.7711364555,56.8201967408,33.6212957276,65.2985707638
99,62.8431854069,56.8445913139,33.6385762879,65.40480981
100,63.0128612406,56.9671530283,33.7417355524,65.5020676044
101,63.0190942669,56.9847619532,33.7696393397,65.5083006308
102,63.0388070927,57.0514743148,33.7777704238,65.5212584424
103,63.0618997346,57.0745669566,33.8008630657,65.5464345762
104,63.1355637924,57.2161401714,33.827433588,65.5738280226
105,63.1448985979,57.2161401714,33.8367683935,65.5738280226
106,63.1448985979,57.2161401714,33.8429035613,65.5738280226
107,63.1820076043,57.3063587051,33.856450072,65.644915418
108,63.1820076043,57.3063587051,33.8568320741,65.644915418
109,63.1964980879,57.3644151981,33.8568320741,65.6521291102
110,63.2022862894,57.3941391697,33.8737460312,65.669599934
111,63.3290787264,57.4892122966,33.8750423661,65.7498007319
112,63.3741924432,57.5415588328,33.9830653933,65.7683947836
113,63.446426313,57.5882765564,34.02138974,65.7996755837
114,63.4509435208,57.5927937642,34.02138974,65.7996755837
115,63.4582006382,57.6000508816,34.0286468575,65.8592609355
116,63.4606826789,57.6331311627,34.0311288981,65.860519244
117,63.4843985258,57.6709981747,34.0460958567,65.8728734985
118,63.5501787932,57.945233298,34.0468490249,65.8736266666
119,63.6419760128,57.9856886851,34.082479533,65.9032315248
120,63.6700610688,58.0538173831,34.082479533,65.9131688151
121,63.6835038394,58.0672601538,34.0830538996,65.9324015772
122,63.6867987269,58.0672601538,34.0997111352,65.9418301953
123,63.6902139983,58.0727099112,34.1051608926,65.9452454667
124,63.7642746402,58.2547822891,34.1404303896,65.9528670722
125,63.8712351531,58.3478928379,34.1953600378,66.011464405
126,63.9292538775,58.4161188005,34.197329769,66.0134341362
127,63.9571433022,58.4707640106,34.2057956615,66.1278629505
128,64.0133305653,58.4927517718,34.2947097433,66.1793846611
129,64.0133305653,58.4927517718,34.2947097433,66.1793846611
130,64.0481150858,58.534901527,34.3108302931,66.205927244
131,64.0656615988,58.55244804,34.3108302931,66.2173168852
132,64.0853920066,58.5721784478,34.3451132883,66.2540570975
133,64.1323883972,58.5721784478,34.3509058616,66.2684707346
134,64.1808294603,58.7537095143,34.3509058616,66.2686244152
135,64.253886367,58.7993724925,34.3546421664,66.2723994343
136,64.3064391743,58.8259766633,34.3623950487,66.2884986595
137,64.3855463155,58.8986791563,34.3623950487,66.296277892
138,64.4886898234,58.9291635175,34.3623950487,66.296277892
139,64.5459941097,58.9483329383,34.3815644696,66.3390468605
140,64.636149216,59.0521691417,34.3815644696,66.3696964457
141,64.6583885292,59.1922444402,34.3893117684,66.3774437445
142,64.6974328669,59.2083411337,34.3913408293,66.3774437445
143,64.6990448058,59.2099530727,34.3929527683,66.3790556835
144,64.6990448058,59.2209015514,34.3929527683,66.3844845425
145,64.6990448058,59.2270625027,34.3935822041,66.3990274664
146,64.7441827892,59.2361356553,34.3935822041,66.4350922973
147,64.7781348264,59.2495703759,34.4070169247,66.4584169038
148,64.7952064173,59.2831930721,34.4168338717,66.4656715478
149,64.8059847224,59.2832604837,34.4168338717,66.4656715478
150,64.8094318805,59.3002259544,34.4168338717,66.4656715478
151,64.8643992595,59.3623147366,34.4496826679,66.5082584442
152,64.8836123383,59.4049492126,34.4496826679,66.5272178173
153,64.8980921567,59.4240197841,34.516371279,66.5318085703
154,64.9362110288,59.4763252053,34.5257831937,66.5522507618
155,64.9401574019,59.4802715785,34.5257831937,66.5561971349
156,64.9837322238,59.522250805,34.5284073974,66.5569416427
157,65.010166414,59.5697181386,34.528774041,66.5569416427
158,65.010166414,59.6061947474,34.536526876,66.5646944777
159,65.0187926172,59.650647729,34.536526876,66.5646944777
160,65.0348335829,59.6675205171,34.5459812944,66.5733170737
161,65.0704592301,59.6675205171,34.5459812944,66.5988827172
162,65.0799986485,59.7235342423,34.5459812944,66.5988827172
163,65.1876554905,59.7448461753,34.546067657,66.5989690798
164,65.2345089566,59.7833194408,34.5822746341,66.610814691
165,65.2776551353,59.78847574,34.5822746341,66.6237164798
166,65.2900284145,59.78847574,34.5839627056,66.6248359948
167,65.2949119698,59.7933592953,34.5839627056,66.62971955
168,65.295595995,59.8200306107,34.5890969347,66.6524827826
169,65.2966356501,59.8365676425,34.5890969347,66.6524827826
170,65.3583360053,59.9959833011,34.6132911042,66.6524827826
171,65.3656788609,60.0149721016,34.6206339599,66.6740993402
172,65.3841334063,60.0193004685,34.6206339599,66.6784277072
173,65.3841334063,60.0235803593,34.625081966,66.6869074123
174,65.4023506498,60.0324651345,34.625081966,66.6974539461
175,65.4106009173,60.040715402,34.6316664147,66.710992497
176,65.4107894281,60.0409039128,34.6318549255,66.7111810078
177,65.5070814987,60.1371959834,34.6380447147,66.7143598124
178,65.5070814987,60.1371959834,34.6380447147,66.7143598124
179,65.539701226,60.1396608219,34.6483185475,66.7216884976
180,65.539701226,60.1396608219,34.6483185475,66.7216884976
181,65.539701226,60.1396608219,34.6483185475,66.7216884976
182,65.5401837536,60.1401433495,34.6488010751,66.7221710253
183,65.588843595,60.1614486625,34.6571283306,66.7366743749
184,65.6289231583,60.1816753366,34.6571283306,66.7520053673
185,65.6289231583,60.2026715194,34.6571283306,66.7684617207
186,65.6644513392,60.2584856219,34.6619751574,66.7804247438
187,65.6785377587,60.3301436823,34.6619751574,66.7804247438
188,65.7585306152,60.5568149363,34.7671958795,66.8856454658
189,65.7656069637,60.5638912848,34.7671958795,66.8927218144
190,65.8428924463,60.5638912848,34.7675778816,66.8931038165
191,65.9132276812,60.5739222192,34.7776088161,66.9166233033
192,65.9382705653,60.5763699409,34.7776088161,66.919071025
193,65.9536461062,60.5837397951,34.7849786702,66.938922232
194,65.9671171317,60.5972108206,34.8316925273,66.9856360891
195,65.9780658105,60.6289042103,34.8374201654,66.9909679842
196,65.9966272133,60.6474656131,34.8559815682,67.0301628325
197,66.0089212972,60.6487714643,34.8565218498,67.0416913468
198,66.0334311283,60.6896495721,34.8729350523,67.0581045492
199,66.051621124,60.7071039654,34.8729350523,67.0863899582
