Time(Iteration),CAB,CAB_original
0,2.46707091524,2.46707091524
1,4.85543888756,4.85543888756
2,6.90419189664,6.90419189664
3,8.66452082694,8.66452082694
4,10.5391671955,10.5391671955
5,12.4926378818,12.4926378818
6,14.0232005808,14.0232005808
7,15.8290854354,15.8290854354
8,17.4291964298,17.4291964298
9,18.9253510426,18.9253510426
10,20.2686386243,20.2686386243
11,21.6958898525,21.6958898525
12,23.0709055198,23.0709055198
13,24.0302490225,24.0302490225
14,24.9536252716,24.9536252716
15,25.9959018177,25.9959018177
16,26.9506225364,26.9506225364
17,27.8445721423,27.8445721423
18,28.6757064214,28.6757064214
19,29.3680504472,29.3680504472
20,30.0434440454,30.0434440454
21,30.5519594744,30.5519594744
22,31.2141590338,31.2141590338
23,31.8937584213,31.8937584213
24,32.6414952644,32.6414952644
25,33.2224328643,33.2224328643
26,33.7152423372,33.7152423372
27,34.4021591596,34.4021591596
28,34.7535152384,34.7535152384
29,35.1465730993,35.1468574334
30,35.6096044381,35.5276516135
31,35.9820637396,35.882537849
32,36.4337574971,36.2729255672
33,36.6386142637,36.5415514451
34,36.8020015205,36.7298370395
35,36.8710125959,36.8602575159
36,37.1534303983,37.1425777847
37,37.3411535565,37.3466026995
38,37.5832856352,37.5577874681
39,37.7392326015,37.7558239121
