Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,CAB_cbjCoTheta,CAB_cbijCoTheta,,,,,,
0,0.975017737301,0.958678458067,0.958678458067,0.959171452598,0.958678458067,0.958678458067,,,,,,
1,0.958246640264,0.942007189948,0.933372349223,0.934865689139,0.939721488905,0.936122367405,,,,,,
2,0.937440338891,0.920570584597,0.913705950777,0.910904008863,0.91682856831,0.910685637127,,,,,,
3,0.912122431944,0.904226192345,0.896861048507,0.889811358264,0.895586506933,0.895373344502,,,,,,
4,0.887976411951,0.891563207837,0.871240573156,0.868905709414,0.87318141098,0.877446480178,,,,,,
5,0.866530798975,0.87703978682,0.848568630297,0.838947830802,0.846375892768,0.859522894198,,,,,,
6,0.857538038326,0.861287999747,0.833559441627,0.821244772431,0.823026708512,0.837811515869,,,,,,
7,0.839591079017,0.846347749943,0.81689065729,0.794614148788,0.800179048495,0.820878438086,,,,,,
8,0.821830596929,0.822079040903,0.806663048662,0.775048836845,0.787019470291,0.803242555402,,,,,,
9,0.802890270027,0.80117852906,0.787083328693,0.760217295259,0.765789853345,0.784338868112,,,,,,
10,0.774548157469,0.775791167833,0.761328227283,0.735593732541,0.749676171511,0.761265920206,,,,,,
11,0.760712404604,0.754798058063,0.749481144434,0.718922058007,0.731665230383,0.739961665878,,,,,,
12,0.747782493979,0.730873763509,0.738822443546,0.707348420272,0.719870044213,0.726525142356,,,,,,
13,0.734754590667,0.719994052884,0.726697129979,0.691578803303,0.701253175142,0.713814200612,,,,,,
14,0.727629871427,0.704088450059,0.722763043089,0.680950501583,0.692369659287,0.694182591079,,,,,,
15,0.720772428177,0.696399068813,0.713472409861,0.671557054108,0.682125333153,0.680510411489,,,,,,
16,0.701188551734,0.687922084188,0.707650690428,0.666130277262,0.670934695049,0.671029204208,,,,,,
17,0.688131162422,0.661943123624,0.69591979787,0.658656887362,0.658186799599,0.649428733431,,,,,,
18,0.684723823584,0.649190674461,0.69259781527,0.653554974246,0.650011958032,0.642795070126,,,,,,
19,0.681002903123,0.637083416651,0.686759338124,0.646985272513,0.642773657799,0.637173893203,,,,,,
20,0.675271909008,0.629440812174,0.67731472868,0.63192349363,0.632828649767,0.624931638264,,,,,,
21,0.666583104183,0.612098976781,0.671714914109,0.620252451452,0.624020332908,0.612810679168,,,,,,
22,0.656858633754,0.603405914351,0.665623047277,0.613264279942,0.614024644884,0.602508204238,,,,,,
23,0.651371165057,0.597308993632,0.652728271385,0.605936614983,0.609819212558,0.598568999856,,,,,,
24,0.646286945853,0.584715388748,0.641530341416,0.600789906308,0.599363097674,0.587128331147,,,,,,
25,0.640678130772,0.57457463279,0.633684651735,0.595134397979,0.594167287079,0.580157332308,,,,,,
26,0.635674261839,0.562516000873,0.629806015386,0.59190956607,0.584872439974,0.570549284324,,,,,,
27,0.626019117366,0.551142430314,0.618806467973,0.583730069728,0.573526079651,0.561545771973,,,,,,
28,0.618028294662,0.537203018168,0.608939931233,0.573227570454,0.558919991724,0.546704003865,,,,,,
29,0.61160394902,0.529959067967,0.602638388871,0.569584499975,0.548438594536,0.541999912683,,,,,,
30,0.607789627903,0.5242795532,0.595645509614,0.563998811434,0.543198813329,0.535084965373,,,,,,
31,0.60250840734,0.513738951192,0.584413761639,0.55832320531,0.533215181882,0.528213734821,,,,,,
32,0.599196279725,0.505723574881,0.578520312862,0.549325646152,0.527489967285,0.51774136479,,,,,,
33,0.591328491641,0.497854217602,0.574049676021,0.544495754928,0.51951420698,0.510594352472,,,,,,
34,0.587701057676,0.489524829216,0.56975857378,0.542193558094,0.514625039536,0.505190719006,,,,,,
35,0.577695415977,0.480196336842,0.556116749247,0.528090166847,0.505249797534,0.497688322182,,,,,,
36,0.573188133257,0.474988752248,0.553805737307,0.525306493292,0.501429378093,0.492977016733,,,,,,
37,0.568250418416,0.469734718074,0.549282572293,0.524490536524,0.498619147359,0.486944854499,,,,,,
38,0.563456965149,0.4633214393,0.543077335709,0.519367828492,0.495766746809,0.483449955442,,,,,,
39,0.557109651571,0.460025121764,0.539821866023,0.51575337242,0.49323069996,0.480338430677,,,,,,
40,0.553767745528,0.456194908505,0.535015322103,0.513367198047,0.486697468045,0.475753860263,,,,,,
41,0.546984796846,0.450025171592,0.527756204069,0.50759388849,0.47848141105,0.465978261369,,,,,,
42,0.542556935265,0.446225132684,0.526803995064,0.503812492978,0.475468254314,0.462443866651,,,,,,
43,0.540139311142,0.441988484202,0.524979109369,0.502763634507,0.471520537891,0.459212301186,,,,,,
44,0.536600794112,0.43973701706,0.520565807136,0.500595113828,0.469168213017,0.457864614226,,,,,,
45,0.530659708671,0.434485175086,0.519452178474,0.499301632569,0.464972715629,0.455613576332,,,,,,
46,0.520460980124,0.430381411509,0.517294489971,0.496647648574,0.46223295126,0.451327444699,,,,,,
47,0.517546484329,0.429076033321,0.514259656116,0.493922957164,0.459173292227,0.44792208861,,,,,,
48,0.511279708993,0.422481827581,0.508200104205,0.490248138141,0.453675787441,0.440755979887,,,,,,
49,0.506850762113,0.418763165074,0.506916352096,0.487196462505,0.449802656093,0.437314043222,,,,,,
50,0.505103962725,0.415384450147,0.505029322341,0.48415897607,0.447301485394,0.435660462405,,,,,,
51,0.50282684985,0.406905948841,0.504607937075,0.482176892006,0.443941577992,0.430534390163,,,,,,
52,0.492664059578,0.404603174442,0.497642104831,0.474118699024,0.435721966577,0.422516119896,,,,,,
53,0.4903417363,0.402039443092,0.495092149917,0.471355586141,0.429554006427,0.419666026975,,,,,,
54,0.486495920584,0.398882056431,0.489864018889,0.463874754333,0.42351850551,0.414360299795,,,,,,
55,0.48016345577,0.393928579989,0.487336917181,0.453897122588,0.417949715746,0.409086096782,,,,,,
56,0.477787807772,0.392343922259,0.486786109891,0.44981093915,0.416302805025,0.408070377586,,,,,,
57,0.475404011467,0.388807135687,0.48460228633,0.447778373548,0.413784066664,0.406327315292,,,,,,
58,0.473458534684,0.385196854603,0.481492241487,0.445779972156,0.41186902163,0.401921208465,,,,,,
59,0.471072669991,0.382566392085,0.475659280444,0.444070744761,0.41007161958,0.399070868229,,,,,,
60,0.469659740328,0.379704982837,0.474293466397,0.442480416295,0.404986693684,0.394879714772,,,,,,
61,0.467397179648,0.375224458419,0.471672550297,0.438918533125,0.400690265705,0.390800906345,,,,,,
62,0.464277134617,0.372709611383,0.467412862467,0.436164268536,0.395977453907,0.386226252061,,,,,,
63,0.463587270081,0.370699304306,0.466956559159,0.433803867906,0.395421683844,0.384658861275,,,,,,
64,0.460986577697,0.369440487247,0.464263351004,0.431466903548,0.3918768437,0.383052498027,,,,,,
65,0.460143581256,0.367152468966,0.463525704086,0.42996803874,0.391132500543,0.382573380779,,,,,,
66,0.457639349654,0.364855627501,0.459324218804,0.427256089453,0.38276216939,0.379414113789,,,,,,
67,0.455073941792,0.362568931125,0.458634714252,0.425741208311,0.380832586303,0.376202924606,,,,,,
68,0.452205366419,0.360392998866,0.45723622347,0.424405300666,0.379017477478,0.373921857144,,,,,,
69,0.450341367017,0.358426846375,0.451498689019,0.420776758377,0.374621014119,0.372107462851,,,,,,
70,0.449340465843,0.357972240146,0.45116601783,0.420040460893,0.37278243911,0.370984673752,,,,,,
71,0.447128582843,0.356318104658,0.445719585408,0.413958482143,0.368864751013,0.367474374625,,,,,,
72,0.445174467513,0.35448612357,0.442985274366,0.410870479403,0.366801075721,0.363739333007,,,,,,
73,0.438983190037,0.35177356058,0.438496461074,0.409465844244,0.361435205409,0.362455402836,,,,,,
74,0.434713505912,0.347637584009,0.434747897848,0.406085186861,0.35773485497,0.356475257342,,,,,,
75,0.428732235156,0.344736707482,0.431227317895,0.402787068956,0.352711497637,0.35369240641,,,,,,
76,0.426130539878,0.3413752597,0.425849474333,0.398646051739,0.349919429165,0.35067427899,,,,,,
77,0.42577080931,0.339076510649,0.424720538553,0.397505219875,0.349274297532,0.348226974192,,,,,,
78,0.420004133682,0.334014519089,0.419889466336,0.39519554423,0.346652664871,0.342856013694,,,,,,
79,0.414524278415,0.328865131937,0.416774687617,0.386232418263,0.343617267817,0.34013803431,,,,,,
80,0.413878404319,0.326379642228,0.411032029328,0.385452292517,0.33963588207,0.33728795595,,,,,,
81,0.410442970688,0.324659699483,0.408231973751,0.380950724417,0.336333320335,0.335957501972,,,,,,
82,0.403189529874,0.322938252127,0.407354558478,0.379418940837,0.335236297641,0.333900441503,,,,,,
83,0.399263718114,0.318549724962,0.40520259346,0.377583122784,0.332975707219,0.330194169885,,,,,,
84,0.397103364211,0.31597708451,0.402149189877,0.374454718603,0.329494658032,0.328599221694,,,,,,
85,0.39180726393,0.311477023834,0.39652321981,0.368337492892,0.32472755047,0.324571191059,,,,,,
86,0.387195286057,0.308669192684,0.394103845464,0.363210382521,0.321147919657,0.323056891071,,,,,,
87,0.386080213723,0.307707793438,0.394067963774,0.362746266137,0.320035712658,0.322560062606,,,,,,
88,0.385114489104,0.306999009026,0.393064475372,0.362278573963,0.319663253747,0.322409848838,,,,,,
89,0.382427212702,0.305207569873,0.390585277509,0.358094722521,0.317619814113,0.319071555834,,,,,,
90,0.381484499706,0.30469988711,0.388310045056,0.357435090779,0.316226319386,0.317900843039,,,,,,
91,0.381363772786,0.303966860469,0.387356648842,0.356920485089,0.312352213975,0.315844649773,,,,,,
92,0.379835448826,0.302197053446,0.38637643098,0.354402620095,0.310134926828,0.314309231672,,,,,,
93,0.378183292276,0.302189199618,0.38421530369,0.353194450529,0.307872800031,0.31452199049,,,,,,
94,0.376700260262,0.300652096785,0.383003409232,0.351896247342,0.30720788552,0.311250730874,,,,,,
95,0.37565462327,0.298778658021,0.380884591318,0.350488923569,0.305529617073,0.309530923247,,,,,,
96,0.375052337273,0.297987759568,0.380151077017,0.349667167449,0.304646159717,0.309000858288,,,,,,
97,0.366842797083,0.297111894658,0.376295101585,0.340406026624,0.301813598851,0.305596287453,,,,,,
98,0.36510343515,0.296421808048,0.375183113325,0.33871692379,0.300194876832,0.304947636661,,,,,,
99,0.359944099098,0.294554974017,0.371639356076,0.336351420299,0.297505239335,0.30023035015,,,,,,
