Time(Iteration),CAB_2_3CoTheta,CAB_originalCoTheta,CAB_optimalCoTheta,,,,,,
0,0.983179434226,0.982591372127,0.981368759204,,,,,,
1,0.964998073264,0.960167986341,0.960410659545,,,,,,
