Time(Iteration),CAB_true_increaseCoTheta,CAB_originalCoTheta,CAB_true_decreaseCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,,,,,,
80,0.384174192639,0.396857124407,0.362878921686,0.372921984417,0.393787514763,,,,,,
81,0.38194463715,0.392972569134,0.359737160948,0.36919077964,0.390892581894,,,,,,
82,0.381114913498,0.391397270831,0.357058631594,0.368937824871,0.390197049532,,,,,,
83,0.380325247005,0.389881918855,0.356039739504,0.368474145058,0.389312592043,,,,,,
84,0.379549581047,0.389094993943,0.354853081765,0.368196742661,0.388933229511,,,,,,
85,0.378632924695,0.387376249293,0.348453140047,0.36420312743,0.388546456899,,,,,,
86,0.378221129068,0.386572637499,0.347906421007,0.363556927092,0.386925204202,,,,,,
87,0.374772648719,0.383964508731,0.345170485044,0.360004358401,0.383548137422,,,,,,
88,0.372450117137,0.38333125472,0.34455799397,0.358735301407,0.381450968497,,,,,,
89,0.371697395017,0.381340854746,0.343198775858,0.357021000913,0.380338986596,,,,,,
90,0.370726636881,0.380382200772,0.341974757544,0.356173800921,0.379066546625,,,,,,
91,0.366118804529,0.37726659027,0.338542583563,0.349548393029,0.376900580353,,,,,,
92,0.363939862222,0.375136248515,0.337625152762,0.348022670543,0.376204456362,,,,,,
93,0.36360639854,0.374906140274,0.33766216536,0.347671868782,0.375763887559,,,,,,
94,0.361690069963,0.373416732364,0.336719399241,0.346745029472,0.371747323355,,,,,,
95,0.357366814588,0.368148241962,0.332287651087,0.342294433242,0.368018213065,,,,,,
96,0.357025412275,0.367331504036,0.332319973866,0.339667130316,0.367638679828,,,,,,
97,0.356156248596,0.36702335693,0.327023390699,0.339060949629,0.366921258218,,,,,,
98,0.35465299639,0.365475467224,0.325182776774,0.33755019032,0.365877858847,,,,,,
99,0.3534134636,0.363730074018,0.323717386521,0.335978919901,0.363053280303,,,,,,
100,0.35271573404,0.362867103808,0.322817727596,0.335308920999,0.361784925798,,,,,,
101,0.351314633015,0.358759591957,0.321526744608,0.332888411367,0.35932009959,,,,,,
102,0.349970035398,0.357445396421,0.321024492843,0.332410107892,0.358417311747,,,,,,
103,0.349710506703,0.356986497208,0.320002453229,0.331743942159,0.357403611879,,,,,,
104,0.346621764078,0.354361292897,0.31690776729,0.328812488644,0.354926653043,,,,,,
105,0.345096658841,0.353762339588,0.315885278437,0.327687425261,0.351974542923,,,,,,
106,0.345043106535,0.350362508676,0.31574392262,0.327300984155,0.347226873503,,,,,,
107,0.341553803099,0.34839282243,0.314098552309,0.325770390453,0.346094301436,,,,,,
108,0.340681563728,0.347940766905,0.312938116029,0.32487489254,0.344393814704,,,,,,
109,0.339473100014,0.34520144658,0.310965285861,0.32318656446,0.342676912571,,,,,,
110,0.339174066959,0.345357427554,0.311060421755,0.323010837938,0.342546239848,,,,,,
111,0.338357060545,0.344136159893,0.30953947112,0.319673251781,0.341770502678,,,,,,
112,0.337836114422,0.343035461081,0.308632243656,0.319224988904,0.340245418601,,,,,,
113,0.332717187662,0.338423335294,0.30847071036,0.319208960609,0.336410098554,,,,,,
114,0.326766702345,0.336334896788,0.30702051216,0.316121082225,0.332474713364,,,,,,
115,0.32379385185,0.334276593774,0.305457079256,0.31368191608,0.331358758458,,,,,,
116,0.323084383422,0.333136485263,0.304609713874,0.312434866468,0.330385335661,,,,,,
117,0.323060901214,0.332391711054,0.304607323832,0.31243268615,0.329876032824,,,,,,
118,0.322681212093,0.331385576328,0.303916575834,0.311919676794,0.329222500913,,,,,,
119,0.320618736323,0.329880469404,0.302907252173,0.310579553043,0.327656621461,,,,,,
120,0.319698958744,0.330237475241,0.302392398851,0.310139501602,0.327190842086,,,,,,
121,0.318043458259,0.329351350387,0.300082132266,0.307721066976,0.326466538297,,,,,,
122,0.314889140889,0.328183273517,0.299351351094,0.307067929453,0.325589237681,,,,,,
123,0.314138750819,0.327616626988,0.298846967253,0.306341582649,0.324386953916,,,,,,
124,0.31172919435,0.325142725998,0.297809211433,0.30557751808,0.322751481704,,,,,,
125,0.308613130205,0.322069625141,0.294681378234,0.302045510158,0.31957513943,,,,,,
126,0.306946234327,0.320937497763,0.293376461752,0.300363301635,0.318023130905,,,,,,
127,0.304281182858,0.319983644648,0.293103300731,0.299914102125,0.317971690317,,,,,,
128,0.303019423227,0.319306372735,0.290934685676,0.298370290622,0.316861029341,,,,,,
129,0.302421110939,0.318539926124,0.290172984785,0.297574561995,0.316053923259,,,,,,
130,0.302256954843,0.317992249281,0.289019143136,0.296539940463,0.315351629377,,,,,,
131,0.301849253536,0.317289874565,0.287845851423,0.295604218797,0.314308345895,,,,,,
132,0.300181397762,0.317153623777,0.287561433932,0.295440093573,0.313407014683,,,,,,
133,0.299536542254,0.3167866758,0.287043455699,0.294944890297,0.31313166843,,,,,,
134,0.296101263893,0.314969958578,0.284517316817,0.29144578739,0.312479283875,,,,,,
135,0.295119899677,0.31439092795,0.283571556366,0.29048523087,0.311603230138,,,,,,
136,0.293635631587,0.314017629372,0.282932245333,0.289989427324,0.307444321835,,,,,,
137,0.292979258944,0.313554201882,0.282515132672,0.289645974078,0.307119252274,,,,,,
138,0.29275868437,0.313537565009,0.282294927273,0.289458264805,0.307080185833,,,,,,
139,0.288309770713,0.312286756975,0.279266279493,0.288434514585,0.304336788189,,,,,,
140,0.286223547525,0.310830965915,0.277860048031,0.287035019303,0.302802863075,,,,,,
141,0.28232741262,0.309749966393,0.276981708508,0.283580007794,0.301869492866,,,,,,
142,0.281469224132,0.307595812362,0.276081801049,0.283083767493,0.299509193643,,,,,,
143,0.280784593974,0.307347337318,0.275550796033,0.282343336092,0.299384459707,,,,,,
144,0.280190487803,0.306673582275,0.274987528298,0.281743079277,0.29907957998,,,,,,
145,0.278211625732,0.304689840759,0.27398248309,0.280484042061,0.296424619764,,,,,,
146,0.277561756031,0.303881601488,0.273306773212,0.279800105939,0.295563794162,,,,,,
147,0.276249476326,0.302785319459,0.272411313352,0.278413091939,0.29473624133,,,,,,
148,0.275927992691,0.302432898643,0.271779417152,0.278180345328,0.294738821361,,,,,,
149,0.275358644519,0.30208849192,0.271592803742,0.277882995889,0.294546715557,,,,,,
150,0.272518272391,0.301084414776,0.269129464353,0.276540363977,0.29312268913,,,,,,
151,0.271848189956,0.30085119275,0.268646132983,0.276214643492,0.292795597995,,,,,,
152,0.271075977578,0.300569440228,0.265929680442,0.275704869067,0.292171965631,,,,,,
153,0.270958693479,0.299952054221,0.265493029686,0.275343627433,0.29184105256,,,,,,
154,0.269263512924,0.297063479622,0.263606319189,0.273002660086,0.291099805781,,,,,,
155,0.268588191146,0.295871359431,0.262855986811,0.272478576456,0.290279484716,,,,,,
156,0.268614835542,0.294932562909,0.262362381397,0.272336188469,0.289564593156,,,,,,
157,0.268327179032,0.294417190323,0.262139988586,0.272359466585,0.289371543187,,,,,,
158,0.265814218985,0.292055510012,0.260434100178,0.268683858228,0.287604970452,,,,,,
159,0.265394096006,0.291404650741,0.260145938968,0.268358036127,0.287485238525,,,,,,
160,0.264817942862,0.290234357159,0.258774414174,0.267572469917,0.286304257911,,,,,,
161,0.26455317646,0.290158945848,0.258636893807,0.267427819461,0.286105782478,,,,,,
162,0.262473599136,0.289709504745,0.258556058203,0.265514876168,0.286451215669,,,,,,
163,0.261922714329,0.288522756746,0.257579908552,0.265076921133,0.285746416669,,,,,,
164,0.259741007219,0.287367691015,0.255740468803,0.262933289489,0.283846779766,,,,,,
165,0.259465717597,0.287388802441,0.255579101222,0.262964416226,0.283632638048,,,,,,
166,0.257639367622,0.285944696081,0.255089419402,0.262522496285,0.282434460464,,,,,,
167,0.257108446669,0.28380014441,0.252303430523,0.261451049884,0.280173660436,,,,,,
168,0.256719901418,0.283522194815,0.25208264705,0.261374610153,0.279721566662,,,,,,
169,0.254911798582,0.279754069237,0.249860060485,0.258892422777,0.277681108293,,,,,,
170,0.253300503236,0.278068486942,0.248109710194,0.257154608784,0.276172750852,,,,,,
171,0.253012799114,0.276471782418,0.247551477355,0.256852121593,0.275409209168,,,,,,
172,0.252986760096,0.276474334484,0.247562574192,0.256987145525,0.275353541932,,,,,,
173,0.251360529951,0.275392674441,0.246437529566,0.255682312717,0.273181910123,,,,,,
174,0.250514194613,0.275148059926,0.24576453898,0.2546438627,0.272590390147,,,,,,
175,0.250552854859,0.275035968518,0.245757834515,0.254824110257,0.272790318045,,,,,,
176,0.250559680601,0.272903323758,0.245671541875,0.254796619189,0.271357636848,,,,,,
177,0.249858591474,0.271606281962,0.245036060254,0.25374539748,0.270667849687,,,,,,
178,0.249235753925,0.270920270384,0.243833897647,0.253159212264,0.269546841764,,,,,,
179,0.249361432154,0.271068756138,0.243751790096,0.252914881939,0.269403995113,,,,,,
180,0.248917340454,0.270002447944,0.243366813557,0.252832187331,0.268012868297,,,,,,
181,0.248671298711,0.269952287216,0.242928482659,0.252532756436,0.267765496849,,,,,,
182,0.24835398063,0.269865704791,0.24267061293,0.25187661869,0.267504273944,,,,,,
183,0.248233076801,0.269701646527,0.242235675645,0.251871961072,0.266977011186,,,,,,
184,0.247839278132,0.268577823136,0.241786677846,0.251719730813,0.265924500217,,,,,,
185,0.247727491627,0.268284800016,0.241534010335,0.251712334207,0.265556672727,,,,,,
186,0.246628589437,0.266284961026,0.238911496042,0.250389937966,0.264140054225,,,,,,
187,0.246220831954,0.26565142955,0.238363427039,0.249802757146,0.263664023577,,,,,,
188,0.245900209203,0.265484513811,0.237926776465,0.24951222615,0.26338835495,,,,,,
189,0.245660153778,0.265031644084,0.237740960384,0.248713818903,0.263167429972,,,,,,
190,0.244874649445,0.263518979591,0.237335465551,0.248557637551,0.26241368969,,,,,,
191,0.245009034205,0.263357957115,0.237537852079,0.248857326636,0.262326387592,,,,,,
192,0.239385070914,0.260284990672,0.233731618482,0.244830996714,0.258414178605,,,,,,
193,0.237689778258,0.260486867688,0.233944202293,0.244911574848,0.258443198821,,,,,,
194,0.237552713948,0.260054398973,0.233519374706,0.244522039998,0.258480917318,,,,,,
195,0.237135177016,0.258460520563,0.23239568148,0.243933072445,0.257627305622,,,,,,
196,0.236943702693,0.25839761989,0.232280344266,0.243639184882,0.257395654866,,,,,,
197,0.236702215716,0.257679543564,0.232269153795,0.243568928291,0.257057585927,,,,,,
198,0.236581478331,0.254676602251,0.232323020055,0.243608499266,0.253424124767,,,,,,
199,0.236414548603,0.254236299296,0.23246473754,0.243402809502,0.252293978016,,,,,,
