Time(Iteration),CAB_true_increaseCoTheta,CAB_originalCoTheta,CAB_true_decreaseCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,,,,,,
0,0.975963232205,0.969201088634,0.975963232205,0.975963232205,0.976330849752,,,,,,
1,0.955190199183,0.946422764057,0.953844033727,0.953844033727,0.952930133285,,,,,,
2,0.922912586604,0.920734411857,0.925683455767,0.925683455767,0.924951414334,,,,,,
3,0.90668591461,0.896577102263,0.906414746684,0.906414746684,0.910100665661,,,,,,
4,0.884659310171,0.878877447814,0.882703309013,0.882703309013,0.886194647494,,,,,,
5,0.857481022165,0.863203486591,0.84850124049,0.84850124049,0.851265917974,,,,,,
6,0.831977222914,0.841483088222,0.805402793019,0.805402793019,0.828262566254,,,,,,
7,0.81338459449,0.822745809062,0.785124218491,0.785124218491,0.806821350694,,,,,,
8,0.783455734741,0.800977975173,0.763312817613,0.763312817613,0.780743351727,,,,,,
9,0.77149717502,0.788697915248,0.746050284177,0.746050284177,0.769202773799,,,,,,
10,0.744346571217,0.765334062795,0.722612896973,0.722612896973,0.747174332689,,,,,,
11,0.727683556416,0.750998613585,0.704989590587,0.704605714504,0.737872998667,,,,,,
12,0.713827137288,0.741402840661,0.694061132149,0.694520965771,0.723947981817,,,,,,
13,0.699504307894,0.731058897345,0.677947631267,0.679215894327,0.711352072756,,,,,,
14,0.685032928061,0.718676596256,0.669364243602,0.670510565838,0.697024158121,,,,,,
15,0.6771291221,0.711126730882,0.658219235382,0.662027541996,0.686440091291,,,,,,
16,0.663097976144,0.698165612137,0.650257651131,0.653796465313,0.672948282237,,,,,,
17,0.646682733057,0.686946295338,0.638875877176,0.641970278066,0.662565174694,,,,,,
18,0.638341887618,0.680236876861,0.629707257483,0.627814012415,0.651266808117,,,,,,
19,0.633073609654,0.673764267661,0.622322486137,0.620462174994,0.64458947492,,,,,,
20,0.621292679827,0.667514752592,0.611781767048,0.611471376314,0.63615589338,,,,,,
21,0.605566749365,0.658213152623,0.601860068673,0.602179955431,0.626475514443,,,,,,
22,0.596589034379,0.650514150797,0.596983128811,0.594516103857,0.613359748376,,,,,,
23,0.589681698622,0.638082038858,0.588042716577,0.586905571358,0.603765190191,,,,,,
24,0.578797261167,0.63123870044,0.575976824384,0.569312243247,0.595022876158,,,,,,
25,0.570068620399,0.625671855867,0.565615364493,0.559509854309,0.58788833573,,,,,,
26,0.565882878026,0.614839423873,0.559604342806,0.553932433916,0.580653557219,,,,,,
27,0.558300525834,0.606837732573,0.552256400016,0.544062589165,0.572521319648,,,,,,
28,0.549375305202,0.597697261801,0.541983362782,0.534108675391,0.566434191853,,,,,,
29,0.544772032504,0.592209235417,0.538185930577,0.529153113793,0.556846475619,,,,,,
30,0.54197709294,0.580969086337,0.529759155735,0.52556396731,0.552386312462,,,,,,
31,0.538494182506,0.574921968077,0.527669961045,0.521666505667,0.548730058482,,,,,,
32,0.533480194824,0.567798324312,0.522961623244,0.515814640084,0.542145958138,,,,,,
33,0.52919222785,0.563083624972,0.519355246635,0.511654887547,0.535220523253,,,,,,
34,0.519059812385,0.557566311914,0.509329825176,0.50637362813,0.527917393967,,,,,,
35,0.516281921877,0.555479837154,0.505110347603,0.502874498764,0.525872794748,,,,,,
36,0.51282923918,0.549263735572,0.499811002365,0.499964628406,0.521810995548,,,,,,
37,0.505646578451,0.538833704979,0.494316705867,0.491954416109,0.515637202047,,,,,,
38,0.502353322142,0.534175056328,0.491050658366,0.488294116367,0.511771768735,,,,,,
39,0.499241067847,0.531290169145,0.488136553086,0.486469689453,0.508022448844,,,,,,
40,0.496349372222,0.526161857347,0.482825535326,0.482319949617,0.50487851272,,,,,,
41,0.495074435134,0.523357833245,0.480540095899,0.480302753238,0.501931787999,,,,,,
42,0.491369731303,0.520089955117,0.477452311813,0.477533372825,0.497510601747,,,,,,
43,0.488285719903,0.516619855873,0.475291815094,0.475877724313,0.494655374046,,,,,,
44,0.486797115187,0.512557319867,0.47255643027,0.471863202543,0.492350895353,,,,,,
45,0.483587012298,0.50596449229,0.466614148483,0.467585053273,0.48591951705,,,,,,
46,0.479293421203,0.502969616392,0.462519351059,0.462676411888,0.48284352615,,,,,,
47,0.475525423296,0.50170143516,0.460771879061,0.458737401874,0.481272499677,,,,,,
48,0.47221902514,0.499021308666,0.457417850618,0.454745298629,0.477549261878,,,,,,
49,0.466187968422,0.493050376475,0.452277017259,0.448540173222,0.473722264726,,,,,,
50,0.462221785255,0.491057806648,0.448105185181,0.444953993866,0.469280355608,,,,,,
51,0.461778727204,0.488905184806,0.445647375382,0.441605533426,0.466948750005,,,,,,
52,0.451934450755,0.485103025007,0.443688644986,0.439358638131,0.463153592622,,,,,,
53,0.450654057682,0.481149611824,0.441994548212,0.438305730846,0.461305720662,,,,,,
54,0.450265610783,0.478986237548,0.438483498606,0.435540872788,0.459484821191,,,,,,
55,0.447692986968,0.475629795723,0.435148675199,0.432188907902,0.45761439985,,,,,,
56,0.442991631292,0.470866427549,0.42229323588,0.425600855776,0.44946009515,,,,,,
57,0.439074557148,0.468964780752,0.421126108802,0.424100421913,0.446937967189,,,,,,
58,0.438786167413,0.468240857154,0.417511661318,0.423703147202,0.445043277594,,,,,,
59,0.435495809026,0.463968354395,0.412380103817,0.420377606498,0.442491823305,,,,,,
60,0.433768879026,0.461621037126,0.409416542883,0.418291024167,0.441218634366,,,,,,
61,0.43190906479,0.456929381934,0.405395241513,0.415235916261,0.439466420062,,,,,,
62,0.430923160919,0.454725648589,0.404361284216,0.414227821468,0.438672154322,,,,,,
63,0.426443277373,0.450819576736,0.39956341392,0.411005405525,0.430530239698,,,,,,
64,0.423946724469,0.444915072337,0.397922529037,0.409068927488,0.42865109695,,,,,,
65,0.416394282726,0.436317193391,0.392014183033,0.402448271531,0.426904412913,,,,,,
66,0.413331202129,0.434413657406,0.390560321896,0.399937053793,0.424170297193,,,,,,
67,0.410947512264,0.428866128401,0.388384920159,0.395937569111,0.421302782312,,,,,,
68,0.409687809158,0.426749817531,0.386649025268,0.39434941623,0.419267692302,,,,,,
69,0.407786992998,0.424860018855,0.383332082415,0.391694374066,0.416669933367,,,,,,
70,0.406827872271,0.424451157362,0.38182233603,0.389235584398,0.414378541832,,,,,,
71,0.405255306355,0.422774821928,0.380590834753,0.387979291719,0.412916451637,,,,,,
72,0.401491364475,0.416078309918,0.37794930343,0.385493253097,0.408820788882,,,,,,
73,0.396760340146,0.414898936078,0.37606412794,0.383777520728,0.407501831214,,,,,,
74,0.395152961249,0.412095662085,0.375607084207,0.383257168943,0.405740618867,,,,,,
75,0.394364574418,0.411358467706,0.373680126333,0.382205312035,0.404339609986,,,,,,
76,0.393101585999,0.406714213042,0.372410475155,0.380779919116,0.403279354523,,,,,,
77,0.391900697481,0.404314587047,0.370145482732,0.379121257738,0.401049134005,,,,,,
78,0.391251862919,0.402097007314,0.369355532055,0.378104553416,0.400210270868,,,,,,
79,0.390275711513,0.401019541076,0.367817073882,0.377075430809,0.398559503607,,,,,,
