Time(Iteration),CAB_User,CAB,CAB_original,LinUCB
0,3.14356383714,3.33357861277,3.14356383714,4.82785680151
1,6.0222687479,6.32764487473,6.0222687479,8.93586953564
2,8.79320629676,8.94215342708,8.79320629676,11.7315704816
3,11.0435242661,11.2042735722,11.0435242661,14.5472755006
4,14.3923912034,14.3748132247,14.3923912034,17.9171931842
5,17.4821630224,17.0411930762,17.4821630224,20.4545087952
6,19.361408544,19.4556691968,19.361408544,23.7800162341
7,21.9062768523,22.6899865214,21.9062768523,25.4807162456
8,23.6683400633,24.8945069185,23.6683400633,26.9377974322
9,25.241571455,27.4559815987,25.241571455,28.9542664932
10,26.687601061,29.263369329,26.687601061,30.4114983853
11,29.07009251,31.7747310676,29.07009251,31.9870149257
12,30.5017812749,33.5754883192,30.5017812749,33.48576345
13,31.7719778748,35.1285112614,31.7719778748,34.0801952031
14,33.5277374673,37.0322658606,33.5277374673,35.9762406808
15,34.7167655889,39.1065867527,34.7167655889,37.7474498516
16,35.8608981055,40.6447934593,35.8608981055,38.9951867334
17,36.7338904504,42.2071798921,36.7338904504,40.228840273
18,37.5860168637,43.1073136055,37.5860168637,40.9070984098
19,38.8103641147,44.5356438008,38.8103641147,42.0036934049
20,39.6693171036,45.4531400268,39.6693171036,42.8533821088
21,40.4397632149,45.9615306239,40.4397632149,43.5856243867
22,41.2556582581,47.2833204291,41.2556582581,44.4456035085
23,41.7059936746,48.2204710205,41.7059936746,44.9142873069
24,42.3065711917,49.0914055998,42.3065711917,45.4921163786
25,42.841766032,50.1841003304,42.841766032,46.2888148377
26,43.3688357754,51.0985724148,43.3688357754,47.1928823673
27,43.6701949464,51.95646083,43.6701949464,47.8332626143
28,44.3776949669,52.665597491,44.3776949669,48.6118891383
29,45.052426829,53.8077911185,45.052426829,49.3948316979
30,45.6184702432,54.7509248031,45.6184702432,50.3045032566
31,46.1699712564,55.37261556,46.1699712564,50.9654210728
32,46.7765779292,56.0656876634,46.7765779292,51.3759128355
33,47.2056518601,56.5961995139,47.2056518601,51.7381663673
34,47.4902479318,57.5278581643,47.4902479318,52.3329046363
35,47.8080362212,58.1117459449,47.8080362212,52.7791934162
36,48.3705838004,58.5147095588,48.3705838004,53.1490431123
37,48.5912880872,58.8816988451,48.5912880872,53.5496811187
38,48.8411048057,59.7525455581,48.8411048057,54.0761138688
39,49.0346653806,60.2353765074,49.0346653806,54.2852222045
40,49.2431236963,60.6429673058,49.2431236963,54.7284559881
41,49.8872501361,61.1044213379,49.8872501361,55.3591452165
42,50.1102567009,61.9019644044,50.1102567009,55.4939261044
43,50.7470574203,62.6726313595,50.7470574203,56.00585524
44,51.2513852792,63.0883397876,51.2513852792,56.2420957871
45,51.4330717885,63.9244408261,51.4330717885,56.6489324253
46,51.8695323416,64.3108692546,51.8695323416,57.2185805462
47,51.9807013496,64.7793402831,51.9807013496,57.4063208368
48,52.3640404856,65.7271753891,52.3640404856,57.8858413721
49,52.6919268148,66.0683809666,52.6919268148,58.2940020032
50,52.7516547444,66.4803809018,52.7516547444,58.4680729222
51,52.8257646702,66.9221607454,52.8257646702,58.5506525627
52,53.0678718257,67.2810256139,53.0678718257,58.8889783708
53,53.3481691734,67.7482960272,53.3481691734,59.1016552156
54,53.5275248651,68.0150581946,53.5275248651,59.4108609015
55,53.6435633123,68.1481069409,53.6435633123,59.7132483684
56,53.6627612001,68.5009195451,53.6627612001,59.8199192411
