Time(Iteration),CAB,CAB_original,LinUCB
0,7.17025343359,7.17025343359,7.17025343359
1,13.4380465795,12.6614230253,12.9246052356
2,19.441498151,17.4494711363,17.9854676772
3,24.5931762352,22.7571188462,23.5834322629
4,28.6078664628,27.6576594497,28.6504709421
5,31.8733460085,31.0820556523,32.4160394261
6,34.5326038915,34.4031660914,36.2008802634
7,38.09251081,37.4040460491,39.7895424763
8,40.3168033316,40.1751059598,42.7725730406
9,42.2791197172,42.1224217898,44.5352593249
10,45.4296922327,44.1628089381,46.7247628846
11,47.5224325116,45.5010033607,48.1043933119
12,50.9874375119,46.9869337863,49.7167184352
13,53.2532644211,49.2514518068,51.8296319907
14,55.1288638856,50.7440369087,53.2318021175
15,57.0222341574,51.9116616699,54.6085686126
16,58.8295760564,53.4791285183,56.5784626637
17,60.5455774494,54.9346232868,58.2725254018
18,62.3889774279,56.2786397978,59.7865428993
19,63.512563114,57.3554016978,61.0654184334
20,64.7173547037,57.8424707222,61.5919014381
21,66.2844313175,59.1585072743,62.8346680994
22,67.6452319942,59.9765245248,63.7096640623
23,68.621187529,61.0415289517,64.7260357476
24,69.4070700233,62.3964659713,66.0418180447
25,71.3453859163,63.6432841405,67.3785921046
26,73.1075287089,64.745910331,68.4812182951
27,74.9519241463,65.5652382648,69.3195994713
28,76.5916052733,66.2650125344,70.0343519428
29,77.1949522887,66.92255085,70.7600252861
30,77.971407555,67.6503730914,71.4735762381
31,79.7247822407,68.5191445352,72.3894543218
32,80.6755568461,69.2429210713,73.0664426929
33,81.3686756046,70.0112856859,73.7269049369
34,83.3226856115,70.5128992084,74.3664976939
35,85.6615590837,71.2415154323,75.3980947266
36,86.5357159886,71.5367447715,75.7136938796
37,87.44714938,71.8059539339,76.1318700145
38,88.4927197181,72.5874182668,76.8688603871
39,88.8087442019,72.8950281039,77.1704759999
40,90.2735059162,73.3529197381,77.5930816846
41,91.6659136063,74.1199260024,78.3186721002
