Time(Iteration),CAB,LinUCB
0,1.79666142041,1.79666142041
1,3.49041568275,3.49041568275
2,4.93369590568,4.93369590568
3,6.16087962078,6.16087962078
4,7.25847930357,7.25847930357
5,8.00107746142,8.00107746142
6,9.04497942776,9.04497942776
7,9.46063703337,9.46063703337
8,10.3867552729,10.3867552729
9,10.6774381719,10.6774381719
10,11.0876950606,11.0876950606
11,11.4564582086,11.4564582086
12,11.8941919845,11.8941919845
13,12.2373625537,12.2373625537
14,12.6037635884,12.6037635884
15,12.9713117433,12.9713117433
16,13.1818959075,13.1818959075
17,13.3620471645,13.3620471645
18,13.6661963987,13.6661963987
19,13.8915314569,13.8915314569
20,14.0970632266,14.0970632266
21,14.3623670873,14.3623670873
