Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB,CAB_cbj,CAB_cbij
25,42.4682145354,44.9430595027,25.9046739632,45.781869455,39.4390570862,36.2552502477
26,43.5246796521,45.505006568,26.0575139276,46.0165786647,39.689435289,36.5334216403
27,44.0317938878,45.64937214,26.3820773425,46.5011768755,39.8974176129,36.8666825324
28,44.3333007161,45.8915276312,26.5912201498,46.8791634002,40.1098341796,37.0984277415
29,44.4401577754,46.2908496011,26.644391133,46.992584282,40.3762039555,37.1183336071
30,44.6889187539,46.3888821878,26.7737702578,47.1517711185,40.4347927975,37.1829529408
31,45.0255751261,46.7805971715,26.8712856013,47.6545833199,40.8433947383,37.5915548816
32,45.2065564798,47.1896861832,27.1065079667,47.8237083375,41.110356509,37.7873750254
33,45.3482987213,47.4414435884,27.2462607286,47.9836999584,41.3201928445,38.0055264786
34,45.7254779934,47.5979670564,27.2492981442,48.0402860519,41.376778938,38.0590751565
35,45.8342975585,47.8863359862,27.4419964351,48.3365318126,41.4818517058,38.1430331794
36,46.1493408729,47.9446674006,27.4434739905,48.4204272334,41.4818517058,38.1695490582
37,46.4541524762,48.2807913167,27.5812447739,48.576727344,41.7351039276,38.2169387023
38,46.6571843042,48.5030809472,27.6412364385,48.8132189088,41.7934926279,38.2560818022
39,46.8558262855,48.6294624656,27.7710674172,49.0378452883,41.811832189,38.2744213632
40,47.1031061693,48.7527535883,27.8427637497,49.2331233159,41.8460407889,38.3488342699
41,47.1739744373,48.822914528,27.9176751508,49.2556920084,41.9264279476,38.3798311654
42,47.7749046411,49.0267090177,28.0587294913,49.3971950264,42.0558318053,38.5092350231
43,47.8959698184,49.0551217731,28.0871422467,49.4629799298,42.1768969826,38.5376477785
44,48.0580530308,49.1475676973,28.2009442965,49.6727255698,42.2582367108,38.6075035449
45,48.2612160021,49.3701026144,28.2812850407,49.961552128,42.4318578114,38.7811246455
46,48.427876732,49.5225543443,28.3045079086,50.0891671375,42.5843095413,38.8043475134
47,48.7656202661,49.8959500038,28.3216133498,50.2257896183,42.6893879647,38.9859089845
48,48.8211775742,50.0550565008,28.4125628013,50.2551600135,42.8175288737,39.0958795146
49,48.8908082884,50.1169460351,28.4557305391,50.5182556069,42.8606966116,39.1390472524
50,49.1140896967,50.3398099577,28.524928358,50.6329765165,42.985991691,39.2400008469
51,49.142788542,50.368508803,28.5578810527,50.6804397095,43.040539996,39.2945491519
52,49.2938742254,50.6233575092,28.7653308775,50.8862163724,43.1871047218,39.4727736342
53,49.3829604359,50.7144861152,28.8401709977,50.9448869411,43.2629219963,39.5487189326
54,49.5530803573,50.8968527739,28.8959187808,51.0289321007,43.3903636467,39.6908976211
55,49.6574379403,51.109931203,29.0002763638,51.1332896836,43.4240120204,39.755475389
56,49.727018828,51.2821926483,29.0374481715,51.1462666316,43.5024646707,39.8427334108
57,49.808085255,51.385030604,29.0807998018,51.1721913132,43.5462675462,39.9088277859
58,49.8812004634,51.4581458123,29.1418946477,51.2253412433,43.6193827546,39.9819429943
59,49.8843139305,51.4681340113,29.1539861697,51.2484944873,43.6314742765,39.9919311933
60,49.9489750943,51.480255366,29.1876181305,51.2997761111,43.6651062374,40.0255631541
61,50.0650376126,51.6072599242,29.2470471713,51.3752554415,43.7152304373,40.1071624982
62,50.3769338656,51.6636362321,29.2485481667,51.4869086997,43.7238242807,40.3271484207
63,50.4327255405,51.679993749,29.2485481667,51.5566380235,43.7539469334,40.3572710733
64,50.5171510441,51.6900275655,29.2585819832,51.5827237705,43.7639807498,40.3673048898
65,50.5603229448,51.7061260361,29.3376199512,51.6958330454,43.8142263363,40.3834033605
66,50.5603229448,51.7648377142,29.3376199512,51.7178236537,43.8509474062,40.4201244303
67,50.7366337505,51.7895286622,29.3539658954,51.7465968103,43.8756383542,40.4448153784
68,50.7822078027,51.8351027145,29.396970822,51.8289221717,43.8986836202,40.487820305
69,50.9587678543,51.8940911397,29.4246354648,51.8771130227,43.9576720455,40.5468087303
70,51.0692853369,52.0295227949,29.4875142724,51.895596544,44.0087745442,40.6573262129
71,51.076382533,52.0314287132,29.4894201907,51.8975024624,44.0106804625,40.6592321312
72,51.1395689207,52.0450281283,29.5030196057,51.8975024624,44.0205255649,40.6779822429
73,51.1767731834,52.0784286144,29.5030196057,51.8975024624,44.044794482,40.70225116
74,51.2710790424,52.1615943953,29.5719039439,51.9278112733,44.1056014882,40.7630581662
75,51.3402688613,52.2372485399,29.6066241019,51.9917471493,44.1343616474,40.7918183254
76,51.3706199186,52.2873417982,29.6249437515,52.0325706787,44.1541844421,40.8221693826
77,51.3941883835,52.3109102631,29.7291696393,52.1751962536,44.180558113,40.9263952704
78,51.4708083955,52.3970318526,29.8152912288,52.2102677765,44.2537974377,41.01251686
79,51.4913724027,52.5686916258,29.850240546,52.2449492451,44.2768909078,41.0356103301
80,51.4913724027,52.5686916258,29.850240546,52.26751234,44.300949576,41.0596689983
81,51.4913724027,52.5951027238,29.8688509468,52.2861227408,44.300949576,41.0596689983
82,51.4988227684,52.6851998389,29.8763013125,52.2875167154,44.3910466911,41.0671193639
83,51.5045232475,52.737143938,29.9282454116,52.2875167154,44.4372903111,41.0671193639
84,51.5692575169,52.7661782032,29.9282454116,52.3701685316,44.4372903111,41.0671193639
85,51.5692575169,52.7661782032,29.9282454116,52.4140884468,44.4372903111,41.0671193639
86,51.6096007367,52.8065214229,29.9415982531,52.4725106256,44.4776335308,41.1074625837
87,51.6348891231,52.8301549457,29.9437061328,52.4746185053,44.4797414105,41.1095704633
88,51.714444465,52.8478857937,30.0232614746,52.5541738471,44.5665569717,41.1963860245
89,51.7660419327,52.9170327039,30.030166148,52.589974661,44.573461645,41.2032906979
90,51.7762395546,52.9214152205,30.0430893376,52.5943571776,44.5863848347,41.2162138875
91,51.8713389163,52.9226536335,30.0443277506,52.6026261006,44.5876232477,41.2174523005
92,51.8865652488,52.937879966,30.0706128471,52.6421694272,44.6168633091,41.2335828745
93,51.9106330614,52.9619477785,30.0796444593,52.6662372398,44.6258949212,41.2426144867
94,51.9106330614,52.9619477785,30.0796444593,52.6678253303,44.6258949212,41.2426144867
95,51.9549914463,52.9757512895,30.0796444593,52.6678253303,44.6396984322,41.2564179976
96,51.9923037995,53.1532289152,30.1197935784,52.7141957432,44.6860688451,41.2965671168
97,52.1954092363,53.2074172479,30.1246814931,52.9173011801,44.8940621967,41.3014550314
98,52.217947599,53.2299556106,30.1357280055,52.9283476925,44.9166005593,41.3239933941
99,52.3414463306,53.2471313136,30.1409428646,52.9578762995,44.9264411831,41.3338340179
100,52.4449195504,53.2766139055,30.1704254565,53.0601325939,44.9561161042,41.3633166098
101,52.5340313585,53.4586216302,30.178956013,53.1050675321,44.9888127667,41.4666252616
102,52.5363799251,53.4646840456,30.185223374,53.1058170438,44.9950801277,41.4728926226
103,52.5413472963,53.5009088901,30.2214482185,53.1420418883,45.0341938242,41.5091174671
104,52.5770551973,53.5016961804,30.2222355088,53.1429412451,45.0697896587,41.5447133016
105,52.5878439922,53.5124849753,30.2330243037,53.179487415,45.0805784536,41.5555020965
106,52.5878439922,53.5124849753,30.2336048844,53.1800679956,45.0805784536,41.5560826772
107,52.6253121813,53.5141552286,30.2352751377,53.1964790227,45.0822487069,41.5577529305
108,52.8405635617,53.5953645866,30.2374232349,53.4117304032,45.2975000874,41.6151135917
109,52.8507667294,53.6055677543,30.2374232349,53.4367292955,45.3077032551,41.6253167594
110,52.9175685977,53.6087273154,30.2374232349,53.4367292955,45.3077032551,41.6253167594
111,52.9616141414,53.7391421177,30.2567153855,53.492505007,45.3975765656,41.7172988351
112,53.0438523188,53.7884699554,30.3389535629,53.5000285151,45.479814743,41.7995370125
113,53.1014650959,53.8220811504,30.4037712222,53.5000285151,45.5176517311,41.7995370125
114,53.1606140549,53.8812301093,30.4606415079,53.537328072,45.5768006901,41.8586859715
115,53.2697641199,53.9957151643,30.530626217,53.6382772814,45.6600625466,41.9370463327
116,53.3223114707,53.9957151643,30.5454830219,53.6531340864,45.6649602477,41.9519031376
117,53.3626631578,53.9957151643,30.5858347091,53.7057198423,45.7053119349,41.9922548248
118,53.3715878138,54.0046398203,30.594759365,53.7146444983,45.7142365908,42.0011794807
119,53.3785128829,54.0276087805,30.6020177974,53.7379468218,45.7214950233,42.0084379132
120,53.3935786572,54.1021177889,30.6195444655,53.7678657659,45.7365607975,42.0235036875
121,53.3935786572,54.1021177889,30.6195444655,53.7710452954,45.7365607975,42.0235036875
122,53.3981958309,54.1097157844,30.6317596347,53.775662469,45.7411779712,42.0357188566
123,53.4123077512,54.1617191088,30.6853533495,53.7981034368,45.7761781438,42.0707190292
124,53.4359341013,54.1617191088,30.6853533495,53.8170995859,45.7761781438,42.0707190292
125,53.4359341013,54.176200029,30.6853533495,53.8427589065,45.7761781438,42.0851999493
126,53.4418069053,54.1877901902,30.6969435107,53.8637331681,45.787768305,42.0967901106
127,53.4802344425,54.2330904155,30.7521788893,53.9303329103,45.8277717843,42.1322507177
128,53.4805575737,54.2334135467,30.7521788893,53.9498822678,45.8277717843,42.1322507177
129,53.5061425167,54.2589984897,30.8117252325,53.996314631,45.8533567273,42.1578356607
130,53.5153226005,54.263839605,30.8203882195,54.0068161927,45.8610002545,42.1626767759
131,53.5588379939,54.3115452019,30.8639036129,54.0483657533,45.9087058515,42.2061921693
132,53.5588379939,54.3115452019,30.8639036129,54.0667510574,45.9087058515,42.2061921693
133,53.5678243439,54.3208296921,30.8731881031,54.0818986281,45.9179903417,42.2061921693
134,53.5678243439,54.3208296921,30.8731881031,54.0818986281,45.9179903417,42.2061921693
135,53.606043963,54.3289125601,30.9114077222,54.0818986281,45.9369540278,42.2142750373
136,53.6132559813,54.3392568092,30.9186197405,54.0891106464,45.9441660461,42.2246192864
137,53.616235848,54.3392568092,30.9186197405,54.1253588576,45.9441660461,42.2246192864
138,53.6581233001,54.3506104567,30.9404468382,54.1462484516,45.9555196935,42.2359729339
139,53.6637410897,54.3506104567,30.9447959359,54.162380934,45.9555196935,42.2403220316
140,53.6637410897,54.3539881516,30.9447959359,54.165758629,45.9555196935,42.2403220316
141,53.6637410897,54.3539881516,30.9447959359,54.165758629,45.9555196935,42.2403220316
142,53.6720337611,54.362280823,30.9530886073,54.1951730495,45.9638123649,42.248614703
143,53.6747062253,54.3649532872,30.9557610715,54.2556359633,45.9664848291,42.2512871672
144,53.6995914368,54.3898384987,30.9659250727,54.2805211748,45.9766488303,42.2614511684
145,53.7493587276,54.4134085421,31.0126435643,54.3040912183,46.0102002202,42.3181510064
146,53.7493587276,54.4420447266,31.0412797487,54.3532885427,46.0388364047,42.3467871909
147,53.7975608082,54.5022683878,31.0412797487,54.3653101233,46.0870384852,42.3949892714
148,53.8028342176,54.5075417972,31.0412797487,54.3653101233,46.0870384852,42.3949892714
149,53.8355593262,54.5075417972,31.0740048573,54.4113504335,46.1197635938,42.42771438
150,53.8579451776,54.5167092083,31.0827459875,54.4154149944,46.1197635938,42.42771438
151,53.8738551341,54.5167092083,31.0827459875,54.4393159289,46.1197635938,42.42771438
152,53.8897297232,54.5240981259,31.0915106523,54.440691676,46.1318912599,42.4351032977
153,53.9028055477,54.5371739505,31.0915106523,54.459515414,46.1318912599,42.4351032977
154,53.9088109297,54.5431793325,31.0975160343,54.4880274486,46.1378966419,42.4411086797
155,53.9840662951,54.565656108,31.0978725075,54.5058391363,46.1479693854,42.4511814232
156,54.017847144,54.5994369569,31.1316533564,54.5396199852,46.1817502343,42.4849622721
157,54.0562072376,54.6360830772,31.1403213621,54.5482879909,46.1999572121,42.5031692499
158,54.0562072376,54.6360830772,31.1403213621,54.5482879909,46.1999572121,42.5031692499
159,54.09003975,54.6788219826,31.1559999562,54.5803995245,46.2426961175,42.5459081553
160,54.09003975,54.6788219826,31.1559999562,54.5803995245,46.2426961175,42.5459081553
161,54.0973359636,54.6861181962,31.1646788395,54.5890784078,46.2499923311,42.5532043689
162,54.1015058317,54.6861181962,31.1647494605,54.5890784078,46.2500629521,42.5532749899
163,54.104708684,54.7084353897,31.1679523128,54.5890784078,46.2500629521,42.5532749899
164,54.1095810866,54.7133077923,31.1728247154,54.5992243273,46.2549353547,42.5581473925
165,54.1095810866,54.7415667811,31.1728247154,54.5992243273,46.2684547674,42.5728869686
166,54.1483878404,54.7803735349,31.1989628739,54.6253624859,46.3072615211,42.6116937224
167,54.1682427366,54.7868549667,31.2054443058,54.6451305794,46.3136561503,42.6180883516
168,54.1836548908,54.7877459211,31.2218383327,54.6605427337,46.3155289774,42.6199611787
169,54.1836548908,54.7877459211,31.2218383327,54.6622490641,46.3155289774,42.6199611787
170,54.1886187726,54.8159024934,31.2500417491,54.6622490641,46.3205397032,42.6431538692
171,54.1889670824,54.8162508032,31.2503900589,54.6781452904,46.320888013,42.643502179
172,54.1889670824,54.8162508032,31.2503900589,54.6866823638,46.320888013,42.643502179
173,54.1904170221,54.8189820345,31.2518399986,54.6866823638,46.3236192443,42.6462334103
174,54.1988907412,54.8274557536,31.2603137177,54.6866823638,46.3320929634,42.6547071294
175,54.2064820164,54.8365329547,31.2795909337,54.6942736389,46.3411701644,42.6637843305
176,54.2064820164,54.875274825,31.284111811,54.7173544007,46.3456910418,42.6660949349
177,54.213680453,54.9035783482,31.284111811,54.7384594873,46.3793961712,42.6660949349
178,54.2451894399,54.904589259,31.2851227219,54.8044630999,46.3793961712,42.6671058458
179,54.2754015822,54.9348014013,31.2851227219,54.8346752421,46.4096083135,42.6973179881
180,54.2754015822,54.9348014013,31.3049972989,54.8346752421,46.4096083135,42.6973179881
181,54.2898719455,54.9492717646,31.3194676622,54.8491456055,46.4240786768,42.7117883514
182,54.2898719455,54.9492717646,31.3194676622,54.8604854315,46.4240786768,42.7117883514
183,54.2992037852,54.9525310247,31.3227269222,54.8716064543,46.4273379368,42.7150476114
184,54.3754539549,55.0287811944,31.3310176284,54.8736850148,46.4377072035,42.7912977811
185,54.3754539549,55.0352735858,31.3310176284,54.9570384652,46.4377072035,42.7982589626
186,54.375739387,55.041027187,31.3324248382,54.9827903582,46.4379926355,42.802890786
187,54.4063388081,55.0824544972,31.3384273456,55.0133897794,46.4685920567,42.8334902072
188,54.4192108693,55.0824544972,31.3446852511,55.0361157589,46.4685920567,42.8334902072
189,54.4305892066,55.0826360496,31.3551146656,55.0616834535,46.468773609,42.8439196217
190,54.4305892066,55.0826360496,31.3551146656,55.0616834535,46.468773609,42.8439196217
191,54.4513590077,55.1130163923,31.3758844667,55.089565745,46.4805980086,42.8557440213
192,54.4513590077,55.1130163923,31.3758844667,55.089565745,46.4805980086,42.8557440213
193,54.4513590077,55.1130163923,31.383397073,55.089565745,46.4805980086,42.8557440213
194,54.4629622062,55.1458552315,31.3937450889,55.1011689434,46.492201207,42.8660920372
195,54.4629622062,55.1540090312,31.3937450889,55.1273887888,46.5003550068,42.8660920372
196,54.4629622062,55.1540090312,31.3937450889,55.1312423929,46.5003550068,42.8660920372
197,54.4773631377,55.1607012876,31.4022160602,55.1352920885,46.5147559383,42.8804929687
198,54.525145307,55.1607012876,31.4022160602,55.1352920885,46.5625381076,42.928275138
199,54.5343755286,55.1699315093,31.409771205,55.1545708258,46.5700932524,42.928275138
