Time(Iteration),LinUCB
0,1.94039584262
1,4.16023196011
2,5.84085217896
3,7.73820762588
4,10.2301253852
5,12.9934115369
6,14.8228267131
7,16.7225828692
8,18.6920879334
9,20.4735859387
10,22.739881739
11,24.9220647474
12,26.8368546901
13,28.1744654993
14,29.8482387021
15,31.5445330783
16,33.1147175775
17,34.3232980204
18,36.2018141464
19,37.2377260807
20,38.5107378349
21,39.801375107
22,41.7898867896
23,42.9801484725
24,44.2115633738
25,45.562341238
26,46.6626244905
27,47.5599478695
28,48.3540795501
29,49.4962239436
30,50.4851814099
31,51.2505607362
32,52.4632195833
33,52.9238583076
34,53.7427315175
35,55.0102812726
36,55.8636299715
37,56.5792925265
38,57.2344555196
39,58.2875327936
40,59.4297006662
41,60.1156840246
42,60.8636480336
43,61.3495269708
44,61.8892013283
45,62.9914322609
46,63.7519067044
47,64.3593082425
48,64.8799341169
49,65.5929623089
50,66.2137356802
51,66.8372629528
52,67.3102411565
53,68.0985466481
54,68.6277974562
55,69.2770713828
56,70.0525656003
57,70.6822882847
58,71.3255391947
59,71.9055046805
60,72.5787908815
61,73.0833543813
62,73.543677438
63,74.080235435
64,74.853645288
65,75.5003290481
66,75.8766883161
67,76.3394413093
68,77.0285391831
69,77.6055576163
70,77.9475342104
71,78.3333659321
72,79.2065218987
73,79.5635648748
74,80.1548831254
75,80.7778436275
76,81.3993022468
77,82.3294481957
78,82.9610627286
79,83.5641210435
80,83.9895782825
81,84.445581112
82,84.8526731804
83,85.2319820643
84,85.6518336521
85,86.0926249793
86,86.5245419147
87,86.8141025307
88,87.4356239451
89,87.7523728938
90,88.0272442441
91,88.3211149457
92,89.0236459562
93,89.4541759413
94,89.9313419596
95,90.4252675846
96,90.9611842974
97,91.4108220278
98,91.5783103833
99,91.9904951172
100,92.2374812983
101,92.5640296711
102,93.0731110753
103,93.5113531251
104,93.8119489687
105,94.1296648382
106,94.5084474191
107,94.938030014
108,95.3001940988
109,95.644142378
110,96.0974212016
111,96.5091103908
112,96.6893863227
113,97.1288155078
114,97.7321687186
115,97.871084983
116,98.385876825
117,98.6544080634
118,98.9780475728
119,99.4294353372
120,99.8231540494
121,100.029850758
122,100.216492341
123,100.709836168
124,101.318701432
125,101.631518633
126,102.004911443
127,102.289949281
128,102.76463393
129,103.055494023
130,103.312206354
131,103.633518237
132,104.018936113
133,104.327967703
134,104.646828843
135,104.975950317
136,105.205640228
137,105.71219466
138,106.104397634
139,106.415292818
140,106.703022287
141,107.105156177
142,107.312384885
143,107.708370836
144,107.878573195
145,108.136881479
146,108.299256169
147,108.428894922
148,108.781758801
149,109.045997521
150,109.176417619
151,109.59442276
152,109.837286454
153,110.354887523
154,110.458792305
155,110.927912561
156,111.119070044
157,111.384571576
158,111.650148808
159,111.782907927
160,112.040208981
161,112.368085927
162,112.572497793
163,112.721431359
164,112.891578448
165,113.077367575
166,113.298044352
167,113.573552016
168,113.923310926
169,113.975821914
170,114.266194104
171,114.53056297
172,114.627890697
173,114.763441444
174,115.068394045
175,115.252676156
176,115.401206793
177,115.601954608
178,115.825464278
179,116.065589063
180,116.441192219
181,116.608420899
182,116.845338371
183,116.945696136
184,117.104988717
185,117.398469218
186,117.458794244
187,117.702884243
188,117.963812192
189,118.19775682
190,118.378786129
191,118.611620995
192,118.789364447
193,118.983170714
194,119.240908724
195,119.447831776
196,119.70653229
197,119.85122516
198,120.052379559
199,120.177009941
200,120.388742572
201,120.729475883
202,120.957664148
203,121.219425694
204,121.372778757
205,121.623112202
206,121.645317245
207,121.800221453
208,121.924365093
209,122.178721041
210,122.357951659
211,122.631563212
212,122.955593072
213,123.087288559
214,123.226824579
215,123.414780817
216,123.587260384
217,123.990449041
218,124.109995913
219,124.415697625
220,124.732785395
221,124.841338584
222,125.013978036
223,125.440308791
224,125.713096469
225,125.958274955
226,126.097716843
227,126.296721922
228,126.502826165
229,126.804181877
230,126.960542138
231,127.215184381
232,127.509068915
233,127.774679669
234,127.847977955
235,128.048229436
236,128.249463252
237,128.460529996
238,128.622193943
239,128.847869772
240,128.966352747
241,129.128048178
242,129.425754387
243,129.648881011
244,129.919280866
245,130.125699613
246,130.36716555
247,130.578185059
248,130.666237308
249,130.866664246
250,130.916007499
251,131.018815211
252,131.1433785
253,131.255855275
254,131.481578691
255,131.66137956
256,131.752445016
257,132.006975682
258,132.214221752
259,132.353222043
260,132.541165579
261,132.749539008
262,132.834725842
263,133.001414495
264,133.113118985
265,133.440812521
266,133.627478117
267,133.881696345
268,134.137034542
269,134.295141229
270,134.552700293
271,134.647319852
272,134.818397588
273,134.966318641
274,135.159079599
275,135.524798682
276,135.7142969
277,135.92894898
278,136.086415845
279,136.173077307
