Time(Iteration),LinUCB
280,136.36407605
281,136.545622064
282,136.764101792
283,136.920339991
284,137.013508081
285,137.130616782
286,137.335973251
287,137.427125319
288,137.625857029
289,137.824510631
290,138.044159655
291,138.205356522
292,138.429371666
293,138.623443418
294,138.780828363
295,139.045535038
296,139.169293365
297,139.49507097
298,139.679157648
299,139.906335341
300,140.013697255
301,140.116218922
302,140.267562038
303,140.387375472
304,140.490691213
305,140.681006625
306,140.798458339
307,140.936285801
308,141.09638401
309,141.304204997
310,141.523972772
311,141.668395633
312,141.934712645
313,142.041941443
314,142.202476408
315,142.433029553
316,142.553813192
317,142.69882242
318,142.967260572
319,143.168496644
320,143.348933655
321,143.443214193
322,143.619051885
323,143.77598633
324,143.88169371
325,143.981479082
326,144.120705963
327,144.359086311
328,144.491811416
329,144.60660606
330,144.667448388
331,144.77645829
332,144.87667513
333,145.021922645
334,145.043104689
335,145.224792627
336,145.292113932
337,145.440794095
338,145.463964096
339,145.523888288
340,145.635620631
341,145.763949096
342,145.997641139
343,146.137993728
344,146.193488154
345,146.284972033
346,146.416842781
347,146.556996695
348,146.635602383
349,146.681465198
350,146.895221729
351,146.98327555
352,147.020889824
353,147.153219292
354,147.225109356
355,147.381508192
356,147.485099092
357,147.627678714
358,147.699442488
359,147.779085277
360,147.911836864
361,148.023418536
362,148.239309415
363,148.355436702
364,148.441500623
365,148.52517676
366,148.630897534
367,148.868023858
368,148.997280414
369,149.126254786
370,149.292922308
371,149.509458323
372,149.712328437
373,149.87434247
374,149.971274043
375,150.103758068
376,150.172838783
377,150.260022754
378,150.428702597
379,150.576503995
380,150.849652967
381,150.999723293
382,151.159246246
383,151.245531196
384,151.288314374
385,151.349673359
386,151.592374906
387,151.731257505
388,151.895633054
389,151.993038313
390,152.150952764
391,152.398172718
392,152.491224454
393,152.633282229
394,152.738953505
395,152.892562548
396,153.014875175
397,153.104805322
398,153.318430616
399,153.417322232
400,153.56698855
401,153.689006099
402,153.828821847
403,153.913498386
404,154.035870704
405,154.175816839
406,154.295735627
407,154.405153113
408,154.734024771
409,154.893671362
410,155.006421644
411,155.179804935
412,155.29488539
413,155.346901062
414,155.529132731
415,155.663867332
416,155.901537635
417,155.983076095
418,156.107308273
419,156.147445517
420,156.3199075
421,156.45493453
422,156.552590991
423,156.69373161
424,156.848251252
425,156.918561786
426,157.065686317
427,157.18013328
428,157.300383714
429,157.470209476
430,157.564570742
431,157.741324958
432,157.874612131
433,157.982906443
434,158.097214215
435,158.140384875
436,158.262339849
437,158.463157095
438,158.643814584
439,158.77157789
440,158.857072663
441,158.938348262
442,159.060035825
443,159.222949591
444,159.369526382
445,159.452562254
446,159.548068437
447,159.762234531
448,159.88800725
449,159.992637868
450,160.135044104
451,160.28830672
452,160.381473407
453,160.477564816
454,160.626372359
455,160.677497673
456,160.790232991
457,160.914170143
458,160.97662128
459,161.095522718
460,161.222398124
461,161.301078975
462,161.434675437
463,161.531434084
464,161.596638483
465,161.674782853
466,161.773877524
467,161.9072194
468,161.916865738
469,162.085527138
470,162.137656311
471,162.23665053
472,162.35780972
473,162.517323681
474,162.618183818
475,162.804019561
476,162.862279608
477,163.03611405
478,163.101507213
479,163.271525358
480,163.377533644
481,163.522066919
482,163.678291618
483,163.878079039
484,164.046016943
485,164.100086822
486,164.243780749
487,164.305040835
488,164.422992981
489,164.531506379
490,164.654377959
491,164.74836926
492,164.845018771
493,165.016214844
494,165.075690282
495,165.198260887
496,165.297083586
497,165.430276295
498,165.477989537
499,165.662389649
