Time(Iteration),CAB_idealNewCoTheta,CAB_originalCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,,,,,,
0,0.968806774387,0.969176061939,0.968806774387,0.96854338531,,,,,,
1,0.948838524475,0.949822137003,0.936237116087,0.952614052058,,,,,,
2,0.919152342703,0.924120344913,0.910527154404,0.921287699526,,,,,,
3,0.900814711338,0.906908729193,0.87893420373,0.903765097491,,,,,,
4,0.866695143647,0.884333148127,0.846921796298,0.874490487787,,,,,,
5,0.849795714897,0.868658249533,0.816233155963,0.857647417881,,,,,,
6,0.817964798797,0.841750801467,0.796236224006,0.828990349556,,,,,,
7,0.793156850054,0.824107809837,0.775214015588,0.804134014312,,,,,,
8,0.76057722442,0.799422435085,0.753050848722,0.767506462928,,,,,,
9,0.742630111476,0.768950417215,0.740942019574,0.748404187288,,,,,,
10,0.716731737251,0.750723576679,0.730852943871,0.721771264232,,,,,,
11,0.69917707145,0.734463581028,0.71604501507,0.705443186637,,,,,,
12,0.680615733297,0.718743959528,0.706798872689,0.688250683182,,,,,,
13,0.664632816236,0.698016125222,0.697492242094,0.671563830696,,,,,,
14,0.64514945826,0.676784589,0.686030652542,0.655401046678,,,,,,
15,0.633828734889,0.665760781058,0.675950609799,0.646655903112,,,,,,
16,0.622244679921,0.655962400386,0.670775558825,0.635473921234,,,,,,
17,0.610142946536,0.641408480507,0.658149292995,0.625201680487,,,,,,
18,0.600084248996,0.62948571236,0.638625284886,0.614776546304,,,,,,
19,0.591797770607,0.614120521666,0.632895033414,0.609406858136,,,,,,
20,0.583707120973,0.602025043411,0.62774404351,0.600603868598,,,,,,
21,0.577546780706,0.58975076046,0.620731977211,0.589772759353,,,,,,
22,0.565783926804,0.578056142258,0.610226349114,0.579921771379,,,,,,
23,0.554446518807,0.567338282424,0.598309563416,0.569595338483,,,,,,
24,0.545452134648,0.557279418138,0.584933683923,0.555589725392,,,,,,
25,0.534481171488,0.548636892175,0.578978940314,0.542605277598,,,,,,
26,0.527306327245,0.544313748156,0.57508667331,0.536303057317,,,,,,
27,0.515797583307,0.539283611868,0.570687951673,0.527805122581,,,,,,
28,0.50805958861,0.524507613728,0.567247996462,0.519441205714,,,,,,
29,0.495109664858,0.517145110011,0.56205798058,0.508523468286,,,,,,
30,0.485472674521,0.507638760016,0.551305495745,0.497931687217,,,,,,
31,0.479796308228,0.497415555274,0.536203424182,0.489380332196,,,,,,
32,0.473985291535,0.491712010198,0.528068879889,0.4843966978,,,,,,
33,0.457857567927,0.488830002251,0.522462022859,0.474396565743,,,,,,
34,0.451164706793,0.482384707853,0.519650531704,0.467722795992,,,,,,
35,0.447095076485,0.479151649927,0.514853023093,0.463279286434,,,,,,
36,0.445223362682,0.478291706086,0.514109119809,0.461352394307,,,,,,
37,0.440042219331,0.473549421456,0.510767960012,0.458307536826,,,,,,
38,0.434752576565,0.469038472634,0.508148386182,0.452933509135,,,,,,
39,0.431182846872,0.457352845688,0.498746469883,0.448391932982,,,,,,
40,0.4258363492,0.453627851282,0.488439071796,0.44027782606,,,,,,
41,0.421920478285,0.451337663794,0.481726391159,0.436374121257,,,,,,
42,0.411223940827,0.443002873095,0.469646465288,0.42324295903,,,,,,
43,0.4075200609,0.439949141613,0.464307644455,0.417092899227,,,,,,
44,0.404182684096,0.435958040985,0.462071168333,0.411936575075,,,,,,
45,0.402126630778,0.433955119062,0.461176814083,0.409781750812,,,,,,
46,0.400759188588,0.430406466608,0.457659130506,0.407138787066,,,,,,
47,0.393091559157,0.42171503141,0.44879043211,0.400238027055,,,,,,
48,0.38162870347,0.417714762334,0.440286824194,0.395300663283,,,,,,
49,0.376892984464,0.414317949536,0.434426033792,0.389976230875,,,,,,
50,0.369810655984,0.412930673326,0.429432335227,0.385750116125,,,,,,
51,0.362344937871,0.409592343853,0.425696586361,0.381399220119,,,,,,
52,0.358743385705,0.405024972606,0.423216703345,0.377942989331,,,,,,
53,0.35488792516,0.400032492677,0.419835003348,0.373211589916,,,,,,
54,0.348633040707,0.390912398617,0.412572566911,0.369466069081,,,,,,
55,0.346715682701,0.389017588203,0.410634194197,0.367950166503,,,,,,
56,0.343194424481,0.386602426882,0.402585457357,0.364872500543,,,,,,
57,0.341025370585,0.382435776173,0.400233086652,0.362227445024,,,,,,
58,0.334687804471,0.374294665953,0.392089702886,0.353071836685,,,,,,
59,0.330435813169,0.368949039806,0.378752412693,0.350256142678,,,,,,
60,0.328931311524,0.366751431409,0.377001246481,0.348104492216,,,,,,
61,0.322628863905,0.362912978817,0.372011914725,0.342008851955,,,,,,
62,0.318624773632,0.361073282012,0.370879657062,0.339958318199,,,,,,
63,0.316835416278,0.358980841219,0.367821539042,0.337958650806,,,,,,
64,0.315577638283,0.354547325653,0.365342591703,0.331466210576,,,,,,
65,0.3116230416,0.345541840915,0.355969318663,0.327850525529,,,,,,
66,0.305532709933,0.342917202051,0.352180297489,0.326164936378,,,,,,
67,0.303809208604,0.341367352794,0.348973528933,0.324194522214,,,,,,
68,0.30282283432,0.340116761434,0.348413346813,0.3228236437,,,,,,
69,0.30157774158,0.338843406467,0.346223373883,0.321525683938,,,,,,
70,0.296570179638,0.334114698295,0.344148318968,0.316273072542,,,,,,
71,0.296202352089,0.332173959311,0.340414281371,0.315657510603,,,,,,
72,0.294090199498,0.32634673999,0.338401957212,0.312244352227,,,,,,
73,0.292219461238,0.324126624772,0.336761640308,0.309221982519,,,,,,
74,0.290834464034,0.323902609154,0.335124234528,0.30872106435,,,,,,
75,0.289611655785,0.320459335327,0.328799965012,0.307044929479,,,,,,
76,0.287612880392,0.314303915406,0.32568789389,0.304563724571,,,,,,
77,0.286393269357,0.309583196362,0.321177965728,0.302134655966,,,,,,
78,0.276873381313,0.30885450152,0.320736528437,0.301505340891,,,,,,
79,0.274060734591,0.307430206413,0.318808919092,0.298605215714,,,,,,
80,0.272903684877,0.305609929179,0.318107712787,0.297849097823,,,,,,
81,0.271415700017,0.304145379151,0.316558952136,0.29558942715,,,,,,
82,0.266992270363,0.302109128417,0.313141540264,0.291926310469,,,,,,
83,0.264585217908,0.300868187842,0.312081297668,0.289439899469,,,,,,
84,0.263232389495,0.299958698191,0.312020546555,0.288987651789,,,,,,
85,0.261821404362,0.295706224918,0.311498691941,0.285708539243,,,,,,
86,0.258493894409,0.292773949253,0.309073586055,0.283038307107,,,,,,
87,0.257949014962,0.290608755173,0.308603592685,0.282709866484,,,,,,
88,0.256950902531,0.287455150783,0.307298670051,0.281589581659,,,,,,
89,0.256203033563,0.284526427716,0.305584322116,0.280145005762,,,,,,
90,0.255624272744,0.283938276865,0.305243319112,0.279391379577,,,,,,
91,0.255292797695,0.281141267967,0.30463434474,0.279127709947,,,,,,
92,0.246707466848,0.280512617648,0.303599402372,0.276637580054,,,,,,
93,0.244878539452,0.276509188147,0.301381764572,0.274726676916,,,,,,
94,0.244107384292,0.275871539312,0.29889380403,0.274489725157,,,,,,
95,0.240754994029,0.275337648536,0.297767891795,0.271332305173,,,,,,
96,0.240011872442,0.27324621791,0.296594435342,0.269387248673,,,,,,
97,0.237514707638,0.269772434273,0.293724400174,0.267054676915,,,,,,
98,0.236956964185,0.269367269043,0.293157343258,0.266220415409,,,,,,
99,0.234173610716,0.268975796708,0.292367444097,0.264748748544,,,,,,
100,0.233302237146,0.267919271589,0.290743415723,0.263636303891,,,,,,
101,0.230935346564,0.265890702501,0.288565068747,0.262533614491,,,,,,
102,0.229894057153,0.259670444795,0.286935732137,0.260860122837,,,,,,
103,0.228357007453,0.255892979829,0.283481286844,0.258290288447,,,,,,
104,0.228157746675,0.254797217343,0.282671214473,0.258058602131,,,,,,
105,0.22698431803,0.25336568221,0.281722664578,0.255856493504,,,,,,
106,0.225763998019,0.250890499464,0.279136981149,0.254908158444,,,,,,
107,0.224240628228,0.249728062152,0.277335896792,0.254333564124,,,,,,
108,0.220426078816,0.246365716071,0.275464536172,0.250180782471,,,,,,
109,0.21997886774,0.245037046371,0.27460581127,0.249725052462,,,,,,
110,0.21872767329,0.244648289698,0.271803820291,0.249510114455,,,,,,
111,0.217815717429,0.244170425732,0.27093837973,0.248373875004,,,,,,
112,0.216581664447,0.243465201277,0.267934018864,0.247244392294,,,,,,
113,0.216314183895,0.243245050034,0.267132404047,0.246845999513,,,,,,
114,0.215619947341,0.242134899132,0.266708262284,0.246279480797,,,,,,
115,0.214165030602,0.240580679476,0.258020388293,0.24362386669,,,,,,
116,0.213277235417,0.238975535887,0.257158231768,0.242633919228,,,,,,
117,0.212040433552,0.23821758015,0.256371277736,0.241747157201,,,,,,
118,0.210667488426,0.236574986672,0.254245918825,0.240743345942,,,,,,
119,0.207122941977,0.233264317945,0.251737159794,0.236678894647,,,,,,
120,0.205696590502,0.23124570445,0.25028337329,0.235320374973,,,,,,
121,0.20479504465,0.223740031075,0.242404984845,0.230062039345,,,,,,
122,0.204233820536,0.223039796324,0.239892545952,0.22610991996,,,,,,
123,0.202708469874,0.219941240428,0.238625708564,0.224325469164,,,,,,
124,0.202139797249,0.219385092739,0.237860562742,0.223891026395,,,,,,
125,0.201154453815,0.218491876285,0.236409760204,0.222074431592,,,,,,
126,0.200840636208,0.217728825486,0.236281229258,0.22143576411,,,,,,
127,0.200272279524,0.217373133257,0.235400156259,0.220566176056,,,,,,
128,0.196812225446,0.217009093485,0.234109589023,0.218943461486,,,,,,
129,0.196699580046,0.216743458998,0.2341076649,0.218848637275,,,,,,
130,0.195645043581,0.215405611124,0.232791056019,0.217302944261,,,,,,
131,0.194212043875,0.215316674493,0.231051912333,0.21544849672,,,,,,
132,0.193371504486,0.214483278508,0.230635367354,0.211831388703,,,,,,
133,0.192730566331,0.213463769706,0.229759047236,0.211256971422,,,,,,
134,0.191674975568,0.211926064536,0.227324766467,0.211113357466,,,,,,
135,0.190750203379,0.211263586979,0.226719323609,0.210032059956,,,,,,
136,0.188872790506,0.210931882144,0.224211729,0.208461711065,,,,,,
137,0.187531238986,0.210597118971,0.223053295598,0.206776146978,,,,,,
138,0.186099557142,0.208303986947,0.22112595218,0.204610895659,,,,,,
139,0.184966156653,0.207162444981,0.219946997697,0.203265408294,,,,,,
140,0.184078717273,0.205638738324,0.219228010725,0.202689914168,,,,,,
141,0.183568627464,0.204658570607,0.218533720174,0.20215638755,,,,,,
142,0.182615861501,0.203859933175,0.217473827256,0.201323574892,,,,,,
143,0.180394680343,0.201042544599,0.214112950304,0.198981787538,,,,,,
144,0.179935027372,0.20012520368,0.213243781624,0.197997638666,,,,,,
145,0.179926769028,0.200028670535,0.212901846761,0.197196061641,,,,,,
146,0.178192001801,0.199085970889,0.211012693637,0.195446479993,,,,,,
147,0.178020375554,0.199058189582,0.210872174171,0.194934509385,,,,,,
148,0.177474815621,0.198251196899,0.210034988956,0.194133578635,,,,,,
149,0.177313211369,0.197149283543,0.209645021017,0.193967000299,,,,,,
150,0.17671368577,0.196331324068,0.208974541209,0.192462194967,,,,,,
151,0.176394470565,0.195816103997,0.207442504367,0.192036320188,,,,,,
152,0.176287964029,0.195879649721,0.207850722629,0.192050156021,,,,,,
153,0.175852041634,0.194726523887,0.20627945117,0.192199795668,,,,,,
154,0.174847201732,0.194224204936,0.205258342674,0.191738654938,,,,,,
155,0.174662088687,0.193955442965,0.205128287227,0.191417440382,,,,,,
156,0.172867433389,0.192530858796,0.204377969614,0.191077920413,,,,,,
157,0.172538872835,0.191668942618,0.203869876912,0.190940865902,,,,,,
158,0.172204179804,0.191314546012,0.203465676261,0.190463712467,,,,,,
159,0.171629819028,0.190936482023,0.202360987256,0.18971184032,,,,,,
160,0.171883038978,0.190833407245,0.202431296827,0.189526692386,,,,,,
161,0.171839635297,0.191002639111,0.202458644404,0.189501768379,,,,,,
162,0.171410615449,0.190659528529,0.202127734376,0.189177276103,,,,,,
163,0.170951493986,0.190458017756,0.201493146175,0.188502289392,,,,,,
164,0.170111274294,0.189969179965,0.201185988868,0.187562838988,,,,,,
165,0.168718537109,0.189299059541,0.201087101039,0.187581515534,,,,,,
166,0.16821745014,0.18838258138,0.200594583914,0.187266438498,,,,,,
167,0.167196322461,0.18750218796,0.199781988858,0.185793157871,,,,,,
168,0.167144806486,0.186974626906,0.196573774855,0.185937438199,,,,,,
169,0.166473858686,0.186021012736,0.196824264365,0.185599605769,,,,,,
170,0.165418633906,0.185612175105,0.196399998336,0.184786193903,,,,,,
171,0.164445250732,0.184759297255,0.195460279972,0.179172475812,,,,,,
172,0.163517927345,0.184343523885,0.194819806195,0.178511520888,,,,,,
173,0.16223355361,0.183457008031,0.193813931034,0.177561963174,,,,,,
174,0.160896329928,0.182890712404,0.192255365444,0.175917563271,,,,,,
175,0.161130939042,0.18334958929,0.19265524507,0.176213258404,,,,,,
176,0.160827681705,0.182720888082,0.190169733713,0.175922756646,,,,,,
177,0.160439459836,0.180982470288,0.188262283595,0.175213520003,,,,,,
178,0.160325640034,0.1809438393,0.188268707478,0.175180657243,,,,,,
179,0.160216922572,0.180797946527,0.188182758453,0.174935052911,,,,,,
180,0.160096116049,0.181049843075,0.187367286259,0.174535076217,,,,,,
181,0.15972534152,0.180630205439,0.186839509149,0.173862434023,,,,,,
182,0.159699818987,0.180182802264,0.186459298586,0.173916224071,,,,,,
183,0.159624426956,0.180693859169,0.186485632711,0.173662812652,,,,,,
184,0.159218712948,0.180142021005,0.184335879523,0.172863807983,,,,,,
185,0.158801934132,0.17961496353,0.183911367627,0.17245051968,,,,,,
186,0.158538049227,0.179131455538,0.183611717297,0.172118303241,,,,,,
187,0.158316714398,0.178677297066,0.183306252852,0.171779484247,,,,,,
188,0.157590892635,0.176040880049,0.182895400212,0.171029783055,,,,,,
189,0.157195232519,0.175517189792,0.182622359708,0.170679533286,,,,,,
190,0.156785227992,0.175154587886,0.182043399471,0.1703279014,,,,,,
191,0.156417079296,0.175026502505,0.181514432103,0.170289656534,,,,,,
192,0.15667862537,0.174852528508,0.18150531181,0.170375122974,,,,,,
193,0.156477331018,0.173771555612,0.181069918318,0.169976003314,,,,,,
194,0.155899030046,0.173400863205,0.180663084604,0.16915806313,,,,,,
195,0.155155238122,0.172005666926,0.179957035288,0.167935163781,,,,,,
196,0.15474122458,0.171846572912,0.179513627843,0.167685337697,,,,,,
197,0.153948883497,0.170958642752,0.177775368127,0.167042427168,,,,,,
198,0.153746214495,0.169956542654,0.177402895565,0.166486587133,,,,,,
199,0.153752975729,0.169646194316,0.1769967119,0.166874613819,,,,,,
