Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB,CAB_cbj,CAB_cbij
0,6.39405857902,8.85831632058,8.85831632058,8.78459926607,8.85831632058,8.85831632058
1,12.5622778202,15.9497761058,11.6915036638,14.7915512287,15.7135007217,15.6406212937
2,16.1604226202,19.9225589324,13.1277880314,18.7886189706,19.1541084835,20.9031459759
3,19.5205411495,23.8412319432,14.527605439,21.5628803517,22.8649376842,25.2105663715
4,22.869240214,28.5986680132,15.9444738412,24.5541992055,27.0603381298,28.8745628791
5,24.9708363025,32.2513231487,16.9450989011,26.5855352833,29.5872764606,32.3470348259
6,27.1146118736,35.312631862,18.2220877026,28.4897595835,32.3322042448,34.923388041
7,28.1140921139,38.3102913257,19.1528621346,30.3465494122,33.6906409501,36.4400168633
8,29.3408830025,41.5514711971,19.8698216218,31.9553924939,35.5514205242,37.7657148616
9,30.3458945201,44.2686890236,20.6045834271,33.7488148842,37.4052169107,39.132791119
10,31.2569943729,46.8821295953,21.0867026668,34.4734047905,39.0121080648,39.9313418671
11,32.2218853249,48.5524602512,21.4826647383,35.6400777221,39.85166865,40.3636310518
12,33.3620625281,51.003066752,21.8134884448,36.1981629827,40.6357409004,40.8594901621
13,34.5924662661,52.8687747649,22.2945990567,36.9355375223,41.5725456548,41.6323850356
14,35.5604983365,54.3018233816,22.8459740984,38.0372480559,42.5239244349,42.4380096015
15,36.8544449142,55.8058168831,23.1307056953,39.0241235094,43.6520882612,42.9813656112
16,37.5118782181,56.2326292903,23.2607092515,39.4293762831,44.5271081111,43.2607589588
17,38.149380039,57.2040549693,23.4782138376,39.8692769493,45.1594917703,44.0877120438
18,38.5987525444,57.5200643475,23.8145023152,40.2145994362,45.3994819824,44.4243291361
19,39.2366330137,57.9817479451,24.0552923289,41.1011398339,45.7718344334,45.0860404945
20,39.5509965745,58.885236185,24.3277129881,41.9009196475,46.0577210201,45.3766907488
21,39.8464044191,59.277471411,24.4576428147,42.4413822436,46.2864406385,45.6883895734
22,40.3867956977,59.6322628259,24.7226712582,42.6945589892,46.933582475,46.0260840331
23,40.5492704601,59.9756444846,24.9311086303,42.9951944684,47.4264007954,46.1536512733
24,41.0134719772,60.4591813641,25.362183704,43.564292119,48.03370473,46.7107091035
25,41.303718003,60.7611917601,25.5263741501,43.980069918,48.1687487538,46.8796328316
26,41.579065296,61.594466122,25.7184130602,44.1679183362,48.6152109885,47.0839383494
27,42.0202385844,61.9577615143,25.7517099327,44.2820903323,48.8725421743,47.281985859
28,42.0544173587,62.2295801019,25.7573054613,44.3300692506,49.0927753911,47.6491115139
29,42.1512625318,62.4635304695,25.8503645904,44.4011405878,49.1896205643,47.7171243627
30,42.2211990926,62.7140219539,26.0486186141,44.5570398448,49.4510743321,48.1086524524
31,42.4485326943,62.9454190135,26.3062171191,44.6785322224,49.6561283999,48.4424641104
32,42.6718280666,63.0682784935,26.598653771,44.8380356737,49.7235486128,48.536198296
33,43.0235809034,63.5165929891,26.8422671139,45.1291324652,50.0897371033,49.0402094087
34,43.1340697051,63.7303189034,26.9775686401,45.2417294408,50.3055711916,49.1871808875
35,43.3481855569,63.9108296249,27.1086485504,45.5050711451,50.502140697,49.411071179
36,43.3775261131,64.0998295017,27.3224041052,45.7218801946,50.6835849279,49.6145447095
37,43.509966122,64.2498233144,27.4601503939,45.8650820303,50.7681609171,49.7544543879
38,43.7086133378,64.5222439296,27.5698896091,46.1778482914,50.9580729994,50.0188597389
39,43.9643233417,64.6451524825,27.6442687891,46.2793127089,51.0886564279,50.2745697428
40,44.102400643,64.903875432,27.8476680851,46.5784893256,51.24255362,50.4317719779
41,44.2717521069,65.1837758488,27.9238536387,46.689814175,51.4674024687,50.6615382831
42,44.6139109726,65.4371979122,28.2076380428,47.0736062836,51.7490102867,51.0079156202
43,44.8518638711,65.7401168919,28.2975066353,47.3154240059,51.8876111444,51.2150568746
44,45.0267232743,65.9375968034,28.3605381227,47.3583216645,52.0695172607,51.4506172335
45,45.2336501868,66.3752089087,28.4687424656,47.5211617036,52.4052266101,51.8468520767
46,45.2807384804,66.5042024717,28.4853803537,47.5211617036,52.4314907862,51.889754141
47,45.6284690943,66.9010458319,28.5339407343,47.7732057897,52.7697596497,52.203948036
48,45.6811914519,67.0762948794,28.586663092,47.8259281473,52.9593225532,52.2566703937
49,45.9378558763,67.3344819854,28.688787645,48.1816860369,53.086085388,52.3818418472
50,45.9445923664,67.3929225191,28.7962277776,48.2442973166,53.345801435,52.4402823809
51,45.9883224429,67.4639143749,28.8255339742,48.2614303867,53.4734316157,52.5185627691
52,46.0726773979,67.5482693299,28.8255339742,48.3694051285,53.5577865707,52.6029177242
53,46.2923897645,67.770755219,28.9710745905,48.5201133418,53.703327187,52.7944787815
54,46.4488107581,67.9237929533,29.0316618911,48.5904862333,53.7639144876,52.9783016417
55,46.4488107581,68.1549567778,29.2092476486,48.7329091162,53.8404328934,53.0873273809
56,46.6476100583,68.3653316171,29.2981201447,48.8936785925,54.0333234859,53.2190558341
57,46.7124872651,68.4141615261,29.3164416864,49.0393797988,54.2100406013,53.221330078
58,46.8020098504,68.6169183261,29.3927386275,49.2300826834,54.2427774976,53.2684159338
59,46.8272447295,68.8144703287,29.3927386275,49.2690058576,54.4264626395,53.4659679364
60,46.9478572829,68.9276420099,29.5321284157,49.3816139716,54.5335878778,53.5968765905
61,47.0694244675,68.9529868637,29.6389978346,49.4854658154,54.6374397216,53.6885120105
62,47.1132564381,68.9954966582,29.6925346445,49.6342067949,54.6954337347,53.791811477
63,47.1661817611,69.1886164968,29.7127245536,49.6857234597,54.789254305,53.9572542444
