Time(Iteration),CAB,LinUCB
0,1.20581474843,1.34436750724
1,2.74983153837,3.26416817085
2,3.26134380582,4.31530037383
3,4.17936907332,5.66353384717
4,4.72389745112,6.60965232824
5,5.28304141376,7.48118276786
6,5.90684893911,8.61207687261
7,6.32598277304,9.23682632159
8,6.87532310249,9.89933518934
9,7.41450765345,10.8558368464
10,8.10315868123,11.4969453487
11,8.50427022427,12.0856977398
12,8.94901281725,12.5089057326
13,9.38230918949,12.9418929394
14,9.57028694234,13.2697046402
15,9.78544842534,13.635251428
16,10.247644845,13.8764839491
17,10.5373307082,14.177170403
18,10.8525935555,14.410024895
19,11.0309456587,14.6369872546
20,11.1046334459,14.8687767501
21,11.2664880545,15.1296599098
22,11.5572776177,15.2878298839
23,11.6345020398,15.4557563241
24,11.830712322,15.6674042436
25,11.9315333695,15.8048036275
26,12.0722246842,16.0642610159
27,12.1675650951,16.3347693733
28,12.3288616081,16.5689862888
29,12.5315294876,16.8622753789
30,12.6196959706,17.0057532438
31,12.7804929122,17.1713613558
32,12.8622788168,17.3048345797
33,12.9489023245,17.4300850542
34,13.0531095177,17.6146780279
35,13.2014800929,17.7564699931
36,13.3267759167,17.9060000698
37,13.4366162948,18.0641300498
38,13.5602802421,18.2745865548
39,13.6624558156,18.3587215909
40,13.7410431066,18.5046749076
41,13.8735540169,18.5873113801
42,13.9569913899,18.8404476077
43,14.0810289204,18.94623605
44,14.099785336,18.9751659367
45,14.1063839832,19.0248681223
46,14.1619174304,19.2016462644
47,14.2073218284,19.2478629858
48,14.257181702,19.3346654559
49,14.2723277111,19.3637625133
50,14.3490262178,19.435688188
51,14.3825094975,19.5169893826
52,14.4217227176,19.5843368169
53,14.4838710219,19.5968483
54,14.5220902864,19.6484130516
55,14.5555002706,19.6790329205
56,14.6575665766,19.787966448
57,14.7077891604,19.8981922804
58,14.7516293776,19.9495948353
59,14.7838896891,19.967671373
60,14.803730518,20.0345134685
61,14.8526596486,20.0639217773
62,14.9579764265,20.1797205279
63,15.0084752131,20.2327290514
64,15.0640421165,20.2773962899
65,15.1504943275,20.3360440151
66,15.1726631712,20.3418637511
67,15.1741791849,20.3475534276
68,15.1790960267,20.3524702694
69,15.2616712251,20.3973133757
70,15.3209513965,20.4657576558
71,15.3673173247,20.4792565717
72,15.4274472774,20.5491948776
73,15.4880617896,20.6898701087
74,15.5875128771,20.7208674736
75,15.6044519714,20.7954992198
76,15.6083706871,20.8613497981
77,15.6548552268,20.8982409177
78,15.6903135593,20.9198991274
79,15.7352101556,20.9727537945
80,15.7949823619,21.0069201527
81,15.8044921532,21.0871647516
82,15.8198966315,21.1405521684
83,15.8556476232,21.2702248024
84,15.9073527852,21.2944922646
85,15.9241970485,21.3268080313
86,15.9370058559,21.3475650865
87,15.9822815144,21.3869171889
88,15.9904068149,21.3967531549
89,16.0512641699,21.4143227767
90,16.1113782636,21.445328585
91,16.1536448501,21.500243801
92,16.177983583,21.5103920513
93,16.2071162292,21.5287192055
94,16.2278608511,21.5530416085
95,16.2921977625,21.6351140985
96,16.3174378844,21.6499351556
97,16.3183008415,21.6769041975
98,16.3307775936,21.6935205833
99,16.3358652899,21.7020198564
100,16.3778147919,21.7650912211
101,16.3778147919,21.7713529871
102,16.4178522081,21.7962289849
103,16.4268308234,21.8052076002
104,16.434367056,21.8292610459
105,16.435398482,21.8589453137
106,16.4489059116,21.8790541073
107,16.4775703047,21.8945278391
108,16.501429011,21.921445456
109,16.506864076,21.9268805209
110,16.5322907065,21.9347500419
111,16.5604606783,21.9474967313
112,16.5822787924,21.9592108202
113,16.6204518221,21.9973838499
114,16.6290769102,22.0106022278
115,16.6466429165,22.0257186213
116,16.654967029,22.0352124613
117,16.654967029,22.0525361809
118,16.6695142172,22.0792326224
119,16.6814978688,22.0912162741
120,16.6869466038,22.1020252606
121,16.6883091183,22.1031389418
122,16.6918347571,22.1161148672
123,16.7082962035,22.1325763136
124,16.7434838455,22.1393095435
125,16.7888542623,22.1835178079
126,16.8116507688,22.2131454455
127,16.8417829609,22.2420920361
128,16.8588321007,22.2566082782
129,16.9229789773,22.2996910306
130,16.9229789773,22.3126671559
131,16.9904555466,22.3593907299
132,17.0334310424,22.3844476934
133,17.0334310424,22.3844476934
134,17.0653819812,22.3935529555
135,17.0966533209,22.4031355317
136,17.1491771998,22.4625796664
137,17.2282848778,22.4914982705
138,17.2532936553,22.5017217651
139,17.3288880722,22.5697725164
140,17.3383548508,22.5901562596
